,when,did,luther,write,to,melanchhon,about,god,'s,grace,?
on,0.37706470489501953,0.2670976221561432,0.19090485572814941,0.2189130336046219,0.41031414270401,0.1269318163394928,0.322975218296051,0.13295738399028778,0.0026888418942689896,0.221370667219162,0.2714994251728058
1,-0.2683585286140442,-0.2815930247306824,-0.1791495978832245,-0.31064167618751526,-0.2769182622432709,-0.19542261958122253,-0.11984914541244507,-0.17474432289600372,0.003928052727133036,-0.22933782637119293,-0.249979168176651
august,0.2603156566619873,0.26378265023231506,0.17724208533763885,0.21778476238250732,0.2269229143857956,0.15317651629447937,0.18779972195625305,0.17696169018745422,-0.05140150338411331,0.28206461668014526,0.3006744682788849
1521,0.20012322068214417,0.09373841434717178,0.08881302922964096,0.21421237289905548,0.1331201046705246,0.1813471019268036,0.10236483067274094,0.12317641079425812,0.061436932533979416,0.183009535074234,0.0046399421989917755
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.44245919585227966,0.2840302884578705,0.3877100944519043,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
luther,0.14516782760620117,0.23667675256729126,1.0,0.14316920936107635,0.18029534816741943,0.27648600935935974,0.203048437833786,0.2238161414861679,-0.009990512393414974,0.2020328938961029,0.1732746809720993
wrote,0.18808679282665253,0.3485160768032074,0.24184277653694153,0.6017370820045471,0.18888387084007263,0.3362184166908264,0.3683466911315918,0.1964465230703354,0.07554080337285995,0.22202584147453308,0.19322504103183746
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.4184085726737976,1.0,0.14966149628162384,0.391953706741333,0.2408517301082611,0.03782717138528824,0.20109255611896515,0.29463258385658264
melanchthon,0.07002962380647659,0.07751930505037308,0.30344337224960327,0.1604299247264862,0.08310038596391678,0.8800445199012756,0.2275388538837433,0.2686186730861664,0.07329323887825012,0.24173147976398468,0.14275860786437988
on,0.37706470489501953,0.2670976221561432,0.19090485572814941,0.2189130336046219,0.41031414270401,0.1269318163394928,0.322975218296051,0.13295738399028778,0.0026888418942689896,0.221370667219162,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.535392165184021,0.22902809083461761,0.37995871901512146,0.24689088761806488,-0.01540423184633255,0.20940588414669037,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.21508260071277618,0.2702789306640625,0.3205692768096924,0.13962525129318237,0.2800863981246948,0.15485407412052155,0.0036877936217933893,0.2076718807220459,0.22649677097797394
theme,0.1518925577402115,0.12344229966402054,0.17536142468452454,0.2604830861091614,0.20641355216503143,0.306447297334671,0.18580302596092224,0.20798300206661224,0.010491529479622841,0.16102942824363708,0.21507632732391357
:,-0.04432349652051926,-0.05305134505033493,-0.0567622147500515,-0.06073613837361336,-0.09243495017290115,-0.0774151161313057,-0.14031879603862762,-0.07002276182174683,0.07621461898088455,-0.06711632013320923,-0.07156077772378922
``,0.07174111902713776,-0.029888948425650597,-0.013964727520942688,0.12880288064479828,0.06720756739377975,0.004196371883153915,0.008102871477603912,0.028099697083234787,-0.03416389226913452,-0.010277505964040756,0.0685480609536171
be,0.4451393485069275,0.22657383978366852,0.15299063920974731,0.30719614028930664,0.4972836375236511,0.1829414665699005,0.26362910866737366,0.21916557848453522,0.025217169895768166,0.1465151160955429,0.3324260413646698
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.45503583550453186,0.2770567238330841,0.34171196818351746,0.18792781233787537,0.04866964742541313,0.2073177546262741,0.23916715383529663
sinner,0.2389145940542221,0.23553375899791718,0.3096146285533905,0.1917504370212555,0.24487416446208954,0.2789057195186615,0.1824047714471817,0.47769445180892944,-0.011105770245194435,0.37958818674087524,0.2661270201206207
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.44245919585227966,0.2840302884578705,0.3877100944519043,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.48971283435821533,0.2497250884771347,0.3875081241130829,0.23257656395435333,0.06895173341035843,0.21748536825180054,0.20544172823429108
let,0.32320207357406616,0.4364680051803589,0.2060263454914093,0.32809367775917053,0.4338173568248749,0.09856867790222168,0.2375449538230896,0.26142987608909607,0.03574489802122116,0.12448646128177643,0.36716893315315247
your,0.27580705285072327,0.26251736283302307,0.18342097103595734,0.29854801297187805,0.37835195660591125,0.16626493632793427,0.21420477330684662,0.24629026651382446,0.042350754141807556,0.27297884225845337,0.41889458894729614
sins,0.1942422091960907,0.22541135549545288,0.2672843933105469,0.27607882022857666,0.3211083710193634,0.22164125740528107,0.22913892567157745,0.45952552556991577,0.07567469775676727,0.28558090329170227,0.2956109941005707
be,0.4451393485069275,0.22657383978366852,0.15299063920974731,0.30719614028930664,0.4972836375236511,0.1829414665699005,0.26362910866737366,0.21916557848453522,0.025217169895768166,0.1465151160955429,0.3324260413646698
strong,0.30902546644210815,0.21554261445999146,0.09317424893379211,0.1276087611913681,0.2913058400154114,0.23126670718193054,0.22556036710739136,0.16588889062404633,0.08512471616268158,0.19699732959270477,0.11990999430418015
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.44245919585227966,0.2840302884578705,0.3877100944519043,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
but,0.5599016547203064,0.49033689498901367,0.20694120228290558,0.3476792275905609,0.5542377829551697,0.2114943563938141,0.4257524609565735,0.2278047651052475,0.04136733338236809,0.1862984299659729,0.27921953797340393
let,0.32320207357406616,0.4364680051803589,0.2060263454914093,0.32809367775917053,0.4338173568248749,0.09856867790222168,0.2375449538230896,0.26142987608909607,0.03574489802122116,0.12448646128177643,0.36716893315315247
your,0.27580705285072327,0.26251736283302307,0.18342097103595734,0.29854801297187805,0.37835195660591125,0.16626493632793427,0.21420477330684662,0.24629026651382446,0.042350754141807556,0.27297884225845337,0.41889458894729614
trust,0.1540171056985855,0.24853086471557617,0.09778988361358643,0.2042977511882782,0.24275372922420502,0.15022459626197815,0.23110927641391754,0.20934367179870605,-0.026765592396259308,0.2367727905511856,0.22135582566261292
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.45010748505592346,0.22068321704864502,0.39797019958496094,0.1355067938566208,-0.037580832839012146,0.16484299302101135,0.20430970191955566
christ,0.1822013109922409,0.17013269662857056,0.2758595049381256,0.12638726830482483,0.22245259582996368,0.24283424019813538,0.2188844084739685,0.4998750388622284,0.054941605776548386,0.3065432906150818,0.13772203028202057
be,0.4451393485069275,0.22657383978366852,0.15299063920974731,0.30719614028930664,0.4972836375236511,0.1829414665699005,0.26362910866737366,0.21916557848453522,0.025217169895768166,0.1465151160955429,0.3324260413646698
stronger,0.31658709049224854,0.24810373783111572,0.10088742524385452,0.15576885640621185,0.32863837480545044,0.2081933170557022,0.23384985327720642,0.1753217577934265,0.08976798504590988,0.15705381333827972,0.12132075428962708
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.44245919585227966,0.2840302884578705,0.3877100944519043,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.48971283435821533,0.2497250884771347,0.3875081241130829,0.23257656395435333,0.06895173341035843,0.21748536825180054,0.20544172823429108
rejoice,0.2554219365119934,0.313639760017395,0.2455274760723114,0.20203860104084015,0.2400112748146057,0.23376324772834778,0.12511135637760162,0.45641449093818665,0.03563008829951286,0.33694198727607727,0.2041296362876892
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.45010748505592346,0.22068321704864502,0.39797019958496094,0.1355067938566208,-0.037580832839012146,0.16484299302101135,0.20430970191955566
christ,0.1822013109922409,0.17013269662857056,0.2758595049381256,0.12638726830482483,0.22245259582996368,0.24283424019813538,0.2188844084739685,0.4998750388622284,0.054941605776548386,0.3065432906150818,0.13772203028202057
who,0.48282691836357117,0.34038686752319336,0.21013082563877106,0.3035011887550354,0.42656609416007996,0.23992827534675598,0.3477841317653656,0.30252742767333984,0.05599616840481758,0.21939365565776825,0.26220351457595825
is,0.3471449911594391,0.19247472286224365,0.08282390236854553,0.23610058426856995,0.42745086550712585,0.3051398694515228,0.3532065451145172,0.2211674600839615,0.02396530658006668,0.17061445116996765,0.22961433231830597
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.535392165184021,0.22902809083461761,0.37995871901512146,0.24689088761806488,-0.01540423184633255,0.20940588414669037,0.22068053483963013
victor,0.1460246741771698,0.12204471230506897,0.18403185904026031,0.1403823047876358,0.17638854682445526,0.36112740635871887,0.09279504418373108,0.16888755559921265,0.05952982231974602,0.23634542524814606,0.13866813480854034
over,0.36642953753471375,0.2535076439380646,0.19360381364822388,0.17260436713695526,0.38635820150375366,0.14265203475952148,0.44422563910484314,0.14567053318023682,0.016215575858950615,0.1384439468383789,0.25742942094802856
