,what,major,newcastle,road,stretches,from,edinburgh,to,london,?
major,0.21026742458343506,0.9999998807907104,0.15312890708446503,0.195103257894516,0.1909695714712143,0.1417090892791748,0.17680364847183228,0.19240309298038483,0.17113307118415833,0.19788557291030884
roads,0.19353218376636505,0.27965033054351807,0.192631334066391,0.6293504238128662,0.325565904378891,0.16192694008350372,0.19105997681617737,0.23584575951099396,0.22646626830101013,0.17565645277500153
in,0.30808621644973755,0.3249945342540741,0.19270820915699005,0.23586870729923248,0.3391994535923004,0.4274188280105591,0.19197756052017212,0.45010748505592346,0.2785358726978302,0.20430970191955566
the,0.42745697498321533,0.31775903701782227,0.2253497689962387,0.27181798219680786,0.35279056429862976,0.40150508284568787,0.2266589254140854,0.535392165184021,0.27034124732017517,0.22068053483963013
area,0.21965408325195312,0.21581394970417023,0.18503880500793457,0.2523579001426697,0.36998915672302246,0.24361829459667206,0.13774968683719635,0.2797197997570038,0.1879003643989563,0.12640461325645447
include,0.1535889357328415,0.28127560019493103,0.0805373415350914,0.1415071189403534,0.19574588537216187,0.2679238021373749,0.12647807598114014,0.1820748895406723,0.14273615181446075,0.14925788342952728
the,0.42745697498321533,0.31775903701782227,0.2253497689962387,0.27181798219680786,0.35279056429862976,0.40150508284568787,0.2266589254140854,0.535392165184021,0.27034124732017517,0.22068053483963013
a1,0.018953397870063782,0.11469154804944992,-0.06691265851259232,-0.00016436779696960002,0.04924646019935608,0.052787162363529205,0.02161712571978569,0.06935721635818481,0.0017719684401527047,-0.015579691156744957
(,0.2411840260028839,0.19543711841106415,0.13896974921226501,0.1658727526664734,0.1935705989599228,0.25806233286857605,0.08771205693483353,0.30882009863853455,0.14926765859127045,0.40561532974243164
gateshead,0.15238600969314575,0.20832261443138123,0.5162909030914307,0.3922548294067383,0.27684012055397034,0.25399309396743774,0.4436834156513214,0.2273954600095749,0.45417821407318115,0.14773961901664734
newcastle,0.16276082396507263,0.15312890708446503,1.0000001192092896,0.20966708660125732,0.16232812404632568,0.1747848093509674,0.3934532105922699,0.23559264838695526,0.3328736424446106,0.0902252271771431
western,0.2454150915145874,0.22668367624282837,0.20867665112018585,0.143191859126091,0.3225240111351013,0.21337518095970154,0.1334424912929535,0.18838192522525787,0.14006927609443665,0.17439141869544983
bypass,0.25719916820526123,0.16618433594703674,0.15159034729003906,0.3462095856666565,0.25715914368629456,0.175135999917984,0.1789233237504959,0.28686386346817017,0.14439421892166138,0.18418999016284943
),0.26259949803352356,0.17611342668533325,0.15254424512386322,0.18800894916057587,0.19480636715888977,0.2672361731529236,0.10585223883390427,0.31236231327056885,0.1605358123779297,0.42300865054130554
",",0.3087472915649414,0.29355156421661377,0.251589834690094,0.1889011263847351,0.2783140540122986,0.39760664105415344,0.21550443768501282,0.44245919585227966,0.2571207880973816,0.31091248989105225
stretching,0.24755911529064178,0.16793620586395264,0.183895543217659,0.2020118236541748,0.8351941704750061,0.26473143696784973,0.18623486161231995,0.2752685844898224,0.1464027464389801,0.10934048146009445
north,0.18673177063465118,0.20476683974266052,0.28581127524375916,0.3042990565299988,0.3533470928668976,0.3180590271949768,0.26945510506629944,0.2743184268474579,0.22473973035812378,0.11829731613397598
to,0.455847829580307,0.19240309298038483,0.23559264838695526,0.21026462316513062,0.29036685824394226,0.4069952368736267,0.14218463003635406,1.0,0.2021344155073166,0.29463258385658264
edinburgh,0.10800135135650635,0.17680364847183228,0.3934532105922699,0.2226899266242981,0.14784389734268188,0.18416473269462585,1.0000001192092896,0.14218463003635406,0.47688645124435425,0.09266204386949539
and,0.31309178471565247,0.29795366525650024,0.20204751193523407,0.21445010602474213,0.31549230217933655,0.3601827025413513,0.2680290639400482,0.48971283435821533,0.2868692874908447,0.20544172823429108
south,0.15388517081737518,0.18060888350009918,0.3142260015010834,0.2733546197414398,0.29441767930984497,0.308648020029068,0.21346837282180786,0.25657615065574646,0.2185335010290146,0.12336621433496475
to,0.455847829580307,0.19240309298038483,0.23559264838695526,0.21026462316513062,0.29036685824394226,0.4069952368736267,0.14218463003635406,1.0,0.2021344155073166,0.29463258385658264
london,0.15188734233379364,0.17113307118415833,0.3328736424446106,0.29065409302711487,0.15310579538345337,0.2371179163455963,0.47688645124435425,0.2021344155073166,1.0,0.11278104782104492
;,0.10986888408660889,0.05951778590679169,0.10598292201757431,0.03766179829835892,0.06623061746358871,0.07524215430021286,0.06618127971887589,0.0979827418923378,0.06010933592915535,0.10349778085947037
the,0.42745697498321533,0.31775903701782227,0.2253497689962387,0.27181798219680786,0.35279056429862976,0.40150508284568787,0.2266589254140854,0.535392165184021,0.27034124732017517,0.22068053483963013
a19,0.07926604896783829,-0.08031347393989563,-0.22678588330745697,-0.17083881795406342,-0.05520440265536308,-0.12122657150030136,-0.21139617264270782,0.037380486726760864,-0.19607627391815186,0.0443696528673172
heading,0.354609876871109,0.2327767312526703,0.27676260471343994,0.22901643812656403,0.2367956042289734,0.1666451096534729,0.10569339245557785,0.3210565745830536,0.15245020389556885,0.33725887537002563
