,how,many,yards,was,the,mcmanus,field,goal,?
despite,0.180110901594162,0.29778826236724854,0.24374711513519287,0.3650621473789215,0.3172689974308014,0.1360892504453659,0.19708213210105896,0.19938677549362183,0.14350546896457672
denver,0.15631112456321716,0.18606427311897278,0.3131333589553833,0.2766761779785156,0.2052404284477234,0.25093990564346313,0.17716234922409058,0.15172222256660461,0.1520889848470688
's,-0.026164190843701363,0.01698932610452175,0.0408332459628582,0.008974763564765453,-0.01540423184633255,0.03362679108977318,0.07850787043571472,0.0441170372068882,-0.023395681753754616
excellent,0.22848455607891083,0.30336305499076843,0.18611761927604675,0.18563032150268555,0.20157980918884277,0.11226355284452438,0.2160395085811615,0.17830206453800201,0.1368298977613449
field,0.19519785046577454,0.1401631236076355,0.3101290166378021,0.15975919365882874,0.2105809599161148,0.13735942542552948,1.0,0.26796361804008484,0.11279727518558502
position,0.19999539852142334,0.14918828010559082,0.2653997242450714,0.23203803598880768,0.3183514177799225,0.18861955404281616,0.23691093921661377,0.19510342180728912,0.15529610216617584
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.45456063747406006,0.4933079481124878,0.34815144538879395,0.27645614743232727,0.2145523726940155,0.31091248989105225
they,0.43247655034065247,0.5400822758674622,0.1689012050628662,0.3300964832305908,0.49925389885902405,0.21854284405708313,0.19984279572963715,0.18134628236293793,0.2753053903579712
could,0.47830453515052795,0.38749223947525024,0.15256185829639435,0.39896807074546814,0.35393214225769043,0.15913113951683044,0.16404791176319122,0.27212080359458923,0.3411986827850342
not,0.4869767427444458,0.4369727373123169,0.12538307905197144,0.2888734042644501,0.4310511648654938,0.15937623381614685,0.22636151313781738,0.22583067417144775,0.41942933201789856
get,0.3772084712982178,0.3039306700229645,0.13370735943317413,0.2066597044467926,0.29667025804519653,0.14764267206192017,0.14838603138923645,0.24047285318374634,0.3499825894832611
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.48711544275283813,1.0,0.25801920890808105,0.2105809599161148,0.2443244755268097,0.22068053483963013
ball,0.2112688422203064,0.13717243075370789,0.31545811891555786,0.16079293191432953,0.18895584344863892,0.22234657406806946,0.260973185300827,0.32948318123817444,0.1766241192817688
into,0.2303972691297531,0.2618265151977539,0.15458516776561737,0.2322220653295517,0.39493247866630554,0.11498305201530457,0.11512954533100128,0.17200078070163727,0.15662476420402527
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.48711544275283813,1.0,0.25801920890808105,0.2105809599161148,0.2443244755268097,0.22068053483963013
end,0.2481066733598709,0.2364911139011383,0.24791282415390015,0.19220198690891266,0.39658910036087036,0.18104730546474457,0.12208939343690872,0.2495908886194229,0.12543344497680664
zone,0.1622122824192047,0.1584046632051468,0.20039640367031097,0.161222442984581,0.26423242688179016,0.12535524368286133,0.12594543397426605,0.1236218512058258,0.1173049733042717
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.45456063747406006,0.4933079481124878,0.34815144538879395,0.27645614743232727,0.2145523726940155,0.31091248989105225
so,0.6081400513648987,0.4506167769432068,0.19534160196781158,0.2666010558605194,0.4296516180038452,0.18997107446193695,0.25050657987594604,0.25244370102882385,0.43163934350013733
mcmanus,0.14902009069919586,0.1390344351530075,0.2012834995985031,0.27701082825660706,0.25801920890808105,1.0,0.13735942542552948,0.15743473172187805,0.2241760641336441
kicked,0.21845901012420654,0.15647149085998535,0.4196581244468689,0.29533520340919495,0.25993093848228455,0.25206872820854187,0.1876479834318161,0.30448809266090393,0.19371441006660461
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.4508470594882965,0.5829201340675354,0.21207298338413239,0.2030690312385559,0.20853768289089203,0.23916715383529663
33-yard,0.23121266067028046,0.1814664602279663,0.5224409699440002,0.2871530055999756,0.2891487181186676,0.31797558069229126,0.22635287046432495,0.20637640357017517,0.11568541079759598
field,0.19519785046577454,0.1401631236076355,0.3101290166378021,0.15975919365882874,0.2105809599161148,0.13735942542552948,1.0,0.26796361804008484,0.11279727518558502
goal,0.20538218319416046,0.11800757050514221,0.3246974050998688,0.18331198394298553,0.2443244755268097,0.15743473172187805,0.26796361804008484,1.0000001192092896,0.1964566856622696
that,0.557814359664917,0.5391656160354614,0.12126293778419495,0.33670201897621155,0.5473989248275757,0.2145528495311737,0.2216513603925705,0.2496824711561203,0.32716336846351624
increased,0.2297995388507843,0.3378802537918091,0.17318128049373627,0.23245969414710999,0.3188653886318207,0.058864522725343704,0.18505701422691345,0.1946776807308197,0.09587585180997849
their,0.3316696584224701,0.4574248492717743,0.1770053654909134,0.2396296262741089,0.516537070274353,0.20357045531272888,0.167498379945755,0.2400694042444229,0.1898253709077835
lead,0.18518535792827606,0.2319030612707138,0.1631172150373459,0.1970783770084381,0.21995973587036133,0.2399633824825287,0.14786890149116516,0.12836824357509613,0.14552436769008636
to,0.44169697165489197,0.40243685245513916,0.1612969934940338,0.3636345863342285,0.535392165184021,0.19593273103237152,0.2647967040538788,0.37094977498054504,0.29463258385658264
13–7,0.02118689939379692,-0.05943227559328079,-0.027001168578863144,0.09651754796504974,-0.004627506248652935,0.26069730520248413,0.0789339691400528,-0.0678674504160881,0.10350054502487183
.,0.3287222981452942,0.3974229395389557,0.17664551734924316,0.40146201848983765,0.5934505462646484,0.3027046024799347,0.23224417865276337,0.19919876754283905,0.4130953550338745
