,what,motivation,is,opportunity-based,entrepreneurship,driven,by,?
necessity-based,0.4043339192867279,0.34504684805870056,0.31174156069755554,0.4292159676551819,0.25537753105163574,0.3446230888366699,0.3139343857765198,0.2936074435710907
entrepreneurship,0.1474476456642151,0.2988201081752777,0.18708662688732147,0.3399270474910736,0.9999999403953552,0.22438305616378784,0.21264949440956116,0.20703251659870148
is,0.28837618231773376,0.22994652390480042,1.0,0.1917826235294342,0.18708662688732147,0.14050497114658356,0.3899846076965332,0.22961433231830597
motivated,0.35559260845184326,0.7356409430503845,0.1434808224439621,0.3197508454322815,0.20328070223331451,0.2957248091697693,0.2575084865093231,0.33650898933410645
by,0.2455483376979828,0.1883825659751892,0.3899846076965332,0.2482616901397705,0.21264949440956116,0.26516804099082947,1.0000001192092896,0.17966607213020325
survival,0.2852509021759033,0.46089276671409607,0.2486993968486786,0.3046219050884247,0.23976664245128632,0.25194644927978516,0.21121077239513397,0.21398140490055084
needs,0.3272848129272461,0.28357574343681335,0.36612293124198914,0.27677932381629944,0.21242943406105042,0.20245049893856049,0.20343180000782013,0.34586572647094727
such,0.23989605903625488,0.15570467710494995,0.23545363545417786,0.28442925214767456,0.22036112844944,0.2458091527223587,0.2736194431781769,0.17851735651493073
as,0.31749409437179565,0.23780284821987152,0.43216490745544434,0.23802825808525085,0.27731525897979736,0.2058013528585434,0.3815547823905945,0.27043893933296204
income,0.21837803721427917,0.24144405126571655,0.14559021592140198,0.3071615695953369,0.27419787645339966,0.17898879945278168,0.17474129796028137,0.14935168623924255
for,0.3017193675041199,0.29491493105888367,0.43268078565597534,0.3580447733402252,0.26596224308013916,0.2089371383190155,0.3248702883720398,0.264628142118454
food,0.23540689051151276,0.27879953384399414,0.20563258230686188,0.2926624119281769,0.30577191710472107,0.20252014696598053,0.18961425125598907,0.15376032888889313
and,0.31309178471565247,0.27178579568862915,0.3859752118587494,0.2935773432254791,0.3030710518360138,0.23903653025627136,0.4289871156215668,0.20544172823429108
shelter,0.2279900163412094,0.16549833118915558,0.1782059222459793,0.33433201909065247,0.19503584504127502,0.24491411447525024,0.17822569608688354,0.13403624296188354
(,0.2411840260028839,0.19807299971580505,0.35393038392066956,0.19395266473293304,0.17632931470870972,0.11809180676937103,0.20696312189102173,0.40561532974243164
``,0.008517155423760414,0.09413687139749527,0.058766357600688934,-0.023986872285604477,-0.05566969886422157,-0.10678288340568542,-0.030704375356435776,0.0685480609536171
push,0.3135983347892761,0.1896037459373474,0.1884135752916336,0.24970073997974396,0.18074920773506165,0.35838353633880615,0.13932044804096222,0.19372594356536865
'',0.08143015950918198,-0.038337673991918564,0.0793738141655922,-0.020472709089517593,-0.027272075414657593,-0.03433804586529732,-0.010275691747665405,0.018684765323996544
motivations,0.3228442072868347,0.9286295175552368,0.19956238567829132,0.35298874974250793,0.3124019205570221,0.23927125334739685,0.19573871791362762,0.2695050835609436
),0.26259949803352356,0.21698686480522156,0.37732169032096863,0.2128458321094513,0.19308003783226013,0.12131627649068832,0.2151763141155243,0.42300865054130554
",",0.3087472915649414,0.2550121545791626,0.4691906273365021,0.2660504877567291,0.281644344329834,0.21067263185977936,0.3680937886238098,0.31091248989105225
whereas,0.32338035106658936,0.3196580708026886,0.2756590247154236,0.27267131209373474,0.1471150815486908,0.24806727468967438,0.2193882316350937,0.1950923502445221
opportunity-based,0.3247430622577667,0.340488463640213,0.1917826235294342,1.0,0.3399270474910736,0.2591329514980316,0.2482616901397705,0.25033992528915405
entrepreneurship,0.1474476456642151,0.2988201081752777,0.18708662688732147,0.3399270474910736,0.9999999403953552,0.22438305616378784,0.21264949440956116,0.20703251659870148
is,0.28837618231773376,0.22994652390480042,1.0,0.1917826235294342,0.18708662688732147,0.14050497114658356,0.3899846076965332,0.22961433231830597
driven,0.22595059871673584,0.2436072826385498,0.14050497114658356,0.2591329514980316,0.22438305616378784,0.9999999403953552,0.26516804099082947,0.08021858334541321
by,0.2455483376979828,0.1883825659751892,0.3899846076965332,0.2482616901397705,0.21264949440956116,0.26516804099082947,1.0000001192092896,0.17966607213020325
achievement-oriented,0.21045540273189545,0.3877979516983032,0.22397716343402863,0.451468288898468,0.3641021251678467,0.2520119845867157,0.2613826096057892,0.17006243765354156
motivations,0.3228442072868347,0.9286295175552368,0.19956238567829132,0.35298874974250793,0.3124019205570221,0.23927125334739685,0.19573871791362762,0.2695050835609436
(,0.2411840260028839,0.19807299971580505,0.35393038392066956,0.19395266473293304,0.17632931470870972,0.11809180676937103,0.20696312189102173,0.40561532974243164
``,0.008517155423760414,0.09413687139749527,0.058766357600688934,-0.023986872285604477,-0.05566969886422157,-0.10678288340568542,-0.030704375356435776,0.0685480609536171
pull,0.27961546182632446,0.21971838176250458,0.18347619473934174,0.28593918681144714,0.08411885052919388,0.34991851449012756,0.22137120366096497,0.15722201764583588
'',0.08143015950918198,-0.038337673991918564,0.0793738141655922,-0.020472709089517593,-0.027272075414657593,-0.03433804586529732,-0.010275691747665405,0.018684765323996544
),0.26259949803352356,0.21698686480522156,0.37732169032096863,0.2128458321094513,0.19308003783226013,0.12131627649068832,0.2151763141155243,0.42300865054130554
such,0.23989605903625488,0.15570467710494995,0.23545363545417786,0.28442925214767456,0.22036112844944,0.2458091527223587,0.2736194431781769,0.17851735651493073
as,0.31749409437179565,0.23780284821987152,0.43216490745544434,0.23802825808525085,0.27731525897979736,0.2058013528585434,0.3815547823905945,0.27043893933296204
vocation,0.2951297461986542,0.4419539272785187,0.22211559116840363,0.33112832903862,0.33872124552726746,0.15380224585533142,0.2032698094844818,0.22352787852287292
and,0.31309178471565247,0.27178579568862915,0.3859752118587494,0.2935773432254791,0.3030710518360138,0.23903653025627136,0.4289871156215668,0.20544172823429108
more,0.3484537899494171,0.28557878732681274,0.2946030795574188,0.35230258107185364,0.20012986660003662,0.26987388730049133,0.2627272307872772,0.27894994616508484
likely,0.4101858139038086,0.3358841836452484,0.2638912796974182,0.312401682138443,0.1677495688199997,0.2354026585817337,0.22235819697380066,0.35971182584762573
to,0.455847829580307,0.33875536918640137,0.42745086550712585,0.3915044069290161,0.2157515585422516,0.269005686044693,0.33534231781959534,0.29463258385658264
involve,0.2820183336734772,0.3612426221370697,0.22118866443634033,0.27384284138679504,0.17791025340557098,0.23069636523723602,0.1973259150981903,0.21596334874629974
the,0.42745697498321533,0.23248690366744995,0.5823672413825989,0.313483327627182,0.20892655849456787,0.2812441289424896,0.4408751428127289,0.22068053483963013
pursue,0.21410717070102692,0.29723113775253296,0.11472836881875992,0.37801432609558105,0.3500252664089203,0.21417665481567383,0.1770222932100296,0.1284760683774948
of,0.33290785551071167,0.20815499126911163,0.4854315221309662,0.2928767502307892,0.21051692962646484,0.21381598711013794,0.3646814823150635,0.1826142966747284
new,0.2130378633737564,0.14054012298583984,0.2208656519651413,0.33041656017303467,0.19650599360466003,0.10496354103088379,0.25394493341445923,0.14782847464084625
products,0.2088814079761505,0.18828392028808594,0.2552259862422943,0.2914065420627594,0.35948646068573,0.2403036206960678,0.21995729207992554,0.20429900288581848
",",0.3087472915649414,0.2550121545791626,0.4691906273365021,0.2660504877567291,0.281644344329834,0.21067263185977936,0.3680937886238098,0.31091248989105225
services,0.16048473119735718,0.16443972289562225,0.2128378003835678,0.3143364489078522,0.3734150230884552,0.18503263592720032,0.2132156491279602,0.1328447163105011
",",0.3087472915649414,0.2550121545791626,0.4691906273365021,0.2660504877567291,0.281644344329834,0.21067263185977936,0.3680937886238098,0.31091248989105225
or,0.33867141604423523,0.25417813658714294,0.41870999336242676,0.2881406843662262,0.17060256004333496,0.265449196100235,0.30274316668510437,0.32389625906944275
underserved,0.3714505732059479,0.28445494174957275,0.32914113998413086,0.33477285504341125,0.23999793827533722,0.31730759143829346,0.23696808516979218,0.2854955494403839
market,0.12116116285324097,0.13943013548851013,0.2463478147983551,0.2782655358314514,0.2763775885105133,0.2302866131067276,0.09993520379066467,0.12805593013763428
needs,0.3272848129272461,0.28357574343681335,0.36612293124198914,0.27677932381629944,0.21242943406105042,0.20245049893856049,0.20343180000782013,0.34586572647094727
.,0.3567904531955719,0.2483096718788147,0.4569662809371948,0.26017120480537415,0.24007877707481384,0.20148831605911255,0.3936232924461365,0.4130953550338745
