,who,wrote,that,it,is,difficult,to,produce,an,all,inclusive,definition,of,civil,disobedience,?
legrande,0.19471417367458344,0.2660217583179474,0.13519932329654694,0.2201317697763443,0.1521839201450348,0.11742942780256271,0.14333203434944153,0.21475300192832947,0.18190695345401764,0.22243933379650116,0.13594980537891388,0.08424936234951019,0.18667367100715637,0.189771369099617,0.24445345997810364,0.19861237704753876
writes,0.3401142954826355,0.6309792399406433,0.3191187381744385,0.1677919328212738,0.2639923393726349,0.20152054727077484,0.24121487140655518,0.15309619903564453,0.2211119532585144,0.1792394071817398,0.15106619894504547,0.11011610925197601,0.2183077037334442,0.18793687224388123,0.3484453856945038,0.17896029353141785
that,0.45444270968437195,0.27484676241874695,1.0,0.5921133160591125,0.3995479643344879,0.401099294424057,0.5436353087425232,0.3393034040927887,0.365763783454895,0.53305584192276,0.2819778323173523,0.36495500802993774,0.41498205065727234,0.16867391765117645,0.3551425039768219,0.32716336846351624
``,0.02397952415049076,0.0734158530831337,0.05285148695111275,0.035206809639930725,0.058766357600688934,0.08972426503896713,0.06720756739377975,0.0022560202050954103,0.03770720958709717,0.0555710643529892,-0.005512971896678209,0.038965754210948944,0.06780257821083069,0.06784805655479431,0.06214885041117668,0.0685480609536171
the,0.3733934462070465,0.2426944375038147,0.5473989248275757,0.6251175999641418,0.5823672413825989,0.277450829744339,0.535392165184021,0.23457570374011993,0.4207492768764496,0.4860881567001343,0.24278482794761658,0.23176956176757812,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
formulation,0.16351023316383362,0.20391292870044708,0.33252260088920593,0.26432710886001587,0.28397709131240845,0.29443737864494324,0.28777313232421875,0.23621177673339844,0.24290144443511963,0.23860536515712738,0.2761644124984741,0.420288622379303,0.30079418420791626,0.13623063266277313,0.3299887776374817,0.22288775444030762
of,0.2827862501144409,0.30241408944129944,0.41498205065727234,0.38761502504348755,0.4854315221309662,0.2539307773113251,0.41548454761505127,0.19541172683238983,0.32280945777893066,0.42798417806625366,0.30228492617607117,0.24912455677986145,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
a,0.36608949303627014,0.232523575425148,0.47537946701049805,0.5452592968940735,0.658733606338501,0.3425796926021576,0.45503583550453186,0.2757846415042877,0.44552403688430786,0.2696802616119385,0.23177850246429443,0.2941339910030365,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
single,0.15813320875167847,0.08698290586471558,0.2703927755355835,0.26235145330429077,0.27151715755462646,0.1828829050064087,0.2593121826648712,0.23662573099136353,0.20847202837467194,0.32714274525642395,0.25968265533447266,0.18715395033359528,0.22455744445323944,0.11561005562543869,0.17388775944709778,0.2151121199131012
all-encompassing,0.17251285910606384,0.1802232414484024,0.27678245306015015,0.2353792041540146,0.25857222080230713,0.3165079951286316,0.32288652658462524,0.17449790239334106,0.1888183206319809,0.3647535443305969,0.42437878251075745,0.3337010443210602,0.3615778088569641,0.19823211431503296,0.32571911811828613,0.22248730063438416
definition,0.11727189272642136,0.0676134005188942,0.36495500802993774,0.32918065786361694,0.29006320238113403,0.2587187886238098,0.2924377918243408,0.20784446597099304,0.21560780704021454,0.2517015039920807,0.436705082654953,1.0,0.24912455677986145,0.11440393328666687,0.20017720758914948,0.2796523869037628
of,0.2827862501144409,0.30241408944129944,0.41498205065727234,0.38761502504348755,0.4854315221309662,0.2539307773113251,0.41548454761505127,0.19541172683238983,0.32280945777893066,0.42798417806625366,0.30228492617607117,0.24912455677986145,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
the,0.3733934462070465,0.2426944375038147,0.5473989248275757,0.6251175999641418,0.5823672413825989,0.277450829744339,0.535392165184021,0.23457570374011993,0.4207492768764496,0.4860881567001343,0.24278482794761658,0.23176956176757812,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
term,0.19649659097194672,0.11665397882461548,0.2833994925022125,0.24376648664474487,0.270183801651001,0.24101081490516663,0.3310292959213257,0.15491044521331787,0.16153281927108765,0.1779089868068695,0.28969743847846985,0.46864309906959534,0.26047757267951965,0.15453830361366272,0.19347046315670013,0.1901002675294876
is,0.24293622374534607,0.23763930797576904,0.3995479643344879,0.6328473687171936,1.0,0.29025518894195557,0.42745086550712585,0.26456785202026367,0.4654068350791931,0.2553904056549072,0.2769033908843994,0.29006320238113403,0.4854315221309662,0.16941262781620026,0.21453623473644257,0.22961433231830597
extremely,0.26703035831451416,0.24350127577781677,0.42188143730163574,0.3861957788467407,0.3267810046672821,0.4818902313709259,0.32372695207595825,0.27225568890571594,0.27755415439605713,0.34883248805999756,0.16624963283538818,0.22625616192817688,0.2816111445426941,0.12712882459163666,0.22631780803203583,0.14809079468250275
difficult,0.31716156005859375,0.22032053768634796,0.401099294424057,0.31896570324897766,0.29025518894195557,1.0000001192092896,0.4417358338832855,0.22977948188781738,0.18729130923748016,0.2881457805633545,0.24769392609596252,0.2587187886238098,0.2539307773113251,0.12648345530033112,0.2820698320865631,0.20408590137958527
",",0.3365725874900818,0.27225261926651,0.4137537479400635,0.48329564929008484,0.4691906273365021,0.24675612151622772,0.44245919585227966,0.19927625358104706,0.3581022024154663,0.425624817609787,0.26529258489608765,0.24771931767463684,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
if,0.3758285641670227,0.11529079079627991,0.5634250640869141,0.35967332124710083,0.30927813053131104,0.3463487923145294,0.4559597074985504,0.32501018047332764,0.26347705721855164,0.40880489349365234,0.26338890194892883,0.32991236448287964,0.2557544410228729,0.12512178719043732,0.20446431636810303,0.4441644251346588
not,0.369414746761322,0.1716090738773346,0.6600887179374695,0.4651523232460022,0.3776007890701294,0.4303653836250305,0.5149973034858704,0.3488597273826599,0.3722182512283325,0.4974499046802521,0.3272967040538788,0.35584738850593567,0.3307090103626251,0.18740713596343994,0.38157403469085693,0.41942933201789856
impossible,0.23874926567077637,0.2636451721191406,0.4126266539096832,0.3073744475841522,0.23904062807559967,0.5896874070167542,0.4282679557800293,0.29397034645080566,0.2525954246520996,0.3567073345184326,0.22549636662006378,0.28840792179107666,0.2370135635137558,0.1679188311100006,0.3074643015861511,0.2244972586631775
.,0.3541337847709656,0.2480330765247345,0.4460422694683075,0.5593622326850891,0.4569662809371948,0.23902733623981476,0.4645031690597534,0.2587496340274811,0.3581749200820923,0.43406882882118225,0.23291772603988647,0.2228187918663025,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
