,why,is,the,need,for,acceptance,of,punishment,needed,?
some,0.429519385099411,0.3038453459739685,0.4566698372364044,0.4877695143222809,0.4257155656814575,0.21646925806999207,0.4300730526447296,0.2556392252445221,0.4357472062110901,0.2562315762042999
civil,0.14097142219543457,0.16941262781620026,0.2477465271949768,0.12274336069822311,0.1685788929462433,0.17651209235191345,0.24698495864868164,0.1772332489490509,0.1810653656721115,0.1494513899087906
disobedients,0.23654551804065704,0.22793690860271454,0.34096023440361023,0.25926673412323,0.25390735268592834,0.2824862003326416,0.32510921359062195,0.3895610570907593,0.24656416475772858,0.18925230205059052
feel,0.4072692096233368,0.2400403469800949,0.264497846364975,0.42682427167892456,0.2635006904602051,0.3448910117149353,0.19935615360736847,0.2799660563468933,0.32294946908950806,0.39212626218795776
it,0.376611590385437,0.6328473687171936,0.6251175999641418,0.2636846899986267,0.32171204686164856,0.20417724549770355,0.38761502504348755,0.24223963916301727,0.28543469309806824,0.25732165575027466
is,0.26410171389579773,1.0,0.5823672413825989,0.25332385301589966,0.43268078565597534,0.16913427412509918,0.4854315221309662,0.22508563101291656,0.21605761349201202,0.22961433231830597
incumbent,0.11748097836971283,0.14667081832885742,0.225886732339859,0.14632834494113922,0.16900524497032166,0.2903677225112915,0.21141161024570465,0.16775205731391907,0.13947436213493347,0.22808223962783813
upon,0.14247117936611176,0.1675044447183609,0.28184252977371216,0.17212055623531342,0.2275998592376709,0.24096037447452545,0.3224298357963562,0.18652848899364471,0.15282195806503296,0.13780277967453003
them,0.4654969573020935,0.2390832006931305,0.4788833558559418,0.5133224129676819,0.41447147727012634,0.21359236538410187,0.34503093361854553,0.3034328818321228,0.4792753756046295,0.35435691475868225
to,0.4100138247013092,0.42745086550712585,0.535392165184021,0.42094892263412476,0.4451248347759247,0.23570384085178375,0.41548454761505127,0.208286851644516,0.45002421736717224,0.29463258385658264
accept,0.3296501040458679,0.148713618516922,0.22203093767166138,0.2873614728450775,0.28655874729156494,0.6524176597595215,0.2346213310956955,0.24772173166275024,0.3334917724132538,0.2590680420398712
punishment,0.21781277656555176,0.22508563101291656,0.2503047287464142,0.19313353300094604,0.25197941064834595,0.2649158537387848,0.2056395560503006,1.0000001192092896,0.20595857501029968,0.23842233419418335
because,0.5926418900489807,0.4047735333442688,0.44596394896507263,0.39445844292640686,0.4676002562046051,0.2445651739835739,0.4075504541397095,0.2924807667732239,0.41876497864723206,0.2528740465641022
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.24285943806171417,0.4185989499092102,0.20055295526981354,1.0,0.2056395560503006,0.27215874195098877,0.1826142966747284
their,0.2619993984699249,0.2101074606180191,0.516537070274353,0.35579198598861694,0.3406745493412018,0.18563823401927948,0.4329940676689148,0.22659733891487122,0.32526856660842896,0.1898253709077835
belief,0.3235666751861572,0.2438696175813675,0.22474968433380127,0.17374026775360107,0.20662997663021088,0.391784131526947,0.2605385482311249,0.328845739364624,0.16181668639183044,0.20175790786743164
in,0.23227278888225555,0.5394441485404968,0.6662389636039734,0.2129468470811844,0.4322226941585541,0.1595202535390854,0.5696388483047485,0.19258901476860046,0.21117523312568665,0.20430970191955566
the,0.30742117762565613,0.5823672413825989,1.0,0.2594960331916809,0.4739971458911896,0.19179219007492065,0.733189046382904,0.2503047287464142,0.3064746856689453,0.22068053483963013
validity,0.32843685150146484,0.1833638846874237,0.22486650943756104,0.43682053685188293,0.26723968982696533,0.4639219343662262,0.24193468689918518,0.3087400197982788,0.4044639468193054,0.272421270608902
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.24285943806171417,0.4185989499092102,0.20055295526981354,1.0,0.2056395560503006,0.27215874195098877,0.1826142966747284
the,0.30742117762565613,0.5823672413825989,1.0,0.2594960331916809,0.4739971458911896,0.19179219007492065,0.733189046382904,0.2503047287464142,0.3064746856689453,0.22068053483963013
social,0.20344845950603485,0.15944984555244446,0.21797899901866913,0.20651523768901825,0.2460131198167801,0.35746079683303833,0.2605111300945282,0.22255264222621918,0.17382429540157318,0.1615191102027893
contract,0.18160422146320343,0.14098215103149414,0.23003633320331573,0.1754082888364792,0.23557060956954956,0.17819859087467194,0.13800480961799622,0.2037455290555954,0.22705703973770142,0.12573233246803284
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.25983062386512756,0.4464869201183319,0.2508276104927063,0.4946078956127167,0.2216428816318512,0.29017356038093567,0.31091248989105225
which,0.4444611668586731,0.4457404911518097,0.6521818041801453,0.3459008038043976,0.44095608592033386,0.21980436146259308,0.5011631846427917,0.2524498403072357,0.3787943422794342,0.25814583897590637
is,0.26410171389579773,1.0,0.5823672413825989,0.25332385301589966,0.43268078565597534,0.16913427412509918,0.4854315221309662,0.22508563101291656,0.21605761349201202,0.22961433231830597
held,0.1170450747013092,0.19884860515594482,0.32185450196266174,0.10257957130670547,0.2495253086090088,0.15016835927963257,0.28960686922073364,0.18617844581604004,0.1722460240125656,0.14103956520557404
to,0.4100138247013092,0.42745086550712585,0.535392165184021,0.42094892263412476,0.4451248347759247,0.23570384085178375,0.41548454761505127,0.208286851644516,0.45002421736717224,0.29463258385658264
bind,0.18003858625888824,0.20363958179950714,0.20701828598976135,0.23727022111415863,0.1322632133960724,0.18090899288654327,0.23110318183898926,0.19525054097175598,0.2111055552959442,0.13327588140964508
all,0.3601224720478058,0.2553904056549072,0.4860881567001343,0.3924550414085388,0.41144001483917236,0.2399524450302124,0.42798417806625366,0.28995373845100403,0.3570329546928406,0.29575422406196594
to,0.4100138247013092,0.42745086550712585,0.535392165184021,0.42094892263412476,0.4451248347759247,0.23570384085178375,0.41548454761505127,0.208286851644516,0.45002421736717224,0.29463258385658264
obey,0.3181726932525635,0.14453087747097015,0.20167401432991028,0.2992095351219177,0.21161237359046936,0.2396438866853714,0.2418874055147171,0.3155888319015503,0.3486000597476959,0.20692269504070282
the,0.30742117762565613,0.5823672413825989,1.0,0.2594960331916809,0.4739971458911896,0.19179219007492065,0.733189046382904,0.2503047287464142,0.3064746856689453,0.22068053483963013
