,in,2011,",",who,was,the,first,player,to,be,chosen,in,the,nfl,draft,?
manning,0.22345924377441406,-0.02558758296072483,0.30921146273612976,0.33436715602874756,0.2607507109642029,0.27058160305023193,0.28783273696899414,0.3113711178302765,0.24857525527477264,0.12070579081773758,0.23013228178024292,0.22345924377441406,0.27058160305023193,0.41851508617401123,0.29614222049713135,0.15856626629829407
was,0.45514053106307983,-0.022202642634510994,0.45456063747406006,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.1967325210571289,0.3636345863342285,0.42228707671165466,0.258492648601532,0.45514053106307983,0.48711544275283813,0.20145657658576965,0.22196774184703827,0.18412111699581146
the,0.6662389636039734,0.07811610400676727,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.19900773465633392,0.535392165184021,0.4248143136501312,0.32853078842163086,0.6662389636039734,1.0,0.15305201709270477,0.2136591076850891,0.22068053483963013
#,0.15086837112903595,0.011008716188371181,0.28369632363319397,0.17528092861175537,0.15975844860076904,0.24127686023712158,0.14546403288841248,0.13025355339050293,0.14485138654708862,0.13093549013137817,0.06741904467344284,0.15086837112903595,0.24127686023712158,0.10203789919614792,0.1326262205839157,0.23921507596969604
1,-0.10660158097743988,0.027505112811923027,-0.15742997825145721,-0.35742413997650146,-0.2275921255350113,-0.1554475575685501,-0.26829156279563904,-0.20042484998703003,-0.2769182622432709,-0.2923636734485626,-0.18767140805721283,-0.10660158097743988,-0.1554475575685501,-0.24205392599105835,-0.2553935647010803,-0.249979168176651
selection,0.20567981898784637,0.052045788615942,0.20986172556877136,0.2101881206035614,0.18640951812267303,0.26173123717308044,0.2667909264564514,0.16552390158176422,0.19397805631160736,0.2760501503944397,0.41791975498199463,0.20567981898784637,0.26173123717308044,0.26464515924453735,0.28765392303466797,0.24161170423030853
of,0.5696388483047485,0.09709474444389343,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.1627044975757599,0.41548454761505127,0.33904364705085754,0.3265131711959839,0.5696388483047485,0.733189046382904,0.1524115800857544,0.1597527265548706,0.1826142966747284
the,0.6662389636039734,0.07811610400676727,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.19900773465633392,0.535392165184021,0.4248143136501312,0.32853078842163086,0.6662389636039734,1.0,0.15305201709270477,0.2136591076850891,0.22068053483963013
1998,-0.07160314172506332,-0.04788871482014656,0.02818203717470169,0.10716468840837479,0.04920116811990738,-0.047468025237321854,-0.025406846776604652,0.007513091899454594,0.025574080646038055,0.009094038046896458,0.0271767470985651,-0.07160314172506332,-0.047468025237321854,-0.06900740414857864,0.03720373287796974,0.11714459210634232
nfl,0.12599408626556396,0.039159614592790604,0.18939071893692017,0.13425186276435852,0.20145657658576965,0.15305201709270477,0.15461091697216034,0.3402427136898041,0.1526731252670288,0.12418080866336823,0.18813775479793549,0.12599408626556396,0.15305201709270477,1.0,0.4675278961658478,0.10610254108905792
draft,0.19735127687454224,-0.0938880667090416,0.2209516018629074,0.2113700658082962,0.22196774184703827,0.2136591076850891,0.23240342736244202,0.2337624877691269,0.20236501097679138,0.17967285215854645,0.2518267333507538,0.19735127687454224,0.2136591076850891,0.4675278961658478,0.9999999403953552,0.1941390335559845
",",0.5201468467712402,0.08851227909326553,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.25826331973075867,0.44245919585227966,0.39254459738731384,0.20892350375652313,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.2209516018629074,0.31091248989105225
while,0.3399278521537781,0.06954281777143478,0.38232675194740295,0.4068111777305603,0.3253832161426544,0.39804592728614807,0.30667605996131897,0.17724208533763885,0.43899232149124146,0.3466706871986389,0.10998305678367615,0.3399278521537781,0.39804592728614807,0.11480259895324707,0.19970649480819702,0.21076419949531555
newton,0.23639483749866486,-0.01159194577485323,0.2648763358592987,0.19243690371513367,0.25264593958854675,0.1876603662967682,0.2017267495393753,0.1307481974363327,0.2176830768585205,0.14867404103279114,0.09506738930940628,0.23639483749866486,0.1876603662967682,0.2505591809749603,0.19785626232624054,0.09645649790763855
was,0.45514053106307983,-0.022202642634510994,0.45456063747406006,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.1967325210571289,0.3636345863342285,0.42228707671165466,0.258492648601532,0.45514053106307983,0.48711544275283813,0.20145657658576965,0.22196774184703827,0.18412111699581146
picked,0.17203427851200104,-0.013755761086940765,0.22014860808849335,0.3212279677391052,0.26922017335891724,0.32128480076789856,0.2950030267238617,0.23362626135349274,0.28333398699760437,0.28200966119766235,0.47406384348869324,0.17203427851200104,0.32128480076789856,0.2857164442539215,0.43280717730522156,0.11181110143661499
first,0.4127444326877594,0.008425894193351269,0.34503069519996643,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.1866357922554016,0.3792489171028137,0.29818081855773926,0.26539430022239685,0.4127444326877594,0.49448907375335693,0.15461091697216034,0.23240342736244202,0.18701928853988647
in,1.0,0.08290185779333115,0.5201468467712402,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.1851271539926529,0.45010748505592346,0.3481820821762085,0.22990967333316803,1.0,0.6662389636039734,0.12599408626556396,0.19735127687454224,0.20430970191955566
2011,0.08290185779333115,1.0,0.08851227909326553,0.023839345201849937,-0.022202642634510994,0.07811610400676727,0.008425894193351269,-0.013278449885547161,0.03410811722278595,0.07500747591257095,0.04973576217889786,0.08290185779333115,0.07811610400676727,0.039159614592790604,-0.0938880667090416,0.005212190095335245
.,0.5591574311256409,0.10024500638246536,0.6812511086463928,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22491109371185303,0.4645031690597534,0.4383580684661865,0.242553249001503,0.5591574311256409,0.5934505462646484,0.1964210718870163,0.22211715579032898,0.4130953550338745
