,where,were,interviews,held,while,the,parliament,was,in,its,temporary,building,?
official,0.20930495858192444,0.16307741403579712,0.20051221549510956,0.2182091623544693,0.14831796288490295,0.3133983910083771,0.23006054759025574,0.24680811166763306,0.25180214643478394,0.2121160924434662,0.18643155694007874,0.17075170576572418,0.18097688257694244
photographs,0.14508195221424103,0.23408056795597076,0.39013996720314026,0.13966453075408936,0.1572379618883133,0.16852141916751862,0.1460941731929779,0.1272123008966446,0.1980009377002716,0.13141374289989471,0.135869562625885,0.1584392488002777,0.16775095462799072
and,0.43859338760375977,0.42175528407096863,0.17085163295269012,0.22757986187934875,0.45699796080589294,0.5171257257461548,0.26227831840515137,0.3740963041782379,0.4954058527946472,0.3841775357723236,0.22045594453811646,0.2593274712562561,0.20544172823429108
television,0.1743679940700531,0.18070289492607117,0.34207388758659363,0.18387538194656372,0.14194349944591522,0.24569597840309143,0.1884986013174057,0.2516675293445587,0.2689782977104187,0.1756780445575714,0.17565950751304626,0.14171402156352997,0.16825827956199646
interviews,0.11349795013666153,0.21823585033416748,1.0000001192092896,0.19883571565151215,0.17924156785011292,0.14292944967746735,0.19233472645282745,0.19121584296226501,0.10701829940080643,0.08407879620790482,0.11100762337446213,0.05628614127635956,0.1978021264076233
were,0.2363632768392563,1.0000001192092896,0.21823585033416748,0.2591556906700134,0.3084527552127838,0.3906462490558624,0.13656416535377502,0.590133786201477,0.3815755248069763,0.20452921092510223,0.1598699688911438,0.18601834774017334,0.17890112102031708
held,0.27823105454444885,0.2591556906700134,0.19883571565151215,1.0,0.23326650261878967,0.32185450196266174,0.24202166497707367,0.30231067538261414,0.3127288818359375,0.1918802708387375,0.2822987735271454,0.24138346314430237,0.14103956520557404
in,0.5344807505607605,0.3815755248069763,0.10701829940080643,0.3127288818359375,0.3399278521537781,0.6662389636039734,0.2323146015405655,0.45514053106307983,1.0,0.3793783485889435,0.2516824007034302,0.3256937265396118,0.20430970191955566
the,0.5003893971443176,0.3906462490558624,0.14292944967746735,0.32185450196266174,0.39804592728614807,1.0,0.26521381735801697,0.48711544275283813,0.6662389636039734,0.559237003326416,0.3147225081920624,0.3159640431404114,0.22068053483963013
courtyard,0.30394861102104187,0.2132456749677658,0.18247926235198975,0.26652631163597107,0.19068579375743866,0.3053186535835266,0.2850763499736786,0.20903202891349792,0.24645841121673584,0.13535228371620178,0.24513833224773407,0.44747573137283325,0.09661343693733215
adjoining,0.3349519670009613,0.22676217555999756,0.012967436574399471,0.3155350983142853,0.22686246037483215,0.4048468768596649,0.245163232088089,0.20151932537555695,0.33615508675575256,0.2919016480445862,0.2679751217365265,0.3298074007034302,0.05321285128593445
the,0.5003893971443176,0.3906462490558624,0.14292944967746735,0.32185450196266174,0.39804592728614807,1.0,0.26521381735801697,0.48711544275283813,0.6662389636039734,0.559237003326416,0.3147225081920624,0.3159640431404114,0.22068053483963013
assembly,0.1432265341281891,0.1051781103014946,0.05124571546912193,0.24271728098392487,0.11683700233697891,0.2524827718734741,0.5638344287872314,0.2233278602361679,0.2425609529018402,0.20057466626167297,0.14349880814552307,0.2479591965675354,0.1488889455795288
hall,0.2247285097837448,0.21244578063488007,0.11971288174390793,0.2355959713459015,0.14919060468673706,0.28526565432548523,0.20954716205596924,0.2961261570453644,0.23692627251148224,0.18226933479309082,0.15692339837551117,0.39172402024269104,0.13520537316799164
",",0.3149496018886566,0.36755475401878357,0.18227198719978333,0.2880980372428894,0.38232675194740295,0.4933079481124878,0.25442883372306824,0.45456063747406006,0.5201468467712402,0.33157986402511597,0.1985798180103302,0.2374238669872284,0.31091248989105225
which,0.5477990508079529,0.2807837128639221,0.16561231017112732,0.2626747488975525,0.38669952750205994,0.6521818041801453,0.20252443850040436,0.2830964922904968,0.4840516746044159,0.5154205560684204,0.3068906366825104,0.3029557466506958,0.25814583897590637
is,0.3586711287498474,0.29386836290359497,0.0676361620426178,0.19884860515594482,0.2713196575641632,0.5823672413825989,0.19676777720451355,0.5810302495956421,0.5394441485404968,0.4447362422943115,0.2191944569349289,0.20087163150310516,0.22961433231830597
part,0.3328706920146942,0.25213372707366943,0.11784377694129944,0.2854076027870178,0.2376212179660797,0.527681291103363,0.20559187233448029,0.3407018780708313,0.4499994218349457,0.3693010210990906,0.15860828757286072,0.2476673424243927,0.08557961881160736
of,0.38066378235816956,0.34038281440734863,0.14456059038639069,0.28960686922073364,0.3366928696632385,0.733189046382904,0.2885259687900543,0.4069072902202606,0.5696388483047485,0.48690423369407654,0.303035706281662,0.26200541853904724,0.1826142966747284
the,0.5003893971443176,0.3906462490558624,0.14292944967746735,0.32185450196266174,0.39804592728614807,1.0,0.26521381735801697,0.48711544275283813,0.6662389636039734,0.559237003326416,0.3147225081920624,0.3159640431404114,0.22068053483963013
school,0.23611775040626526,0.16513954102993011,0.1699468344449997,0.13046923279762268,0.21811918914318085,0.22953221201896667,0.18850933015346527,0.25740107893943787,0.26157811284065247,0.17151296138763428,0.15802542865276337,0.1832478940486908,0.15091250836849213
of,0.38066378235816956,0.34038281440734863,0.14456059038639069,0.28960686922073364,0.3366928696632385,0.733189046382904,0.2885259687900543,0.4069072902202606,0.5696388483047485,0.48690423369407654,0.303035706281662,0.26200541853904724,0.1826142966747284
divinity,0.31761687994003296,0.17791588604450226,0.1461237072944641,0.2188567817211151,0.22968779504299164,0.2863437533378601,0.2282697707414627,0.26823776960372925,0.3001517951488495,0.18234659731388092,0.12479343265295029,0.16677294671535492,0.15090647339820862
of,0.38066378235816956,0.34038281440734863,0.14456059038639069,0.28960686922073364,0.3366928696632385,0.733189046382904,0.2885259687900543,0.4069072902202606,0.5696388483047485,0.48690423369407654,0.303035706281662,0.26200541853904724,0.1826142966747284
the,0.5003893971443176,0.3906462490558624,0.14292944967746735,0.32185450196266174,0.39804592728614807,1.0,0.26521381735801697,0.48711544275283813,0.6662389636039734,0.559237003326416,0.3147225081920624,0.3159640431404114,0.22068053483963013
university,0.26550742983818054,0.153096005320549,0.19865521788597107,0.18579119443893433,0.20166319608688354,0.263973206281662,0.2569781243801117,0.290752112865448,0.3201795518398285,0.18994906544685364,0.12962771952152252,0.22593633830547333,0.11887256056070328
of,0.38066378235816956,0.34038281440734863,0.14456059038639069,0.28960686922073364,0.3366928696632385,0.733189046382904,0.2885259687900543,0.4069072902202606,0.5696388483047485,0.48690423369407654,0.303035706281662,0.26200541853904724,0.1826142966747284
edinburgh,0.21033897995948792,0.1385902762413025,0.1746125966310501,0.20611578226089478,0.17953215539455414,0.2266589254140854,0.3362952172756195,0.25017035007476807,0.19197756052017212,0.15326528251171112,0.12842345237731934,0.19851650297641754,0.09266204386949539
.,0.41390106081962585,0.3378238379955292,0.17240068316459656,0.2628571093082428,0.38690751791000366,0.5934505462646484,0.23747818171977997,0.40146201848983765,0.5591574311256409,0.3566088080406189,0.2518162131309509,0.275610089302063,0.4130953550338745
