,what,did,the,taliban,want,to,subject,the,entire,country,to,?
the,0.42745697498321533,0.34736719727516174,1.0,0.26727861166000366,0.3003826439380646,0.535392165184021,0.2387523651123047,1.0,0.4870373010635376,0.30432501435279846,0.535392165184021,0.22068053483963013
taliban,0.214632049202919,0.2352454513311386,0.26727861166000366,1.0000001192092896,0.24959798157215118,0.26503223180770874,0.19701090455055237,0.26727861166000366,0.19323523342609406,0.3135194182395935,0.26503223180770874,0.13205693662166595
differed,0.26699453592300415,0.34614452719688416,0.331279993057251,0.1704542338848114,0.2149512767791748,0.20038071274757385,0.20162056386470795,0.331279993057251,0.20914970338344574,0.11913346499204636,0.20038071274757385,0.1626558005809784
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.21049584448337555,0.20457862317562103,0.4069952368736267,0.17748963832855225,0.40150508284568787,0.21206918358802795,0.21630296111106873,0.4069952368736267,0.19969791173934937
other,0.341873437166214,0.31707024574279785,0.44152235984802246,0.21900629997253418,0.37061187624931335,0.4193183183670044,0.28312742710113525,0.44152235984802246,0.2549552321434021,0.28020480275154114,0.4193183183670044,0.24682199954986572
islamist,0.17762082815170288,0.18690630793571472,0.2459319531917572,0.6071791648864746,0.2022695243358612,0.1878976970911026,0.21911859512329102,0.2459319531917572,0.18003876507282257,0.2210186868906021,0.1878976970911026,0.14697067439556122
movements,0.23197974264621735,0.17159762978553772,0.31594985723495483,0.26996976137161255,0.1748996526002884,0.278380423784256,0.1592026650905609,0.31594985723495483,0.19163870811462402,0.17097918689250946,0.278380423784256,0.1501890867948532
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.26503223180770874,0.4966742694377899,1.0,0.3198980987071991,0.535392165184021,0.37588366866111755,0.31281599402427673,1.0,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,1.0,0.26727861166000366,0.3003826439380646,0.535392165184021,0.2387523651123047,1.0,0.4870373010635376,0.30432501435279846,0.535392165184021,0.22068053483963013
point,0.3286605179309845,0.18732239305973053,0.3084787130355835,0.08079718798398972,0.2449997216463089,0.3403111398220062,0.20429955422878265,0.3084787130355835,0.27662673592567444,0.12521818280220032,0.3403111398220062,0.19189560413360596
where,0.4457937180995941,0.24159270524978638,0.5003893971443176,0.1363796442747116,0.3293810784816742,0.47735077142715454,0.24747195839881897,0.5003893971443176,0.29618456959724426,0.2450796216726303,0.47735077142715454,0.24793872237205505
they,0.4431931674480438,0.4879390597343445,0.49925389885902405,0.2774893343448639,0.45790207386016846,0.5452046394348145,0.2195959985256195,0.49925389885902405,0.2554263770580292,0.2384694516658783,0.5452046394348145,0.2753053903579712
might,0.4838182032108307,0.46277403831481934,0.32504433393478394,0.20555537939071655,0.5776972770690918,0.5153919458389282,0.33403757214546204,0.32504433393478394,0.2618277370929718,0.1690109223127365,0.5153919458389282,0.41058459877967834
be,0.3929833769798279,0.22657383978366852,0.4248143136501312,0.19476847350597382,0.40190353989601135,0.4972836375236511,0.3231959342956543,0.4248143136501312,0.28462302684783936,0.2115473747253418,0.4972836375236511,0.3324260413646698
more,0.3484537899494171,0.2803135812282562,0.39758381247520447,0.21313685178756714,0.3528229892253876,0.47084665298461914,0.33916175365448,0.39758381247520447,0.33166366815567017,0.16735000908374786,0.47084665298461914,0.27894994616508484
properly,0.37598976492881775,0.3204418122768402,0.28738877177238464,0.20307081937789917,0.4206446409225464,0.3691107928752899,0.2776201367378235,0.28738877177238464,0.30587175488471985,0.1341930478811264,0.3691107928752899,0.3050191104412079
described,0.22590412199497223,0.23657096922397614,0.2878154516220093,0.13724280893802643,0.15835179388523102,0.16602091491222382,0.21182583272457123,0.2878154516220093,0.20489685237407684,0.12847045063972473,0.16602091491222382,0.1374269425868988
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.18671482801437378,0.3034803569316864,0.42092081904411316,0.2579971253871918,0.48381632566452026,0.24939298629760742,0.2241005152463913,0.42092081904411316,0.27043893933296204
islamic,0.2204568088054657,0.17371372878551483,0.27231070399284363,0.5567901730537415,0.16601507365703583,0.1969100832939148,0.2241056263446808,0.27231070399284363,0.19829748570919037,0.2319609522819519,0.1969100832939148,0.1692383587360382
fundamentalist,0.24783958494663239,0.24025122821331024,0.20134446024894714,0.3080751895904541,0.21948212385177612,0.16867230832576752,0.2543523907661438,0.20134446024894714,0.14600680768489838,0.1784384846687317,0.16867230832576752,0.14914041757583618
or,0.33867141604423523,0.28211739659309387,0.4174870550632477,0.15163978934288025,0.36470943689346313,0.38921234011650085,0.30913981795310974,0.4174870550632477,0.26389333605766296,0.2667475640773773,0.38921234011650085,0.32389625906944275
neofundamentalist,0.2734944224357605,0.24089255928993225,0.23895132541656494,0.3149968385696411,0.2290259599685669,0.18847793340682983,0.26991066336631775,0.23895132541656494,0.17543521523475647,0.19885754585266113,0.18847793340682983,0.18383441865444183
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24089160561561584,0.30747702717781067,0.44245919585227966,0.25792038440704346,0.4933079481124878,0.25087404251098633,0.27878350019454956,0.44245919585227966,0.31091248989105225
interested,0.35256704688072205,0.3519272208213806,0.22813944518566132,0.14638955891132355,0.3827490508556366,0.2813410460948944,0.3335171043872833,0.22813944518566132,0.18333421647548676,0.16476908326148987,0.2813410460948944,0.2901444137096405
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.23539823293685913,0.2281211018562317,0.45010748505592346,0.21163184940814972,0.6662389636039734,0.3347092568874359,0.3040012717247009,0.45010748505592346,0.20430970191955566
spreading,0.29376479983329773,0.19670341908931732,0.3464648723602295,0.27334466576576233,0.18179912865161896,0.3075626790523529,0.19129541516304016,0.3464648723602295,0.2809514105319977,0.1678968369960785,0.3075626790523529,0.18905867636203766
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.10435450822114944,0.027326209470629692,0.06720756739377975,0.0066905757412314415,0.029072100296616554,0.05156150832772255,0.0564170703291893,0.06720756739377975,0.0685480609536171
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.18686498701572418,0.22034470736980438,0.3138085603713989,0.2926315367221832,0.4207492768764496,0.2959873676300049,0.19811232388019562,0.3138085603713989,0.19793890416622162
idealized,0.2812896966934204,0.2818669080734253,0.2670111060142517,0.19891658425331116,0.2098749577999115,0.23895062506198883,0.2590010464191437,0.2670111060142517,0.2690887153148651,0.06672614812850952,0.23895062506198883,0.0859936773777008
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.3037244379520416,0.34348347783088684,0.48971283435821533,0.2574312388896942,0.5171257257461548,0.3080313205718994,0.30884742736816406,0.48971283435821533,0.20544172823429108
systematized,0.28046199679374695,0.27167361974716187,0.29279008507728577,0.20371052622795105,0.2030249536037445,0.24947132170200348,0.2863708436489105,0.29279008507728577,0.28856778144836426,0.12857091426849365,0.24947132170200348,0.17066960036754608
version,0.20755547285079956,0.21677692234516144,0.27268242835998535,0.12342976778745651,0.23058602213859558,0.24018406867980957,0.20832529664039612,0.27268242835998535,0.25479140877723694,0.15233083069324493,0.24018406867980957,0.2573966085910797
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.2280503511428833,0.2645295262336731,0.41548454761505127,0.21533280611038208,0.733189046382904,0.3766143023967743,0.28866857290267944,0.41548454761505127,0.1826142966747284
conservative,0.1886831820011139,0.14079563319683075,0.19218477606773376,0.28129804134368896,0.2152710258960724,0.19727681577205658,0.15925662219524384,0.19218477606773376,0.11857514828443527,0.17618198692798615,0.19727681577205658,0.1597563922405243
tribal,0.21726880967617035,0.20051459968090057,0.259813129901886,0.3645438253879547,0.18721258640289307,0.26872000098228455,0.18506908416748047,0.259813129901886,0.1610700488090515,0.2592353820800781,0.26872000098228455,0.0904514268040657
village,0.20210839807987213,0.15373362600803375,0.2579529881477356,0.19466255605220795,0.15503156185150146,0.18001757562160492,0.0871787816286087,0.2579529881477356,0.1616487056016922,0.23946936428546906,0.18001757562160492,0.040922991931438446
