,what,year,was,jamukha,elected,gür,khan,?
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.23535457253456116,0.21190309524536133,0.2430650293827057,0.1527150720357895,0.20430970191955566
1201,-0.1077803373336792,0.03967690467834473,0.24962076544761658,-0.03519342467188835,0.06424564868211746,0.21590983867645264,-0.004876607097685337,-0.05425060912966728
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.30996835231781006,0.2476319521665573,0.27519333362579346,0.19700400531291962,0.31091248989105225
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.24383728206157684,0.18310341238975525,0.23715810477733612,0.1743650734424591,0.23916715383529663
khuruldai,0.24253760278224945,0.16916543245315552,0.24847164750099182,0.6593127250671387,0.23282423615455627,0.4883967936038971,0.5752332806587219,0.23691365122795105
elected,0.16005432605743408,0.25372835993766785,0.2710091769695282,0.18457993865013123,0.9999999403953552,0.23990033566951752,0.1635548621416092,0.1966295689344406
jamukha,0.274000346660614,0.13381455838680267,0.25800472497940063,0.9999999403953552,0.18457993865013123,0.4040903151035309,0.6142362356185913,0.20055611431598663
as,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.23314519226551056,0.22274595499038696,0.1472809761762619,0.22500167787075043,0.27043893933296204
gür,0.0843023806810379,0.17365068197250366,0.2258518934249878,0.4040903151035309,0.23990033566951752,1.0,0.3135429918766022,0.16180279850959778
khan,0.16476042568683624,0.15626633167266846,0.23483267426490784,0.6142362356185913,0.1635548621416092,0.3135429918766022,1.0,0.12862591445446014
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.30996835231781006,0.2476319521665573,0.27519333362579346,0.19700400531291962,0.31091248989105225
``,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.12174086272716522,0.11292015016078949,0.04169305041432381,0.07293079793453217,0.0685480609536171
universal,0.20640362799167633,0.15154528617858887,0.210410475730896,0.1673324704170227,0.09538376331329346,0.13589000701904297,0.1190294474363327,0.2074412703514099
ruler,0.22842168807983398,0.1300598531961441,0.24177265167236328,0.32079970836639404,0.24062682688236237,0.19702790677547455,0.37283483147621155,0.14533701539039612
'',0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.06947753578424454,0.06019290164113045,0.008126974105834961,0.06717371195554733,0.018684765323996544
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.30996835231781006,0.2476319521665573,0.27519333362579346,0.19700400531291962,0.31091248989105225
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.24383728206157684,0.18310341238975525,0.23715810477733612,0.1743650734424591,0.23916715383529663
title,0.205022931098938,0.1854516863822937,0.19408874213695526,0.1528317630290985,0.18482989072799683,0.12369422614574432,0.22046531736850739,0.34551161527633667
used,0.27546408772468567,0.1307803839445114,0.23679393529891968,0.14150699973106384,0.14613787829875946,0.12005452811717987,0.07771505415439606,0.22430120408535004
by,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.17633531987667084,0.19093629717826843,0.15385352075099945,0.13558374345302582,0.17966607213020325
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.26145488023757935,0.23167964816093445,0.2087419480085373,0.21067845821380615,0.22068053483963013
rulers,0.2530202269554138,0.1479927897453308,0.22779302299022675,0.29757294058799744,0.25126636028289795,0.1621701866388321,0.29125505685806274,0.12284242361783981
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.2439788281917572,0.2767166793346405,0.28103843331336975,0.17124508321285248,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.26145488023757935,0.23167964816093445,0.2087419480085373,0.21067845821380615,0.22068053483963013
qara,0.22368445992469788,0.2101462334394455,0.2961975038051605,0.5367096662521362,0.17322459816932678,0.38147878646850586,0.46546587347984314,0.1857597380876541
khitai,0.17383551597595215,0.2131301909685135,0.23286694288253784,0.5712777376174927,0.13308362662792206,0.39140984416007996,0.5671424269676208,0.20356783270835876
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.23000960052013397,0.2512674033641815,0.2492358386516571,0.19819748401641846,0.4130953550338745
