,who,was,one,french,pro-reform,roman,catholic,of,the,15th,century,?
other,0.3612329661846161,0.14651623368263245,0.45956575870513916,0.21225492656230927,0.21808557212352753,0.2185586392879486,0.17369075119495392,0.38583824038505554,0.44152235984802246,0.053602658212184906,0.25289666652679443,0.24682199954986572
predecessors,0.16806066036224365,0.2158784717321396,0.14488054811954498,0.08117182552814484,0.18724653124809265,0.16286475956439972,0.16670289635658264,0.15025527775287628,0.13087613880634308,0.023406481370329857,0.1775529980659485,0.11883730441331863
of,0.2827862501144409,0.4069072902202606,0.4999135136604309,0.19450366497039795,0.29087740182876587,0.31028008460998535,0.3452084958553314,1.0,0.733189046382904,0.1992945671081543,0.2826060354709625,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.2555147111415863,0.27864131331443787,0.2862859070301056,0.26391419768333435,0.733189046382904,1.0,0.25191572308540344,0.3617299497127533,0.22068053483963013
reformed,0.22205756604671478,0.32850387692451477,0.17496193945407867,0.08870064467191696,0.6275616884231567,0.26146215200424194,0.3928107023239136,0.2473689615726471,0.24013365805149078,0.12166101485490799,0.21517711877822876,0.11769431829452515
church,0.19418756663799286,0.24960921704769135,0.15520724654197693,0.1596711128950119,0.324272096157074,0.4228571951389313,0.6546704173088074,0.3079429268836975,0.23846197128295898,0.12605206668376923,0.3047577142715454,0.18081501126289368
included,0.19250646233558655,0.3148443400859833,0.33055877685546875,0.13618244230747223,0.1907048523426056,0.13676682114601135,0.15506771206855774,0.4391688108444214,0.3825419843196869,0.10187393426895142,0.24902856349945068,0.14385655522346497
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.2555147111415863,0.27864131331443787,0.2862859070301056,0.26391419768333435,0.733189046382904,1.0,0.25191572308540344,0.3617299497127533,0.22068053483963013
pro-reform,0.2512574791908264,0.24143390357494354,0.25420162081718445,0.17421025037765503,1.0000001192092896,0.2508362829685211,0.3507181704044342,0.29087740182876587,0.27864131331443787,0.14285248517990112,0.19559219479560852,0.2592255473136902
and,0.41279885172843933,0.3740963041782379,0.42438167333602905,0.32751965522766113,0.32342398166656494,0.2730041444301605,0.2147825062274933,0.5116966962814331,0.5171257257461548,0.26524320244789124,0.2726690471172333,0.20544172823429108
gallican,0.30165818333625793,0.28221508860588074,0.22714167833328247,0.28630220890045166,0.21865993738174438,0.4810188412666321,0.42961275577545166,0.26029881834983826,0.25874361395835876,0.12090412527322769,0.22585353255271912,0.09426772594451904
roman,0.1856684684753418,0.23496849834918976,0.164652019739151,0.26965591311454773,0.2508362829685211,1.0,0.6597542762756348,0.31028008460998535,0.2862859070301056,0.12720544636249542,0.29875046014785767,0.1663191318511963
catholics,0.3262416124343872,0.2618641257286072,0.2168865203857422,0.26891759037971497,0.36571332812309265,0.5642623901367188,0.8498657941818237,0.3054737448692322,0.27357813715934753,0.12216083705425262,0.2484564185142517,0.17714823782444
",",0.3365725874900818,0.45456063747406006,0.3696635365486145,0.28806620836257935,0.21974486112594604,0.26863154768943787,0.2713983952999115,0.4946078956127167,0.4933079481124878,0.20804789662361145,0.24487493932247162,0.31091248989105225
such,0.2594927251338959,0.12487147748470306,0.3596789240837097,0.15954585373401642,0.24413588643074036,0.14891372621059418,0.1238645389676094,0.3209529519081116,0.3575236201286316,0.005349867977201939,0.2067619264125824,0.17851735651493073
as,0.3923053741455078,0.3677520453929901,0.3954789340496063,0.20159029960632324,0.300083190202713,0.22062699496746063,0.2185802161693573,0.3886612355709076,0.48381632566452026,0.17596478760242462,0.24608509242534637,0.27043893933296204
jacques,0.21727219223976135,0.20304609835147858,0.15330326557159424,0.48165109753608704,0.19228266179561615,0.17758920788764954,0.1744770109653473,0.15430541336536407,0.1920260637998581,0.1342414766550064,0.21744874119758606,0.091473288834095
lefevre,0.38386204838752747,0.30150914192199707,0.25918862223625183,0.43989819288253784,0.3769659698009491,0.3200185000896454,0.37512296438217163,0.2617177665233612,0.3053997755050659,0.197764590382576,0.2236393541097641,0.2985549867153168
(,0.2443375140428543,0.2980341613292694,0.2922096848487854,0.19998501241207123,0.298825204372406,0.20908381044864655,0.18460820615291595,0.35032153129577637,0.33289089798927307,0.18880648910999298,0.15864071249961853,0.40561532974243164
c.,0.04752575606107712,-0.18139663338661194,-0.13535147905349731,-0.10565521568059921,-0.00917197298258543,-0.16126161813735962,-0.10229033976793289,-0.18015630543231964,-0.23451577126979828,-0.09968478232622147,-0.17798113822937012,0.019047532230615616
1455–1536,0.04783378913998604,0.006995460018515587,0.11053061485290527,0.07830201834440231,0.1715865433216095,0.021417703479528427,-0.025245025753974915,0.004828845150768757,0.05529240891337395,0.030707910656929016,0.029065633192658424,0.26213422417640686
),0.2457384318113327,0.3267642855644226,0.31658053398132324,0.21857915818691254,0.31931209564208984,0.19812040030956268,0.19267836213111877,0.3680361211299896,0.3456730246543884,0.20324093103408813,0.14800427854061127,0.42300865054130554
.,0.3541337847709656,0.40146201848983765,0.4123194217681885,0.2480926215648651,0.2961427867412567,0.27629324793815613,0.270730584859848,0.5352458953857422,0.5934505462646484,0.2381712794303894,0.27413639426231384,0.4130953550338745
