,what,is,sanctifying,grace,?
sanctifying,0.36257094144821167,0.23813189566135406,1.0,0.23619137704372406,0.29888850450515747
grace,0.16722138226032257,0.17061445116996765,0.23619137704372406,1.0,0.16775278747081757
is,0.28837618231773376,1.0,0.23813189566135406,0.17061445116996765,0.22961433231830597
that,0.6297725439071655,0.3995479643344879,0.3461662828922272,0.23538954555988312,0.32716336846351624
grace,0.16722138226032257,0.17061445116996765,0.23619137704372406,1.0,0.16775278747081757
of,0.33290785551071167,0.4854315221309662,0.3152742385864258,0.2101200968027115,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.3356681764125824,0.3407481610774994,0.23396754264831543
which,0.5261979103088379,0.4457404911518097,0.3708566427230835,0.17363443970680237,0.25814583897590637
sustains,0.21029198169708252,0.217471644282341,0.31552183628082275,0.1293426901102066,0.19291158020496368
the,0.42745697498321533,0.5823672413825989,0.3304329514503479,0.20940588414669037,0.22068053483963013
believers,0.32188862562179565,0.25462213158607483,0.37094593048095703,0.32097697257995605,0.2148078978061676
in,0.30808621644973755,0.5394441485404968,0.175883948802948,0.16484299302101135,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.3304329514503479,0.20940588414669037,0.22068053483963013
journey,0.1740729808807373,0.18803170323371887,0.1977553814649582,0.1909237802028656,0.06391996890306473
toward,0.2619364559650421,0.20858484506607056,0.2532255947589874,0.1503617763519287,0.09989774227142334
christian,0.17849333584308624,0.1473853588104248,0.2143878936767578,0.26604607701301575,0.1508396863937378
perfection,0.2403440624475479,0.26475611329078674,0.30810463428497314,0.2952154576778412,0.1882336586713791
:,-0.12022944539785385,-0.07222653180360794,0.021544672548770905,-0.06711632013320923,-0.07156077772378922
a,0.3320399522781372,0.658733606338501,0.31317824125289917,0.2073177546262741,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.24063056707382202,0.17094683647155762,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.21968400478363037,0.35169315338134766,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.3152742385864258,0.2101200968027115,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.3356681764125824,0.3407481610774994,0.23396754264831543
with,0.2464839518070221,0.3250955045223236,0.28879237174987793,0.14283894002437592,0.2433311939239502
heart,0.18515849113464355,0.21632468700408936,0.15138572454452515,0.2225356549024582,0.11825142055749893
",",0.3087472915649414,0.4691906273365021,0.2665923535823822,0.2696996033191681,0.31091248989105225
soul,0.23502515256404877,0.1911991834640503,0.14455623924732208,0.31572967767715454,0.2029775083065033
",",0.3087472915649414,0.4691906273365021,0.2665923535823822,0.2696996033191681,0.31091248989105225
mind,0.305233895778656,0.16031856834888458,0.2515698969364166,0.24356915056705475,0.22109316289424896
",",0.3087472915649414,0.4691906273365021,0.2665923535823822,0.2696996033191681,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.253286212682724,0.21748536825180054,0.20544172823429108
strength,0.23972263932228088,0.17222268879413605,0.22514837980270386,0.28405699133872986,0.09558156877756119
",",0.3087472915649414,0.4691906273365021,0.2665923535823822,0.2696996033191681,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.253286212682724,0.21748536825180054,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.31317824125289917,0.2073177546262741,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.24063056707382202,0.17094683647155762,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.21968400478363037,0.35169315338134766,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.3152742385864258,0.2101200968027115,0.1826142966747284
our,0.3871900141239166,0.21384528279304504,0.33330386877059937,0.1830895096063614,0.2894428074359894
neighbors,0.21172936260700226,0.18150940537452698,0.2202467918395996,0.129508838057518,0.051071129739284515
as,0.31749409437179565,0.43216490745544434,0.29435184597969055,0.17881780862808228,0.27043893933296204
ourselves,0.4149954319000244,0.15238800644874573,0.4481692910194397,0.1540919989347458,0.3727979063987732
.,0.3567904531955719,0.4569662809371948,0.22107142210006714,0.22931961715221405,0.4130953550338745
