,when,might,starch,grains,become,overly,large,?
alternatively,0.32237955927848816,0.37169167399406433,0.26989683508872986,0.2935054898262024,0.2076158970594406,0.31637999415397644,0.19454443454742432,0.22392337024211884
",",0.36674630641937256,0.2533247768878937,0.2539854049682617,0.2864838242530823,0.29676204919815063,0.22475986182689667,0.2263888567686081,0.31091248989105225
glucose,0.25405561923980713,0.25967714190483093,0.6203662157058716,0.4279429018497467,0.16915935277938843,0.17160466313362122,0.21727417409420013,0.2202759087085724
monomers,0.2523036003112793,0.29302123188972473,0.47083115577697754,0.36839646100997925,0.18053977191448212,0.1837596595287323,0.27993151545524597,0.1454804539680481
in,0.4431333839893341,0.26443570852279663,0.22129224240779877,0.23511962592601776,0.23238378763198853,0.1853466033935547,0.2841601073741913,0.20430970191955566
the,0.5091903209686279,0.32504433393478394,0.25495320558547974,0.25450876355171204,0.31731709837913513,0.19989913702011108,0.3828733265399933,0.22068053483963013
chloroplast,0.2618095278739929,0.2836005985736847,0.58415687084198,0.4296797811985016,0.12570767104625702,0.1667909473180771,0.2446320652961731,0.12532055377960205
can,0.39191514253616333,0.6426551342010498,0.3553079664707184,0.31848958134651184,0.252936452627182,0.3279559910297394,0.30512937903404236,0.3226337134838104
be,0.4451393485069275,0.5260229706764221,0.3314809203147888,0.311230331659317,0.4037199020385742,0.3819873332977295,0.2907196581363678,0.3324260413646698
linked,0.2096724510192871,0.30645594000816345,0.17801587283611298,0.19767092168331146,0.1957044005393982,0.30225154757499695,0.2175499051809311,0.22991526126861572
together,0.3263470232486725,0.18857251107692719,0.23389507830142975,0.24995002150535583,0.18871182203292847,0.13020797073841095,0.255283385515213,0.1690303236246109
to,0.5423505902290344,0.5153919458389282,0.25500980019569397,0.23856495320796967,0.36996012926101685,0.2985176146030426,0.3150999844074249,0.29463258385658264
make,0.4273611307144165,0.4521312415599823,0.349870502948761,0.2732752561569214,0.43894633650779724,0.2467430830001831,0.23301292955875397,0.28314751386642456
starch,0.30604052543640137,0.2549510598182678,1.0000001192092896,0.6076793074607849,0.19721917808055878,0.1827607899904251,0.23413139581680298,0.1948019117116928
",",0.36674630641937256,0.2533247768878937,0.2539854049682617,0.2864838242530823,0.29676204919815063,0.22475986182689667,0.2263888567686081,0.31091248989105225
which,0.572554349899292,0.4112485647201538,0.35283997654914856,0.33602067828178406,0.31449273228645325,0.33862173557281494,0.46308431029319763,0.25814583897590637
accumulates,0.31131166219711304,0.2956860661506653,0.4186803698539734,0.3913162052631378,0.23583832383155823,0.2704335153102875,0.3289894461631775,0.16880880296230316
into,0.389646977186203,0.23976610600948334,0.29304951429367065,0.27522557973861694,0.25905951857566833,0.18011225759983063,0.2913742959499359,0.15662476420402527
the,0.5091903209686279,0.32504433393478394,0.25495320558547974,0.25450876355171204,0.31731709837913513,0.19989913702011108,0.3828733265399933,0.22068053483963013
