,how,much,does,a,probationer,earn,",",after,6,years,of,service,?
for,0.3308170735836029,0.2994346022605896,0.35159170627593994,0.44038116931915283,0.29702654480934143,0.29041293263435364,0.4464869201183319,0.3650246858596802,0.03396032005548477,0.2878222167491913,0.4185989499092102,0.31237727403640747,0.264628142118454
the,0.33890387415885925,0.35023224353790283,0.35928019881248474,0.5829201340675354,0.21078093349933624,0.21796688437461853,0.4933079481124878,0.4565047025680542,0.041227471083402634,0.2912273406982422,0.733189046382904,0.22661015391349792,0.22068053483963013
salary,0.2101191282272339,0.2351851612329483,0.17287428677082062,0.2625115215778351,0.36463484168052673,0.4782879948616028,0.19489715993404388,0.16438065469264984,-0.03141544386744499,0.25114205479621887,0.22919052839279175,0.32043686509132385,0.20685498416423798
year,0.19631797075271606,0.2093992531299591,0.16000528633594513,0.29350247979164124,0.19186973571777344,0.27883005142211914,0.28560417890548706,0.336445689201355,-0.08963438123464584,0.5195499062538147,0.2578314542770386,0.17187200486660004,0.18315006792545319
beginning,0.32424792647361755,0.25950881838798523,0.22459293901920319,0.31769853830337524,0.18584755063056946,0.19512563943862915,0.31347912549972534,0.4301009774208069,-0.02042260579764843,0.3506218194961548,0.36558160185813904,0.16245073080062866,0.19413669407367706
april,0.10604981333017349,0.15072649717330933,0.14772741496562958,0.23283809423446655,0.31289228796958923,0.12768283486366272,0.4403347671031952,0.3336232304573059,-0.03916981816291809,0.2439502328634262,0.18706536293029785,0.21541327238082886,0.25704094767570496
2008,-0.17135247588157654,-0.25726374983787537,-0.1751817762851715,-0.08630643039941788,0.09157676994800568,0.005214603152126074,-0.008566685020923615,0.03308897837996483,-0.0012127843219786882,0.048783332109451294,-0.10678710788488388,-0.012607323937118053,-0.09852470457553864
",",0.22659391164779663,0.36182254552841187,0.28617382049560547,0.427140474319458,0.29740047454833984,0.2286224514245987,1.0000001192092896,0.38860568404197693,0.05098571628332138,0.2589467465877533,0.4946078956127167,0.2389259785413742,0.31091248989105225
unpromoted,0.25293782353401184,0.25138911604881287,0.21940308809280396,0.24059443175792694,0.31740084290504456,0.2586110532283783,0.2809302508831024,0.30250778794288635,0.06533541530370712,0.16347230970859528,0.16910961270332336,0.21282677352428436,0.2894577980041504
teachers,0.24127359688282013,0.20093302428722382,0.1685517579317093,0.2509842813014984,0.2318965345621109,0.3111092448234558,0.28049156069755554,0.19044943153858185,0.03074287436902523,0.18620695173740387,0.27737662196159363,0.1645851582288742,0.19522249698638916
in,0.2601168751716614,0.2725222110748291,0.214483380317688,0.539380669593811,0.22579973936080933,0.22422656416893005,0.5201468467712402,0.44050168991088867,-0.0005521549028344452,0.33554986119270325,0.5696388483047485,0.1740635335445404,0.20430970191955566
scotland,0.1224040538072586,0.16144686937332153,0.15574301779270172,0.2106660157442093,0.194141685962677,0.1683703511953354,0.21124857664108276,0.1821819245815277,0.04130507633090019,0.1745058000087738,0.2208399921655655,0.1876835823059082,0.09160218387842178
earned,0.16097167134284973,0.22217495739459991,0.2106437087059021,0.24639838933944702,0.20448127388954163,0.6558719277381897,0.290668249130249,0.22343502938747406,-0.028612222522497177,0.285218745470047,0.2118282914161682,0.19278529286384583,0.18173527717590332
from,0.22939439117908478,0.24480824172496796,0.1777622550725937,0.322764128446579,0.16574536263942719,0.1577579826116562,0.39760664105415344,0.4051513373851776,0.06266670674085617,0.31063511967658997,0.4249346852302551,0.17239798605442047,0.19969791173934937
"£20,427",0.08902840316295624,0.11863764375448227,0.06573371589183807,0.19747738540172577,0.18584893643856049,0.0816228911280632,0.21269123256206512,0.15153151750564575,0.034980155527591705,0.12437907606363297,0.11395092308521271,0.15233677625656128,0.10928968340158463
for,0.3308170735836029,0.2994346022605896,0.35159170627593994,0.44038116931915283,0.29702654480934143,0.29041293263435364,0.4464869201183319,0.3650246858596802,0.03396032005548477,0.2878222167491913,0.4185989499092102,0.31237727403640747,0.264628142118454
a,0.29312583804130554,0.2958075702190399,0.38201746344566345,1.0,0.24536538124084473,0.26034015417099,0.427140474319458,0.3831600844860077,0.023897485807538033,0.23773819208145142,0.5052502155303955,0.23104366660118103,0.23916715383529663
probationer,0.1931995153427124,0.1471918523311615,0.21277597546577454,0.24536538124084473,1.0000001192092896,0.24972692131996155,0.29740047454833984,0.31915509700775146,0.029955308884382248,0.20910170674324036,0.15499328076839447,0.27485978603363037,0.27236172556877136
",",0.22659391164779663,0.36182254552841187,0.28617382049560547,0.427140474319458,0.29740047454833984,0.2286224514245987,1.0000001192092896,0.38860568404197693,0.05098571628332138,0.2589467465877533,0.4946078956127167,0.2389259785413742,0.31091248989105225
up,0.2819872200489044,0.310188889503479,0.25498253107070923,0.32523053884506226,0.22857235372066498,0.1584203541278839,0.34193792939186096,0.3247016668319702,0.15601859986782074,0.24200905859470367,0.32945773005485535,0.1364591270685196,0.1819818764925003
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.41548454761505127,0.24411341547966003,0.29463258385658264
"£32,583",0.11056635528802872,0.09406537562608719,0.14044345915317535,-0.027916159480810165,0.03549019992351532,-0.05893553048372269,0.009820841252803802,-0.05470805615186691,0.08272198587656021,0.003561300691217184,-0.04047814756631851,-0.006159674376249313,0.21510179340839386
after,0.23871733248233795,0.19944456219673157,0.18596531450748444,0.3831600844860077,0.31915509700775146,0.24524343013763428,0.38860568404197693,1.0,0.1066315695643425,0.38036108016967773,0.3867455720901489,0.1891869306564331,0.16608688235282898
6,0.056429795920848846,0.11261115968227386,0.10662830621004105,0.023897485807538033,0.029955308884382248,0.03250286355614662,0.05098571628332138,0.1066315695643425,1.0,0.03395090252161026,0.055943556129932404,0.07688606530427933,0.045001473277807236
years,0.21949264407157898,0.2631898522377014,0.11878147721290588,0.23773819208145142,0.20910170674324036,0.21067745983600616,0.2589467465877533,0.38036108016967773,0.03395090252161026,1.0,0.2904134690761566,0.1571505218744278,0.1914375126361847
teaching,0.26766639947891235,0.1954895704984665,0.20767050981521606,0.21643459796905518,0.24333921074867249,0.3170178532600403,0.2547089457511902,0.18768933415412903,-0.025317329913377762,0.23421047627925873,0.2911611497402191,0.24544090032577515,0.20424684882164001
",",0.22659391164779663,0.36182254552841187,0.28617382049560547,0.427140474319458,0.29740047454833984,0.2286224514245987,1.0000001192092896,0.38860568404197693,0.05098571628332138,0.2589467465877533,0.4946078956127167,0.2389259785413742,0.31091248989105225
but,0.43101516366004944,0.5130084753036499,0.4353378415107727,0.44750767946243286,0.31338053941726685,0.26156577467918396,0.48126736283302307,0.38354751467704773,0.14219103753566742,0.29745155572891235,0.39942997694015503,0.18362277746200562,0.27921953797340393
could,0.47830453515052795,0.39719825983047485,0.46317359805107117,0.3736826181411743,0.269058495759964,0.25822755694389343,0.27399855852127075,0.28948622941970825,0.037476591765880585,0.2500765919685364,0.29043012857437134,0.18462923169136047,0.3411986827850342
then,0.36093711853027344,0.29331350326538086,0.2951544523239136,0.3970017731189728,0.3174927532672882,0.2273658961057663,0.36768391728401184,0.4163074791431427,0.13301613926887512,0.24459262192249298,0.2937326431274414,0.1748211532831192,0.2884598970413208
go,0.2829282581806183,0.2665551006793976,0.2766874134540558,0.24019409716129303,0.2612912058830261,0.2770305871963501,0.3043581247329712,0.24441544711589813,0.09236442297697067,0.2218853235244751,0.21881330013275146,0.1384972631931305,0.25942572951316833
on,0.32655060291290283,0.2834896147251129,0.2568802833557129,0.3848365545272827,0.20659075677394867,0.16312624514102936,0.49057599902153015,0.39330315589904785,0.005334584508091211,0.2152649462223053,0.3966929316520691,0.21384719014167786,0.2714994251728058
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.41548454761505127,0.24411341547966003,0.29463258385658264
earn,0.22245225310325623,0.248195618391037,0.24419745802879333,0.26034015417099,0.24972692131996155,1.0,0.2286224514245987,0.24524343013763428,0.03250286355614662,0.21067745983600616,0.1868710219860077,0.18409256637096405,0.20429526269435883
up,0.2819872200489044,0.310188889503479,0.25498253107070923,0.32523053884506226,0.22857235372066498,0.1584203541278839,0.34193792939186096,0.3247016668319702,0.15601859986782074,0.24200905859470367,0.32945773005485535,0.1364591270685196,0.1819818764925003
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.41548454761505127,0.24411341547966003,0.29463258385658264
"£39,942",0.11585104465484619,0.1950252205133438,0.1133495569229126,0.015712283551692963,-0.014985750429332256,-0.08597235381603241,0.0266221035271883,0.036971088498830795,-0.03205864876508713,0.07820253074169159,0.04889002442359924,-0.0798289105296135,0.06721832603216171
as,0.33782753348350525,0.36514025926589966,0.31202155351638794,0.39550232887268066,0.25301113724708557,0.1938096433877945,0.48816442489624023,0.3014480769634247,0.08968346565961838,0.234328031539917,0.3886612355709076,0.21829554438591003,0.27043893933296204
they,0.43247655034065247,0.39154937863349915,0.34390902519226074,0.3528250455856323,0.24096593260765076,0.25346094369888306,0.390799880027771,0.33591970801353455,0.08580777049064636,0.27811309695243835,0.3426007330417633,0.18420350551605225,0.2753053903579712
complete,0.2646922171115875,0.24209415912628174,0.22842764854431152,0.29913821816444397,0.13912740349769592,0.2177634984254837,0.23945219814777374,0.2268172949552536,-0.007840422913432121,0.2288486808538437,0.3009350895881653,0.07292164862155914,0.11962060630321503
