,who,handled,pre-game,coverage,on,westwood,one,?
westwood,0.18958885967731476,0.17418847978115082,0.2893551290035248,0.23694206774234772,0.2660547196865082,1.0,0.16160333156585693,0.17119714617729187
one,0.40083858370780945,0.24781356751918793,0.3293316960334778,0.2662618160247803,0.3601475656032562,0.16160333156585693,1.0000001192092896,0.2673267424106598
will,0.24651563167572021,0.28046268224716187,0.3328807055950165,0.2153923511505127,0.3240351676940918,0.19338947534561157,0.3305911421775818,0.35046905279159546
carry,0.20254260301589966,0.3401508927345276,0.21010364592075348,0.13951171934604645,0.22389066219329834,0.1362718790769577,0.2303367257118225,0.17171701788902283
the,0.3733934462070465,0.22939974069595337,0.3253406882286072,0.2704935073852539,0.5107308030128479,0.289829283952713,0.5514441132545471,0.22068053483963013
game,0.2523840069770813,0.14611667394638062,0.744552493095398,0.24938496947288513,0.22967135906219482,0.2980734705924988,0.2554377615451813,0.1829071193933487
throughout,0.22343657910823822,0.2194877564907074,0.2599104344844818,0.284963458776474,0.317852258682251,0.16354329884052277,0.30948054790496826,0.12665234506130219
north,0.11026738584041595,0.11387697607278824,0.16054554283618927,0.17977260053157806,0.24055036902427673,0.2549668848514557,0.2486860305070877,0.11829731613397598
america,0.1830417811870575,0.13944707810878754,0.27358195185661316,0.22183124721050262,0.24962958693504333,0.26917198300361633,0.2418144941329956,0.19333907961845398
",",0.3365725874900818,0.2650953531265259,0.28226926922798157,0.2504524886608124,0.49057599902153015,0.29910868406295776,0.3696635365486145,0.31091248989105225
with,0.3282766342163086,0.3460486829280853,0.24599619209766388,0.1812182366847992,0.40749499201774597,0.1647321730852127,0.3855307400226593,0.2433311939239502
kevin,0.2511484920978546,0.160066157579422,0.17005762457847595,0.14115828275680542,0.18079182505607605,0.2982544004917145,0.16309618949890137,0.1176677793264389
harlan,0.2475024312734604,0.1355951726436615,0.22842933237552643,0.20267918705940247,0.16858381032943726,0.31846699118614197,0.1680660843849182,0.1691509187221527
as,0.3923053741455078,0.30581530928611755,0.274258553981781,0.22092190384864807,0.36047765612602234,0.28776946663856506,0.3954789340496063,0.27043893933296204
play-by-play,0.2488287091255188,0.1521083116531372,0.5572364926338196,0.30121755599975586,0.3018798530101776,0.37586426734924316,0.23875470459461212,0.2925850749015808
announcer,0.1876700222492218,0.11442537605762482,0.37519827485084534,0.2926708459854126,0.24479050934314728,0.35294216871261597,0.1672205924987793,0.18424807488918304
",",0.3365725874900818,0.2650953531265259,0.28226926922798157,0.2504524886608124,0.49057599902153015,0.29910868406295776,0.3696635365486145,0.31091248989105225
boomer,0.2918093502521515,0.13505437970161438,0.3041120767593384,0.1572023630142212,0.18779771029949188,0.38323289155960083,0.23178045451641083,0.1773107945919037
esiason,0.276216596364975,0.21053245663642883,0.3404851257801056,0.27100682258605957,0.21509817242622375,0.3512040078639984,0.2448311299085617,0.276677668094635
and,0.41279885172843933,0.27274981141090393,0.2861061096191406,0.19886082410812378,0.4077630043029785,0.24328935146331787,0.42438167333602905,0.20544172823429108
dan,0.24452054500579834,0.14637450873851776,0.10850854963064194,0.15243777632713318,0.1608424335718155,0.16283684968948364,0.12329176068305969,0.12045673280954361
fouts,0.27286213636398315,0.2516487240791321,0.3348594307899475,0.26997995376586914,0.2315947711467743,0.22817279398441315,0.2757849395275116,0.22210446000099182
as,0.3923053741455078,0.30581530928611755,0.274258553981781,0.22092190384864807,0.36047765612602234,0.28776946663856506,0.3954789340496063,0.27043893933296204
color,0.1621498465538025,0.13292790949344635,0.2751433253288269,0.2129790186882019,0.20340315997600555,0.14488482475280762,0.16016504168510437,0.21299609541893005
analysts,0.23764149844646454,0.20877385139465332,0.3800846338272095,0.35752907395362854,0.23374880850315094,0.2120276391506195,0.219713032245636,0.18784141540527344
",",0.3365725874900818,0.2650953531265259,0.28226926922798157,0.2504524886608124,0.49057599902153015,0.29910868406295776,0.3696635365486145,0.31091248989105225
and,0.41279885172843933,0.27274981141090393,0.2861061096191406,0.19886082410812378,0.4077630043029785,0.24328935146331787,0.42438167333602905,0.20544172823429108
james,0.2562035918235779,0.11599714308977127,0.18776322901248932,0.18242643773555756,0.22752492129802704,0.30983006954193115,0.15985621511936188,0.12139993160963058
lofton,0.2292756289243698,0.13112382590770721,0.16784803569316864,0.16900253295898438,0.2691812813282013,0.5548362731933594,0.14600710570812225,0.12585721909999847
and,0.41279885172843933,0.27274981141090393,0.2861061096191406,0.19886082410812378,0.4077630043029785,0.24328935146331787,0.42438167333602905,0.20544172823429108
mark,0.1636335253715515,0.180754154920578,0.17282088100910187,0.13486577570438385,0.16977544128894806,0.21123018860816956,0.17211125791072845,0.11634156107902527
malone,0.2876465618610382,0.052812594920396805,0.22718264162540436,0.15928150713443756,0.2655121386051178,0.4790048897266388,0.2127087265253067,0.15293700993061066
as,0.3923053741455078,0.30581530928611755,0.274258553981781,0.22092190384864807,0.36047765612602234,0.28776946663856506,0.3954789340496063,0.27043893933296204
sideline,0.25843048095703125,0.229531392455101,0.3609241843223572,0.43451428413391113,0.2969872057437897,0.49073898792266846,0.19887381792068481,0.2637002468109131
reporters,0.30018317699432373,0.2231644093990326,0.17939797043800354,0.395751416683197,0.2417767196893692,0.22393454611301422,0.17934350669384003,0.20937705039978027
.,0.3541337847709656,0.24443404376506805,0.34865236282348633,0.24490486085414886,0.49257001280784607,0.29225394129753113,0.4123194217681885,0.4130953550338745
