,what,effect,does,rubisco,'s,flaw,have,?
rubisco,0.18222950398921967,0.18295028805732727,0.19357295334339142,1.0,-0.031817175447940826,0.17689566314220428,0.2594749331474304,0.14757676422595978
has,0.20338068902492523,0.1701475977897644,0.42885294556617737,0.217451810836792,-0.040683966130018234,0.2142358273267746,0.6353569626808167,0.15994466841220856
a,0.3320399522781372,0.24771364033222198,0.38201746344566345,0.28479453921318054,0.04866964742541313,0.3123522996902466,0.338716596364975,0.23916715383529663
problem—it,0.44476982951164246,0.35698914527893066,0.30471810698509216,0.21935775876045227,-0.02152179554104805,0.3948119878768921,0.4226360023021698,0.39656969904899597
has,0.20338068902492523,0.1701475977897644,0.42885294556617737,0.217451810836792,-0.040683966130018234,0.2142358273267746,0.6353569626808167,0.15994466841220856
trouble,0.36632344126701355,0.26109614968299866,0.25675255060195923,0.17087915539741516,-0.029263462871313095,0.25614723563194275,0.3393736183643341,0.26066461205482483
distinguishing,0.2535470724105835,0.2694292366504669,0.23919227719306946,0.15695135295391083,-0.07951900362968445,0.2487156242132187,0.2983931303024292,0.11940579116344452
between,0.2462156116962433,0.2053150236606598,0.16966454684734344,0.16621077060699463,0.006096371449530125,0.06646663695573807,0.3203330636024475,0.12887074053287506
carbon,0.22238978743553162,0.24031442403793335,0.24737589061260223,0.4631785452365875,0.027439022436738014,0.1348520666360855,0.2479434758424759,0.19040444493293762
dioxide,0.2206297367811203,0.21903033554553986,0.2554338276386261,0.4264138340950012,0.03404339402914047,0.139906108379364,0.2500337064266205,0.19322559237480164
and,0.31309178471565247,0.23508284986019135,0.3461615741252899,0.260798841714859,0.06895173341035843,0.22431744635105133,0.4711785912513733,0.20544172823429108
oxygen,0.16781960427761078,0.18079808354377747,0.2380215972661972,0.3785080313682556,-0.011648092418909073,0.17161306738853455,0.27824607491493225,0.16786395013332367
",",0.3087472915649414,0.2150653600692749,0.28617382049560547,0.22536292672157288,-0.0016132977325469255,0.215308278799057,0.3541618287563324,0.31091248989105225
so,0.539469838142395,0.3402133584022522,0.46022099256515503,0.22420011460781097,0.04364320635795593,0.31339702010154724,0.5788111686706543,0.43163934350013733
at,0.2838611304759979,0.11583761125802994,0.17465277016162872,0.18347664177417755,-0.08481216430664062,0.16641317307949066,0.29004791378974915,0.21978627145290375
high,0.20466077327728271,0.2141745388507843,0.2028418332338333,0.1794891506433487,-0.04658069461584091,0.1197892352938652,0.2406233847141266,0.11137914657592773
oxygen,0.16781960427761078,0.18079808354377747,0.2380215972661972,0.3785080313682556,-0.011648092418909073,0.17161306738853455,0.27824607491493225,0.16786395013332367
concentrations,0.21233819425106049,0.22295162081718445,0.1848604828119278,0.3558823764324188,0.06305281072854996,0.1003115177154541,0.27198880910873413,0.12325159460306168
",",0.3087472915649414,0.2150653600692749,0.28617382049560547,0.22536292672157288,-0.0016132977325469255,0.215308278799057,0.3541618287563324,0.31091248989105225
rubisco,0.18222950398921967,0.18295028805732727,0.19357295334339142,1.0,-0.031817175447940826,0.17689566314220428,0.2594749331474304,0.14757676422595978
starts,0.24892903864383698,0.2058788388967514,0.3166840374469757,0.21069063246250153,-0.05358773469924927,0.07499945163726807,0.07729513943195343,0.17788195610046387
accidentally,0.24162557721138,0.17303241789340973,0.25304242968559265,0.1624770313501358,-0.06124503165483475,0.3290560841560364,0.2593857944011688,0.2163393795490265
adding,0.29902034997940063,0.21830685436725616,0.27808907628059387,0.3080979883670807,-0.07639080286026001,0.23042474687099457,0.3523433208465576,0.2800346910953522
oxygen,0.16781960427761078,0.18079808354377747,0.2380215972661972,0.3785080313682556,-0.011648092418909073,0.17161306738853455,0.27824607491493225,0.16786395013332367
to,0.455847829580307,0.2521958649158478,0.4391997456550598,0.2258824110031128,0.03782717138528824,0.2675786018371582,0.4544740617275238,0.29463258385658264
sugar,0.19485929608345032,0.14318299293518066,0.17059127986431122,0.4042823016643524,-0.0480869896709919,0.10056040436029434,0.17663238942623138,0.12463535368442535
precursors,0.20979778468608856,0.24360522627830505,0.19593536853790283,0.3898507356643677,-0.0027660836931318045,0.19726450741291046,0.24512766301631927,0.13615216314792633
.,0.3567904531955719,0.2277858853340149,0.3022993505001068,0.2983836829662323,-0.003708066651597619,0.2151615172624588,0.41614407300949097,0.4130953550338745
