,what,film,did,lionsgate,pay,to,have,the,trailer,aired,during,the,super,bowl,?
fox,0.16651637852191925,0.25025081634521484,0.17967204749584198,0.4177420139312744,0.14605580270290375,0.2072722166776657,0.1775771677494049,0.24760441482067108,0.15135587751865387,0.40092992782592773,0.1817074865102768,0.24760441482067108,0.17024748027324677,0.17459118366241455,0.1670110523700714
paid,0.254770964384079,0.11198428273200989,0.3780856132507324,0.24763692915439606,0.6567115783691406,0.2345556914806366,0.23747774958610535,0.22871042788028717,0.17094449698925018,0.19972042739391327,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.24293163418769836,0.318512886762619,0.2642984986305237,0.24382255971431732,0.4451248347759247,0.41175219416618347,0.4739971458911896,0.1980103701353073,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
deadpool,0.277893990278244,0.37047070264816284,0.1754521280527115,0.49080124497413635,0.19533951580524445,0.32163259387016296,0.25517603754997253,0.3412702977657318,0.37386804819107056,0.41177430748939514,0.20141379535198212,0.3412702977657318,0.3097268044948578,0.2170099914073944,0.24113722145557404
",",0.3087472915649414,0.2552308440208435,0.3015086054801941,0.30752867460250854,0.18754567205905914,0.44245919585227966,0.3541618287563324,0.4933079481124878,0.20151035487651825,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
x-men,0.1464698761701584,0.19016054272651672,0.2343265861272812,0.1776968389749527,0.26380524039268494,0.19500534236431122,0.2581673860549927,0.27345529198646545,0.20309090614318848,0.20713698863983154,0.3245892822742462,0.27345529198646545,0.1687907576560974,0.17898325622081757,0.14535854756832123
:,-0.12022944539785385,-0.0469588078558445,-0.05305134505033493,-0.14374591410160065,-0.00025112880393862724,-0.09243495017290115,-0.10825085639953613,-0.03403344005346298,-0.10141312330961227,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
apocalypse,0.19671958684921265,0.28771981596946716,0.13487456738948822,0.3291131258010864,0.10735321789979935,0.2091938704252243,0.15793512761592865,0.3059094250202179,0.2384660392999649,0.23365983366966248,0.14079779386520386,0.3059094250202179,0.14775389432907104,0.1736818552017212,0.21990230679512024
",",0.3087472915649414,0.2552308440208435,0.3015086054801941,0.30752867460250854,0.18754567205905914,0.44245919585227966,0.3541618287563324,0.4933079481124878,0.20151035487651825,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
independence,0.24622133374214172,0.10933595895767212,0.19588761031627655,0.16176080703735352,0.14872059226036072,0.1964111477136612,0.17210730910301208,0.2836182415485382,0.09794473648071289,0.2366703748703003,0.26111742854118347,0.2836182415485382,0.1479015052318573,0.15814414620399475,0.12301119416952133
day,0.2990210950374603,0.13518637418746948,0.20275387167930603,0.15255025029182434,0.28659123182296753,0.21753256022930145,0.21466141939163208,0.3062323033809662,0.2224484086036682,0.2665921151638031,0.3424895405769348,0.3062323033809662,0.12438684701919556,0.17859336733818054,0.2141837179660797
:,-0.12022944539785385,-0.0469588078558445,-0.05305134505033493,-0.14374591410160065,-0.00025112880393862724,-0.09243495017290115,-0.10825085639953613,-0.03403344005346298,-0.10141312330961227,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
resurgence,0.270428329706192,0.26379188895225525,0.19937846064567566,0.21385937929153442,0.10813865065574646,0.2341705709695816,0.22492715716362,0.3228895366191864,0.1455051600933075,0.21030625700950623,0.34106916189193726,0.3228895366191864,0.20239286124706268,0.14952078461647034,0.16093435883522034
and,0.31309178471565247,0.23832054436206818,0.34479495882987976,0.31437671184539795,0.2487477958202362,0.48971283435821533,0.4711785912513733,0.5171257257461548,0.1914048194885254,0.2092604786157608,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
eddie,0.055257223546504974,0.20747919380664825,0.13595892488956451,0.22816559672355652,0.09630285203456879,0.12904797494411469,0.09667652100324631,0.16324487328529358,0.14800359308719635,0.2499512881040573,0.1925758719444275,0.16324487328529358,0.10620340704917908,0.1207633763551712,0.13601547479629517
the,0.42745697498321533,0.2824619710445404,0.34736719727516174,0.3558478355407715,0.1903611719608307,0.535392165184021,0.40389683842658997,1.0,0.25035014748573303,0.2525516450405121,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
eagle,0.17198938131332397,0.09874267131090164,0.1285889744758606,0.2906647026538849,0.12056545913219452,0.17609542608261108,0.20644909143447876,0.23641538619995117,0.1344148963689804,0.1663113534450531,0.136617049574852,0.23641538619995117,0.20242474973201752,0.19858093559741974,0.21301716566085815
",",0.3087472915649414,0.2552308440208435,0.3015086054801941,0.30752867460250854,0.18754567205905914,0.44245919585227966,0.3541618287563324,0.4933079481124878,0.20151035487651825,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
