,where,did,yesun,temur,die,?
when,0.5747735500335693,0.3228907287120819,0.20203354954719543,0.1567605584859848,0.17487066984176636,0.22841128706932068
yesün,0.14662796258926392,0.2536686062812805,0.7373291254043579,0.17470011115074158,0.14823229610919952,0.4297158420085907
temür,0.252793550491333,0.27707138657569885,0.39059144258499146,0.6543241739273071,0.2149718999862671,0.17946790158748627
died,0.14638052880764008,0.2759808599948883,0.18150784075260162,0.20283855497837067,0.3548888862133026,0.15254227817058563
in,0.5344807505607605,0.2593238651752472,0.2009846717119217,0.17947465181350708,0.18641351163387299,0.20430970191955566
shangdu,0.29643672704696655,0.15832024812698364,0.39533737301826477,0.36775824427604675,0.12395142018795013,0.1533007174730301
in,0.5344807505607605,0.2593238651752472,0.2009846717119217,0.17947465181350708,0.18641351163387299,0.20430970191955566
1328,-0.023357221856713295,-0.06800546497106552,0.11756500601768494,0.14804433286190033,-0.0055248611606657505,-0.08869525045156479
",",0.3149496018886566,0.3015086054801941,0.3100159466266632,0.24545347690582275,0.23915338516235352,0.31091248989105225
tugh,0.25891801714897156,0.23669704794883728,0.3469868302345276,0.2936148941516876,0.2404104322195053,0.2607990801334381
temür,0.252793550491333,0.27707138657569885,0.39059144258499146,0.6543241739273071,0.2149718999862671,0.17946790158748627
was,0.20731619000434875,0.41399896144866943,0.24660369753837585,0.2032104879617691,0.15500055253505707,0.18412111699581146
recalled,0.2524174749851227,0.3526061773300171,0.09008845686912537,0.16359423100948334,0.1429445892572403,0.1700260043144226
to,0.47735077142715454,0.4452643394470215,0.14063294231891632,0.1902887374162674,0.14746613800525665,0.29463258385658264
khanbaliq,0.16485704481601715,0.161152645945549,0.3952420949935913,0.4636857211589813,0.12708449363708496,0.20082160830497742
by,0.2641284465789795,0.18574509024620056,0.11442989110946655,0.13969005644321442,0.14421194791793823,0.17966607213020325
the,0.5003893971443176,0.34736719727516174,0.19699448347091675,0.2950887978076935,0.2242266982793808,0.22068053483963013
qipchaq,0.3075666129589081,0.1966809332370758,0.41359516978263855,0.38154223561286926,0.1872216761112213,0.27740803360939026
commander,0.10932911932468414,0.19872410595417023,0.2792457044124603,0.3161172866821289,0.13038355112075806,0.2315494865179062
el,0.1300552934408188,0.13261128962039948,0.19981928169727325,0.23995284736156464,0.11975708603858948,0.16662782430648804
temür,0.252793550491333,0.27707138657569885,0.39059144258499146,0.6543241739273071,0.2149718999862671,0.17946790158748627
.,0.41390106081962585,0.35288307070732117,0.2806735336780548,0.24080398678779602,0.2658497095108032,0.4130953550338745
