,what,was,the,entity,that,stepped,in,and,caused,miami,'s,sun,life,stadium,to,no,longer,be,in,the,running,to,host,super,bowl,50,?
however,0.4480680823326111,0.37327632308006287,0.49814513325691223,0.2442023754119873,0.6336373090744019,0.25695472955703735,0.3982149362564087,0.498121976852417,0.36646127700805664,0.18282493948936462,0.011690815910696983,0.215227872133255,0.26761725544929504,0.1784590184688568,0.5474119186401367,0.3648528754711151,0.44121426343917847,0.5002188086509705,0.3982149362564087,0.49814513325691223,0.23775385320186615,0.5474119186401367,0.157711461186409,0.25129908323287964,0.19264636933803558,0.022649100050330162,0.2152075469493866
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.19129666686058044,0.4137537479400635,0.21737761795520782,0.5201468467712402,0.6633074283599854,0.2600580155849457,0.2643101215362549,-0.0016132977325469255,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.44245919585227966,0.29972612857818604,0.2897856831550598,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.24165967106819153,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.16793252527713776,0.42569106817245483,0.22026550769805908,0.46853652596473694,0.4077630043029785,0.25160422921180725,0.19175945222377777,0.0026888418942689896,0.1976291835308075,0.19639495015144348,0.16608425974845886,0.41031414270401,0.3244728446006775,0.30453935265541077,0.37900757789611816,0.46853652596473694,0.5107308030128479,0.2928021550178528,0.41031414270401,0.1900089532136917,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
may,0.25739946961402893,0.3388521671295166,0.2694292366504669,0.12395066767930984,0.4234136641025543,0.16418488323688507,0.3424151837825775,0.34598252177238464,0.2750105857849121,0.1443287879228592,-0.07006479054689407,0.1098579540848732,0.206627756357193,0.13503223657608032,0.391582727432251,0.2650199234485626,0.2648572325706482,0.45514434576034546,0.3424151837825775,0.2694292366504669,0.19688794016838074,0.391582727432251,0.2119842767715454,0.06435030698776245,0.13486415147781372,-0.09536082297563553,0.2768254578113556
3,0.04473085701465607,0.06170157715678215,0.06283142417669296,0.08796664327383041,0.028775349259376526,-0.016329992562532425,0.06326868385076523,0.07610447704792023,0.0970206931233406,0.11498405039310455,-0.06116730347275734,0.08730263262987137,0.0648837462067604,-0.03969326987862587,0.09797177463769913,0.02278178185224533,0.0585426390171051,0.13293789327144623,0.06326868385076523,0.06283142417669296,-0.006615867838263512,0.09797177463769913,0.08185052871704102,-0.006542515475302935,0.051626432687044144,-0.04346177354454994,0.005975271109491587
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.19129666686058044,0.4137537479400635,0.21737761795520782,0.5201468467712402,0.6633074283599854,0.2600580155849457,0.2643101215362549,-0.0016132977325469255,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.44245919585227966,0.29972612857818604,0.2897856831550598,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.24165967106819153,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2013,-0.3886653184890747,-0.16685336828231812,-0.38509321212768555,-0.2769232392311096,-0.49828678369522095,-0.15500833094120026,-0.2606481909751892,-0.31428804993629456,-0.2888408303260803,-0.12273281067609787,-0.05552978441119194,-0.17796282470226288,-0.18926799297332764,-0.13161684572696686,-0.4248543977737427,-0.32036975026130676,-0.4060538709163666,-0.4860217273235321,-0.2606481909751892,-0.38509321212768555,-0.2754109799861908,-0.4248543977737427,-0.14549095928668976,-0.19311918318271637,-0.1821834146976471,-0.09575455635786057,-0.2969330847263336
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.19129666686058044,0.4137537479400635,0.21737761795520782,0.5201468467712402,0.6633074283599854,0.2600580155849457,0.2643101215362549,-0.0016132977325469255,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.44245919585227966,0.29972612857818604,0.2897856831550598,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.24165967106819153,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.2403784692287445,0.5473989248275757,0.21326327323913574,0.6662389636039734,0.5171257257461548,0.24990202486515045,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.535392165184021,0.3461136817932129,0.361417293548584,0.4248143136501312,0.6662389636039734,1.0,0.28883472084999084,0.535392165184021,0.26909032464027405,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
florida,0.14450381696224213,0.23693005740642548,0.24091358482837677,0.08620883524417877,0.17380806803703308,0.09183488041162491,0.2330404818058014,0.22456413507461548,0.1897069811820984,0.6058956980705261,0.03644531965255737,0.15215042233467102,0.17765775322914124,0.19814632833003998,0.20760414004325867,0.07911182940006256,0.1301950067281723,0.1897914856672287,0.2330404818058014,0.24091358482837677,0.1650923192501068,0.20760414004325867,0.16072921454906464,0.13476242125034332,0.27397391200065613,0.013800464570522308,0.13469882309436798
