,the,urban,renewal,project,was,intended,to,help,the,residents,of,what,neighborhood,?
in,0.6662389636039734,0.24264946579933167,0.24639278650283813,0.16277937591075897,0.45514053106307983,0.2369074523448944,0.45010748505592346,0.21321536600589752,0.6662389636039734,0.27393898367881775,0.5696388483047485,0.30808621644973755,0.20924240350723267,0.20430970191955566
response,0.28909924626350403,0.07276155054569244,0.19213461875915527,0.07309965789318085,0.2303798496723175,0.2729825973510742,0.277526319026947,0.3218093812465668,0.28909924626350403,0.1521921306848526,0.21864040195941925,0.3532308340072632,0.10270806401968002,0.2007838636636734
",",0.4933079481124878,0.21443712711334229,0.15451383590698242,0.24875426292419434,0.45456063747406006,0.18479764461517334,0.44245919585227966,0.2855570912361145,0.4933079481124878,0.2648939788341522,0.4946078956127167,0.3087472915649414,0.21194669604301453,0.31091248989105225
the,1.0,0.1482323557138443,0.25515222549438477,0.2027820199728012,0.48711544275283813,0.29853108525276184,0.535392165184021,0.30064165592193604,1.0,0.28274044394493103,0.733189046382904,0.42745697498321533,0.20152483880519867,0.22068053483963013
university,0.263973206281662,0.168852299451828,0.26277369260787964,0.21836517751216888,0.290752112865448,0.08158113062381744,0.20192374289035797,0.11970726400613785,0.263973206281662,0.20971977710723877,0.30646374821662903,0.20256435871124268,0.19067342579364777,0.11887256056070328
became,0.36325156688690186,0.16638289391994476,0.19305342435836792,0.10031887888908386,0.6575068235397339,0.08518421649932861,0.20401327311992645,0.12954631447792053,0.36325156688690186,0.1602575182914734,0.3638904094696045,0.1434093862771988,0.16436168551445007,0.11374033987522125
a,0.5829201340675354,0.16482499241828918,0.2204436957836151,0.2328382134437561,0.4508470594882965,0.31608664989471436,0.45503583550453186,0.23381464183330536,0.5829201340675354,0.2285219132900238,0.5052502155303955,0.3320399522781372,0.22184410691261292,0.23916715383529663
major,0.31775903701782227,0.10100261867046356,0.18577595055103302,0.1559535264968872,0.20676274597644806,0.16426415741443634,0.19240309298038483,0.1134662851691246,0.31775903701782227,0.13160103559494019,0.2641255557537079,0.21026742458343506,0.15751290321350098,0.19788557291030884
sponsor,0.251558393239975,0.04307965561747551,0.2265494465827942,0.19123104214668274,0.2237473726272583,0.20766952633857727,0.1991434097290039,0.17392511665821075,0.251558393239975,0.14611171185970306,0.16605105996131897,0.12293374538421631,0.1147850751876831,0.10142356157302856
of,0.733189046382904,0.26017457246780396,0.25080376863479614,0.17578177154064178,0.4069072902202606,0.24364815652370453,0.41548454761505127,0.22745388746261597,0.733189046382904,0.28795862197875977,1.0,0.33290785551071167,0.15683332085609436,0.1826142966747284
a,0.5829201340675354,0.16482499241828918,0.2204436957836151,0.2328382134437561,0.4508470594882965,0.31608664989471436,0.45503583550453186,0.23381464183330536,0.5829201340675354,0.2285219132900238,0.5052502155303955,0.3320399522781372,0.22184410691261292,0.23916715383529663
controversial,0.275572806596756,0.179950550198555,0.14396892488002777,0.1871628612279892,0.27358222007751465,0.2852827310562134,0.27754321694374084,0.1519898921251297,0.275572806596756,0.17093534767627716,0.27057674527168274,0.3225577771663666,0.11280025541782379,0.2903842329978943
urban,0.1482323557138443,1.0000001192092896,0.28347817063331604,0.2143584042787552,0.20821256935596466,0.1478792279958725,0.16544534265995026,0.08249975740909576,0.1482323557138443,0.2885262966156006,0.26017457246780396,0.11040108650922775,0.28578972816467285,0.13119809329509735
renewal,0.25515222549438477,0.28347817063331604,0.9999998807907104,0.29737067222595215,0.17806404829025269,0.2332363724708557,0.2761092185974121,0.25230902433395386,0.25515222549438477,0.1912497878074646,0.25080376863479614,0.1813642829656601,0.22420386970043182,0.10891313850879669
project,0.2027820199728012,0.2143584042787552,0.29737067222595215,1.0,0.17915812134742737,0.2805059552192688,0.28750085830688477,0.3207749128341675,0.2027820199728012,0.10258062928915024,0.17578177154064178,0.27033838629722595,0.15520353615283966,0.30569031834602356
for,0.4739971458911896,0.17206937074661255,0.21634124219417572,0.2228124439716339,0.3863949179649353,0.31711438298225403,0.4451248347759247,0.33200904726982117,0.4739971458911896,0.27884864807128906,0.4185989499092102,0.3017193675041199,0.1602821797132492,0.264628142118454
hyde,0.2556402087211609,0.176265150308609,0.08610300719738007,0.10856929421424866,0.2690401077270508,0.1418270766735077,0.17860156297683716,0.13433213531970978,0.2556402087211609,0.2792091369628906,0.22119948267936707,0.14748896658420563,0.3357575833797455,0.14295879006385803
park,0.24748283624649048,0.16899146139621735,0.15411251783370972,0.1311342418193817,0.22738584876060486,0.11089060455560684,0.14257338643074036,0.0542839877307415,0.24748283624649048,0.2278725504875183,0.24561640620231628,0.13500720262527466,0.38432762026786804,0.13508929312229156
",",0.4933079481124878,0.21443712711334229,0.15451383590698242,0.24875426292419434,0.45456063747406006,0.18479764461517334,0.44245919585227966,0.2855570912361145,0.4933079481124878,0.2648939788341522,0.4946078956127167,0.3087472915649414,0.21194669604301453,0.31091248989105225
which,0.6521818041801453,0.1198306679725647,0.275222510099411,0.21453826129436493,0.2830964922904968,0.3715127408504486,0.5345056653022766,0.2722613513469696,0.6521818041801453,0.21712756156921387,0.5011631846427917,0.5261979103088379,0.1964341700077057,0.25814583897590637
profoundly,0.26545149087905884,0.09847460687160492,0.28062552213668823,0.22739478945732117,0.2756717801094055,0.2696748971939087,0.2595096230506897,0.25112783908843994,0.26545149087905884,0.19377095997333527,0.2854395806789398,0.3027525544166565,0.17810118198394775,0.21171927452087402
affected,0.32402780652046204,0.18841496109962463,0.14491134881973267,0.199899360537529,0.20290926098823547,0.2043619155883789,0.2845737338066101,0.24751688539981842,0.32402780652046204,0.2806195318698883,0.3409542441368103,0.2881362736225128,0.10871560126543045,0.21614891290664673
both,0.4931981563568115,0.08381766825914383,0.18663498759269714,0.16639941930770874,0.2990766167640686,0.2637290060520172,0.3897709250450134,0.2901260256767273,0.4931981563568115,0.20303848385810852,0.3565710783004761,0.3361809551715851,0.15141791105270386,0.19455738365650177
the,1.0,0.1482323557138443,0.25515222549438477,0.2027820199728012,0.48711544275283813,0.29853108525276184,0.535392165184021,0.30064165592193604,1.0,0.28274044394493103,0.733189046382904,0.42745697498321533,0.20152483880519867,0.22068053483963013
neighborhood,0.20152483880519867,0.28578972816467285,0.22420386970043182,0.15520353615283966,0.21888069808483124,0.16194693744182587,0.20300643146038055,0.05577157437801361,0.20152483880519867,0.39616164565086365,0.15683332085609436,0.12062139064073563,1.0000001192092896,0.048473283648490906
's,-0.01540423184633255,0.04065892472863197,0.01236248854547739,0.07063660025596619,0.008974763564765453,0.0008171447552740574,0.03782717138528824,0.01472728792577982,-0.01540423184633255,-0.03466647118330002,-0.03817026689648628,0.02692362666130066,-0.08846356719732285,-0.023395681753754616
architecture,0.24488379061222076,0.27876943349838257,0.29657942056655884,0.23683832585811615,0.2264874130487442,0.23428471386432648,0.23015062510967255,0.12024860829114914,0.24488379061222076,0.27019691467285156,0.2756515443325043,0.23286667466163635,0.24306702613830566,0.14343059062957764
and,0.5171257257461548,0.25797802209854126,0.23214015364646912,0.23249590396881104,0.3740963041782379,0.21507462859153748,0.48971283435821533,0.34926167130470276,0.5171257257461548,0.3165581226348877,0.5116966962814331,0.31309178471565247,0.21993553638458252,0.20544172823429108
street,0.20947860181331635,0.21346871554851532,0.15044599771499634,0.09898293763399124,0.21281053125858307,0.20812533795833588,0.1956864446401596,0.08489686250686646,0.20947860181331635,0.30472156405448914,0.18984536826610565,0.14271703362464905,0.39927446842193604,0.07315441966056824
plan,0.2852855324745178,0.222601979970932,0.25415581464767456,0.43876639008522034,0.2407723069190979,0.37894806265830994,0.36421895027160645,0.39389944076538086,0.2852855324745178,0.2008371651172638,0.2742128372192383,0.2947953939437866,0.24589522182941437,0.1961054503917694
