,what,physical,quantities,do,not,have,direction,?
this,0.5489566326141357,0.24299249053001404,0.30411168932914734,0.34963881969451904,0.557635486125946,0.4660032093524933,0.29708150029182434,0.3155723512172699
means,0.2553325295448303,0.13165254890918732,0.2643301784992218,0.3306066393852234,0.3293989896774292,0.3350207805633545,0.19751788675785065,0.21233566105365753
that,0.6297725439071655,0.30393490195274353,0.3551374077796936,0.44533252716064453,0.6600887179374695,0.6182622313499451,0.2797742784023285,0.32716336846351624
forces,0.2112482488155365,0.24402867257595062,0.2457129955291748,0.1300598382949829,0.17200443148612976,0.18171128630638123,0.24017015099525452,0.16984491050243378
follow,0.40711089968681335,0.17819303274154663,0.171888068318367,0.4388901889324188,0.44183582067489624,0.4272673726081848,0.25444626808166504,0.26102155447006226
a,0.3320399522781372,0.2210949957370758,0.2281755805015564,0.26237669587135315,0.3791346549987793,0.338716596364975,0.22025705873966217,0.23916715383529663
different,0.39262300729751587,0.3315574526786804,0.33804523944854736,0.35756775736808777,0.3192916512489319,0.5267002582550049,0.242609903216362,0.24476227164268494
set,0.28954121470451355,0.16012625396251678,0.19989970326423645,0.19593527913093567,0.2197837382555008,0.24742956459522247,0.20850534737110138,0.1698019951581955
of,0.33290785551071167,0.3124530017375946,0.29088422656059265,0.26150479912757874,0.3307090103626251,0.3802283704280853,0.18922415375709534,0.1826142966747284
mathematical,0.2707732021808624,0.45062440633773804,0.4315459430217743,0.2026926726102829,0.231887087225914,0.18145401775836945,0.2774235010147095,0.1630573719739914
rules,0.3341682255268097,0.18170419335365295,0.25022807717323303,0.2951991856098175,0.33311018347740173,0.29424744844436646,0.1741810292005539,0.22111085057258606
than,0.29388150572776794,0.22729748487472534,0.347438782453537,0.2387038916349411,0.3858577013015747,0.46517109870910645,0.17562930285930634,0.24917294085025787
physical,0.27895045280456543,0.9999999403953552,0.4342806339263916,0.23259274661540985,0.25854164361953735,0.2732599377632141,0.1922556608915329,0.11781801283359528
quantities,0.22645783424377441,0.4342806339263916,1.0,0.20565928518772125,0.33634716272354126,0.33748605847358704,0.19794584810733795,0.18230070173740387
that,0.6297725439071655,0.30393490195274353,0.3551374077796936,0.44533252716064453,0.6600887179374695,0.6182622313499451,0.2797742784023285,0.32716336846351624
do,0.4609605669975281,0.23259274661540985,0.20565928518772125,1.0,0.6619802713394165,0.49831271171569824,0.18628260493278503,0.4093979299068451
not,0.5449194312095642,0.25854164361953735,0.33634716272354126,0.6619802713394165,0.9999999403953552,0.5619372129440308,0.2050936371088028,0.41942933201789856
have,0.39808809757232666,0.2732599377632141,0.33748605847358704,0.49831271171569824,0.5619372129440308,0.9999999403953552,0.17844794690608978,0.32991164922714233
direction,0.25776705145835876,0.1922556608915329,0.19794584810733795,0.18628260493278503,0.2050936371088028,0.17844794690608978,1.0000001192092896,0.10739318281412125
(,0.2411840260028839,0.14840729534626007,0.11093820631504059,0.24216170608997345,0.2710699737071991,0.23072676360607147,0.18099737167358398,0.40561532974243164
denoted,0.20250903069972992,0.250372976064682,0.398977667093277,0.2043902575969696,0.2931648790836334,0.3013143837451935,0.3250402510166168,0.18363580107688904
scalar,0.2519463002681732,0.34084251523017883,0.4702547490596771,0.21392323076725006,0.25237351655960083,0.2214435338973999,0.39505523443222046,0.2135646492242813
quantities,0.22645783424377441,0.4342806339263916,1.0,0.20565928518772125,0.33634716272354126,0.33748605847358704,0.19794584810733795,0.18230070173740387
),0.26259949803352356,0.165639266371727,0.12234213948249817,0.24460165202617645,0.2718011736869812,0.22866283357143402,0.19041664898395538,0.42300865054130554
.,0.3567904531955719,0.20608092844486237,0.22739656269550323,0.3613996207714081,0.4824007451534271,0.41614407300949097,0.23911777138710022,0.4130953550338745
