,what,campaign,did,the,communist,regime,initiate,after,wwii,?
after,0.21973377466201782,0.23310807347297668,0.30330467224121094,0.4565047025680542,0.20012162625789642,0.27818891406059265,0.3204563558101654,1.0,0.22189055383205414,0.16608688235282898
world,0.21669597923755646,0.21359151601791382,0.1944720596075058,0.33604270219802856,0.2086091935634613,0.2004351019859314,0.11969456076622009,0.2694576382637024,0.32196876406669617,0.17579582333564758
war,0.22516006231307983,0.3533736765384674,0.27422013878822327,0.366199791431427,0.39592429995536804,0.3816794753074646,0.20209577679634094,0.3393358886241913,0.5615096092224121,0.15510529279708862
ii,0.13866674900054932,0.21545083820819855,0.17836059629917145,0.2631464898586273,0.24867181479930878,0.2409757524728775,0.16832570731639862,0.20194965600967407,0.42218735814094543,0.11928234249353409
",",0.3087472915649414,0.18021923303604126,0.3015086054801941,0.4933079481124878,0.2367876023054123,0.20407676696777344,0.1842050999403,0.38860568404197693,0.19326148927211761,0.31091248989105225
under,0.20154598355293274,0.13232886791229248,0.20815621316432953,0.3348022699356079,0.1959165781736374,0.26395732164382935,0.2289857417345047,0.2883138358592987,0.14937062561511993,0.18233340978622437
a,0.3320399522781372,0.20502153038978577,0.2552328109741211,0.5829201340675354,0.2009834200143814,0.20675835013389587,0.2444065362215042,0.3831600844860077,0.16614538431167603,0.23916715383529663
communist,0.1774516999721527,0.2550320327281952,0.22076168656349182,0.24560265243053436,0.9999999403953552,0.5231085419654846,0.13904061913490295,0.20012162625789642,0.36545246839523315,0.13955675065517426
regime,0.17682157456874847,0.28101736307144165,0.18920215964317322,0.23305538296699524,0.5231085419654846,0.9999999403953552,0.26921650767326355,0.27818891406059265,0.3145972788333893,0.15561191737651825
set,0.28954121470451355,0.08678606152534485,0.19107604026794434,0.2927955985069275,0.11431816220283508,0.12097210437059402,0.11544603109359741,0.19158436357975006,0.14368653297424316,0.1698019951581955
up,0.28591108322143555,0.15095333755016327,0.21613863110542297,0.38423117995262146,0.13492819666862488,0.11203496903181076,0.22934894263744354,0.3247016668319702,0.17852351069450378,0.1819818764925003
by,0.2455483376979828,0.15816208720207214,0.18574509024620056,0.4408751428127289,0.15814270079135895,0.20985093712806702,0.1700190305709839,0.41259682178497314,0.2114287167787552,0.17966607213020325
the,0.42745697498321533,0.2755736708641052,0.34736719727516174,1.0,0.24560265243053436,0.23305538296699524,0.29260772466659546,0.4565047025680542,0.26334160566329956,0.22068053483963013
conquering,0.3025504946708679,0.3342784345149994,0.23495124280452728,0.37138304114341736,0.2944352924823761,0.36298438906669617,0.2081565260887146,0.2971316874027252,0.26268815994262695,0.16821224987506866
soviets,0.21462668478488922,0.29199016094207764,0.32241538166999817,0.2880597412586212,0.5458670854568481,0.44736576080322266,0.23886196315288544,0.28364840149879456,0.40522265434265137,0.16199669241905212
",",0.3087472915649414,0.18021923303604126,0.3015086054801941,0.4933079481124878,0.2367876023054123,0.20407676696777344,0.1842050999403,0.38860568404197693,0.19326148927211761,0.31091248989105225
the,0.42745697498321533,0.2755736708641052,0.34736719727516174,1.0,0.24560265243053436,0.23305538296699524,0.29260772466659546,0.4565047025680542,0.26334160566329956,0.22068053483963013
``,0.008517155423760414,0.023346159607172012,-0.029888948425650597,0.029072100296616554,0.16281914710998535,0.12922421097755432,0.08428993076086044,0.040442656725645065,0.0690019354224205,0.0685480609536171
bricks,0.191340371966362,0.1433216780424118,0.14328521490097046,0.23952940106391907,0.16012899577617645,0.17527513206005096,0.11756632477045059,0.2030356079339981,0.13020317256450653,0.1467980444431305
for,0.3017193675041199,0.23777949810028076,0.318512886762619,0.4739971458911896,0.17716827988624573,0.16159093379974365,0.2901686131954193,0.3650246858596802,0.15217620134353638,0.264628142118454
warsaw,0.10373849421739578,0.18732376396656036,0.1939365565776825,0.23137180507183075,0.3841566741466522,0.21028918027877808,0.1270916908979416,0.20840071141719818,0.3262456953525543,0.09769917279481888
'',0.08143015950918198,-0.09677082300186157,0.01978493109345436,0.041273195296525955,-0.013090423308312893,-0.0025506180245429277,-0.03431089222431183,-0.08605624735355377,-0.0263445395976305,0.018684765323996544
campaign,0.22158007323741913,0.9999999403953552,0.18201768398284912,0.2755736708641052,0.2550320327281952,0.28101736307144165,0.26455211639404297,0.23310807347297668,0.2517981231212616,0.162482351064682
was,0.22111038863658905,0.2556212544441223,0.41399896144866943,0.48711544275283813,0.2940322756767273,0.28841087222099304,0.18515855073928833,0.49306565523147583,0.27601149678230286,0.18412111699581146
initiated,0.17882773280143738,0.25575923919677734,0.24612952768802643,0.2882399260997772,0.17980504035949707,0.31342190504074097,0.8307936191558838,0.30767822265625,0.18223410844802856,0.16644564270973206
",",0.3087472915649414,0.18021923303604126,0.3015086054801941,0.4933079481124878,0.2367876023054123,0.20407676696777344,0.1842050999403,0.38860568404197693,0.19326148927211761,0.31091248989105225
and,0.31309178471565247,0.20802859961986542,0.34479495882987976,0.5171257257461548,0.23656320571899414,0.1815938949584961,0.2265593558549881,0.3765919506549835,0.20593219995498657,0.20544172823429108
large,0.2017821967601776,0.17437894642353058,0.2084006518125534,0.3828733265399933,0.13767710328102112,0.13178138434886932,0.1460714340209961,0.20869922637939453,0.20374667644500732,0.1355665624141693
prefabricated,0.27159062027931213,0.14642870426177979,0.2235148400068283,0.20600959658622742,0.11752592772245407,0.18602900207042694,0.2937149703502655,0.12444742023944855,0.2359100580215454,0.3230966329574585
housing,0.14871764183044434,0.17680670320987701,0.19518278539180756,0.24837790429592133,0.1965692937374115,0.23696567118167877,0.2154836505651474,0.1391768753528595,0.29121842980384827,0.11872038245201111
projects,0.28646913170814514,0.2679939568042755,0.21255384385585785,0.23802334070205688,0.19740217924118042,0.1966504007577896,0.2816939949989319,0.1472514271736145,0.20300032198429108,0.3193145990371704
were,0.22298263013362885,0.1645883321762085,0.4162326455116272,0.3906462490558624,0.20956014096736908,0.22712816298007965,0.19599300622940063,0.36224013566970825,0.2673732042312622,0.17890112102031708
erected,0.12341726571321487,0.12515267729759216,0.16319355368614197,0.23663264513015747,0.10139105468988419,0.14526262879371643,0.1270226240158081,0.20532535016536713,0.22544510662555695,0.08063657581806183
in,0.30808621644973755,0.2438942790031433,0.2593238651752472,0.6662389636039734,0.2044694870710373,0.21639317274093628,0.1846352070569992,0.44050168991088867,0.2388322651386261,0.20430970191955566
warsaw,0.10373849421739578,0.18732376396656036,0.1939365565776825,0.23137180507183075,0.3841566741466522,0.21028918027877808,0.1270916908979416,0.20840071141719818,0.3262456953525543,0.09769917279481888
to,0.455847829580307,0.24738837778568268,0.4452643394470215,0.535392165184021,0.20094585418701172,0.25591278076171875,0.36740177869796753,0.37890323996543884,0.1767648309469223,0.29463258385658264
address,0.2695501744747162,0.18520240485668182,0.16834665834903717,0.24438561499118805,0.19928640127182007,0.08949575573205948,0.2945407032966614,0.1869080513715744,0.12725450098514557,0.2784976661205292
the,0.42745697498321533,0.2755736708641052,0.34736719727516174,1.0,0.24560265243053436,0.23305538296699524,0.29260772466659546,0.4565047025680542,0.26334160566329956,0.22068053483963013
housing,0.14871764183044434,0.17680670320987701,0.19518278539180756,0.24837790429592133,0.1965692937374115,0.23696567118167877,0.2154836505651474,0.1391768753528595,0.29121842980384827,0.11872038245201111
shortage,0.2864443063735962,0.22074788808822632,0.2546912133693695,0.31014639139175415,0.24093113839626312,0.26364368200302124,0.21466441452503204,0.3146718740463257,0.31700876355171204,0.19423167407512665
",",0.3087472915649414,0.18021923303604126,0.3015086054801941,0.4933079481124878,0.2367876023054123,0.20407676696777344,0.1842050999403,0.38860568404197693,0.19326148927211761,0.31091248989105225
along,0.22421957552433014,0.1607087105512619,0.18832118809223175,0.39495137333869934,0.16223271191120148,0.1619454175233841,0.21867020428180695,0.2816265821456909,0.0844452753663063,0.17134909331798553
with,0.2464839518070221,0.11452023684978485,0.25472134351730347,0.4223487675189972,0.1727391630411148,0.15110966563224792,0.24786986410617828,0.33843478560447693,0.17475907504558563,0.2433311939239502
other,0.341873437166214,0.1437424272298813,0.31707024574279785,0.44152235984802246,0.21054254472255707,0.12109947949647903,0.2003469318151474,0.18459384143352509,0.1642920970916748,0.24682199954986572
typical,0.2897430658340454,0.13111916184425354,0.16300183534622192,0.28039172291755676,0.09330339729785919,0.047080691903829575,0.18434324860572815,0.13618628680706024,0.21389102935791016,0.15633712708950043
buildings,0.17147983610630035,0.12039829045534134,0.17572498321533203,0.25566717982292175,0.18256622552871704,0.14235161244869232,0.07701011002063751,0.17572066187858582,0.2655862271785736,0.11192528158426285
of,0.33290785551071167,0.23278115689754486,0.2513895630836487,0.733189046382904,0.24402955174446106,0.21391896903514862,0.24588198959827423,0.3867455720901489,0.18575458228588104,0.1826142966747284
an,0.2821882665157318,0.14041902124881744,0.22598257660865784,0.4207492768764496,0.15735936164855957,0.13231351971626282,0.20922893285751343,0.20180045068264008,0.13605941832065582,0.19793890416622162
eastern,0.2263268083333969,0.14905928075313568,0.13009013235569,0.3928247392177582,0.3321923017501831,0.17208583652973175,0.16527524590492249,0.21094630658626556,0.16892194747924805,0.20060817897319794
bloc,0.21728333830833435,0.2845430374145508,0.17246542870998383,0.28089916706085205,0.46389517188072205,0.34576141834259033,0.1845543533563614,0.17623940110206604,0.198918417096138,0.12625090777873993
city,0.17493832111358643,0.22336603701114655,0.12266099452972412,0.35769423842430115,0.22535941004753113,0.21418841183185577,0.06528706848621368,0.2613813877105713,0.19490671157836914,0.13423943519592285
",",0.3087472915649414,0.18021923303604126,0.3015086054801941,0.4933079481124878,0.2367876023054123,0.20407676696777344,0.1842050999403,0.38860568404197693,0.19326148927211761,0.31091248989105225
