,what,was,put,on,pylons,for,super,bowl,50,?
cbs,0.1950361132621765,0.26256829500198364,0.1311710774898529,0.25146469473838806,0.18656158447265625,0.20941372215747833,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.14594407379627228
introduced,0.09417270123958588,0.32667654752731323,0.28379860520362854,0.14749887585639954,0.1528724879026413,0.2018822282552719,0.2128644585609436,0.12353353947401047,-0.03935762494802475,0.16386865079402924
new,0.2130378633737564,0.2748313844203949,0.2341153472661972,0.31106263399124146,0.13125638663768768,0.2700757384300232,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
features,0.20126673579216003,0.23193389177322388,0.1669551283121109,0.3391563892364502,0.2832051217556,0.28744247555732727,0.24997803568840027,0.08520536124706268,-0.024415919557213783,0.23497378826141357
during,0.24137552082538605,0.4470829963684082,0.19889357686042786,0.3347817361354828,0.17720924317836761,0.3448435664176941,0.16951335966587067,0.22041946649551392,0.07054752856492996,0.1325719803571701
the,0.42745697498321533,0.48711544275283813,0.34150463342666626,0.5107308030128479,0.3100934624671936,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
telecast,0.17870260775089264,0.23763079941272736,0.08338072896003723,0.23496894538402557,0.22745256125926971,0.2551653981208801,0.26622670888900757,0.3091197907924652,0.04282291233539581,0.1429772824048996
",",0.3087472915649414,0.45456063747406006,0.28264448046684265,0.49057599902153015,0.2236703634262085,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.2060314416885376,0.324923574924469,0.22073927521705627,0.42507120966911316,0.20355892181396484,0.1517006903886795,0.0682697743177414,0.1633303165435791
pylon,0.15739646553993225,0.23541699349880219,0.1718752682209015,0.21222427487373352,0.8400418162345886,0.14972147345542908,0.19359144568443298,0.17410215735435486,0.04331627115607262,0.1543668806552887
cameras,0.22978083789348602,0.1963709145784378,0.24810145795345306,0.21046479046344757,0.3280928134918213,0.2902202010154724,0.22082330286502838,0.19083669781684875,0.01168003398925066,0.1492827832698822
and,0.31309178471565247,0.3740963041782379,0.3297767639160156,0.4077630043029785,0.30735257267951965,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
microphones,0.25977712869644165,0.16319714486598969,0.19632485508918762,0.22635719180107117,0.3145121932029724,0.24135535955429077,0.2398521453142166,0.24936482310295105,0.02245929464697838,0.15805093944072723
along,0.22421957552433014,0.24175575375556946,0.17599301040172577,0.41361382603645325,0.24304760992527008,0.249526709318161,0.09843510389328003,0.15146994590759277,0.0360545814037323,0.17134909331798553
with,0.2464839518070221,0.27411898970603943,0.3236430287361145,0.40749499201774597,0.2333044558763504,0.39140474796295166,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
eyevision,0.31643226742744446,0.32288506627082825,0.25112518668174744,0.33172711730003357,0.26697009801864624,0.28675514459609985,0.20276100933551788,0.20430096983909607,0.02204144559800625,0.30570414662361145
360—an,0.0856505036354065,0.12138623744249344,0.1488458663225174,0.11923745274543762,0.20960237085819244,0.09815157204866409,0.10752525180578232,0.15254274010658264,0.03667374700307846,0.09883584082126617
array,0.2076577991247177,0.044775065034627914,0.17167659103870392,0.1418280005455017,0.2940812408924103,0.18669189512729645,0.13331414759159088,0.21245521306991577,-0.019195575267076492,0.18988128006458282
of,0.33290785551071167,0.4069072902202606,0.3247257471084595,0.3966929316520691,0.26281997561454773,0.4185989499092102,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
36,-0.22702908515930176,-0.17483988404273987,-0.3005342185497284,-0.11592748761177063,-0.08441823720932007,-0.1792924404144287,-0.10886697471141815,-0.11640675365924835,-0.07727181166410446,-0.2611904740333557
cameras,0.22978083789348602,0.1963709145784378,0.24810145795345306,0.21046479046344757,0.3280928134918213,0.2902202010154724,0.22082330286502838,0.19083669781684875,0.01168003398925066,0.1492827832698822
along,0.22421957552433014,0.24175575375556946,0.17599301040172577,0.41361382603645325,0.24304760992527008,0.249526709318161,0.09843510389328003,0.15146994590759277,0.0360545814037323,0.17134909331798553
the,0.42745697498321533,0.48711544275283813,0.34150463342666626,0.5107308030128479,0.3100934624671936,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
upper,0.1592642068862915,0.16268539428710938,0.104518361389637,0.1695995330810547,0.20104940235614777,0.12166716158390045,0.13248291611671448,0.13790100812911987,-0.017451917752623558,0.051342256367206573
deck,0.15597642958164215,0.17275115847587585,0.12964241206645966,0.23283104598522186,0.30870968103408813,0.1429441124200821,0.10767818987369537,0.08017776906490326,-0.07453245669603348,0.12176196277141571
that,0.6297725439071655,0.33670201897621155,0.4161929190158844,0.42569106817245483,0.29531222581863403,0.4137635827064514,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.32716336846351624
can,0.34502777457237244,0.23099195957183838,0.3606920838356018,0.2772369682788849,0.38198405504226685,0.35690054297447205,0.17615672945976257,0.17212611436843872,0.029998835176229477,0.3226337134838104
be,0.3929833769798279,0.42228707671165466,0.38431981205940247,0.37900757789611816,0.2742530405521393,0.3801851272583008,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.3324260413646698
used,0.27546408772468567,0.23679393529891968,0.399019718170166,0.24785758554935455,0.3502996265888214,0.4236139953136444,0.18133796751499176,0.19533489644527435,-0.016424573957920074,0.22430120408535004
to,0.455847829580307,0.3636345863342285,0.36244112253189087,0.41031414270401,0.26682353019714355,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
provide,0.27049049735069275,0.13897012174129486,0.3649343252182007,0.250570684671402,0.2556895911693573,0.42299434542655945,0.08601775020360947,0.1026085764169693,0.003992848563939333,0.22704634070396423
a,0.3320399522781372,0.4508470594882965,0.35192930698394775,0.3848365545272827,0.2545187771320343,0.44038116931915283,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
360-degree,0.23459213972091675,0.18917137384414673,0.13816551864147186,0.16049566864967346,0.1685885637998581,0.1914023756980896,0.0965801551938057,0.11941999942064285,-0.022499995306134224,0.11276638507843018
