,completing,q,with,respect,to,what,will,produce,the,field,of,real,numbers,?
while,0.3736838102340698,0.1585606336593628,0.4426766335964203,0.28885823488235474,0.43899232149124146,0.35511791706085205,0.33751365542411804,0.2049199640750885,0.39804592728614807,0.22091832756996155,0.3366928696632385,0.18447299301624298,0.2266198992729187,0.21076419949531555
completing,1.0000001192092896,0.0564628466963768,0.2780967652797699,0.16618682444095612,0.32327601313591003,0.25126639008522034,0.27501484751701355,0.1584901213645935,0.31240642070770264,0.18037323653697968,0.3180260956287384,0.1433221846818924,0.1897297501564026,0.08928072452545166
q,0.0564628466963768,0.9999998807907104,0.10564615577459335,0.19360984861850739,0.17006663978099823,0.2383371889591217,0.1750504970550537,0.18297737836837769,0.17467540502548218,0.19085818529129028,0.142526313662529,0.11336923390626907,0.20733682811260223,0.31306079030036926
(,0.147302508354187,0.21993602812290192,0.29503780603408813,0.22314824163913727,0.30882009863853455,0.2411840260028839,0.26469120383262634,0.12127719819545746,0.33289089798927307,0.18481916189193726,0.35032153129577637,0.18307027220726013,0.16701039671897888,0.40561532974243164
roughly,0.26199954748153687,0.11842408776283264,0.22231245040893555,0.191641703248024,0.2705877423286438,0.2731170356273651,0.1367224007844925,0.158657506108284,0.3095499873161316,0.11570508033037186,0.35703447461128235,0.17473956942558289,0.22644847631454468,0.09299357235431671
",",0.22491225600242615,0.23311607539653778,0.4120737314224243,0.31207460165023804,0.44245919585227966,0.3087472915649414,0.29706671833992004,0.19927625358104706,0.4933079481124878,0.27645614743232727,0.4946078956127167,0.2110464870929718,0.26479464769363403,0.31091248989105225
filling,0.1983097940683365,0.1130169928073883,0.3588172197341919,0.13236600160598755,0.23072952032089233,0.2489190697669983,0.30696436762809753,0.2885831296443939,0.27447065711021423,0.1913563758134842,0.23377564549446106,0.10885750502347946,0.2319813221693039,0.21185900270938873
the,0.31240642070770264,0.17467540502548218,0.4223487675189972,0.2571326196193695,0.535392165184021,0.42745697498321533,0.3635469079017639,0.23457570374011993,1.0,0.2105809599161148,0.733189046382904,0.19885718822479248,0.293011337518692,0.22068053483963013
gaps,0.21135647594928741,0.2014399915933609,0.21756117045879364,0.16334734857082367,0.24608130753040314,0.2714826166629791,0.3048246204853058,0.20273448526859283,0.2835901975631714,0.24637740850448608,0.21793320775032043,0.19315190613269806,0.3436807692050934,0.19250068068504333
),0.16431187093257904,0.22629572451114655,0.3069596290588379,0.2288942188024521,0.31236231327056885,0.26259949803352356,0.24492529034614563,0.10806018114089966,0.3456730246543884,0.15179485082626343,0.3680361211299896,0.18670769035816193,0.18779772520065308,0.42300865054130554
with,0.2780967652797699,0.10564615577459335,0.9999999403953552,0.34307533502578735,0.4239959120750427,0.2464839518070221,0.33888739347457886,0.3382980525493622,0.4223487675189972,0.15400348603725433,0.41827285289764404,0.15316343307495117,0.21640020608901978,0.2433311939239502
respect,0.16618682444095612,0.19360984861850739,0.34307533502578735,1.0000001192092896,0.3208255469799042,0.35592806339263916,0.31386828422546387,0.1558706909418106,0.2571326196193695,0.22243785858154297,0.2707009017467499,0.1953190118074417,0.19543926417827606,0.2402682900428772
to,0.32327601313591003,0.17006663978099823,0.4239959120750427,0.3208255469799042,1.0,0.455847829580307,0.5091033577919006,0.30018290877342224,0.535392165184021,0.2647967040538788,0.41548454761505127,0.2285090982913971,0.29515770077705383,0.29463258385658264
the,0.31240642070770264,0.17467540502548218,0.4223487675189972,0.2571326196193695,0.535392165184021,0.42745697498321533,0.3635469079017639,0.23457570374011993,1.0,0.2105809599161148,0.733189046382904,0.19885718822479248,0.293011337518692,0.22068053483963013
absolute,0.17257241904735565,0.16032861173152924,0.22037632763385773,0.30747219920158386,0.26245933771133423,0.3186502158641815,0.2099420726299286,0.17749926447868347,0.26488861441612244,0.11364689469337463,0.2950317859649658,0.26649925112724304,0.2644044756889343,0.22724391520023346
value,0.13144750893115997,0.2524578273296356,0.1380540281534195,0.2672029435634613,0.23921877145767212,0.24056871235370636,0.2579593062400818,0.22104206681251526,0.16908381879329681,0.20585927367210388,0.14933855831623077,0.19304829835891724,0.3611939251422882,0.23920650780200958
yields,0.18100596964359283,0.18722474575042725,0.24060115218162537,0.2694410979747772,0.22640031576156616,0.16749948263168335,0.3497963547706604,0.4749853014945984,0.1598329097032547,0.2735842168331146,0.19571909308433533,0.1367049217224121,0.27801960706710815,0.20131081342697144
the,0.31240642070770264,0.17467540502548218,0.4223487675189972,0.2571326196193695,0.535392165184021,0.42745697498321533,0.3635469079017639,0.23457570374011993,1.0,0.2105809599161148,0.733189046382904,0.19885718822479248,0.293011337518692,0.22068053483963013
field,0.18037323653697968,0.19085818529129028,0.15400348603725433,0.22243785858154297,0.2647967040538788,0.1825202852487564,0.2514615058898926,0.1603136956691742,0.2105809599161148,1.0,0.20410659909248352,0.22790968418121338,0.1965736448764801,0.11279727518558502
of,0.3180260956287384,0.142526313662529,0.41827285289764404,0.2707009017467499,0.41548454761505127,0.33290785551071167,0.2473582625389099,0.19541172683238983,0.733189046382904,0.20410659909248352,1.0,0.19599324464797974,0.228018656373024,0.1826142966747284
real,0.1433221846818924,0.11336923390626907,0.15316343307495117,0.1953190118074417,0.2285090982913971,0.27036693692207336,0.24883107841014862,0.11510998755693436,0.19885718822479248,0.22790968418121338,0.19599324464797974,0.9999998807907104,0.2906634509563446,0.20019613206386566
numbers,0.1897297501564026,0.20733682811260223,0.21640020608901978,0.19543926417827606,0.29515770077705383,0.24586999416351318,0.24534054100513458,0.18555675446987152,0.293011337518692,0.1965736448764801,0.228018656373024,0.2906634509563446,1.0,0.19297972321510315
",",0.22491225600242615,0.23311607539653778,0.4120737314224243,0.31207460165023804,0.44245919585227966,0.3087472915649414,0.29706671833992004,0.19927625358104706,0.4933079481124878,0.27645614743232727,0.4946078956127167,0.2110464870929718,0.26479464769363403,0.31091248989105225
completing,1.0000001192092896,0.0564628466963768,0.2780967652797699,0.16618682444095612,0.32327601313591003,0.25126639008522034,0.27501484751701355,0.1584901213645935,0.31240642070770264,0.18037323653697968,0.3180260956287384,0.1433221846818924,0.1897297501564026,0.08928072452545166
with,0.2780967652797699,0.10564615577459335,0.9999999403953552,0.34307533502578735,0.4239959120750427,0.2464839518070221,0.33888739347457886,0.3382980525493622,0.4223487675189972,0.15400348603725433,0.41827285289764404,0.15316343307495117,0.21640020608901978,0.2433311939239502
