,what,position,does,tucker,play,for,with,the,ravens,?
concerns,0.345258891582489,0.261705607175827,0.27871835231781006,0.18929944932460785,0.09060782194137573,0.3266594707965851,0.22676633298397064,0.23063859343528748,0.1614123433828354,0.3555730879306793
were,0.22298263013362885,0.14195087552070618,0.046230707317590714,0.11188286542892456,0.21322371065616608,0.33592689037323,0.3179011940956116,0.3906462490558624,0.2318202257156372,0.17890112102031708
raised,0.12998360395431519,0.18533740937709808,0.1603728085756302,0.1499328911304474,0.11629395931959152,0.21450461447238922,0.1957087516784668,0.2089216411113739,0.17451076209545135,0.1332261711359024
over,0.28007611632347107,0.1953873634338379,0.24276040494441986,0.17323756217956543,0.11219872534275055,0.3419422209262848,0.34885337948799133,0.39856547117233276,0.15305288136005402,0.25742942094802856
whether,0.5516265630722046,0.2634681463241577,0.39905500411987305,0.1853453814983368,0.2455703318119049,0.3131474554538727,0.2517288029193878,0.3211745023727417,0.13719037175178528,0.3150278329849243
levi,0.13056978583335876,0.13493308424949646,0.1096675768494606,0.23404647409915924,0.08867393434047699,0.16166196763515472,0.08109969645738602,0.15661084651947021,0.21804921329021454,0.09252339601516724
's,0.02692362666130066,-0.02956485003232956,-0.02895052544772625,-0.0074017723090946674,0.08983290195465088,-0.07241261005401611,-0.04624466598033905,-0.01540423184633255,0.0613437183201313,-0.023395681753754616
stadium,0.12456028908491135,0.13013269007205963,0.07415381073951721,0.06501549482345581,0.38681307435035706,0.18393352627754211,0.11267887055873871,0.21145665645599365,0.260965496301651,0.07579939067363739
's,0.02692362666130066,-0.02956485003232956,-0.02895052544772625,-0.0074017723090946674,0.08983290195465088,-0.07241261005401611,-0.04624466598033905,-0.01540423184633255,0.0613437183201313,-0.023395681753754616
field,0.1825202852487564,0.23691093921661377,0.1662576049566269,0.15287409722805023,0.189304918050766,0.24342265725135803,0.15400348603725433,0.2105809599161148,0.2033974528312683,0.11279727518558502
was,0.22111038863658905,0.23203803598880768,0.19302551448345184,0.1557731181383133,0.23784595727920532,0.3863949179649353,0.27411898970603943,0.48711544275283813,0.23366515338420868,0.18412111699581146
of,0.33290785551071167,0.23636478185653687,0.3119818866252899,0.11840829998254776,0.15350224077701569,0.4185989499092102,0.41827285289764404,0.733189046382904,0.1951429396867752,0.1826142966747284
a,0.3320399522781372,0.28626853227615356,0.38201746344566345,0.18715037405490875,0.21130098402500153,0.44038116931915283,0.3783375024795532,0.5829201340675354,0.2072288990020752,0.23916715383529663
high,0.20466077327728271,0.13566097617149353,0.2028418332338333,0.07779884338378906,0.14324547350406647,0.1925620585680008,0.19851811230182648,0.28034812211990356,0.15370048582553864,0.11137914657592773
enough,0.3944990336894989,0.23141728341579437,0.4490688741207123,0.11688759922981262,0.18647167086601257,0.35648372769355774,0.29359257221221924,0.304282009601593,0.17406333982944489,0.3526461720466614
quality,0.28952741622924805,0.1986033022403717,0.2673164904117584,0.05854494869709015,0.20785675942897797,0.3288601338863373,0.25434571504592896,0.21949779987335205,0.17669156193733215,0.23524069786071777
to,0.455847829580307,0.2374807894229889,0.4391997456550598,0.17711009085178375,0.272149920463562,0.4451248347759247,0.4239959120750427,0.535392165184021,0.19972723722457886,0.29463258385658264
host,0.12779991328716278,0.13610391318798065,0.1521071195602417,0.26421791315078735,0.22771945595741272,0.2458597868680954,0.14191342890262604,0.26909032464027405,0.18070533871650696,0.1021634042263031
a,0.3320399522781372,0.28626853227615356,0.38201746344566345,0.18715037405490875,0.21130098402500153,0.44038116931915283,0.3783375024795532,0.5829201340675354,0.2072288990020752,0.23916715383529663
super,0.13651713728904724,0.10645568370819092,0.10955630242824554,0.1548369824886322,0.17709366977214813,0.22938419878482819,0.1518537551164627,0.21959073841571808,0.3018425405025482,0.166326642036438
bowl,0.15942467749118805,0.15528114140033722,0.11175493150949478,0.19046543538570404,0.19427603483200073,0.24430087208747864,0.18353787064552307,0.21576224267482758,0.46275997161865234,0.21118052303791046
;,0.10986888408660889,0.004627429414540529,0.0650511160492897,-0.07733320444822311,0.08712074160575867,0.0293948445469141,0.12944702804088593,0.09152708947658539,0.06211968883872032,0.10349778085947037
during,0.24137552082538605,0.1640819013118744,0.15165476500988007,0.15778478980064392,0.16004027426242828,0.3448435664176941,0.28545209765434265,0.4838213622570038,0.13770394027233124,0.1325719803571701
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.18514882028102875,0.24793598055839539,0.4739971458911896,0.4223487675189972,1.0,0.23830419778823853,0.22068053483963013
inaugural,0.09634827822446823,0.15667502582073212,0.09979000687599182,0.11895950883626938,0.16365325450897217,0.27195608615875244,0.20162644982337952,0.2678447663784027,0.15951088070869446,0.16871942579746246
season,0.12117787450551987,0.13755939900875092,0.15798594057559967,0.2641618549823761,0.32110530138015747,0.24490800499916077,0.26700887084007263,0.2507155239582062,0.33340024948120117,0.16793298721313477
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.2491523027420044,0.2231253683567047,0.4464869201183319,0.4120737314224243,0.4933079481124878,0.20188318192958832,0.31091248989105225
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.18514882028102875,0.24793598055839539,0.4739971458911896,0.4223487675189972,1.0,0.23830419778823853,0.22068053483963013
field,0.1825202852487564,0.23691093921661377,0.1662576049566269,0.15287409722805023,0.189304918050766,0.24342265725135803,0.15400348603725433,0.2105809599161148,0.2033974528312683,0.11279727518558502
had,0.23849567770957947,0.203541561961174,0.2046971619129181,0.16179615259170532,0.21061712503433228,0.3270139992237091,0.4739086329936981,0.3875846862792969,0.21088826656341553,0.20728366076946259
to,0.455847829580307,0.2374807894229889,0.4391997456550598,0.17711009085178375,0.272149920463562,0.4451248347759247,0.4239959120750427,0.535392165184021,0.19972723722457886,0.29463258385658264
be,0.3929833769798279,0.23193661868572235,0.28696945309638977,0.0982089713215828,0.26653528213500977,0.3801851272583008,0.36101722717285156,0.4248143136501312,0.1277412623167038,0.3324260413646698
re-sodded,0.24762454628944397,0.16496478021144867,0.20147812366485596,0.12814955413341522,0.18102234601974487,0.2840079665184021,0.3560965359210968,0.32192739844322205,0.27025365829467773,0.2500745952129364
multiple,0.19839626550674438,0.10450625419616699,0.16529619693756104,0.12754566967487335,0.08917649835348129,0.25015708804130554,0.23303250968456268,0.20022359490394592,0.13436734676361084,0.1591399908065796
times,0.21414996683597565,0.21901239454746246,0.23567602038383484,0.13539686799049377,0.1416972428560257,0.2999500632286072,0.3026435673236847,0.29093852639198303,0.19408588111400604,0.18880689144134521
due,0.15204688906669617,0.1832496076822281,0.20878952741622925,0.15065301954746246,0.15495911240577698,0.2363993525505066,0.22345976531505585,0.22577603161334991,0.1154213696718216,0.10954997688531876
to,0.455847829580307,0.2374807894229889,0.4391997456550598,0.17711009085178375,0.272149920463562,0.4451248347759247,0.4239959120750427,0.535392165184021,0.19972723722457886,0.29463258385658264
various,0.26045072078704834,0.1085827425122261,0.21168746054172516,0.14721326529979706,0.12301496416330338,0.3578505516052246,0.27631422877311707,0.3235042691230774,0.09633365273475647,0.12823495268821716
