,what,gene,is,responsible,for,converting,calcidiol,into,calcitriol,?
t-cells,0.20145228505134583,0.27210909128189087,0.1659623384475708,0.25134730339050293,0.24460242688655853,0.23953783512115479,0.40156570076942444,0.22445560991764069,0.45804187655448914,0.17387129366397858
have,0.39808809757232666,0.17366953194141388,0.3613572418689728,0.22827203571796417,0.41175219416618347,0.26352715492248535,0.23935091495513916,0.3038242757320404,0.2739658057689667,0.32991164922714233
a,0.3320399522781372,0.19703839719295502,0.658733606338501,0.22119273245334625,0.44038116931915283,0.2675849497318268,0.21940240263938904,0.3461161255836487,0.23653322458267212,0.23916715383529663
symbiotic,0.22516398131847382,0.3081781566143036,0.2161060869693756,0.2589449882507324,0.20250771939754486,0.21194033324718475,0.39684340357780457,0.16751961410045624,0.43546345829963684,0.1674308031797409
relationship,0.24358563125133514,0.21976342797279358,0.22806847095489502,0.2026301622390747,0.1835637241601944,0.17392434179782867,0.14352528750896454,0.12128372490406036,0.1365920752286911,0.11361731588840485
with,0.2464839518070221,0.11520533263683319,0.3250955045223236,0.1930297166109085,0.39140474796295166,0.22969986498355865,0.23289775848388672,0.2912435233592987,0.2801551818847656,0.2433311939239502
vitamin,0.12379113584756851,0.24231842160224915,0.2015729397535324,0.1009056344628334,0.22856642305850983,0.20157890021800995,0.5551954507827759,0.09857326000928879,0.540623664855957,0.18973398208618164
d.,0.05416262149810791,0.05241548642516136,-0.03094921074807644,0.024305298924446106,0.11257798224687576,-0.1234297826886177,-0.15405790507793427,-0.041606780141592026,-0.10020200163125992,-0.049560099840164185
not,0.5449194312095642,0.17485833168029785,0.3776007890701294,0.24538761377334595,0.39280617237091064,0.3000365197658539,0.2554780840873718,0.2764923572540283,0.25984060764312744,0.41942933201789856
only,0.41415658593177795,0.1780712902545929,0.44708555936813354,0.2847006916999817,0.49157920479774475,0.3117087185382843,0.20966824889183044,0.24060678482055664,0.23215298354625702,0.2767370045185089
does,0.38564667105674744,0.13738152384757996,0.4403602182865143,0.22198113799095154,0.35159170627593994,0.2359529286623001,0.2543419301509857,0.22312942147254944,0.21442857384681702,0.338003009557724
the,0.42745697498321533,0.16329175233840942,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2683429718017578,0.23528170585632324,0.39493247866630554,0.24044360220432281,0.22068053483963013
t-cell,0.23781754076480865,0.2647782266139984,0.12826094031333923,0.13845431804656982,0.2209988683462143,0.17786236107349396,0.2935354709625244,0.1446714848279953,0.36049550771713257,0.2173434942960739
extend,0.30407145619392395,0.12716460227966309,0.21152131259441376,0.14463408291339874,0.24524512887001038,0.2577809989452362,0.1468811333179474,0.24475780129432678,0.15383845567703247,0.2181791514158249
a,0.3320399522781372,0.19703839719295502,0.658733606338501,0.22119273245334625,0.44038116931915283,0.2675849497318268,0.21940240263938904,0.3461161255836487,0.23653322458267212,0.23916715383529663
vitamin,0.12379113584756851,0.24231842160224915,0.2015729397535324,0.1009056344628334,0.22856642305850983,0.20157890021800995,0.5551954507827759,0.09857326000928879,0.540623664855957,0.18973398208618164
d,0.13108977675437927,0.09615271538496017,0.1841740906238556,0.15322957932949066,0.16356059908866882,0.10342444479465485,0.1877695918083191,0.08344010263681412,0.21208657324314117,0.1780570149421692
receptor,0.19285786151885986,0.36624303460121155,0.2226855307817459,0.23897650837898254,0.1654587686061859,0.2165663093328476,0.4109959304332733,0.2039022594690323,0.42763251066207886,0.10260391980409622
",",0.3087472915649414,0.23531433939933777,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.20720437169075012,0.25293129682540894,0.2826121151447296,0.2503463923931122,0.31091248989105225
in,0.30808621644973755,0.15647538006305695,0.5394441485404968,0.24309778213500977,0.4322226941585541,0.18052031099796295,0.18812201917171478,0.38021373748779297,0.19862377643585205,0.20430970191955566
essence,0.33384495973587036,0.19279645383358002,0.2521544098854065,0.30891066789627075,0.22803634405136108,0.25568774342536926,0.18039464950561523,0.19553722441196442,0.1892179548740387,0.18491655588150024
asking,0.48389121890068054,0.18550172448158264,0.17226576805114746,0.20720478892326355,0.32331979274749756,0.2486758977174759,0.1723051369190216,0.1844407320022583,0.11956902593374252,0.39706939458847046
to,0.455847829580307,0.1933167576789856,0.42745086550712585,0.19470079243183136,0.4451248347759247,0.3228590488433838,0.24015921354293823,0.38810545206069946,0.2302444577217102,0.29463258385658264
bind,0.20024219155311584,0.38636502623558044,0.20363958179950714,0.152863547205925,0.1322632133960724,0.2096046656370163,0.3233815133571625,0.2946156859397888,0.40185561776161194,0.13327588140964508
to,0.455847829580307,0.1933167576789856,0.42745086550712585,0.19470079243183136,0.4451248347759247,0.3228590488433838,0.24015921354293823,0.38810545206069946,0.2302444577217102,0.29463258385658264
the,0.42745697498321533,0.16329175233840942,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2683429718017578,0.23528170585632324,0.39493247866630554,0.24044360220432281,0.22068053483963013
steroid,0.1479586660861969,0.24905595183372498,0.22360995411872864,0.14102746546268463,0.19924603402614594,0.15046869218349457,0.38032010197639465,0.1869499385356903,0.35788094997406006,0.1976039856672287
hormone,0.21333132684230804,0.3350450396537781,0.22903338074684143,0.2710284888744354,0.19473476707935333,0.1875871866941452,0.5531347393989563,0.15519538521766663,0.4837535321712494,0.1590825915336609
version,0.20755547285079956,0.22446085512638092,0.26673051714897156,0.0781412273645401,0.19780562818050385,0.20220430195331573,0.11864136159420013,0.14342673122882843,0.12581905722618103,0.2573966085910797
of,0.33290785551071167,0.14653761684894562,0.4854315221309662,0.37070101499557495,0.4185989499092102,0.25009793043136597,0.24757139384746552,0.32255905866622925,0.2661632001399994,0.1826142966747284
vitamin,0.12379113584756851,0.24231842160224915,0.2015729397535324,0.1009056344628334,0.22856642305850983,0.20157890021800995,0.5551954507827759,0.09857326000928879,0.540623664855957,0.18973398208618164
d,0.13108977675437927,0.09615271538496017,0.1841740906238556,0.15322957932949066,0.16356059908866882,0.10342444479465485,0.1877695918083191,0.08344010263681412,0.21208657324314117,0.1780570149421692
",",0.3087472915649414,0.23531433939933777,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.20720437169075012,0.25293129682540894,0.2826121151447296,0.2503463923931122,0.31091248989105225
calcitriol,0.2221345603466034,0.25136643648147583,0.25575608015060425,0.17984819412231445,0.22222775220870972,0.26122063398361206,0.8673856258392334,0.19860315322875977,1.0,0.18284520506858826
",",0.3087472915649414,0.23531433939933777,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.20720437169075012,0.25293129682540894,0.2826121151447296,0.2503463923931122,0.31091248989105225
