,after,rejecting,compulsory,confession,",",what,did,luther,call,for,?
his,0.41949746012687683,0.29436078667640686,0.23203597962856293,0.268107533454895,0.3378419280052185,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.08363278955221176,0.39312878251075745,0.18075084686279297
essay,0.12837879359722137,0.28699854016304016,0.24812033772468567,0.21435114741325378,0.21124224364757538,0.3115626871585846,0.24068593978881836,0.18900027871131897,0.10864406079053879,0.2303227335214615,0.28484269976615906
on,0.39330315589904785,0.23319227993488312,0.15803194046020508,0.19408480823040009,0.49057599902153015,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.14074347913265228,0.36199691891670227,0.2714994251728058
confession,0.20758405327796936,0.31175076961517334,0.2792598009109497,1.0,0.24621757864952087,0.2553298771381378,0.20081323385238647,0.4270155429840088,0.19139951467514038,0.17102979123592377,0.19668595492839813
",",0.38860568404197693,0.2780846059322357,0.2254411280155182,0.24621757864952087,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4464869201183319,0.31091248989105225
whether,0.2481057047843933,0.3674808144569397,0.313359797000885,0.24266551434993744,0.18435215950012207,0.5516265630722046,0.30857425928115845,0.17468908429145813,0.3262169063091278,0.3131474554538727,0.3150278329849243
the,0.4565047025680542,0.333731085062027,0.2769445478916168,0.19474709033966064,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.4739971458911896,0.22068053483963013
pope,0.20729057490825653,0.24089020490646362,0.153573676943779,0.2917340099811554,0.21447758376598358,0.20446611940860748,0.17841137945652008,0.27229586243629456,0.12350942194461823,0.1492195874452591,0.25004681944847107
has,0.2195257842540741,0.19333600997924805,0.13201594352722168,0.1598065197467804,0.3734780251979828,0.20338068902492523,0.2124989777803421,0.11117470264434814,0.16944469511508942,0.450642853975296,0.15994466841220856
the,0.4565047025680542,0.333731085062027,0.2769445478916168,0.19474709033966064,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,0.4739971458911896,0.22068053483963013
power,0.22973893582820892,0.20545707643032074,0.13664118945598602,0.13257595896720886,0.2231994867324829,0.22216427326202393,0.2120266556739807,0.09083929657936096,0.13986989855766296,0.15072456002235413,0.15304024517536163
to,0.37890323996543884,0.2480139583349228,0.31706616282463074,0.18277518451213837,0.44245919585227966,0.455847829580307,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.4451248347759247,0.29463258385658264
require,0.14521676301956177,0.2497970312833786,0.3668246567249298,0.18906433880329132,0.20549376308918,0.2487315833568573,0.2680594325065613,0.11205524951219559,0.22032584249973297,0.33956968784332275,0.2463286817073822
it,0.36872005462646484,0.22087758779525757,0.2327202558517456,0.22336171567440033,0.48329564929008484,0.45803478360176086,0.2993364930152893,0.15365919470787048,0.21226534247398376,0.32171204686164856,0.25732165575027466
rejected,0.33548280596733093,0.7551864981651306,0.2895583510398865,0.28762662410736084,0.2369922697544098,0.2521476447582245,0.3544847071170807,0.21717029809951782,0.24635890126228333,0.2673434913158417,0.20434792339801788
compulsory,0.23942457139492035,0.27188020944595337,0.9999998807907104,0.2792598009109497,0.2254411280155182,0.29406166076660156,0.2504301369190216,0.1238558292388916,0.12718066573143005,0.32156461477279663,0.1774163395166397
confession,0.20758405327796936,0.31175076961517334,0.2792598009109497,1.0,0.24621757864952087,0.2553298771381378,0.20081323385238647,0.4270155429840088,0.19139951467514038,0.17102979123592377,0.19668595492839813
and,0.3765919506549835,0.26036012172698975,0.23784980177879333,0.21430335938930511,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.237839937210083,0.5064792633056641,0.20544172823429108
encouraged,0.26267552375793457,0.22481375932693481,0.24916619062423706,0.19372127950191498,0.2542800307273865,0.23193751275539398,0.4058409631252289,0.15820029377937317,0.18034371733665466,0.25773996114730835,0.2192683219909668
private,0.1419723629951477,0.128019317984581,0.26994845271110535,0.2108473777770996,0.1899166703224182,0.16778090596199036,0.1676381528377533,0.16110587120056152,0.11871977150440216,0.22242696583271027,0.14389030635356903
confession,0.20758405327796936,0.31175076961517334,0.2792598009109497,1.0,0.24621757864952087,0.2553298771381378,0.20081323385238647,0.4270155429840088,0.19139951467514038,0.17102979123592377,0.19668595492839813
and,0.3765919506549835,0.26036012172698975,0.23784980177879333,0.21430335938930511,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.237839937210083,0.5064792633056641,0.20544172823429108
absolution,0.22866544127464294,0.38350269198417664,0.2864478826522827,0.3299829661846161,0.2562342584133148,0.37241873145103455,0.2857254445552826,0.22908441722393036,0.22195212543010712,0.3135215640068054,0.29366758465766907
",",0.38860568404197693,0.2780846059322357,0.2254411280155182,0.24621757864952087,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4464869201183319,0.31091248989105225
since,0.3303494453430176,0.21101145446300507,0.24826280772686005,0.11199034005403519,0.3991432189941406,0.29783400893211365,0.27613121271133423,0.11990752816200256,0.16729652881622314,0.36751601099967957,0.2876587212085724
``,0.040442656725645065,0.029133228585124016,0.16445596516132355,-0.025220314040780067,0.09681109338998795,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.11138522624969482,0.01270448137074709,0.0685480609536171
every,0.2450585514307022,0.1807982325553894,0.26320934295654297,0.1859460026025772,0.25988471508026123,0.30284011363983154,0.21975891292095184,0.13942168653011322,0.2124210000038147,0.35918429493904114,0.24066033959388733
christian,0.1393807977437973,0.2520025372505188,0.1371709406375885,0.31421738862991333,0.23595517873764038,0.17849333584308624,0.20078235864639282,0.36969617009162903,0.11873601377010345,0.16278709471225739,0.1508396863937378
is,0.2835143506526947,0.2049749344587326,0.18758688867092133,0.22739826142787933,0.4691906273365021,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.2742006778717041,0.43268078565597534,0.22961433231830597
a,0.3831600844860077,0.2833128273487091,0.22631050646305084,0.239892840385437,0.427140474319458,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2774817645549774,0.44038116931915283,0.23916715383529663
confessor,0.28604885935783386,0.29204338788986206,0.17704862356185913,0.6435256004333496,0.2914696931838989,0.2082052379846573,0.20350724458694458,0.4235512912273407,0.15146665275096893,0.1162291169166565,0.17480003833770752
.,0.35870397090911865,0.27761897444725037,0.19462640583515167,0.2229078710079193,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2601918876171112,0.4726039469242096,0.4130953550338745
'',-0.08605624735355377,-0.03329476714134216,0.011426332406699657,0.0030087102204561234,-0.037358131259679794,0.08143015950918198,0.01978493109345436,-0.04572787508368492,-0.01835283823311329,-0.04479556903243065,0.018684765323996544
