,what,type,of,people,were,being,brought,back,to,the,way,of,truth,?
his,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.17825907468795776,0.3142043352127075,0.34421810507774353,0.3434368371963501,0.3421434462070465,0.3715193271636963,0.4394008219242096,0.2968534231185913,0.38364991545677185,0.27546682953834534,0.18075084686279297
words,0.3355468809604645,0.1453605443239212,0.26259833574295044,0.3044806718826294,0.16776612401008606,0.22273226082324982,0.19863265752792358,0.13664977252483368,0.31468597054481506,0.29205581545829773,0.33623823523521423,0.26259833574295044,0.3037506341934204,0.27074310183525085
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.36644625663757324,0.36755475401878357,0.34499165415763855,0.30810219049453735,0.3066370487213135,0.44245919585227966,0.4933079481124878,0.2861018478870392,0.4946078956127167,0.22785305976867676,0.31091248989105225
through,0.23167094588279724,0.1296497881412506,0.3647414743900299,0.23612326383590698,0.20187680423259735,0.23615305125713348,0.24924461543560028,0.3353312611579895,0.4062686562538147,0.44071322679519653,0.392598956823349,0.3647414743900299,0.14020918309688568,0.16913433372974396
divine,0.2493596225976944,0.0884760320186615,0.28549471497535706,0.1233903095126152,0.15703026950359344,0.22008204460144043,0.22970183193683624,0.1094171330332756,0.1913808286190033,0.24795062839984894,0.18902340531349182,0.28549471497535706,0.39401745796203613,0.17546041309833527
mercy,0.1829470694065094,0.03295200690627098,0.2329104095697403,0.24315145611763,0.17925654351711273,0.1872987598180771,0.18966814875602722,0.10428016632795334,0.22879230976104736,0.2573569118976593,0.17725706100463867,0.2329104095697403,0.3416493237018585,0.18949799239635468
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.36644625663757324,0.36755475401878357,0.34499165415763855,0.30810219049453735,0.3066370487213135,0.44245919585227966,0.4933079481124878,0.2861018478870392,0.4946078956127167,0.22785305976867676,0.31091248989105225
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.385090708732605,0.6489362716674805,0.4656608998775482,0.17135658860206604,0.18491026759147644,0.3504326641559601,0.40399202704429626,0.3754369020462036,0.39081433415412903,0.1638975292444229,0.24591213464736938
bringing,0.31787076592445374,0.13358023762702942,0.3194589614868164,0.2349083423614502,0.2594207227230072,0.41850990056991577,0.624946653842926,0.3848193287849426,0.3548927307128906,0.34507453441619873,0.3166501224040985,0.3194589614868164,0.21464619040489197,0.24553225934505463
back,0.2965294420719147,0.10375389456748962,0.23051875829696655,0.17861567437648773,0.2695517838001251,0.2592909336090088,0.41952046751976013,0.9999999403953552,0.4675939381122589,0.3612101674079895,0.3101128041744232,0.23051875829696655,0.1391364187002182,0.2397768795490265
every,0.30284011363983154,0.19791007041931152,0.3414052724838257,0.25914719700813293,0.2038871794939041,0.3011007010936737,0.21538832783699036,0.22884385287761688,0.3643300235271454,0.4023689329624176,0.29581567645072937,0.3414052724838257,0.12064186483621597,0.24066033959388733
day,0.2990210950374603,0.06831710040569305,0.2934032380580902,0.18333609402179718,0.23235180974006653,0.21812735497951508,0.22276878356933594,0.23202738165855408,0.21753256022930145,0.3062323033809662,0.21480871737003326,0.2934032380580902,0.18053998053073883,0.2141837179660797
misguided,0.40273165702819824,0.19615498185157776,0.2985362410545349,0.20234891772270203,0.2243449091911316,0.3635469377040863,0.31561362743377686,0.20665299892425537,0.3633155822753906,0.2881642282009125,0.3254740536212921,0.2985362410545349,0.4009130895137787,0.3084104657173157
people,0.32444337010383606,0.21299324929714203,0.3251037895679474,1.0000001192092896,0.35862088203430176,0.28552132844924927,0.2352575659751892,0.17861567437648773,0.37275731563568115,0.36838498711586,0.3452141582965851,0.3251037895679474,0.15652546286582947,0.23739641904830933
into,0.2180619090795517,0.14269600808620453,0.32255905866622925,0.17312821745872498,0.2657007873058319,0.2783583104610443,0.3016594648361206,0.3741452693939209,0.38810545206069946,0.39493247866630554,0.3358938694000244,0.32255905866622925,0.11752495169639587,0.15662476420402527
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.36838498711586,0.3906462490558624,0.419739305973053,0.32700833678245544,0.3612101674079895,0.535392165184021,1.0,0.36217406392097473,0.733189046382904,0.225673645734787,0.22068053483963013
way,0.4835909903049469,0.2360830307006836,0.266871839761734,0.3452141582965851,0.2970612645149231,0.4041622281074524,0.28599709272384644,0.3101128041744232,0.4772548973560333,0.36217406392097473,1.0,0.266871839761734,0.3066616952419281,0.31575819849967957
of,0.33290785551071167,0.18112817406654358,1.0,0.3251037895679474,0.34038281440734863,0.34885138273239136,0.3339962065219879,0.23051875829696655,0.41548454761505127,0.733189046382904,0.266871839761734,1.0,0.19962605834007263,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.36838498711586,0.3906462490558624,0.419739305973053,0.32700833678245544,0.3612101674079895,0.535392165184021,1.0,0.36217406392097473,0.733189046382904,0.225673645734787,0.22068053483963013
truth,0.41090071201324463,0.07189299911260605,0.19962605834007263,0.15652546286582947,0.11039252579212189,0.23917151987552643,0.15851256251335144,0.1391364187002182,0.17789128422737122,0.225673645734787,0.3066616952419281,0.19962605834007263,0.9999998807907104,0.27048787474632263
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.33118996024131775,0.3378238379955292,0.35574623942375183,0.31484454870224,0.3154444992542267,0.4645031690597534,0.5934505462646484,0.33520638942718506,0.5352458953857422,0.20524953305721283,0.4130953550338745
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.0037952337879687548,0.007215402089059353,-0.015289289876818657,-0.011080711148679256,-0.07862870395183563,-0.009905828163027763,0.041273195296525955,0.010584947653114796,0.13035868108272552,0.03554621711373329,0.018684765323996544
