,why,would,a,person,chose,civil,disobedience,against,specific,laws,?
non-revolutionary,0.17603814601898193,0.21632684767246246,0.29217514395713806,0.17435188591480255,0.17399469017982483,0.39474183320999146,0.37564292550086975,0.23613619804382324,0.185150146484375,0.17137320339679718,0.19538861513137817
civil,0.14097142219543457,0.16814836859703064,0.21693918108940125,0.14342966675758362,0.11955538392066956,1.0,0.5442691445350647,0.22722691297531128,0.1864507794380188,0.2589532434940338,0.1494513899087906
disobedience,0.22061246633529663,0.29806897044181824,0.25352153182029724,0.3194018602371216,0.26089850068092346,0.5442691445350647,1.0,0.3858777582645416,0.241834819316864,0.4583999514579773,0.19890835881233215
is,0.26410171389579773,0.33626067638397217,0.658733606338501,0.35233089327812195,0.1858261227607727,0.16941262781620026,0.21453623473644257,0.1754940152168274,0.27748769521713257,0.17527072131633759,0.22961433231830597
a,0.2667238116264343,0.398599237203598,1.0,0.4078793525695801,0.20067369937896729,0.21693918108940125,0.25352153182029724,0.2227657586336136,0.3531852960586548,0.1722979098558426,0.23916715383529663
simple,0.4573228061199188,0.3968871533870697,0.34160614013671875,0.2661855220794678,0.17114287614822388,0.16772717237472534,0.24948285520076752,0.13667292892932892,0.3877318203449249,0.13583271205425262,0.4614735543727875
disobedience,0.22061246633529663,0.29806897044181824,0.25352153182029724,0.3194018602371216,0.26089850068092346,0.5442691445350647,1.0,0.3858777582645416,0.241834819316864,0.4583999514579773,0.19890835881233215
of,0.28464117646217346,0.3353942930698395,0.5052502155303955,0.27674683928489685,0.2676139771938324,0.24698495864868164,0.31932318210601807,0.2669808566570282,0.2744234502315521,0.2539142072200775,0.1826142966747284
laws,0.22738422453403473,0.28490784764289856,0.1722979098558426,0.26570817828178406,0.1621149182319641,0.2589532434940338,0.4583999514579773,0.3110208213329315,0.23059916496276855,1.0,0.17911791801452637
on,0.2698206305503845,0.35589995980262756,0.3848365545272827,0.21978497505187988,0.24580709636211395,0.17390455305576324,0.2194652408361435,0.3163113296031952,0.236932173371315,0.16233189404010773,0.2714994251728058
the,0.30742117762565613,0.4133751392364502,0.5829201340675354,0.3487054407596588,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.3501757085323334,0.2587076723575592,0.22068053483963013
grounds,0.2543993294239044,0.2429809719324112,0.26895850896835327,0.1924489438533783,0.1323065310716629,0.15576022863388062,0.2971020042896271,0.25201505422592163,0.21963214874267578,0.24192193150520325,0.1594391018152237
that,0.5601457357406616,0.5895259380340576,0.47537946701049805,0.4460006356239319,0.268483966588974,0.16867391765117645,0.3551425039768219,0.3318655490875244,0.38467007875442505,0.29808905720710754,0.32716336846351624
they,0.39327314496040344,0.5262938141822815,0.3528250455856323,0.3959071934223175,0.2938365340232849,0.14507707953453064,0.3148254156112671,0.26509472727775574,0.31264808773994446,0.32757264375686646,0.2753053903579712
are,0.3273901343345642,0.32024338841438293,0.265255331993103,0.2964897155761719,0.15772128105163574,0.12244163453578949,0.19937367737293243,0.20829962193965912,0.35680872201919556,0.22158654034137726,0.24591213464736938
judged,0.2427702397108078,0.34190383553504944,0.21729488670825958,0.288808673620224,0.25683435797691345,0.10512211918830872,0.2406870275735855,0.18787141144275665,0.307451069355011,0.2508324980735779,0.22679932415485382
``,0.05334433168172836,0.08063928782939911,0.07272057235240936,0.0973467007279396,0.043076515197753906,0.06784805655479431,0.06214885041117668,0.031818777322769165,0.1465829759836197,-0.04076443985104561,0.0685480609536171
wrong,0.4509334862232208,0.3864603340625763,0.31342315673828125,0.3540053367614746,0.17780689895153046,0.21003279089927673,0.3196309208869934,0.2829979956150055,0.30173003673553467,0.19333432614803314,0.4657740890979767
'',-0.038651224225759506,0.02574172429740429,0.04890415817499161,0.04217761754989624,0.028179550543427467,-0.062313709408044815,0.003403886454179883,-0.03918103128671646,0.055756308138370514,0.05879716947674751,0.018684765323996544
by,0.19170543551445007,0.28394925594329834,0.32094135880470276,0.25616011023521423,0.2341146618127823,0.15479567646980286,0.2563513219356537,0.24816733598709106,0.2610040307044983,0.2311946451663971,0.17966607213020325
an,0.22638356685638428,0.2650099992752075,0.44552403688430786,0.27271315455436707,0.14266644418239594,0.15803322196006775,0.24747906625270844,0.17087337374687195,0.248777374625206,0.17227743566036224,0.19793890416622162
individual,0.27550220489501953,0.34179502725601196,0.34062352776527405,0.3768315315246582,0.17896316945552826,0.21166187524795532,0.2996596693992615,0.16076001524925232,0.5026732683181763,0.19241805374622345,0.2058374285697937
conscience,0.3165399730205536,0.24842458963394165,0.23108726739883423,0.35024362802505493,0.2771008610725403,0.2559303343296051,0.47909438610076904,0.21291790902614594,0.14942432940006256,0.2952214181423187,0.23370258510112762
",",0.2827242314815521,0.32586824893951416,0.427140474319458,0.2255365252494812,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.24305859208106995,0.26751992106437683,0.31091248989105225
or,0.3391086459159851,0.39548179507255554,0.48853766918182373,0.5162758231163025,0.20147965848445892,0.12588919699192047,0.2553665041923523,0.21177110075950623,0.43150246143341064,0.2778708338737488,0.32389625906944275
as,0.3103298544883728,0.3824005722999573,0.39550232887268066,0.18760068714618683,0.24650342762470245,0.18100082874298096,0.25773370265960693,0.24545185267925262,0.25336480140686035,0.21991311013698578,0.27043893933296204
part,0.28566083312034607,0.2740741968154907,0.3994528353214264,0.22811901569366455,0.19547809660434723,0.12337565422058105,0.20186325907707214,0.24462014436721802,0.1781419962644577,0.21584190428256989,0.08557961881160736
of,0.28464117646217346,0.3353942930698395,0.5052502155303955,0.27674683928489685,0.2676139771938324,0.24698495864868164,0.31932318210601807,0.2669808566570282,0.2744234502315521,0.2539142072200775,0.1826142966747284
an,0.22638356685638428,0.2650099992752075,0.44552403688430786,0.27271315455436707,0.14266644418239594,0.15803322196006775,0.24747906625270844,0.17087337374687195,0.248777374625206,0.17227743566036224,0.19793890416622162
effort,0.3067971467971802,0.41621536016464233,0.2670682966709137,0.175331249833107,0.2615048885345459,0.24252553284168243,0.3645721971988678,0.24500484764575958,0.24835434556007385,0.22020311653614044,0.27546563744544983
to,0.4100138247013092,0.5965728163719177,0.45503583550453186,0.33486208319664,0.33018890023231506,0.2019355595111847,0.30665844678878784,0.310872346162796,0.3962339460849762,0.2910608649253845,0.29463258385658264
render,0.1258685290813446,0.21891868114471436,0.2365315854549408,0.20817559957504272,0.12165270000696182,0.15559130907058716,0.21895316243171692,0.14440031349658966,0.38961517810821533,0.12762433290481567,0.17435836791992188
certain,0.39107364416122437,0.39805346727371216,0.369277685880661,0.46941012144088745,0.20785574615001678,0.15305054187774658,0.31397029757499695,0.19053307175636292,0.6166183352470398,0.35575324296951294,0.2516106069087982
laws,0.22738422453403473,0.28490784764289856,0.1722979098558426,0.26570817828178406,0.1621149182319641,0.2589532434940338,0.4583999514579773,0.3110208213329315,0.23059916496276855,1.0,0.17911791801452637
ineffective,0.2694723904132843,0.40820568799972534,0.2918623983860016,0.2912692427635193,0.24874572455883026,0.3040435314178467,0.44622012972831726,0.41170135140419006,0.2980402112007141,0.270129919052124,0.2654919922351837
",",0.2827242314815521,0.32586824893951416,0.427140474319458,0.2255365252494812,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.24305859208106995,0.26751992106437683,0.31091248989105225
to,0.4100138247013092,0.5965728163719177,0.45503583550453186,0.33486208319664,0.33018890023231506,0.2019355595111847,0.30665844678878784,0.310872346162796,0.3962339460849762,0.2910608649253845,0.29463258385658264
cause,0.3416207432746887,0.35355842113494873,0.2715701162815094,0.3416454792022705,0.0653926357626915,0.17105881869792938,0.23438714444637299,0.24560177326202393,0.29650095105171204,0.2546754479408264,0.240532785654068
their,0.2619993984699249,0.4112042188644409,0.29698723554611206,0.3264913558959961,0.32887932658195496,0.18000862002372742,0.31147265434265137,0.2741570472717285,0.3369782567024231,0.25698670744895935,0.1898253709077835
repeal,0.2476515769958496,0.29985374212265015,0.22735407948493958,0.2128259688615799,0.2509199380874634,0.3874458372592926,0.4997501075267792,0.307139128446579,0.3433462679386139,0.4681946039199829,0.17696918547153473
",",0.2827242314815521,0.32586824893951416,0.427140474319458,0.2255365252494812,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.24305859208106995,0.26751992106437683,0.31091248989105225
