,in,what,country,does,some,clergy,in,the,umc,occasionally,practice,exorcism,?
some,0.4010399878025055,0.4491020441055298,0.22363653779029846,0.39611563086509705,0.9999999403953552,0.2835763096809387,0.4010399878025055,0.4566698372364044,0.21963566541671753,0.438868910074234,0.2881247103214264,0.2816010117530823,0.2562315762042999
clergy,0.17874550819396973,0.21005667746067047,0.21958647668361664,0.17326994240283966,0.2835763096809387,0.9999999403953552,0.17874550819396973,0.26154741644859314,0.21280884742736816,0.1043056920170784,0.31586915254592896,0.419191837310791,0.14422976970672607
offer,0.1875079721212387,0.20134106278419495,0.1669778972864151,0.24917331337928772,0.31400197744369507,0.2361791431903839,0.1875079721212387,0.21118608117103577,0.26954928040504456,0.17873723804950714,0.22014737129211426,0.18312296271324158,0.1774262934923172
healing,0.20547255873680115,0.20406511425971985,0.07609213888645172,0.22868084907531738,0.27831077575683594,0.2564677894115448,0.20547255873680115,0.23670776188373566,0.17419786751270294,0.18194633722305298,0.33279967308044434,0.44585809111595154,0.14050091803073883
services,0.22287973761558533,0.16048473119735718,0.23066239058971405,0.21305601298809052,0.26200196146965027,0.2786947786808014,0.22287973761558533,0.2381475418806076,0.20459048449993134,0.18785269558429718,0.24189281463623047,0.14101919531822205,0.1328447163105011
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.28617382049560547,0.42400437593460083,0.17161379754543304,0.5201468467712402,0.4933079481124878,0.1953766793012619,0.30665579438209534,0.2838936448097229,0.24540604650974274,0.31091248989105225
while,0.3399278521537781,0.35511791706085205,0.16214635968208313,0.3243313729763031,0.3921129107475281,0.15853969752788544,0.3399278521537781,0.39804592728614807,0.21842893958091736,0.37950432300567627,0.31727737188339233,0.2325279861688614,0.21076419949531555
exorcism,0.2362785041332245,0.2650540769100189,0.14292630553245544,0.17487579584121704,0.2816010117530823,0.419191837310791,0.2362785041332245,0.24156732857227325,0.23652048408985138,0.153345987200737,0.3821040689945221,1.0,0.18618959188461304
is,0.5394441485404968,0.28837618231773376,0.24409033358097076,0.4403602182865143,0.3038453459739685,0.14745484292507172,0.5394441485404968,0.5823672413825989,0.21909049153327942,0.28574612736701965,0.21584326028823853,0.18381543457508087,0.22961433231830597
an,0.2605783939361572,0.2821882665157318,0.19811232388019562,0.29477936029434204,0.2864145338535309,0.1369161158800125,0.2605783939361572,0.4207492768764496,0.20038536190986633,0.1562868058681488,0.16544753313064575,0.13933224976062775,0.19793890416622162
occasional,0.1767815798521042,0.20631100237369537,0.13194724917411804,0.30161914229393005,0.3485283851623535,0.08366366475820541,0.1767815798521042,0.2287587970495224,0.10959623754024506,0.8034970164299011,0.2024163454771042,0.16724655032157898,0.15913105010986328
practice,0.24572531878948212,0.2749895751476288,0.15693598985671997,0.2342499941587448,0.2881247103214264,0.31586915254592896,0.24572531878948212,0.27333036065101624,0.29406920075416565,0.19302836060523987,1.0000001192092896,0.3821040689945221,0.21386858820915222
by,0.370934396982193,0.2455483376979828,0.24224938452243805,0.143477201461792,0.306446373462677,0.1791175752878189,0.370934396982193,0.4408751428127289,0.16236968338489532,0.26059937477111816,0.199177086353302,0.28148290514945984,0.17966607213020325
some,0.4010399878025055,0.4491020441055298,0.22363653779029846,0.39611563086509705,0.9999999403953552,0.2835763096809387,0.4010399878025055,0.4566698372364044,0.21963566541671753,0.438868910074234,0.2881247103214264,0.2816010117530823,0.2562315762042999
clergy,0.17874550819396973,0.21005667746067047,0.21958647668361664,0.17326994240283966,0.2835763096809387,0.9999999403953552,0.17874550819396973,0.26154741644859314,0.21280884742736816,0.1043056920170784,0.31586915254592896,0.419191837310791,0.14422976970672607
in,1.0,0.30808621644973755,0.3040012717247009,0.214483380317688,0.4010399878025055,0.17874550819396973,1.0,0.6662389636039734,0.15436193346977234,0.22227200865745544,0.24572531878948212,0.2362785041332245,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.35928019881248474,0.4566698372364044,0.26154741644859314,0.6662389636039734,1.0,0.21262750029563904,0.2797514796257019,0.27333036065101624,0.24156732857227325,0.22068053483963013
united,0.3938477039337158,0.20036718249320984,0.3808354437351227,0.1650896966457367,0.22087086737155914,0.15058094263076782,0.3938477039337158,0.34367692470550537,0.1928277611732483,0.20869922637939453,0.171990767121315,0.17060346901416779,0.17266890406608582
methodist,0.24702993035316467,0.17637217044830322,0.1853904277086258,0.13836076855659485,0.2436341494321823,0.3982779085636139,0.24702993035316467,0.21922016143798828,0.2650960683822632,0.12403153628110886,0.31467175483703613,0.3271155059337616,0.1436992734670639
church,0.2493300437927246,0.1944202184677124,0.2248784750699997,0.16385334730148315,0.23829415440559387,0.4753705859184265,0.2493300437927246,0.23846197128295898,0.20494024455547333,0.0872286930680275,0.21066440641880035,0.35793089866638184,0.18081501126289368
in,1.0,0.30808621644973755,0.3040012717247009,0.214483380317688,0.4010399878025055,0.17874550819396973,1.0,0.6662389636039734,0.15436193346977234,0.22227200865745544,0.24572531878948212,0.2362785041332245,0.20430970191955566
africa,0.27806714177131653,0.19696469604969025,0.3477110266685486,0.12769947946071625,0.266912043094635,0.15301905572414398,0.27806714177131653,0.2903064787387848,0.2834928631782532,0.18849073350429535,0.16643089056015015,0.15566636621952057,0.12926554679870605
.,0.5591574311256409,0.3567904531955719,0.26130348443984985,0.3022993505001068,0.40663889050483704,0.17912207543849945,0.5591574311256409,0.5934505462646484,0.23154163360595703,0.22300311923027039,0.2513175904750824,0.2161952704191208,0.4130953550338745
