,what,is,the,population,of,the,second,largest,city,in,california,?
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.13543154299259186,0.17343297600746155,0.2502395510673523,0.161736398935318,0.14299364387989044,0.3013180196285248,0.2795681953430176,0.641045331954956,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.1328454464673996,0.16643567383289337,0.24588194489479065,0.16591382026672363,0.15114735066890717,0.2831977605819702,0.23927895724773407,0.6717669367790222,0.16139166057109833
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14130665361881256,0.35032153129577637,0.33289089798927307,0.27435752749443054,0.14214102923870087,0.19590984284877777,0.3087427020072937,0.16755922138690948,0.40561532974243164
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.15945716202259064,0.42558613419532776,0.457212895154953,0.23742634057998657,0.17044749855995178,0.2310783565044403,0.4374977946281433,0.256734162569046,0.21978627145290375
3.7,0.10036756843328476,0.2388891875743866,0.24040301144123077,0.3200778067111969,0.25151216983795166,0.24040301144123077,0.1513344794511795,0.31499573588371277,0.3217757046222687,0.28348952531814575,0.18915338814258575,0.10568435490131378
million,0.22197039425373077,0.19962359964847565,0.277012437582016,0.3087695837020874,0.21686489880084991,0.277012437582016,0.2324155867099762,0.3343927264213562,0.1873769909143448,0.2596224844455719,0.1476464718580246,0.23092924058437347
people,0.32444337010383606,0.34254953265190125,0.36838498711586,0.3562411963939667,0.3251037895679474,0.36838498711586,0.16301967203617096,0.2494339793920517,0.34653446078300476,0.39605680108070374,0.15304839611053467,0.23739641904830933
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1573704034090042,0.3680361211299896,0.3456730246543884,0.29819294810295105,0.1570781171321869,0.2113075703382492,0.3326910734176636,0.19286775588989258,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.23080337047576904,0.5116966962814331,0.5171257257461548,0.2743909955024719,0.24602696299552917,0.2827445864677429,0.4954058527946472,0.2441616654396057,0.20544172823429108
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.1830071359872818,0.25237205624580383,0.2858080565929413,0.14524942636489868,0.16308869421482086,0.32193511724472046,0.2617562413215637,0.5170050263404846,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.1303311139345169,0.1941702961921692,0.20885010063648224,0.05455264821648598,0.14430710673332214,0.2495635747909546,0.2255222201347351,0.5714370608329773,0.11438121646642685
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14130665361881256,0.35032153129577637,0.33289089798927307,0.27435752749443054,0.14214102923870087,0.19590984284877777,0.3087427020072937,0.16755922138690948,0.40561532974243164
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.15945716202259064,0.42558613419532776,0.457212895154953,0.23742634057998657,0.17044749855995178,0.2310783565044403,0.4374977946281433,0.256734162569046,0.21978627145290375
1.3,0.14341334998607635,0.32187163829803467,0.3110326826572418,0.2916277050971985,0.3332456052303314,0.3110326826572418,0.21913573145866394,0.23604734241962433,0.23790405690670013,0.31974390149116516,0.05052638053894043,0.10786771774291992
million,0.22197039425373077,0.19962359964847565,0.277012437582016,0.3087695837020874,0.21686489880084991,0.277012437582016,0.2324155867099762,0.3343927264213562,0.1873769909143448,0.2596224844455719,0.1476464718580246,0.23092924058437347
people,0.32444337010383606,0.34254953265190125,0.36838498711586,0.3562411963939667,0.3251037895679474,0.36838498711586,0.16301967203617096,0.2494339793920517,0.34653446078300476,0.39605680108070374,0.15304839611053467,0.23739641904830933
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1573704034090042,0.3680361211299896,0.3456730246543884,0.29819294810295105,0.1570781171321869,0.2113075703382492,0.3326910734176636,0.19286775588989258,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2967977225780487,0.4946078956127167,0.4933079481124878,0.29927265644073486,0.26626327633857727,0.35839709639549255,0.5201468467712402,0.2704589068889618,0.31091248989105225
both,0.3361809551715851,0.31409940123558044,0.4931981563568115,0.19441603124141693,0.3565710783004761,0.4931981563568115,0.31054115295410156,0.19941169023513794,0.18512237071990967,0.3960166871547699,0.1713142693042755,0.19455738365650177
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3268454372882843,0.5696388483047485,0.6662389636039734,0.34510284662246704,0.3017216920852661,0.3911624252796173,1.0,0.2772824168205261,0.20430970191955566
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.2896978557109833,0.31933003664016724,0.3282862603664398,0.1761758178472519,0.29432255029678345,0.31186121702194214,0.3190481662750244,0.2983402609825134,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.19116398692131042,0.24929828941822052,0.2750805914402008,0.17182625830173492,0.1669350564479828,0.2801341712474823,0.2772824168205261,1.0,0.1409905105829239
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2967977225780487,0.4946078956127167,0.4933079481124878,0.29927265644073486,0.26626327633857727,0.35839709639549255,0.5201468467712402,0.2704589068889618,0.31091248989105225
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.20790868997573853,0.39081433415412903,0.40399202704429626,0.13331100344657898,0.23992078006267548,0.19493703544139862,0.3841303884983063,0.17678135633468628,0.24591213464736938
the,0.42745697498321533,0.5823672413825989,1.0,0.32044094800949097,0.733189046382904,1.0,0.4620301127433777,0.3757036626338959,0.35769423842430115,0.6662389636039734,0.2750805914402008,0.22068053483963013
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.16114678978919983,0.37726253271102905,0.43858039379119873,0.3657524287700653,0.17506080865859985,0.17386646568775177,0.36463531851768494,0.21899013221263885,0.19645625352859497
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.41943269968032837,0.36650770902633667,0.3757036626338959,0.3370759189128876,0.9999999403953552,0.3647192716598511,0.3017216920852661,0.1669350564479828,0.12401245534420013
cities,0.161918506026268,0.21770904958248138,0.2621172070503235,0.3919509947299957,0.29528072476387024,0.2621172070503235,0.171299010515213,0.2815219461917877,0.5864919424057007,0.32293570041656494,0.10079557448625565,0.13339310884475708
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3268454372882843,0.5696388483047485,0.6662389636039734,0.34510284662246704,0.3017216920852661,0.3911624252796173,1.0,0.2772824168205261,0.20430970191955566
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.23259013891220093,0.42798417806625366,0.4860881567001343,0.28744399547576904,0.235378697514534,0.2016284465789795,0.3335905969142914,0.16961248219013214,0.29575422406196594
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3060894012451172,1.0,0.733189046382904,0.353416383266449,0.36650770902633667,0.32503411173820496,0.5696388483047485,0.24929828941822052,0.1826142966747284
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.19116398692131042,0.24929828941822052,0.2750805914402008,0.17182625830173492,0.1669350564479828,0.2801341712474823,0.2772824168205261,1.0,0.1409905105829239
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14130665361881256,0.35032153129577637,0.33289089798927307,0.27435752749443054,0.14214102923870087,0.19590984284877777,0.3087427020072937,0.16755922138690948,0.40561532974243164
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.23080337047576904,0.5116966962814331,0.5171257257461548,0.2743909955024719,0.24602696299552917,0.2827445864677429,0.4954058527946472,0.2441616654396057,0.20544172823429108
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.16114678978919983,0.37726253271102905,0.43858039379119873,0.3657524287700653,0.17506080865859985,0.17386646568775177,0.36463531851768494,0.21899013221263885,0.19645625352859497
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3060894012451172,1.0,0.733189046382904,0.353416383266449,0.36650770902633667,0.32503411173820496,0.5696388483047485,0.24929828941822052,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.32044094800949097,0.733189046382904,1.0,0.4620301127433777,0.3757036626338959,0.35769423842430115,0.6662389636039734,0.2750805914402008,0.22068053483963013
eight,0.15383057296276093,0.19970737397670746,0.34254369139671326,0.13267476856708527,0.3220755457878113,0.34254369139671326,0.2745318114757538,0.16587461531162262,0.15612803399562836,0.3002670109272003,0.21340115368366241,0.11634626984596252
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.41943269968032837,0.36650770902633667,0.3757036626338959,0.3370759189128876,0.9999999403953552,0.3647192716598511,0.3017216920852661,0.1669350564479828,0.12401245534420013
cities,0.161918506026268,0.21770904958248138,0.2621172070503235,0.3919509947299957,0.29528072476387024,0.2621172070503235,0.171299010515213,0.2815219461917877,0.5864919424057007,0.32293570041656494,0.10079557448625565,0.13339310884475708
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3268454372882843,0.5696388483047485,0.6662389636039734,0.34510284662246704,0.3017216920852661,0.3911624252796173,1.0,0.2772824168205261,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.32044094800949097,0.733189046382904,1.0,0.4620301127433777,0.3757036626338959,0.35769423842430115,0.6662389636039734,0.2750805914402008,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.28376269340515137,0.3187655806541443,0.34367692470550537,0.2878473997116089,0.2719666361808777,0.3402864933013916,0.3938477039337158,0.33969607949256897,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.3036004900932312,0.30884552001953125,0.3463578522205353,0.24110113084316254,0.23322616517543793,0.33636292815208435,0.3977442979812622,0.3858724534511566,0.16272737085819244
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1573704034090042,0.3680361211299896,0.3456730246543884,0.29819294810295105,0.1570781171321869,0.2113075703382492,0.3326910734176636,0.19286775588989258,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.26950228214263916,0.5352458953857422,0.5934505462646484,0.346034437417984,0.18871670961380005,0.29856356978416443,0.5591574311256409,0.2870451807975769,0.4130953550338745
