,when,was,the,main,gallery,of,the,v,&,a,'s,ceramics,and,glass,collection,redesigned,?
the,0.5091903209686279,0.48711544275283813,1.0,0.38631999492645264,0.19251246750354767,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2034795880317688,0.5171257257461548,0.20646950602531433,0.25281965732574463,0.2598510682582855,0.22068053483963013
main,0.19500647485256195,0.21035033464431763,0.38631999492645264,1.0000001192092896,0.11481840908527374,0.3177044689655304,0.38631999492645264,0.035056184977293015,0.1304062455892563,0.27217230200767517,0.032559316605329514,0.12102480977773666,0.29831406474113464,0.12382612377405167,0.1734519600868225,0.2251778095960617,0.1665669083595276
gallery,0.13951179385185242,0.1648058146238327,0.19251246750354767,0.11481840908527374,1.0,0.1971534639596939,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,-0.08047135919332504,0.2796241044998169,0.20957361161708832,0.306863009929657,0.42902910709381104,0.20432265102863312,0.18202216923236847
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.21035033464431763,0.1648058146238327,0.4069072902202606,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.008974763564765453,0.1772516667842865,0.3740963041782379,0.18738797307014465,0.1743653565645218,0.35486769676208496,0.18412111699581146
redesigned,0.17922598123550415,0.35486769676208496,0.2598510682582855,0.2251778095960617,0.20432265102863312,0.16462190449237823,0.2598510682582855,0.18697404861450195,0.1790134310722351,0.2493896633386612,0.016579382121562958,0.17563395202159882,0.18124745786190033,0.21602334082126617,0.19882997870445251,1.0000001192092896,0.18504595756530762
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.21665531396865845,0.5696388483047485,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.23126716911792755,0.4954058527946472,0.21226459741592407,0.23004686832427979,0.1676761955022812,0.20430970191955566
1994,0.030050592496991158,0.1360125094652176,-0.03378653898835182,-0.14750675857067108,-0.02569335140287876,-0.07057395577430725,-0.03378653898835182,0.026688287034630775,-0.10713798552751541,0.01061528455466032,-0.04360256716609001,-0.026605729013681412,-0.022647447884082794,-0.018305165693163872,0.03302052989602089,-0.008226151578128338,0.12888094782829285
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.21593497693538666,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.2683262526988983,0.6633074283599854,0.23527590930461884,0.2277175933122635,0.20020903646945953,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.38631999492645264,0.19251246750354767,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2034795880317688,0.5171257257461548,0.20646950602531433,0.25281965732574463,0.2598510682582855,0.22068053483963013
glass,0.2142861932516098,0.18738797307014465,0.20646950602531433,0.12382612377405167,0.306863009929657,0.24470314383506775,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,-0.041371945291757584,0.4825766086578369,0.2681989371776581,1.0000001192092896,0.20833949744701385,0.21602334082126617,0.1252557635307312
balustrade,0.2545654773712158,0.2423129379749298,0.2984171211719513,0.18953640758991241,0.32453736662864685,0.24191364645957947,0.2984171211719513,0.17315125465393066,0.1383349895477295,0.31430792808532715,0.0442020483314991,0.32737523317337036,0.2908307611942291,0.307584285736084,0.308290958404541,0.2906668186187744,0.1963147670030594
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.2898236811161041,0.1865847259759903,0.3966929316520691,0.5107308030128479,0.1826705038547516,0.14816857874393463,0.3848365545272827,0.0026888418942689896,0.11749091744422913,0.4077630043029785,0.13102242350578308,0.2131180614233017,0.2689509391784668,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.38631999492645264,0.19251246750354767,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2034795880317688,0.5171257257461548,0.20646950602531433,0.25281965732574463,0.2598510682582855,0.22068053483963013
staircase,0.2237115502357483,0.203452929854393,0.2632751762866974,0.147238627076149,0.3692432940006256,0.17567014694213867,0.2632751762866974,0.08673708140850067,0.12080061435699463,0.25602829456329346,-0.05702501907944679,0.21069927513599396,0.2371879518032074,0.3285160958766937,0.17893585562705994,0.29002583026885986,0.08615380525588989
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.24298253655433655,1.0,0.2681989371776581,0.2379438579082489,0.18124745786190033,0.20544172823429108
mezzanine,0.2089880257844925,0.23053017258644104,0.32889828085899353,0.1606491655111313,0.17539124190807343,0.28019484877586365,0.32889828085899353,0.07608803361654282,0.19335277378559113,0.2870040237903595,-0.019351668655872345,0.27413997054100037,0.33603352308273315,0.30096450448036194,0.24586664140224457,0.23752133548259735,0.10037631541490555
are,0.29873907566070557,0.3076191842556,0.40399202704429626,0.2828797399997711,0.18125374615192413,0.39081433415412903,0.40399202704429626,0.07239489257335663,0.17888472974300385,0.265255331993103,-0.008927806280553341,0.2688659131526947,0.48576638102531433,0.22719284892082214,0.22862131893634796,0.09335674345493317,0.24591213464736938
the,0.5091903209686279,0.48711544275283813,1.0,0.38631999492645264,0.19251246750354767,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2034795880317688,0.5171257257461548,0.20646950602531433,0.25281965732574463,0.2598510682582855,0.22068053483963013
work,0.2500542998313904,0.24745555222034454,0.2704800069332123,0.17960678040981293,0.18793684244155884,0.23473061621189117,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,-0.03332063928246498,0.2740776836872101,0.37551814317703247,0.18016394972801208,0.2884133458137512,0.24152188003063202,0.2621155381202698
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3177044689655304,0.1971534639596939,1.0,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,-0.03817026689648628,0.27865979075431824,0.5116966962814331,0.24470314383506775,0.2915455996990204,0.16462190449237823,0.1826142966747284
danny,0.2585494816303253,0.26494842767715454,0.24839186668395996,0.0949615016579628,0.11946075409650803,0.09586320072412491,0.24839186668395996,0.1270134001970291,0.10047458112239838,0.24407438933849335,-0.010594725608825684,0.059946589171886444,0.21257284283638,0.12807966768741608,0.05552809312939644,0.18317046761512756,0.12230359762907028
lane,0.17291775345802307,0.23533447086811066,0.17604383826255798,0.11186016350984573,0.14424970746040344,0.15131840109825134,0.17604383826255798,0.15144464373588562,0.21265295147895813,0.23015283048152924,0.097136490046978,0.1883825808763504,0.28166595101356506,0.23205403983592987,0.14782863855361938,0.18234632909297943,0.12951500713825226
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.21593497693538666,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.2683262526988983,0.6633074283599854,0.23527590930461884,0.2277175933122635,0.20020903646945953,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.38631999492645264,0.19251246750354767,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2034795880317688,0.5171257257461548,0.20646950602531433,0.25281965732574463,0.2598510682582855,0.22068053483963013
gallery,0.13951179385185242,0.1648058146238327,0.19251246750354767,0.11481840908527374,1.0,0.1971534639596939,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,-0.08047135919332504,0.2796241044998169,0.20957361161708832,0.306863009929657,0.42902910709381104,0.20432265102863312,0.18202216923236847
covering,0.2454117238521576,0.21872106194496155,0.36934760212898254,0.20186938345432281,0.15799689292907715,0.3818558156490326,0.36934760212898254,0.07321976870298386,0.13109473884105682,0.28134289383888245,0.05520468205213547,0.2652566730976105,0.3416288197040558,0.2659650146961212,0.21270377933979034,0.17585043609142303,0.10643069446086884
