,the,rhine,gorge,is,between,koblenz,and,what,other,city,?
the,1.0,0.30735138058662415,0.26357370615005493,0.5823672413825989,0.39067012071609497,0.3042924106121063,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.35769423842430115,0.22068053483963013
rhine,0.30735138058662415,1.0,0.25667303800582886,0.15617261826992035,0.17755062878131866,0.5771980881690979,0.22029656171798706,0.16475653648376465,0.19601790606975555,0.26540544629096985,0.13754533231258392
gorge,0.26357370615005493,0.25667303800582886,1.0,0.189615860581398,0.22134362161159515,0.2714652121067047,0.2490140050649643,0.1718710958957672,0.18838481605052948,0.2064674347639084,0.1263076812028885
between,0.39067012071609497,0.17755062878131866,0.22134362161159515,0.26809602975845337,0.9999999403953552,0.24678188562393188,0.40645647048950195,0.2462156116962433,0.30660146474838257,0.1765531599521637,0.12887074053287506
rüdesheim,0.2728898227214813,0.5316344499588013,0.25579431653022766,0.2174322009086609,0.16450229287147522,0.652723491191864,0.2062211036682129,0.16235487163066864,0.1789834052324295,0.40028116106987,0.15176591277122498
am,0.18601742386817932,0.23185677826404572,0.07512933760881424,0.2976684868335724,0.05536285787820816,0.2444259226322174,0.22989323735237122,0.25965139269828796,0.18877346813678741,0.1778026968240738,0.3437723219394684
rhein,0.2614726424217224,0.6607828736305237,0.24335229396820068,0.2335740327835083,0.14170268177986145,0.6508206129074097,0.19856716692447662,0.15212267637252808,0.15271523594856262,0.23392066359519958,0.2176131010055542
and,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.3859752118587494,0.40645647048950195,0.2908920347690582,1.0,0.31309178471565247,0.5504306554794312,0.2827445864677429,0.20544172823429108
koblenz,0.3042924106121063,0.5771980881690979,0.2714652121067047,0.23864765465259552,0.24678188562393188,1.0,0.2908920347690582,0.14258402585983276,0.19348207116127014,0.2948649227619171,0.10490203648805618
is,0.5823672413825989,0.15617261826992035,0.189615860581398,1.0,0.26809602975845337,0.23864765465259552,0.3859752118587494,0.28837618231773376,0.25895947217941284,0.3186660706996918,0.22961433231830597
listed,0.31246060132980347,0.10194095224142075,0.16636040806770325,0.24937160313129425,0.140205517411232,0.21462883055210114,0.2351783663034439,0.21780680119991302,0.3289523720741272,0.12497404962778091,0.2152968794107437
as,0.48381632566452026,0.18380387127399445,0.14137139916419983,0.43216490745544434,0.22009976208209991,0.2108154445886612,0.49487000703811646,0.31749409437179565,0.42805421352386475,0.21195319294929504,0.27043893933296204
a,0.5829201340675354,0.1823403388261795,0.1566632091999054,0.658733606338501,0.29385313391685486,0.2524569034576416,0.3739250600337982,0.3320399522781372,0.2806335389614105,0.2349124401807785,0.23916715383529663
unesco,0.25264760851860046,0.20972590148448944,0.3166391849517822,0.23874256014823914,0.16182637214660645,0.27482330799102783,0.16586163640022278,0.17921961843967438,0.16650433838367462,0.20914526283740997,0.1657659411430359
world,0.33604270219802856,0.2036331444978714,0.23058409988880157,0.24458536505699158,0.18019768595695496,0.2615923583507538,0.3246132433414459,0.21669597923755646,0.2941931188106537,0.2572607696056366,0.17579582333564758
heritage,0.25149020552635193,0.10240890830755234,0.30820247530937195,0.22056351602077484,0.147996187210083,0.22173844277858734,0.20273086428642273,0.1899084597826004,0.20239320397377014,0.2514459192752838,0.17516329884529114
site,0.288954496383667,0.12275111675262451,0.2515236735343933,0.2314486801624298,0.13470818102359772,0.1428024023771286,0.19108152389526367,0.21561308205127716,0.19204844534397125,0.21661800146102905,0.2014765441417694
.,0.5934505462646484,0.2089352011680603,0.21320518851280212,0.4569662809371948,0.30295518040657043,0.30059900879859924,0.588965117931366,0.3567904531955719,0.41511186957359314,0.29856356978416443,0.4130953550338745
