,how,did,saint-pierre,respond,to,washington,?
saint-pierre,0.10941875725984573,0.15310038626194,1.0,0.09785939753055573,0.20305363833904266,0.25379306077957153,0.22262676060199738
said,0.29677578806877136,0.5119821429252625,0.2055319845676422,0.3848476707935333,0.34274402260780334,0.1926940381526947,0.28991883993148804
",",0.22659391164779663,0.3015086054801941,0.24427109956741333,0.25066259503364563,0.44245919585227966,0.25230398774147034,0.31091248989105225
``,-0.01591024175286293,-0.029888948425650597,0.15857186913490295,0.13006669282913208,0.06720756739377975,0.015973921865224838,0.0685480609536171
as,0.33782753348350525,0.3596470057964325,0.16532546281814575,0.2570608854293823,0.42092081904411316,0.14071886241436005,0.27043893933296204
to,0.44169697165489197,0.4452643394470215,0.20305363833904266,0.33126938343048096,1.0,0.24971476197242737,0.29463258385658264
the,0.33890387415885925,0.34736719727516174,0.27884984016418457,0.24966585636138916,0.535392165184021,0.24987076222896576,0.22068053483963013
summons,0.22352324426174164,0.20622344315052032,0.21734663844108582,0.1804187297821045,0.3329172432422638,0.2010420858860016,0.1864624172449112
you,0.5127037167549133,0.35957613587379456,0.18593668937683105,0.37438589334487915,0.4194425344467163,0.17890962958335876,0.5839095711708069
send,0.29191675782203674,0.28536826372146606,0.11995270103216171,0.39903268218040466,0.3854542672634125,0.16290558874607086,0.1784207671880722
me,0.3321212828159332,0.2908337116241455,0.20039306581020355,0.3056599795818329,0.31108999252319336,0.17966662347316742,0.4646095037460327
to,0.44169697165489197,0.4452643394470215,0.20305363833904266,0.33126938343048096,1.0,0.24971476197242737,0.29463258385658264
retire,0.14385657012462616,0.2955062687397003,0.18895113468170166,0.2613431215286255,0.3089917302131653,0.1864960789680481,0.16782012581825256
",",0.22659391164779663,0.3015086054801941,0.24427109956741333,0.25066259503364563,0.44245919585227966,0.25230398774147034,0.31091248989105225
i,0.3186261057853699,0.32301032543182373,0.22778736054897308,0.31628918647766113,0.3140375316143036,0.14104223251342773,0.4695145785808563
do,0.40287578105926514,0.5246143937110901,0.11811921745538712,0.4280989468097687,0.38876664638519287,0.14728043973445892,0.4093979299068451
not,0.4869767427444458,0.6481515765190125,0.18643617630004883,0.38687071204185486,0.5149973034858704,0.20698536932468414,0.41942933201789856
think,0.5059142112731934,0.3755078911781311,0.2146395742893219,0.4075056314468384,0.3748004138469696,0.20744799077510834,0.5312306880950928
myself,0.3602615296840668,0.33037781715393066,0.1643451601266861,0.31312522292137146,0.2885991930961609,0.19880297780036926,0.45562440156936646
obliged,0.294181227684021,0.4187801480293274,0.17771443724632263,0.38748714327812195,0.34298717975616455,0.14008846879005432,0.3074372410774231
to,0.44169697165489197,0.4452643394470215,0.20305363833904266,0.33126938343048096,1.0,0.24971476197242737,0.29463258385658264
obey,0.3490091562271118,0.343299001455307,0.15766111016273499,0.3466441035270691,0.2649046778678894,0.10790763795375824,0.20692269504070282
it,0.36714982986450195,0.2993364930152893,0.23049616813659668,0.25064393877983093,0.513711154460907,0.1578706055879593,0.25732165575027466
.,0.3287222981452942,0.35288307070732117,0.26225924491882324,0.2619034945964813,0.4645031690597534,0.285391241312027,0.4130953550338745
'',-0.0029843549709767103,0.01978493109345436,0.08506335318088531,-0.114546999335289,-0.009905828163027763,-0.04155493900179863,0.018684765323996544
