,why,might,rats,not,be,responsible,for,the,plague,?
in,0.23227278888225555,0.26443570852279663,0.20993752777576447,0.3403114080429077,0.3481820821762085,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.2488756626844406,0.20430970191955566
addition,0.23644733428955078,0.2897281348705292,0.15732406079769135,0.31015363335609436,0.34787413477897644,0.24482229351997375,0.39286839962005615,0.32955414056777954,0.10060787945985794,0.19187232851982117
to,0.4100138247013092,0.5153919458389282,0.22670532763004303,0.5149973034858704,0.4972836375236511,0.19470079243183136,0.4451248347759247,0.535392165184021,0.21845681965351105,0.29463258385658264
arguing,0.3438192903995514,0.3196205198764801,0.09208375960588455,0.35258209705352783,0.2053208202123642,0.1292566955089569,0.21321101486682892,0.2737332284450531,0.15982064604759216,0.2956003248691559
that,0.5601457357406616,0.5377011895179749,0.22080910205841064,0.6600887179374695,0.6036020517349243,0.3398503065109253,0.4137635827064514,0.5473989248275757,0.23825600743293762,0.32716336846351624
the,0.30742117762565613,0.32504433393478394,0.216946080327034,0.4310511648654938,0.4248143136501312,0.3305104374885559,0.4739971458911896,1.0,0.2537761330604553,0.22068053483963013
rat,0.15794304013252258,0.17126166820526123,0.6755212545394897,0.16334672272205353,0.12925085425376892,0.1242465078830719,0.1264619380235672,0.20352445542812347,0.23431533575057983,0.1439226120710373
population,0.11497636884450912,0.18510684370994568,0.22759605944156647,0.19793428480625153,0.15517795085906982,0.15929271280765533,0.13321557641029358,0.32044094800949097,0.28463682532310486,0.14449454843997955
was,0.23341619968414307,0.25552675127983093,0.15457850694656372,0.2888734042644501,0.42228707671165466,0.2582622170448303,0.3863949179649353,0.48711544275283813,0.24312011897563934,0.18412111699581146
insufficient,0.3908464014530182,0.43277761340141296,0.12673214077949524,0.5017728209495544,0.40781015157699585,0.25337550044059753,0.3703480660915375,0.28354156017303467,0.1583167165517807,0.30383768677711487
to,0.4100138247013092,0.5153919458389282,0.22670532763004303,0.5149973034858704,0.4972836375236511,0.19470079243183136,0.4451248347759247,0.535392165184021,0.21845681965351105,0.29463258385658264
account,0.3330613970756531,0.263210654258728,0.16882236301898956,0.3177369236946106,0.30907052755355835,0.27092084288597107,0.25532788038253784,0.21117976307868958,0.17489254474639893,0.34417325258255005
for,0.3869043290615082,0.3858846127986908,0.15562298893928528,0.39280617237091064,0.3801851272583008,0.35061514377593994,0.9999999403953552,0.4739971458911896,0.1471073478460312,0.264628142118454
a,0.2667238116264343,0.4210625886917114,0.18840141594409943,0.3791346549987793,0.39883795380592346,0.22119273245334625,0.44038116931915283,0.5829201340675354,0.22077761590480804,0.23916715383529663
bubonic,0.2646867334842682,0.32425281405448914,0.4363233745098114,0.31128400564193726,0.2695007026195526,0.2517828643321991,0.1926148235797882,0.3366847634315491,0.6634843349456787,0.21706949174404144
plague,0.2038693130016327,0.21895332634449005,0.34604722261428833,0.20608660578727722,0.15983276069164276,0.16935284435749054,0.1471073478460312,0.2537761330604553,0.9999999403953552,0.11872942000627518
pandemic,0.1618822067975998,0.2586032450199127,0.27837643027305603,0.23221233487129211,0.2645033895969391,0.1543508619070053,0.17502062022686005,0.21906514465808868,0.5034893155097961,0.1620408594608307
",",0.2827242314815521,0.2533247768878937,0.2003505825996399,0.3769696354866028,0.39254459738731384,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.2630122900009155,0.31091248989105225
sceptics,0.2657926380634308,0.28007271885871887,0.261131227016449,0.28666022419929504,0.23696033656597137,0.3105316758155823,0.22212624549865723,0.24267373979091644,0.27987799048423767,0.12303370982408524
of,0.28464117646217346,0.2900311052799225,0.1879846304655075,0.3307090103626251,0.33904364705085754,0.37070101499557495,0.4185989499092102,0.733189046382904,0.27455615997314453,0.1826142966747284
the,0.30742117762565613,0.32504433393478394,0.216946080327034,0.4310511648654938,0.4248143136501312,0.3305104374885559,0.4739971458911896,1.0,0.2537761330604553,0.22068053483963013
bubonic,0.2646867334842682,0.32425281405448914,0.4363233745098114,0.31128400564193726,0.2695007026195526,0.2517828643321991,0.1926148235797882,0.3366847634315491,0.6634843349456787,0.21706949174404144
plague,0.2038693130016327,0.21895332634449005,0.34604722261428833,0.20608660578727722,0.15983276069164276,0.16935284435749054,0.1471073478460312,0.2537761330604553,0.9999999403953552,0.11872942000627518
theory,0.3339385986328125,0.231156587600708,0.11966495215892792,0.24455146491527557,0.2076098620891571,0.20886042714118958,0.20500218868255615,0.2277156263589859,0.1495029628276825,0.1387292891740799
point,0.319356232881546,0.27672314643859863,0.10474128276109695,0.2949138879776001,0.26675498485565186,0.17392778396606445,0.22027306258678436,0.3084787130355835,0.09745335578918457,0.19189560413360596
out,0.33142736554145813,0.3326180875301361,0.1848829984664917,0.33352673053741455,0.3626708686351776,0.2330726981163025,0.3312093913555145,0.39404502511024475,0.20795615017414093,0.22020699083805084
that,0.5601457357406616,0.5377011895179749,0.22080910205841064,0.6600887179374695,0.6036020517349243,0.3398503065109253,0.4137635827064514,0.5473989248275757,0.23825600743293762,0.32716336846351624
the,0.30742117762565613,0.32504433393478394,0.216946080327034,0.4310511648654938,0.4248143136501312,0.3305104374885559,0.4739971458911896,1.0,0.2537761330604553,0.22068053483963013
symptoms,0.23024089634418488,0.3291577100753784,0.3093028962612152,0.30423450469970703,0.25819167494773865,0.19333580136299133,0.18237082660198212,0.20678415894508362,0.39422205090522766,0.23707963526248932
of,0.28464117646217346,0.2900311052799225,0.1879846304655075,0.3307090103626251,0.33904364705085754,0.37070101499557495,0.4185989499092102,0.733189046382904,0.27455615997314453,0.1826142966747284
the,0.30742117762565613,0.32504433393478394,0.216946080327034,0.4310511648654938,0.4248143136501312,0.3305104374885559,0.4739971458911896,1.0,0.2537761330604553,0.22068053483963013
black,0.1917772740125656,0.13532547652721405,0.1869579255580902,0.17841291427612305,0.19408825039863586,0.10914730280637741,0.2090286761522293,0.28466513752937317,0.2843790054321289,0.15159966051578522
death,0.1807563453912735,0.14490468800067902,0.11440344154834747,0.23071882128715515,0.18895679712295532,0.18564514815807343,0.19869662821292877,0.21438048779964447,0.2767121493816376,0.21149799227714539
are,0.3273901343345642,0.4007396399974823,0.29128795862197876,0.46186959743499756,0.5556803941726685,0.2889936864376068,0.3895993232727051,0.40399202704429626,0.15205079317092896,0.24591213464736938
not,0.5504072904586792,0.5709217190742493,0.24926282465457916,0.9999999403953552,0.5788898468017578,0.24538761377334595,0.39280617237091064,0.4310511648654938,0.20608660578727722,0.41942933201789856
unique,0.1940561980009079,0.29564231634140015,0.1261809766292572,0.2802428901195526,0.23836831748485565,0.24569304287433624,0.2694500982761383,0.26165643334388733,0.11138742417097092,0.17680858075618744
(,0.23387731611728668,0.22855740785598755,0.13774530589580536,0.2710699737071991,0.2349044382572174,0.1511021852493286,0.3357032239437103,0.33289089798927307,0.137485072016716,0.40561532974243164
and,0.27806392312049866,0.31685465574264526,0.23571710288524628,0.39099299907684326,0.41766801476478577,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.2229994833469391,0.20544172823429108
arguably,0.3088018000125885,0.330000102519989,0.07463087141513824,0.31843650341033936,0.30793800950050354,0.21203413605690002,0.2685728371143341,0.3503933250904083,0.2016724795103073,0.213229700922966
in,0.23227278888225555,0.26443570852279663,0.20993752777576447,0.3403114080429077,0.3481820821762085,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.2488756626844406,0.20430970191955566
some,0.429519385099411,0.541539192199707,0.2735210955142975,0.564181387424469,0.49956634640693665,0.23173010349273682,0.4257155656814575,0.4566698372364044,0.2697436809539795,0.2562315762042999
accounts,0.2918846011161804,0.29034745693206787,0.17467589676380157,0.31261834502220154,0.3054463565349579,0.29121026396751404,0.29955625534057617,0.20863397419452667,0.17410379648208618,0.32252734899520874
may,0.25454580783843994,0.5044193863868713,0.21972891688346863,0.39885732531547546,0.45514434576034546,0.1265905350446701,0.29255861043930054,0.2694292366504669,0.1761840134859085,0.2768254578113556
differ,0.22635871171951294,0.26069363951683044,0.137342631816864,0.302096426486969,0.292641818523407,0.18954332172870636,0.16687916219234467,0.274601012468338,0.07032523304224014,0.18697237968444824
from,0.2592364251613617,0.23411066830158234,0.18279217183589935,0.2567668557167053,0.3107333183288574,0.23926092684268951,0.314039945602417,0.40150508284568787,0.22369004786014557,0.19969791173934937
bubonic,0.2646867334842682,0.32425281405448914,0.4363233745098114,0.31128400564193726,0.2695007026195526,0.2517828643321991,0.1926148235797882,0.3366847634315491,0.6634843349456787,0.21706949174404144
plague,0.2038693130016327,0.21895332634449005,0.34604722261428833,0.20608660578727722,0.15983276069164276,0.16935284435749054,0.1471073478460312,0.2537761330604553,0.9999999403953552,0.11872942000627518
),0.25356316566467285,0.22772328555583954,0.11813467741012573,0.2718011736869812,0.24578070640563965,0.1484149545431137,0.3639558255672455,0.3456730246543884,0.1338484138250351,0.42300865054130554
;,0.031007718294858932,0.01390612032264471,0.014778143726289272,0.12084553390741348,0.06185305491089821,0.03771171718835831,0.0293948445469141,0.09152708947658539,-0.06239024177193642,0.10349778085947037
that,0.5601457357406616,0.5377011895179749,0.22080910205841064,0.6600887179374695,0.6036020517349243,0.3398503065109253,0.4137635827064514,0.5473989248275757,0.23825600743293762,0.32716336846351624
transference,0.2826206088066101,0.2412397265434265,0.12110128998756409,0.2702697217464447,0.2887040674686432,0.32339248061180115,0.32998600602149963,0.32948824763298035,0.10802201181650162,0.20529364049434662
via,0.19121813774108887,0.1503659337759018,0.12725228071212769,0.1336505264043808,0.24122105538845062,0.12001601606607437,0.1971353143453598,0.23979412019252777,0.14484107494354248,0.19443516433238983
fleas,0.2620515525341034,0.3446674942970276,0.5351476073265076,0.3489948511123657,0.28715088963508606,0.2069539725780487,0.21094241738319397,0.25670117139816284,0.4240718483924866,0.25398749113082886
in,0.23227278888225555,0.26443570852279663,0.20993752777576447,0.3403114080429077,0.3481820821762085,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.2488756626844406,0.20430970191955566
goods,0.14259256422519684,0.22631031274795532,0.25008389353752136,0.24539029598236084,0.308843731880188,0.2857360541820526,0.262317419052124,0.2343561202287674,0.19383928179740906,0.12034571915864944
was,0.23341619968414307,0.25552675127983093,0.15457850694656372,0.2888734042644501,0.42228707671165466,0.2582622170448303,0.3863949179649353,0.48711544275283813,0.24312011897563934,0.18412111699581146
