,what,icons,were,reintroduced,in,series,2,of,the,revival,show,?
with,0.2464839518070221,0.1458868533372879,0.3179011940956116,0.2640404999256134,0.4080928862094879,0.17767351865768433,-0.05764888972043991,0.41827285289764404,0.4223487675189972,0.1361679881811142,0.3004990220069885,0.2433311939239502
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
show,0.29653704166412354,0.2411404252052307,0.22895647585391998,0.23339040577411652,0.27595704793930054,0.41789430379867554,-0.06878092139959335,0.21383242309093475,0.319829523563385,0.26577329635620117,0.9999999403953552,0.2520138621330261
's,0.02692362666130066,-0.032436881214380264,0.007088581565767527,-0.02398991584777832,-0.037580832839012146,0.0006390819908119738,0.10492397099733353,-0.03817026689648628,-0.01540423184633255,0.015062598511576653,6.513196422019973e-05,-0.023395681753754616
2005,0.0704459398984909,0.06263919174671173,0.14405988156795502,0.09318765997886658,0.009931974112987518,0.04714697599411011,-0.025777893140912056,0.017815761268138885,0.037273142486810684,0.10179609805345535,-0.037941694259643555,0.10709824413061142
revival,0.17674529552459717,0.2804681360721588,0.17749853432178497,0.24171847105026245,0.2631177604198456,0.22159305214881897,0.023895785212516785,0.2109367549419403,0.30452626943588257,1.0,0.26577329635620117,0.09967152029275894
",",0.3087472915649414,0.2506994605064392,0.36755475401878357,0.27687403559684753,0.5201468467712402,0.24060699343681335,-0.08638399094343185,0.4946078956127167,0.4933079481124878,0.2530691921710968,0.31928569078445435,0.31091248989105225
executive,0.13765592873096466,0.0923982560634613,0.123867928981781,0.16699689626693726,0.1878502070903778,0.1810639202594757,-0.09364552050828934,0.23221425712108612,0.2402946650981903,0.1390993744134903,0.22194629907608032,0.12134998291730881
producer,0.15126943588256836,0.11930936574935913,0.0771685317158699,0.1560196876525879,0.1708001047372818,0.2266491949558258,-0.08549046516418457,0.14949996769428253,0.20962586998939514,0.2207231968641281,0.2887043058872223,0.17015865445137024
russell,0.16743159294128418,0.1663430780172348,0.1738964468240738,0.1450163722038269,0.22963611781597137,0.21904300153255463,-0.0007534390315413475,0.21486875414848328,0.2413037121295929,0.18377439677715302,0.25011560320854187,0.11642709374427795
t,0.37454068660736084,0.28094518184661865,0.16770271956920624,0.14954763650894165,0.1924382597208023,0.13229136168956757,0.03885975107550621,0.14617829024791718,0.2083338052034378,0.14321601390838623,0.2218335121870041,0.4954066574573517
davies,0.14111879467964172,0.11672047525644302,0.22458909451961517,0.11350780725479126,0.1982824057340622,0.28206896781921387,0.04251209273934364,0.22032342851161957,0.22865624725818634,0.23878809809684753,0.26257869601249695,0.12641099095344543
stated,0.3668954074382782,0.14606265723705292,0.2678734064102173,0.2263101488351822,0.24313503503799438,0.17326653003692627,0.01096569187939167,0.22148488461971283,0.2814950942993164,0.21916481852531433,0.314521849155426,0.24280361831188202
his,0.26976513862609863,0.10991737991571426,0.3142043352127075,0.17313462495803833,0.3598145842552185,0.23445890843868256,0.0003525891515891999,0.38364991545677185,0.4394008219242096,0.22438955307006836,0.22677335143089294,0.18075084686279297
intention,0.3878974914550781,0.2544957995414734,0.18952234089374542,0.1388382762670517,0.23223328590393066,0.20288603007793427,0.007093405816704035,0.20242100954055786,0.25965142250061035,0.21693667769432068,0.16739380359649658,0.27262312173843384
to,0.455847829580307,0.24415470659732819,0.31913647055625916,0.2521350383758545,0.45010748505592346,0.19879554212093353,-0.0836251974105835,0.41548454761505127,0.535392165184021,0.18364080786705017,0.29833272099494934,0.29463258385658264
reintroduce,0.18158860504627228,0.20328375697135925,0.2967912554740906,0.8882517218589783,0.25305765867233276,0.19110511243343353,-0.08744508773088455,0.24789857864379883,0.29667291045188904,0.22329729795455933,0.25742921233177185,0.21475966274738312
classic,0.22214573621749878,0.1353226751089096,0.1847294718027115,0.2590852379798889,0.24514059722423553,0.2942589223384857,-0.06801111251115799,0.21591906249523163,0.2647959589958191,0.3001735806465149,0.23243458569049835,0.2044331431388855
icons,0.2549237608909607,1.0,0.1842346489429474,0.14603160321712494,0.17035558819770813,0.11654561012983322,-0.03470828756690025,0.1787693053483963,0.2446059137582779,0.2804681360721588,0.2411404252052307,0.26966553926467896
of,0.33290785551071167,0.1787693053483963,0.34038281440734863,0.2668437659740448,0.5696388483047485,0.22268271446228027,-0.013777675107121468,1.0,0.733189046382904,0.2109367549419403,0.21383242309093475,0.1826142966747284
doctor,0.20870667695999146,0.08601512014865875,0.11412792652845383,0.057668522000312805,0.25567495822906494,0.2712797522544861,0.03075770102441311,0.16895952820777893,0.2820442318916321,0.13733609020709991,0.2094513326883316,0.1462511420249939
who,0.40942975878715515,0.18932922184467316,0.3188014328479767,0.15612532198429108,0.2792111933231354,0.21484537422657013,-0.0748172402381897,0.2827862501144409,0.3733934462070465,0.1408388912677765,0.2095358669757843,0.26220351457595825
one,0.376489520072937,0.24281370639801025,0.3453167676925659,0.2396758645772934,0.4129433035850525,0.21504130959510803,-0.038550082594156265,0.4999135136604309,0.5514441132545471,0.19037717580795288,0.25759679079055786,0.2673267424106598
step,0.28945717215538025,0.24614064395427704,0.11764166504144669,0.12066416442394257,0.14272142946720123,0.18983137607574463,0.0019238273380324244,0.22579428553581238,0.20505109429359436,0.20179465413093567,0.15897510945796967,0.23299238085746765
at,0.2838611304759979,0.1636744886636734,0.2947486639022827,0.14159296452999115,0.4374977946281433,0.1310107558965683,0.043934281915426254,0.42558613419532776,0.457212895154953,0.18902744352817535,0.2018483579158783,0.21978627145290375
a,0.3320399522781372,0.24365144968032837,0.17203083634376526,0.24718229472637177,0.539380669593811,0.23966510593891144,-0.05323360115289688,0.5052502155303955,0.5829201340675354,0.21610143780708313,0.24886544048786163,0.23916715383529663
time,0.36319252848625183,0.27174025774002075,0.3104150593280792,0.26524487137794495,0.3431483507156372,0.2359362095594406,-0.01869712583720684,0.35127586126327515,0.43061500787734985,0.2668016850948334,0.19633352756500244,0.27391523122787476
:,-0.12022944539785385,0.06102685257792473,-0.04773278534412384,-0.06481581181287766,0.020521078258752823,-0.02288590557873249,-0.03472995012998581,-0.08807745575904846,-0.03403344005346298,-0.03913514316082001,-0.08633632957935333,-0.07156077772378922
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
autons,0.28025758266448975,0.29953646659851074,0.259186327457428,0.12774918973445892,0.2192157804965973,0.1462990790605545,-0.061759136617183685,0.25492337346076965,0.25020739436149597,0.18861371278762817,0.19860856235027313,0.2637922167778015
with,0.2464839518070221,0.1458868533372879,0.3179011940956116,0.2640404999256134,0.4080928862094879,0.17767351865768433,-0.05764888972043991,0.41827285289764404,0.4223487675189972,0.1361679881811142,0.3004990220069885,0.2433311939239502
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
nestene,0.15918678045272827,0.16321663558483124,0.1341472715139389,0.09278935194015503,0.1622651070356369,0.1394670158624649,0.061720192432403564,0.18022318184375763,0.21356748044490814,0.14877471327781677,0.13972344994544983,0.17806750535964966
consciousness,0.27972298860549927,0.1876537948846817,0.11936187744140625,0.10245038568973541,0.1551416665315628,0.14545568823814392,0.007071979343891144,0.1859700232744217,0.18007954955101013,0.21610122919082642,0.10816722363233566,0.13624824583530426
and,0.31309178471565247,0.20059888064861298,0.42175528407096863,0.30158916115760803,0.4954058527946472,0.26972857117652893,-0.0926629975438118,0.5116966962814331,0.5171257257461548,0.2417616993188858,0.3455478549003601,0.20544172823429108
daleks,0.2009461522102356,0.17257291078567505,0.26682645082473755,0.2835054397583008,0.2037806212902069,0.37795311212539673,0.012512321583926678,0.2067384421825409,0.3154934346675873,0.15950314700603485,0.2321125566959381,0.13693755865097046
in,0.30808621644973755,0.17035558819770813,0.3815755248069763,0.3000187873840332,1.0,0.2914260923862457,0.01447046548128128,0.5696388483047485,0.6662389636039734,0.2631177604198456,0.27595704793930054,0.20430970191955566
series,0.17328087985515594,0.11654561012983322,0.264431357383728,0.23645876348018646,0.2914260923862457,1.0000001192092896,0.005733609665185213,0.22268271446228027,0.31376904249191284,0.22159305214881897,0.41789430379867554,0.1709602326154709
1,-0.21266892552375793,-0.25235143303871155,-0.20452795922756195,-0.1489703357219696,-0.10660158097743988,-0.265503853559494,-0.021329615265130997,-0.09473495930433273,-0.1554475575685501,-0.17069876194000244,-0.21855220198631287,-0.249979168176651
",",0.3087472915649414,0.2506994605064392,0.36755475401878357,0.27687403559684753,0.5201468467712402,0.24060699343681335,-0.08638399094343185,0.4946078956127167,0.4933079481124878,0.2530691921710968,0.31928569078445435,0.31091248989105225
cybermen,0.20827539265155792,0.24820685386657715,0.305755078792572,0.2089252471923828,0.1918153464794159,0.3721328675746918,-0.009206787683069706,0.26305127143859863,0.3392564654350281,0.24775958061218262,0.3069445490837097,0.18790490925312042
in,0.30808621644973755,0.17035558819770813,0.3815755248069763,0.3000187873840332,1.0,0.2914260923862457,0.01447046548128128,0.5696388483047485,0.6662389636039734,0.2631177604198456,0.27595704793930054,0.20430970191955566
series,0.17328087985515594,0.11654561012983322,0.264431357383728,0.23645876348018646,0.2914260923862457,1.0000001192092896,0.005733609665185213,0.22268271446228027,0.31376904249191284,0.22159305214881897,0.41789430379867554,0.1709602326154709
2,-0.049862053245306015,-0.03470828756690025,-0.013789876364171505,-0.060314539819955826,0.01447046548128128,0.005733609665185213,0.9999998807907104,-0.013777675107121468,-0.019434669986367226,0.023895785212516785,-0.06878092139959335,0.001977203879505396
",",0.3087472915649414,0.2506994605064392,0.36755475401878357,0.27687403559684753,0.5201468467712402,0.24060699343681335,-0.08638399094343185,0.4946078956127167,0.4933079481124878,0.2530691921710968,0.31928569078445435,0.31091248989105225
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
macra,0.17759385704994202,0.2004820555448532,0.10834752768278122,0.23303817212581635,0.1927022635936737,0.28772640228271484,0.04095667228102684,0.19974477589130402,0.195128932595253,0.26848864555358887,0.252837210893631,0.1673469841480255
and,0.31309178471565247,0.20059888064861298,0.42175528407096863,0.30158916115760803,0.4954058527946472,0.26972857117652893,-0.0926629975438118,0.5116966962814331,0.5171257257461548,0.2417616993188858,0.3455478549003601,0.20544172823429108
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
master,0.16430073976516724,0.04083208739757538,0.1516946405172348,0.06131366640329361,0.17882928252220154,0.203135147690773,-0.07531227171421051,0.17072871327400208,0.19769129157066345,0.16481631994247437,0.17537632584571838,0.11915034055709839
in,0.30808621644973755,0.17035558819770813,0.3815755248069763,0.3000187873840332,1.0,0.2914260923862457,0.01447046548128128,0.5696388483047485,0.6662389636039734,0.2631177604198456,0.27595704793930054,0.20430970191955566
series,0.17328087985515594,0.11654561012983322,0.264431357383728,0.23645876348018646,0.2914260923862457,1.0000001192092896,0.005733609665185213,0.22268271446228027,0.31376904249191284,0.22159305214881897,0.41789430379867554,0.1709602326154709
