,how,many,other,contestants,did,the,company,",",that,had,their,ad,shown,for,free,",",beat,out,?
death,0.19782234728336334,0.16836200654506683,0.15471260249614716,0.10780161619186401,0.2252790331840515,0.21438048779964447,0.1059088408946991,0.2070959210395813,0.25607815384864807,0.2926282584667206,0.19749301671981812,0.1494632214307785,0.10623057186603546,0.19869662821292877,0.12239740043878555,0.2070959210395813,0.22142326831817627,0.15523947775363922,0.21149799227714539
wish,0.36380818486213684,0.2624437212944031,0.28015443682670593,0.21215404570102692,0.36625856161117554,0.25205081701278687,0.20549477636814117,0.22699971497058868,0.38774678111076355,0.2631490230560303,0.3169248402118683,0.18190309405326843,0.1978454440832138,0.2881307899951935,0.24624298512935638,0.22699971497058868,0.1460769772529602,0.22934755682945251,0.35864195227622986
coffee,0.21143853664398193,0.23135876655578613,0.2400139421224594,0.18407763540744781,0.11093532294034958,0.20381483435630798,0.23402269184589386,0.28915268182754517,0.2088971585035324,0.12434262037277222,0.17226789891719818,0.1574263572692871,0.09345464408397675,0.22831618785858154,0.14819340407848358,0.28915268182754517,0.13382740318775177,0.20335063338279724,0.1695348024368286
beat,0.18019166588783264,0.1250762939453125,0.18168355524539948,0.20745280385017395,0.2632322311401367,0.24951939284801483,0.1298389732837677,0.2718006372451782,0.18869292736053467,0.23540087044239044,0.21771855652332306,0.1293586790561676,0.10027102380990982,0.22148346900939941,0.10564405471086502,0.2718006372451782,0.9999998807907104,0.2265523374080658,0.19461682438850403
out,0.3963836133480072,0.3329806923866272,0.2891615033149719,0.2725789546966553,0.28413498401641846,0.39404502511024475,0.14310407638549805,0.3161109685897827,0.43996092677116394,0.317210853099823,0.34232497215270996,0.13230428099632263,0.12899726629257202,0.3312093913555145,0.27553415298461914,0.3161109685897827,0.2265523374080658,1.0,0.22020699083805084
nine,0.1557593196630478,0.3415135145187378,0.2760736346244812,0.14786821603775024,0.16091835498809814,0.33253175020217896,0.1201457530260086,0.273027628660202,0.24655865132808685,0.33927053213119507,0.2316708117723465,0.06813760846853256,0.1884518414735794,0.26828351616859436,0.1452544778585434,0.273027628660202,0.14653733372688293,0.2351939082145691,0.13964155316352844
other,0.3591516315937042,0.6324484348297119,0.9999999403953552,0.24357092380523682,0.31707024574279785,0.44152235984802246,0.19750505685806274,0.4446498453617096,0.5570666193962097,0.30737367272377014,0.456295371055603,0.07763098180294037,0.29473891854286194,0.3273986279964447,0.27764660120010376,0.4446498453617096,0.18168355524539948,0.2891615033149719,0.24682199954986572
contenders,0.19218730926513672,0.1986568421125412,0.2214183807373047,0.4778788089752197,0.23669417202472687,0.372027724981308,0.19683121144771576,0.2684274911880493,0.26779335737228394,0.2648085355758667,0.2992541790008545,0.1261747032403946,0.25830313563346863,0.27278923988342285,0.17085230350494385,0.2684274911880493,0.2657814919948578,0.1809997707605362,0.16972263157367706
from,0.22939439117908478,0.33099696040153503,0.30141791701316833,0.13364961743354797,0.20248863101005554,0.40150508284568787,0.1728876233100891,0.39760664105415344,0.3477667272090912,0.3075238764286041,0.3038119673728943,0.18310925364494324,0.16422823071479797,0.314039945602417,0.22002547979354858,0.39760664105415344,0.21223638951778412,0.3196950852870941,0.19969791173934937
across,0.2515762746334076,0.34783458709716797,0.34819990396499634,0.16830912232398987,0.165368914604187,0.3816230297088623,0.18073616921901703,0.22515052556991577,0.33602073788642883,0.2635716497898102,0.22395232319831848,0.15423041582107544,0.28154346346855164,0.20198741555213928,0.23554466664791107,0.22515052556991577,0.14374475181102753,0.39612263441085815,0.17034576833248138
the,0.33890387415885925,0.4335206151008606,0.44152235984802246,0.2908223867416382,0.34736719727516174,1.0,0.26591673493385315,0.4933079481124878,0.5473989248275757,0.3875846862792969,0.516537070274353,0.24233382940292358,0.3387985825538635,0.4739971458911896,0.22231732308864594,0.4933079481124878,0.24951939284801483,0.39404502511024475,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.2444620579481125,0.1212429329752922,0.21137088537216187,0.34367692470550537,0.21549668908119202,0.3053959608078003,0.25567954778671265,0.1966206431388855,0.20338627696037292,0.08717672526836395,0.1872546523809433,0.30487096309661865,0.14816200733184814,0.3053959608078003,0.1559167057275772,0.20765912532806396,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.28788650035858154,0.12647244334220886,0.21754568815231323,0.3463578522205353,0.2438579499721527,0.3315127193927765,0.291576623916626,0.19475843012332916,0.20773419737815857,0.12473549693822861,0.1798037588596344,0.2496437132358551,0.18371334671974182,0.3315127193927765,0.10737669467926025,0.24165959656238556,0.16272737085819244
for,0.3308170735836029,0.40972793102264404,0.3273986279964447,0.20901557803153992,0.318512886762619,0.4739971458911896,0.25874319672584534,0.4464869201183319,0.4137635827064514,0.3270139992237091,0.3406745493412018,0.09682639688253403,0.28684258460998535,0.9999999403953552,0.2585347890853882,0.4464869201183319,0.22148346900939941,0.3312093913555145,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.44152235984802246,0.2908223867416382,0.34736719727516174,1.0,0.26591673493385315,0.4933079481124878,0.5473989248275757,0.3875846862792969,0.516537070274353,0.24233382940292358,0.3387985825538635,0.4739971458911896,0.22231732308864594,0.4933079481124878,0.24951939284801483,0.39404502511024475,0.22068053483963013
