,what,is,the,edcuation,system,currently,?
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
table,0.2240780144929886,0.2049751877784729,0.22716619074344635,0.27598604559898376,0.14269669353961945,0.1642228066921234,0.1782790720462799
under,0.20154598355293274,0.21294879913330078,0.3348022699356079,0.19906140863895416,0.2082308977842331,0.3162822127342224,0.18233340978622437
present-day,0.3194306194782257,0.29683420062065125,0.36770060658454895,0.293410986661911,0.15092508494853973,0.2864595055580139,0.24972984194755554
education,0.19940856099128723,0.18778188526630402,0.23982903361320496,0.4080126881599426,0.1948843002319336,0.12224594503641129,0.18067774176597595
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34588757157325745,0.21978288888931274,0.30261120200157166,0.20430970191955566
kenya,0.18398970365524292,0.17591087520122528,0.21657514572143555,0.2290939837694168,0.09539425373077393,0.155010387301445,0.17197901010513306
below,0.23541416227817535,0.24241961538791656,0.2930138111114502,0.2972201108932495,0.18916663527488708,0.2518951892852783,0.17692236602306366
shows,0.30282244086265564,0.31176671385765076,0.36348509788513184,0.2496245950460434,0.14091797173023224,0.2469738870859146,0.2040930688381195
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
structure,0.27351704239845276,0.26677995920181274,0.2933249771595001,0.3006719946861267,0.31426379084587097,0.13004979491233826,0.1770772784948349
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.33339065313339233,0.25597915053367615,0.2655649185180664,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
8–4–4,0.06672007590532303,-0.03473907336592674,-0.07812517881393433,-0.12349759787321091,-0.1596514880657196,-0.07469528913497925,0.03036368452012539
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.2973175346851349,1.0000001192092896,0.18789887428283691,0.15556083619594574
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.33288559317588806,0.2277725487947464,0.29744869470596313,0.4130953550338745
,what,is,the,edcuation,system,currently,?
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.2724037766456604,0.2600642740726471,0.1796596348285675,0.12144632637500763
recommended,0.19394323229789734,0.22583825886249542,0.2700778841972351,0.3189907670021057,0.16552764177322388,0.21198420226573944,0.22072286903858185
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3387387990951538,0.3088737428188324,0.31158748269081116,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
7–4–2–3,0.10807541757822037,0.13818494975566864,0.2333783656358719,0.17176109552383423,0.06323695927858353,0.12731803953647614,0.023762304335832596
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.2973175346851349,1.0000001192092896,0.18789887428283691,0.15556083619594574
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.3013963997364044,0.24878063797950745,0.2379274219274521,0.3324260413646698
changed,0.2667781710624695,0.22939924895763397,0.351829469203949,0.2023290991783142,0.21974125504493713,0.20678268373012543,0.21123318374156952
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.28743690252304077,0.26662686467170715,0.2719990611076355,0.29463258385658264
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.2506049573421478,0.17536801099777222,0.2160758078098297,0.19793890416622162
8–4–4,0.06672007590532303,-0.03473907336592674,-0.07812517881393433,-0.12349759787321091,-0.1596514880657196,-0.07469528913497925,0.03036368452012539
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.2973175346851349,1.0000001192092896,0.18789887428283691,0.15556083619594574
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22407254576683044,0.15626809000968933,0.25274062156677246,0.40561532974243164
eight,0.15383057296276093,0.19970737397670746,0.34254369139671326,0.2208694964647293,0.19896234571933746,0.20660127699375153,0.11634626984596252
years,0.1981470286846161,0.19551363587379456,0.2912273406982422,0.2093212753534317,0.16418379545211792,0.2178831398487091,0.1914375126361847
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34588757157325745,0.21978288888931274,0.30261120200157166,0.20430970191955566
