,to,which,year,is,the,earliest,known,piece,of,english,silver,with,a,dated,hallmark,is,dated,?
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.5823672413825989,1.0,0.32825469970703125,0.3624623417854309,0.2841556668281555,0.733189046382904,0.23982001841068268,0.2600913643836975,0.4223487675189972,0.5829201340675354,0.2046709507703781,0.29675358533859253,0.5823672413825989,0.2046709507703781,0.22068053483963013
collection,0.15417452156543732,0.30199134349823,0.12698578834533691,0.21135231852531433,0.25281965732574463,0.3120221495628357,0.20515954494476318,0.293287068605423,0.2915455996990204,0.13831226527690887,0.19618919491767883,0.16466663777828217,0.24716788530349731,0.19724096357822418,0.25769850611686707,0.21135231852531433,0.19724096357822418,0.20069393515586853
includes,0.19327151775360107,0.36315640807151794,0.0900857225060463,0.4033885896205902,0.3388250470161438,0.21970640122890472,0.2874469459056854,0.18262970447540283,0.4359378218650818,0.11097222566604614,0.12953481078147888,0.2859180271625519,0.25086286664009094,0.14065498113632202,0.1303837150335312,0.4033885896205902,0.14065498113632202,0.14011523127555847
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.5823672413825989,1.0,0.32825469970703125,0.3624623417854309,0.2841556668281555,0.733189046382904,0.23982001841068268,0.2600913643836975,0.4223487675189972,0.5829201340675354,0.2046709507703781,0.29675358533859253,0.5823672413825989,0.2046709507703781,0.22068053483963013
earliest,0.20613901317119598,0.32621052861213684,0.20784176886081696,0.22056961059570312,0.32825469970703125,1.0,0.3454912602901459,0.19573450088500977,0.33267632126808167,0.12691763043403625,0.14247800409793854,0.14942985773086548,0.21276333928108215,0.39019903540611267,0.16045698523521423,0.22056961059570312,0.39019903540611267,0.139415442943573
known,0.14337651431560516,0.30223485827445984,0.20408862829208374,0.41921812295913696,0.3624623417854309,0.3454912602901459,1.0,0.18213559687137604,0.35814476013183594,0.19519339501857758,0.16974101960659027,0.23440474271774292,0.30882248282432556,0.15721449255943298,0.20213723182678223,0.41921812295913696,0.15721449255943298,0.18314571678638458
piece,0.24056245386600494,0.3451104462146759,0.16562078893184662,0.31525421142578125,0.2841556668281555,0.19573450088500977,0.18213559687137604,1.0,0.24685195088386536,0.06851426512002945,0.1488766223192215,0.2527562975883484,0.37707507610321045,0.11388415098190308,0.2051779329776764,0.31525421142578125,0.11388415098190308,0.14355646073818207
of,0.41548454761505127,0.5011631846427917,0.2578314542770386,0.4854315221309662,0.733189046382904,0.33267632126808167,0.35814476013183594,0.24685195088386536,1.0,0.17198967933654785,0.18475119769573212,0.41827285289764404,0.5052502155303955,0.210488960146904,0.21388192474842072,0.4854315221309662,0.210488960146904,0.1826142966747284
english,0.21984367072582245,0.19168700277805328,0.19212706387043,0.24613474309444427,0.23982001841068268,0.12691763043403625,0.19519339501857758,0.06851426512002945,0.17198967933654785,0.9999999403953552,0.12539266049861908,0.1562870889902115,0.21707510948181152,0.12115348875522614,0.21790297329425812,0.24613474309444427,0.12115348875522614,0.23251567780971527
silver,0.18664632737636566,0.2163364291191101,0.1926243007183075,0.20722414553165436,0.2600913643836975,0.14247800409793854,0.16974101960659027,0.1488766223192215,0.18475119769573212,0.12539266049861908,1.0,0.18899847567081451,0.22950784862041473,0.14278636872768402,0.17210653424263,0.20722414553165436,0.14278636872768402,0.11920861899852753
with,0.4239959120750427,0.46403205394744873,0.3220449686050415,0.3250955045223236,0.4223487675189972,0.14942985773086548,0.23440474271774292,0.2527562975883484,0.41827285289764404,0.1562870889902115,0.18899847567081451,0.9999999403953552,0.3783375024795532,0.20188507437705994,0.16571323573589325,0.3250955045223236,0.20188507437705994,0.2433311939239502
a,0.45503583550453186,0.56894451379776,0.29350247979164124,0.658733606338501,0.5829201340675354,0.21276333928108215,0.30882248282432556,0.37707507610321045,0.5052502155303955,0.21707510948181152,0.22950784862041473,0.3783375024795532,1.0,0.19971038401126862,0.2547241449356079,0.658733606338501,0.19971038401126862,0.23916715383529663
dated,0.20172762870788574,0.215279221534729,0.26412805914878845,0.13580690324306488,0.2046709507703781,0.39019903540611267,0.15721449255943298,0.11388415098190308,0.210488960146904,0.12115348875522614,0.14278636872768402,0.20188507437705994,0.19971038401126862,1.0000001192092896,0.1071864664554596,0.13580690324306488,1.0000001192092896,0.215650275349617
hallmark,0.15240205824375153,0.24232937395572662,0.12806041538715363,0.18690267205238342,0.29675358533859253,0.16045698523521423,0.20213723182678223,0.2051779329776764,0.21388192474842072,0.21790297329425812,0.17210653424263,0.16571323573589325,0.2547241449356079,0.1071864664554596,1.0,0.18690267205238342,0.1071864664554596,0.15239053964614868
",",0.44245919585227966,0.3658004403114319,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.20733466744422913,0.3604377806186676,0.2074742168188095,0.4946078956127167,0.3339248597621918,0.2779683470726013,0.4120737314224243,0.427140474319458,0.2621086835861206,0.23138324916362762,0.4691906273365021,0.2621086835861206,0.31091248989105225
a,0.45503583550453186,0.56894451379776,0.29350247979164124,0.658733606338501,0.5829201340675354,0.21276333928108215,0.30882248282432556,0.37707507610321045,0.5052502155303955,0.21707510948181152,0.22950784862041473,0.3783375024795532,1.0,0.19971038401126862,0.2547241449356079,0.658733606338501,0.19971038401126862,0.23916715383529663
silver,0.18664632737636566,0.2163364291191101,0.1926243007183075,0.20722414553165436,0.2600913643836975,0.14247800409793854,0.16974101960659027,0.1488766223192215,0.18475119769573212,0.12539266049861908,1.0,0.18899847567081451,0.22950784862041473,0.14278636872768402,0.17210653424263,0.20722414553165436,0.14278636872768402,0.11920861899852753
gilt,0.2025005966424942,0.27460408210754395,0.11583875864744186,0.21305271983146667,0.2653356194496155,0.21579821407794952,0.21766996383666992,0.2896200716495514,0.23364202678203583,0.15360571444034576,0.3469315767288208,0.221648171544075,0.23478282988071442,0.19810421764850616,0.2870785892009735,0.21305271983146667,0.19810421764850616,0.10313526540994644
beaker,0.16085942089557648,0.220342218875885,0.09668287634849548,0.23581945896148682,0.2038423866033554,0.1920088827610016,0.20341256260871887,0.2060265690088272,0.14850957691669464,0.193287193775177,0.19531916081905365,0.14543500542640686,0.28177502751350403,0.049391940236091614,0.2463432252407074,0.23581945896148682,0.049391940236091614,0.10284189879894257
dated,0.20172762870788574,0.215279221534729,0.26412805914878845,0.13580690324306488,0.2046709507703781,0.39019903540611267,0.15721449255943298,0.11388415098190308,0.210488960146904,0.12115348875522614,0.14278636872768402,0.20188507437705994,0.19971038401126862,1.0000001192092896,0.1071864664554596,0.13580690324306488,1.0000001192092896,0.215650275349617
1496–97,-0.05710776522755623,-0.0011034291237592697,0.02428923361003399,0.041772324591875076,-0.005091633182018995,0.13076139986515045,0.0318794883787632,-0.04512704163789749,0.05731214955449104,0.06068454310297966,-0.0029456743504852057,-0.030460741370916367,-0.008313083089888096,0.1041262075304985,-0.015082997269928455,0.041772324591875076,0.1041262075304985,0.03203410282731056
.,0.4645031690597534,0.45942068099975586,0.32538118958473206,0.4569662809371948,0.5934505462646484,0.21521835029125214,0.283290296792984,0.24882741272449493,0.5352458953857422,0.2881386876106262,0.24648764729499817,0.4446153938770294,0.50484299659729,0.2194228619337082,0.25908640027046204,0.4569662809371948,0.2194228619337082,0.4130953550338745
