,of,what,form,are,sophie,germain,primes,?
other,0.38583824038505554,0.341873437166214,0.2616437077522278,0.5932393670082092,0.06713373214006424,0.10243706405162811,0.2139948457479477,0.24682199954986572
primes,0.22199293971061707,0.2505246102809906,0.2012440413236618,0.2606703042984009,0.2868700325489044,0.25246793031692505,1.0,0.18851876258850098
where,0.38066378235816956,0.4457937180995941,0.25177764892578125,0.32389864325523376,0.12885682284832,0.23194728791713715,0.23292876780033112,0.24793872237205505
either,0.24225673079490662,0.3851809501647949,0.3135751783847809,0.4060882031917572,0.1288437843322754,0.13902339339256287,0.18796725571155548,0.31498292088508606
p,0.18174134194850922,0.18586504459381104,0.05228098854422569,0.0965256616473198,0.11510612815618515,0.13987880945205688,0.26581379771232605,0.20840544998645782
+,0.14862146973609924,0.1158081665635109,0.1295623481273651,0.18708056211471558,0.13244494795799255,0.20281150937080383,0.21849572658538818,0.2903686463832855
1,-0.09473495930433273,-0.21266892552375793,-0.12375190854072571,-0.2175680249929428,-0.1720721423625946,-0.14732900261878967,-0.25417813658714294,-0.249979168176651
or,0.3792596757411957,0.33867141604423523,0.3818044364452362,0.5374364256858826,0.07671642303466797,0.17556814849376678,0.18961890041828156,0.32389625906944275
p,0.18174134194850922,0.18586504459381104,0.05228098854422569,0.0965256616473198,0.11510612815618515,0.13987880945205688,0.26581379771232605,0.20840544998645782
−,0.12494775652885437,0.14940914511680603,0.10286037623882294,0.1165706217288971,0.1745395064353943,0.1915370225906372,0.3414650857448578,0.22067660093307495
1,-0.09473495930433273,-0.21266892552375793,-0.12375190854072571,-0.2175680249929428,-0.1720721423625946,-0.14732900261878967,-0.25417813658714294,-0.249979168176651
is,0.4854315221309662,0.28837618231773376,0.3218395411968231,0.5330929756164551,0.1395062804222107,0.23805131018161774,0.2382466346025467,0.22961433231830597
of,1.0,0.33290785551071167,0.29600051045417786,0.39081433415412903,0.18037347495555878,0.20441551506519318,0.22199293971061707,0.1826142966747284
a,0.5052502155303955,0.3320399522781372,0.3088195323944092,0.265255331993103,0.17590011656284332,0.3017369210720062,0.21026647090911865,0.23916715383529663
particular,0.3490585684776306,0.4548671245574951,0.2893526256084442,0.3587656319141388,0.037404224276542664,0.1395399272441864,0.16972604393959045,0.2741454839706421
shape,0.2597946226596832,0.26758873462677,0.3411729037761688,0.25119420886039734,0.08795672655105591,0.12702211737632751,0.2231428474187851,0.11426173895597458
include,0.37431180477142334,0.1535889357328415,0.2587777376174927,0.5140694975852966,0.06726957857608795,0.10841722041368484,0.16706714034080505,0.14925788342952728
the,0.733189046382904,0.42745697498321533,0.29286009073257446,0.40399202704429626,0.17765936255455017,0.2318618893623352,0.22359657287597656,0.22068053483963013
sophie,0.18037347495555878,0.1402960568666458,0.1347319334745407,0.12894265353679657,1.0,0.4061751663684845,0.2868700325489044,0.1763855516910553
germain,0.20441551506519318,0.15118248760700226,0.14080657064914703,0.13903535902500153,0.4061751663684845,0.9999999403953552,0.25246793031692505,0.18939374387264252
primes,0.22199293971061707,0.2505246102809906,0.2012440413236618,0.2606703042984009,0.2868700325489044,0.25246793031692505,1.0,0.18851876258850098
(,0.35032153129577637,0.2411840260028839,0.1860738843679428,0.23263892531394958,0.2558859586715698,0.25641584396362305,0.210494726896286,0.40561532974243164
primes,0.22199293971061707,0.2505246102809906,0.2012440413236618,0.2606703042984009,0.2868700325489044,0.25246793031692505,1.0,0.18851876258850098
of,1.0,0.33290785551071167,0.29600051045417786,0.39081433415412903,0.18037347495555878,0.20441551506519318,0.22199293971061707,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.29286009073257446,0.40399202704429626,0.17765936255455017,0.2318618893623352,0.22359657287597656,0.22068053483963013
form,0.29600051045417786,0.15868011116981506,0.9999999403953552,0.29983413219451904,0.1347319334745407,0.14080657064914703,0.2012440413236618,0.1463010311126709
2p,0.16484370827674866,0.3256043791770935,0.05627977102994919,0.025289233773946762,0.07739028334617615,0.21278689801692963,0.029229501262307167,0.20384202897548676
+,0.14862146973609924,0.1158081665635109,0.1295623481273651,0.18708056211471558,0.13244494795799255,0.20281150937080383,0.21849572658538818,0.2903686463832855
1,-0.09473495930433273,-0.21266892552375793,-0.12375190854072571,-0.2175680249929428,-0.1720721423625946,-0.14732900261878967,-0.25417813658714294,-0.249979168176651
with,0.41827285289764404,0.2464839518070221,0.29348593950271606,0.38996943831443787,0.08825906366109848,0.15556803345680237,0.14664357900619507,0.2433311939239502
p,0.18174134194850922,0.18586504459381104,0.05228098854422569,0.0965256616473198,0.11510612815618515,0.13987880945205688,0.26581379771232605,0.20840544998645782
prime,0.23935265839099884,0.15586113929748535,0.160722553730011,0.12279369682073593,0.25524523854255676,0.253191739320755,0.7104739546775818,0.11276303976774216
),0.3680361211299896,0.26259949803352356,0.20926380157470703,0.2373749315738678,0.2863689959049225,0.2612268924713135,0.20394806563854218,0.42300865054130554
",",0.4946078956127167,0.3087472915649414,0.21805599331855774,0.4062570035457611,0.26424938440322876,0.25499609112739563,0.29003697633743286,0.31091248989105225
primorial,0.3091632127761841,0.1419888436794281,0.11870622634887695,0.1656097173690796,0.1704065501689911,0.2489071637392044,0.37951982021331787,0.11506250500679016
primes,0.22199293971061707,0.2505246102809906,0.2012440413236618,0.2606703042984009,0.2868700325489044,0.25246793031692505,1.0,0.18851876258850098
",",0.4946078956127167,0.3087472915649414,0.21805599331855774,0.4062570035457611,0.26424938440322876,0.25499609112739563,0.29003697633743286,0.31091248989105225
fermat,0.19480057060718536,0.21418137848377228,0.20634332299232483,0.19510826468467712,0.315618634223938,0.36020857095718384,0.5394722819328308,0.19266122579574585
primes,0.22199293971061707,0.2505246102809906,0.2012440413236618,0.2606703042984009,0.2868700325489044,0.25246793031692505,1.0,0.18851876258850098
and,0.5116966962814331,0.31309178471565247,0.30469027161598206,0.48576638102531433,0.22192224860191345,0.21068838238716125,0.24551862478256226,0.20544172823429108
mersenne,0.26412224769592285,0.24111336469650269,0.25622043013572693,0.26690182089805603,0.2862834632396698,0.3773461878299713,0.5664515495300293,0.22092168033123016
primes,0.22199293971061707,0.2505246102809906,0.2012440413236618,0.2606703042984009,0.2868700325489044,0.25246793031692505,1.0,0.18851876258850098
",",0.4946078956127167,0.3087472915649414,0.21805599331855774,0.4062570035457611,0.26424938440322876,0.25499609112739563,0.29003697633743286,0.31091248989105225
that,0.41498205065727234,0.6297725439071655,0.31894639134407043,0.45265161991119385,0.11310970783233643,0.18629497289657593,0.30276167392730713,0.32716336846351624
is,0.4854315221309662,0.28837618231773376,0.3218395411968231,0.5330929756164551,0.1395062804222107,0.23805131018161774,0.2382466346025467,0.22961433231830597
",",0.4946078956127167,0.3087472915649414,0.21805599331855774,0.4062570035457611,0.26424938440322876,0.25499609112739563,0.29003697633743286,0.31091248989105225
prime,0.23935265839099884,0.15586113929748535,0.160722553730011,0.12279369682073593,0.25524523854255676,0.253191739320755,0.7104739546775818,0.11276303976774216
numbers,0.228018656373024,0.24586999416351318,0.22903932631015778,0.37760815024375916,0.112294502556324,0.14045549929141998,0.47689586877822876,0.19297972321510315
that,0.41498205065727234,0.6297725439071655,0.31894639134407043,0.45265161991119385,0.11310970783233643,0.18629497289657593,0.30276167392730713,0.32716336846351624
are,0.39081433415412903,0.29724663496017456,0.29983413219451904,1.0,0.12894265353679657,0.13903535902500153,0.2606703042984009,0.24591213464736938
of,1.0,0.33290785551071167,0.29600051045417786,0.39081433415412903,0.18037347495555878,0.20441551506519318,0.22199293971061707,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.29286009073257446,0.40399202704429626,0.17765936255455017,0.2318618893623352,0.22359657287597656,0.22068053483963013
form,0.29600051045417786,0.15868011116981506,0.9999999403953552,0.29983413219451904,0.1347319334745407,0.14080657064914703,0.2012440413236618,0.1463010311126709
2p,0.16484370827674866,0.3256043791770935,0.05627977102994919,0.025289233773946762,0.07739028334617615,0.21278689801692963,0.029229501262307167,0.20384202897548676
−,0.12494775652885437,0.14940914511680603,0.10286037623882294,0.1165706217288971,0.1745395064353943,0.1915370225906372,0.3414650857448578,0.22067660093307495
1,-0.09473495930433273,-0.21266892552375793,-0.12375190854072571,-0.2175680249929428,-0.1720721423625946,-0.14732900261878967,-0.25417813658714294,-0.249979168176651
",",0.4946078956127167,0.3087472915649414,0.21805599331855774,0.4062570035457611,0.26424938440322876,0.25499609112739563,0.29003697633743286,0.31091248989105225
where,0.38066378235816956,0.4457937180995941,0.25177764892578125,0.32389864325523376,0.12885682284832,0.23194728791713715,0.23292876780033112,0.24793872237205505
p,0.18174134194850922,0.18586504459381104,0.05228098854422569,0.0965256616473198,0.11510612815618515,0.13987880945205688,0.26581379771232605,0.20840544998645782
is,0.4854315221309662,0.28837618231773376,0.3218395411968231,0.5330929756164551,0.1395062804222107,0.23805131018161774,0.2382466346025467,0.22961433231830597
an,0.32280945777893066,0.2821882665157318,0.1558980643749237,0.1556541919708252,0.12506309151649475,0.17179571092128754,0.12952178716659546,0.19793890416622162
arbitrary,0.25847867131233215,0.35268616676330566,0.20830632746219635,0.2694403827190399,0.10593511909246445,0.1051235944032669,0.24924489855766296,0.3121265172958374
prime,0.23935265839099884,0.15586113929748535,0.160722553730011,0.12279369682073593,0.25524523854255676,0.253191739320755,0.7104739546775818,0.11276303976774216
.,0.5352458953857422,0.3567904531955719,0.28317511081695557,0.3452940285205841,0.2525821924209595,0.2637261152267456,0.2564551830291748,0.4130953550338745
