,what,popular,environmentalist,is,also,a,university,alumni,member,?
in,0.30808621644973755,0.3157482445240021,0.20270052552223206,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2126772403717041,0.20856694877147675,0.20430970191955566
science,0.2612018585205078,0.2678261697292328,0.30118879675865173,0.2747138440608978,0.26237425208091736,0.2378881424665451,0.38669267296791077,0.28320029377937317,0.17640972137451172,0.17974960803985596
",",0.3087472915649414,0.2819201350212097,0.2992156744003296,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
alumni,0.11965817958116531,0.11636622250080109,0.1957416832447052,0.13451172411441803,0.22353194653987885,0.15357637405395508,0.5021953582763672,1.0,0.31549185514450073,0.130934476852417
include,0.1535889357328415,0.29378727078437805,0.1756899207830429,0.28863582015037537,0.4212084710597992,0.18765322864055634,0.09942364692687988,0.17035536468029022,0.13887353241443634,0.14925788342952728
astronomers,0.22433514893054962,0.14805325865745544,0.1752920001745224,0.2426963895559311,0.26301318407058716,0.20285718142986298,0.2537391185760498,0.21469955146312714,0.14930430054664612,0.10623567551374435
carl,0.10712110996246338,0.14265160262584686,0.2189652919769287,0.1438492089509964,0.17143717408180237,0.19789651036262512,0.17717237770557404,0.09511172771453857,0.12026207894086838,0.1315603405237198
sagan,0.21243153512477875,0.14456702768802643,0.24733203649520874,0.23187775909900665,0.20565447211265564,0.23805052042007446,0.23169422149658203,0.17694512009620667,0.17322885990142822,0.20031094551086426
",",0.3087472915649414,0.2819201350212097,0.2992156744003296,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
a,0.3320399522781372,0.2756339907646179,0.20644047856330872,0.658733606338501,0.5149940252304077,1.0,0.20256656408309937,0.15357637405395508,0.24081070721149445,0.23916715383529663
prominent,0.11211586743593216,0.3362087905406952,0.35408303141593933,0.1998126059770584,0.25876158475875854,0.2511630952358246,0.1725485473871231,0.20964813232421875,0.30849382281303406,0.12940338253974915
contributor,0.2946086823940277,0.1548900306224823,0.24995912611484528,0.25014519691467285,0.22686631977558136,0.2791104316711426,0.14785757660865784,0.23738360404968262,0.22889140248298645,0.32557573914527893
to,0.455847829580307,0.20657874643802643,0.15653400123119354,0.42745086550712585,0.5348826050758362,0.45503583550453186,0.20192374289035797,0.16467376053333282,0.19456195831298828,0.29463258385658264
the,0.42745697498321533,0.2724021077156067,0.15519979596138,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.2806392312049866,0.22068053483963013
scientific,0.18922170996665955,0.2081901729106903,0.30518558621406555,0.24722182750701904,0.23990380764007568,0.20989106595516205,0.25193697214126587,0.1625862717628479,0.19046640396118164,0.16215236485004425
research,0.237140491604805,0.14254312217235565,0.3147887587547302,0.23478153347969055,0.2616676092147827,0.1935642808675766,0.42846137285232544,0.29049670696258545,0.22404460608959198,0.13481977581977844
of,0.33290785551071167,0.25281813740730286,0.1516474336385727,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.1826142966747284
extraterrestrial,0.1778257042169571,0.17878659069538116,0.3692547678947449,0.20573261380195618,0.25626081228256226,0.23098346590995789,0.21879956126213074,0.18133142590522766,0.16337913274765015,0.12126397341489792
life,0.24693015217781067,0.17187559604644775,0.25781750679016113,0.2110576033592224,0.18713383376598358,0.27076753973960876,0.16000677645206451,0.098538838326931,0.11605516821146011,0.21677987277507782
",",0.3087472915649414,0.2819201350212097,0.2992156744003296,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
and,0.31309178471565247,0.3164171278476715,0.27465787529945374,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.28606608510017395,0.20544172823429108
