,what,company,created,doctor,who,?
since,0.29783400893211365,0.23046186566352844,0.3311106860637665,0.10913390666246414,0.27765995264053345,0.2876587212085724
the,0.42745697498321533,0.26591673493385315,0.3539263904094696,0.2820442318916321,0.3733934462070465,0.22068053483963013
creation,0.2653278112411499,0.17690657079219818,0.6769822835922241,0.10115256160497665,0.242827370762825,0.2407430112361908
of,0.33290785551071167,0.20467796921730042,0.32043445110321045,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.26591673493385315,0.3539263904094696,0.2820442318916321,0.3733934462070465,0.22068053483963013
doctor,0.20870667695999146,0.11374695599079132,0.1847328394651413,0.9999999403953552,0.3504868149757385,0.1462511420249939
who,0.40942975878715515,0.2383776307106018,0.25695955753326416,0.3504868149757385,0.9999998807907104,0.26220351457595825
character,0.22097444534301758,0.2309761345386505,0.27948078513145447,0.3171660602092743,0.31209835410118103,0.18056271970272064
by,0.2455483376979828,0.22328482568264008,0.3492257595062256,0.13681447505950928,0.39727845788002014,0.17966607213020325
bbc,0.20634698867797852,0.14817993342876434,0.17093682289123535,0.32370132207870483,0.2086644321680069,0.20556949079036713
television,0.19838058948516846,0.25623777508735657,0.20606790482997894,0.31410008668899536,0.2515988349914551,0.16825827956199646
in,0.30808621644973755,0.22141718864440918,0.2843434810638428,0.25567495822906494,0.2792111933231354,0.20430970191955566
the,0.42745697498321533,0.26591673493385315,0.3539263904094696,0.2820442318916321,0.3733934462070465,0.22068053483963013
early,0.2454567849636078,0.18508462607860565,0.1666138917207718,0.11427591741085052,0.23985694348812103,0.15272949635982513
1960s,-0.17530474066734314,-0.07797974348068237,-0.060080595314502716,0.0001723367749946192,-0.1590687334537506,-0.08257022500038147
",",0.3087472915649414,0.2697763442993164,0.2755771577358246,0.20407600700855255,0.3365725874900818,0.31091248989105225
a,0.3320399522781372,0.22037413716316223,0.30777761340141296,0.22883038222789764,0.36608949303627014,0.23916715383529663
myriad,0.29415491223335266,0.24457351863384247,0.08527672290802002,0.19040165841579437,0.23618441820144653,0.2808535397052765
of,0.33290785551071167,0.20467796921730042,0.32043445110321045,0.16895952820777893,0.2827862501144409,0.1826142966747284
