,what,was,the,first,us,state,to,have,compulsory,education,?
private,0.16778090596199036,0.18122155964374542,0.18291357159614563,0.2081691026687622,0.14567457139492035,0.3059387505054474,0.18892748653888702,0.1496797353029251,0.26994845271110535,0.34071704745292664,0.14389030635356903
schooling,0.28810086846351624,0.18122200667858124,0.23840026557445526,0.2038269340991974,0.1401689052581787,0.19800624251365662,0.305494099855423,0.28236573934555054,0.3846231997013092,0.5628304481506348,0.21834523975849152
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.19746538996696472,0.33316072821617126,0.45010748505592346,0.36843645572662354,0.27406829595565796,0.2654339671134949,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.25727739930152893,0.3097178041934967,0.535392165184021,0.40389683842658997,0.2769445478916168,0.23982903361320496,0.22068053483963013
united,0.20036718249320984,0.31727492809295654,0.34367692470550537,0.37439173460006714,0.4374046325683594,0.3713562488555908,0.2715383470058441,0.17950676381587982,0.30069082975387573,0.29227229952812195,0.17266890406608582
states,0.21526020765304565,0.2847922146320343,0.3463578522205353,0.3145790100097656,0.4605454206466675,0.5370627045631409,0.2828785181045532,0.20162390172481537,0.33543863892555237,0.28281262516975403,0.16272737085819244
has,0.20338068902492523,0.40313825011253357,0.4177538752555847,0.28288596868515015,0.16496556997299194,0.1870960146188736,0.3619994819164276,0.6353569626808167,0.13201594352722168,0.19203995168209076,0.15994466841220856
been,0.2567804455757141,0.518218457698822,0.3563927710056305,0.32745984196662903,0.17548087239265442,0.18701127171516418,0.34945759177207947,0.6493861675262451,0.21606433391571045,0.1519710272550583,0.24354910850524902
debated,0.2702714502811432,0.2632488012313843,0.28029248118400574,0.1910303235054016,0.13687993586063385,0.18435344099998474,0.21010896563529968,0.35639283061027527,0.1947740614414215,0.16526830196380615,0.21982306241989136
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.1641579419374466,0.2263980358839035,0.33534231781959534,0.3359639644622803,0.19677703082561493,0.18719787895679474,0.17966607213020325
educators,0.21457290649414062,0.24256518483161926,0.22086481750011444,0.20275728404521942,0.16541387140750885,0.27767252922058105,0.22996987402439117,0.24764308333396912,0.2936411499977112,0.599909245967865,0.19681230187416077
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.3120202422142029,0.29481780529022217,0.44245919585227966,0.3541618287563324,0.2254411280155182,0.2718683183193207,0.31091248989105225
lawmakers,0.30952346324920654,0.26580744981765747,0.2886868119239807,0.2129620611667633,0.2266046404838562,0.39707639813423157,0.337284117937088,0.302077054977417,0.3691022992134094,0.35198602080345154,0.19358286261558533
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.25715014338493347,0.2653750479221344,0.48971283435821533,0.4711785912513733,0.23784980177879333,0.308173805475235,0.20544172823429108
parents,0.24383264780044556,0.2349628061056137,0.15979741513729095,0.15836472809314728,0.16487069427967072,0.16085347533226013,0.2508617043495178,0.20359010994434357,0.2166694551706314,0.314358651638031,0.17306075990200043
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.3120202422142029,0.29481780529022217,0.44245919585227966,0.3541618287563324,0.2254411280155182,0.2718683183193207,0.31091248989105225
since,0.29783400893211365,0.4384658932685852,0.4054957628250122,0.42581459879875183,0.21442289650440216,0.25233834981918335,0.3733763098716736,0.47784632444381714,0.24826280772686005,0.21403008699417114,0.2876587212085724
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.25727739930152893,0.3097178041934967,0.535392165184021,0.40389683842658997,0.2769445478916168,0.23982903361320496,0.22068053483963013
beginnings,0.292460173368454,0.26570579409599304,0.40150946378707886,0.39545708894729614,0.15393085777759552,0.19529765844345093,0.2897152304649353,0.2419167309999466,0.21390219032764435,0.23484009504318237,0.16794390976428986
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.23568789660930634,0.34253445267677307,0.41548454761505127,0.3802283704280853,0.2537287175655365,0.3015166223049164,0.1826142966747284
compulsory,0.29406166076660156,0.22181585431098938,0.2769445478916168,0.2556636929512024,0.25547581911087036,0.2798635959625244,0.31706616282463074,0.25065183639526367,0.9999998807907104,0.4014178514480591,0.1774163395166397
education,0.19940856099128723,0.23187610507011414,0.23982903361320496,0.18416465818881989,0.11495640128850937,0.3109210729598999,0.2626708149909973,0.19461645185947418,0.4014178514480591,1.0,0.18067774176597595
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.19746538996696472,0.33316072821617126,0.45010748505592346,0.36843645572662354,0.27406829595565796,0.2654339671134949,0.20430970191955566
massachusetts,0.18341512978076935,0.2560335695743561,0.22450406849384308,0.1895647495985031,0.18249061703681946,0.2660205364227295,0.22518488764762878,0.16727587580680847,0.12720206379890442,0.17072391510009766,0.13685078918933868
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.19746538996696472,0.33316072821617126,0.45010748505592346,0.36843645572662354,0.27406829595565796,0.2654339671134949,0.20430970191955566
1852,-0.02170044183731079,-0.04733692854642868,0.008079012855887413,-0.07507452368736267,-0.01767564006149769,-0.10619881004095078,-0.05395277589559555,-0.028084106743335724,-0.1576412171125412,-0.08335255086421967,0.006410371046513319
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.3162994682788849,0.31380724906921387,0.4645031690597534,0.41614407300949097,0.19462640583515167,0.27047446370124817,0.4130953550338745
