,where,was,the,new,media,day,event,for,super,bowl,50,held,?
the,0.5003893971443176,0.48711544275283813,1.0,0.3845241069793701,0.19221965968608856,0.3062323033809662,0.2960145175457001,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.32185450196266174,0.22068053483963013
event,0.2952560484409332,0.28341150283813477,0.2960145175457001,0.1472334861755371,0.20931358635425568,0.3271280825138092,0.9999998807907104,0.21648059785366058,0.20683135092258453,0.22903870046138763,-0.05163390934467316,0.45807647705078125,0.16076280176639557
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.2748313844203949,0.17841780185699463,0.24314451217651367,0.28341150283813477,0.3863949179649353,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.30231067538261414,0.18412111699581146
held,0.27823105454444885,0.30231067538261414,0.32185450196266174,0.1381063163280487,0.16542178392410278,0.26760637760162354,0.45807647705078125,0.2495253086090088,0.1602509617805481,0.1913566142320633,0.018389368429780006,1.0,0.14103956520557404
on,0.37630224227905273,0.3909217119216919,0.5107308030128479,0.31106263399124146,0.19591841101646423,0.3332281708717346,0.21758322417736053,0.36199691891670227,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2410694807767868,0.2714994251728058
february,0.18131472170352936,0.446986585855484,0.26483774185180664,0.25293439626693726,0.15828314423561096,0.23981158435344696,0.23116043210029602,0.2791854739189148,0.11098520457744598,0.14879822731018066,-0.03776301443576813,0.19389818608760834,0.29594847559928894
1,-0.12200809270143509,-0.2275921255350113,-0.1554475575685501,-0.12179357558488846,-0.22595520317554474,-0.10370594263076782,-0.11616207659244537,-0.31088897585868835,-0.20172525942325592,-0.14906248450279236,-0.07848919183015823,-0.07817155867815018,-0.249979168176651
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.36073189973831177,0.23135341703891754,0.30821847915649414,0.22701776027679443,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2880980372428894,0.31091248989105225
2016,0.12818120419979095,-0.009529631584882736,0.11571308970451355,0.040458112955093384,0.1286695897579193,0.08458080887794495,0.10204517096281052,0.054391246289014816,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,0.048715416342020035,-0.12147852033376694
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.1898733228445053,0.10818776488304138,0.27667680382728577,0.3039053678512573,0.34237727522850037,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.3822793960571289,0.21978627145290375
sap,0.20484916865825653,0.16645340621471405,0.20211225748062134,0.14988160133361816,0.10441591590642929,0.16257329285144806,0.08666995167732239,0.1569693386554718,0.16322582960128784,0.2455243170261383,-0.02831096760928631,0.1299058347940445,0.11318067461252213
center,0.2405661791563034,0.19517986476421356,0.29064592719078064,0.18740497529506683,0.2353142648935318,0.1326109766960144,0.2341412752866745,0.1980270892381668,0.10317984968423843,0.10079877823591232,0.03478327393531799,0.2514551877975464,0.12538520991802216
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3758552670478821,0.19773486256599426,0.2671984136104584,0.27304479479789734,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.3127288818359375,0.20430970191955566
san,0.23934276401996613,0.2675222158432007,0.2858080565929413,0.22082360088825226,0.11130241304636002,0.20456178486347198,0.15872716903686523,0.21004900336265564,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.1226641833782196,0.10952327400445938
jose,0.1550377458333969,0.2613803744316101,0.19788163900375366,0.19476154446601868,0.10487508773803711,0.1902601718902588,0.16613297164440155,0.17781013250350952,0.14319683611392975,0.1370301991701126,0.02933165431022644,0.0878242701292038,0.06250977516174316
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.35031336545944214,0.2313707321882248,0.24232520163059235,0.2068977802991867,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2628571093082428,0.4130953550338745
