,what,did,luther,do,at,the,end,of,his,speech,?
at,0.2838611304759979,0.28390252590179443,0.13834704458713531,0.1511090099811554,1.0,0.457212895154953,0.3223728835582733,0.42558613419532776,0.27659502625465393,0.1494930535554886,0.21978627145290375
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.30239659547805786,0.457212895154953,1.0,0.39658910036087036,0.733189046382904,0.4394008219242096,0.2542078197002411,0.22068053483963013
end,0.29234179854393005,0.18808481097221375,0.08824415504932404,0.20633022487163544,0.3223728835582733,0.39658910036087036,1.0,0.2215006798505783,0.18775546550750732,0.15346060693264008,0.12543344497680664
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.26150479912757874,0.42558613419532776,0.733189046382904,0.2215006798505783,1.0,0.38364991545677185,0.23325279355049133,0.1826142966747284
this,0.5489566326141357,0.3609912693500519,0.17328955233097076,0.34963881969451904,0.32544323801994324,0.6274310946464539,0.33479824662208557,0.45148900151252747,0.3549620509147644,0.260648638010025,0.3155723512172699
speech,0.2549518346786499,0.17944632470607758,0.2792437970638275,0.16211816668510437,0.1494930535554886,0.2542078197002411,0.15346060693264008,0.23325279355049133,0.24528160691261292,1.0,0.1412617564201355
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3283645510673523,0.38314947485923767,0.4933079481124878,0.25448864698410034,0.4946078956127167,0.3378419280052185,0.19290532171726227,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,1.0,0.10933273285627365,0.13834704458713531,0.1759674996137619,0.08824415504932404,0.1719115972518921,0.27093374729156494,0.2792437970638275,0.1732746809720993
raised,0.12998360395431519,0.199112206697464,0.1631360948085785,0.13719621300697327,0.25713419914245605,0.2089216411113739,0.10103313624858856,0.21491092443466187,0.2343466430902481,0.09372519701719284,0.1332261711359024
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.15088757872581482,0.27659502625465393,0.4394008219242096,0.18775546550750732,0.38364991545677185,0.9999998807907104,0.24528160691261292,0.18075084686279297
arm,0.1625373512506485,0.10419393330812454,0.07209109514951706,0.1611199676990509,0.13889813423156738,0.2214433252811432,0.18758250772953033,0.17655016481876373,0.17735014855861664,0.1678873747587204,0.12539196014404297
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.06628920882940292,-0.07642947137355804,0.029072100296616554,0.09823527187108994,0.06780257821083069,0.008275155909359455,0.08571683615446091,0.0685480609536171
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.23402775824069977,0.4374977946281433,0.6662389636039734,0.28539085388183594,0.5696388483047485,0.3598145842552185,0.22392018139362335,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.30239659547805786,0.457212895154953,1.0,0.39658910036087036,0.733189046382904,0.4394008219242096,0.2542078197002411,0.22068053483963013
traditional,0.20066824555397034,0.17380854487419128,0.16050830483436584,0.19744986295700073,0.08783790469169617,0.25703898072242737,0.13271567225456238,0.32287317514419556,0.2661146819591522,0.0720534548163414,0.1327509582042694
salute,0.20609712600708008,0.2381034791469574,0.2154252529144287,0.189707949757576,0.2164013385772705,0.2599598467350006,0.14193303883075714,0.24833343923091888,0.28417977690696716,0.23458579182624817,0.1636352837085724
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.26150479912757874,0.42558613419532776,0.733189046382904,0.2215006798505783,1.0,0.38364991545677185,0.23325279355049133,0.1826142966747284
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.26237669587135315,0.3095070421695709,0.5829201340675354,0.28924596309661865,0.5052502155303955,0.3497250974178314,0.2413124442100525,0.23916715383529663
knight,0.21160534024238586,0.17179203033447266,0.18146932125091553,0.08650891482830048,0.13046257197856903,0.2147035151720047,0.09098849445581436,0.17145107686519623,0.24875596165657043,0.07516026496887207,0.12124335020780563
winning,0.10492657124996185,0.29349252581596375,0.18873903155326843,0.14800553023815155,0.20312123000621796,0.30045071244239807,0.18602833151817322,0.23572386801242828,0.3260611295700073,0.1626110076904297,0.1251823455095291
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.26237669587135315,0.3095070421695709,0.5829201340675354,0.28924596309661865,0.5052502155303955,0.3497250974178314,0.2413124442100525,0.23916715383529663
bout,0.2199915647506714,0.15316595137119293,0.12649565935134888,0.11498717963695526,0.14657701551914215,0.23723699152469635,0.24059423804283142,0.1273202747106552,0.19699160754680634,0.1317807137966156,0.2146783173084259
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3613996207714081,0.4549728035926819,0.5934505462646484,0.26526886224746704,0.5352458953857422,0.3119256794452667,0.18166135251522064,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,-0.00043653504690155387,0.04379578307271004,0.041273195296525955,-0.02458004280924797,0.13035868108272552,0.016508836299180984,-0.062200479209423065,0.018684765323996544
