,what,is,a,fundamentalist,interpretation,of,islam,called,?
saudi,0.2167188823223114,0.18120156228542328,0.20991550385951996,0.1900603026151657,0.18804588913917542,0.26511111855506897,0.4774891138076782,0.134536013007164,0.1627861112356186
arabia,0.21449115872383118,0.1488800346851349,0.1468517780303955,0.1726950854063034,0.18610990047454834,0.24046780169010162,0.45661455392837524,0.12314390391111374,0.14747555553913116
spent,0.17218980193138123,0.20669607818126678,0.22275763750076294,0.14054608345031738,0.1796683818101883,0.28987428545951843,0.12822885811328888,0.12042014300823212,0.09774520993232727
over,0.28007611632347107,0.2159561663866043,0.32199642062187195,0.19972632825374603,0.17673151195049286,0.36136594414711,0.20860546827316284,0.2167932093143463,0.25742942094802856
100,0.16026288270950317,0.12880438566207886,0.20273639261722565,0.10069943964481354,0.22930946946144104,0.1816425770521164,0.1516096591949463,0.12465550005435944,0.19397632777690887
billion,0.262668639421463,0.16068704426288605,0.14451098442077637,0.15080876648426056,0.12492933869361877,0.19335569441318512,0.136481374502182,0.17149028182029724,0.25791820883750916
dollars,0.2180599719285965,0.15497611463069916,0.18306249380111694,0.0945388451218605,0.06233705207705498,0.1848512589931488,0.0982377752661705,0.16675904393196106,0.21298730373382568
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.17246611416339874,0.1910129338502884,0.5696388483047485,0.16687287390232086,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.20134446024894714,0.2766321003437042,0.733189046382904,0.2207694798707962,0.489897221326828,0.22068053483963013
ensuing,0.250742107629776,0.0910729244351387,0.1982262283563614,0.193376824259758,0.19454516470432281,0.31636136770248413,0.20581167936325073,0.13242241740226746,0.15444070100784302
decades,0.12673556804656982,0.1783199906349182,0.21634238958358765,0.3058256506919861,0.21294383704662323,0.22400543093681335,0.22895695269107819,0.17552153766155243,0.06808225065469742
for,0.3017193675041199,0.43268078565597534,0.44038116931915283,0.20169374346733093,0.2635619342327118,0.4185989499092102,0.1461709886789322,0.29870352149009705,0.264628142118454
helping,0.33323097229003906,0.1578391045331955,0.23331527411937714,0.2655581533908844,0.1605498343706131,0.23667261004447937,0.20817691087722778,0.18599531054496765,0.28235307335853577
spread,0.22287604212760925,0.17351946234703064,0.17979469895362854,0.22842369973659515,0.16868700087070465,0.2895529866218567,0.3155985176563263,0.22602254152297974,0.16482828557491302
its,0.30393704771995544,0.4447362422943115,0.4424409866333008,0.14281652867794037,0.24430249631404877,0.48690423369407654,0.16493543982505798,0.2840702533721924,0.15103481709957123
fundamentalist,0.24783958494663239,0.16105277836322784,0.20396432280540466,1.0000001192092896,0.38857501745224,0.18664972484111786,0.3862355947494507,0.23176288604736328,0.14914041757583618
interpretation,0.37054285407066345,0.2543133795261383,0.24346207082271576,0.38857501745224,1.0,0.25918829441070557,0.33689969778060913,0.20200462639331818,0.2162649929523468
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.18664972484111786,0.25918829441070557,1.0,0.21728332340717316,0.4222904443740845,0.1826142966747284
islam,0.23237212002277374,0.17952334880828857,0.15636202692985535,0.3862355947494507,0.33689969778060913,0.21728332340717316,1.0000001192092896,0.12059849500656128,0.18358638882637024
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2963032126426697,0.2270279824733734,0.4946078956127167,0.23459285497665405,0.26549121737480164,0.31091248989105225
known,0.20381177961826324,0.41921812295913696,0.30882248282432556,0.2750331461429596,0.20427079498767853,0.35814476013183594,0.12911471724510193,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.26399287581443787,0.25395819544792175,0.3886612355709076,0.2478460818529129,0.2827680706977844,0.27043893933296204
wahhabism,0.28942883014678955,0.22882671654224396,0.28301501274108887,0.5326181054115295,0.39947304129600525,0.3058794438838959,0.6366843581199646,0.26178959012031555,0.1985596865415573
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2963032126426697,0.2270279824733734,0.4946078956127167,0.23459285497665405,0.26549121737480164,0.31091248989105225
throughout,0.2130906730890274,0.2639545500278473,0.2578590512275696,0.20227564871311188,0.20470628142356873,0.35374847054481506,0.2216157764196396,0.22977334260940552,0.12665234506130219
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.20134446024894714,0.2766321003437042,0.733189046382904,0.2207694798707962,0.489897221326828,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.22239887714385986,0.2548128068447113,0.14038251340389252,0.2828933000564575,0.2108396291732788,0.20947866141796112,0.17579582333564758
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2963032126426697,0.2270279824733734,0.4946078956127167,0.23459285497665405,0.26549121737480164,0.31091248989105225
via,0.16736915707588196,0.18325740098953247,0.15732350945472717,0.08474396169185638,0.14296728372573853,0.1293322592973709,0.09742879867553711,0.0974528044462204,0.19443516433238983
religious,0.26794421672821045,0.1584658920764923,0.23162008821964264,0.45087388157844543,0.3384384512901306,0.2958606779575348,0.5547055602073669,0.21675816178321838,0.15727058053016663
charities,0.2106161117553711,0.1703777015209198,0.1922331303358078,0.3191032409667969,0.2318059653043747,0.2243545800447464,0.28232496976852417,0.1499737799167633,0.161073237657547
such,0.23989605903625488,0.23545363545417786,0.2706976532936096,0.2172902226448059,0.2781978249549866,0.3209529519081116,0.11988474428653717,0.2647407650947571,0.17851735651493073
al-haramain,0.3258826434612274,0.3029474914073944,0.25976037979125977,0.28609398007392883,0.303795725107193,0.2971194088459015,0.47100895643234253,0.24665872752666473,0.3085257411003113
foundation,0.19225969910621643,0.18130874633789062,0.18916189670562744,0.33232825994491577,0.2336229830980301,0.26611822843551636,0.19661752879619598,0.17571015655994415,0.1791457086801529
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2963032126426697,0.2270279824733734,0.4946078956127167,0.23459285497665405,0.26549121737480164,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.56894451379776,0.24991072714328766,0.328858345746994,0.5011631846427917,0.19542136788368225,0.5573342442512512,0.25814583897590637
often,0.3849453330039978,0.3856629431247711,0.3930865228176117,0.1965339034795761,0.2980974614620209,0.3351972997188568,0.1656489074230194,0.5175883173942566,0.23748154938220978
also,0.42747777700424194,0.5012649297714233,0.5149940252304077,0.25730714201927185,0.24967370927333832,0.4924938678741455,0.21396127343177795,0.5140911936759949,0.21848613023757935
distributed,0.12753748893737793,0.2017366737127304,0.19609881937503815,0.174864262342453,0.16811105608940125,0.239964559674263,0.12695325911045074,0.18911543488502502,0.08428370952606201
funds,0.15644897520542145,0.13101255893707275,0.20240698754787445,0.2963543236255646,0.17343315482139587,0.24558281898498535,0.14535613358020782,0.173807755112648,0.12731410562992096
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.16867230832576752,0.2720033824443817,0.41548454761505127,0.2398901730775833,0.2987143397331238,0.29463258385658264
violent,0.20861265063285828,0.201799675822258,0.2523633539676666,0.25469645857810974,0.1534343808889389,0.23184357583522797,0.24095717072486877,0.21347016096115112,0.1652229279279709
sunni,0.24205702543258667,0.1712295264005661,0.13497205078601837,0.38027840852737427,0.2909276783466339,0.25304439663887024,0.7069929242134094,0.1543670892715454,0.17507030069828033
extremist,0.2331146001815796,0.19763273000717163,0.2484845072031021,0.5004228353500366,0.2859283685684204,0.24641986191272736,0.4094158411026001,0.19554895162582397,0.14525245130062103
groups,0.23137421905994415,0.19906288385391235,0.2068004310131073,0.2794066071510315,0.23387481272220612,0.24723079800605774,0.2111344188451767,0.26638180017471313,0.14349548518657684
such,0.23989605903625488,0.23545363545417786,0.2706976532936096,0.2172902226448059,0.2781978249549866,0.3209529519081116,0.11988474428653717,0.2647407650947571,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.26399287581443787,0.25395819544792175,0.3886612355709076,0.2478460818529129,0.2827680706977844,0.27043893933296204
al-qaeda,0.23048987984657288,0.1929343193769455,0.24271878600120544,0.3082890212535858,0.24619042873382568,0.2458120435476303,0.3652421832084656,0.14122135937213898,0.1877317875623703
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2585638761520386,0.2272503823041916,0.5116966962814331,0.25070106983184814,0.3251761794090271,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.20134446024894714,0.2766321003437042,0.733189046382904,0.2207694798707962,0.489897221326828,0.22068053483963013
taliban,0.214632049202919,0.159794881939888,0.16784507036209106,0.3080751895904541,0.2621614933013916,0.2280503511428833,0.4840083420276642,0.15390563011169434,0.13205693662166595
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.2426130324602127,0.16179122030735016,0.5352458953857422,0.2825687527656555,0.300344854593277,0.4130953550338745
