,besides,"1,3",and,7,",",what,other,number,must,all,primes,greater,than,5,end,with,?
similarly,0.328863263130188,0.05579047650098801,0.3685162663459778,-0.23171746730804443,0.31510427594184875,0.2804308831691742,0.45058655738830566,0.3512825667858124,0.28373628854751587,0.35394975543022156,0.25033020973205566,0.1764671951532364,0.3606029450893402,0.12040384113788605,0.1886756420135498,0.3550291955471039,0.23036029934883118
",",0.340058833360672,0.08690927922725677,0.6633074283599854,0.07715427130460739,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.2535701394081116,0.2231246829032898,0.425624817609787,0.29003697633743286,0.25035545229911804,0.3371901512145996,0.10738879442214966,0.25448864698410034,0.4120737314224243,0.31091248989105225
when,0.3184070587158203,0.19498313963413239,0.4716290831565857,-0.21990855038166046,0.36674630641937256,0.4700249433517456,0.34102705121040344,0.2767394483089447,0.3487336039543152,0.35107192397117615,0.21298125386238098,0.2015577107667923,0.2883036434650421,0.06312818825244904,0.3228412866592407,0.5075214505195618,0.22841128706932068
written,0.26683446764945984,0.031127341091632843,0.26158156991004944,-0.12919212877750397,0.2737409770488739,0.25412634015083313,0.1887332946062088,0.21329845488071442,0.18510094285011292,0.21620284020900726,0.357473760843277,0.07236965745687485,0.18992134928703308,0.09490475058555603,0.16410589218139648,0.21299967169761658,0.21451954543590546
in,0.3447916507720947,0.20182128250598907,0.4954058527946472,-0.02604081481695175,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.3024539053440094,0.18276341259479523,0.3335905969142914,0.20882321894168854,0.26627716422080994,0.3270052373409271,0.0862177163362503,0.28539085388183594,0.4080928862094879,0.20430970191955566
the,0.367077499628067,0.2300051897764206,0.5171257257461548,-0.1142377033829689,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.35145696997642517,0.2713140547275543,0.4860881567001343,0.22359657287597656,0.2814446687698364,0.3227543234825134,0.09255307912826538,0.39658910036087036,0.4223487675189972,0.22068053483963013
usual,0.2501581609249115,-0.012506061233580112,0.3183724880218506,-0.18364694714546204,0.27604877948760986,0.2923804521560669,0.37853166460990906,0.26679807901382446,0.34315136075019836,0.32444578409194946,0.2427479773759842,0.21756945550441742,0.4734202027320862,0.11182549595832825,0.22409914433956146,0.2893120050430298,0.19873492419719696
decimal,0.14314013719558716,0.03979495167732239,0.16414478421211243,-0.11957252770662308,0.19603031873703003,0.23152834177017212,0.1870492696762085,0.38667434453964233,0.2114018350839615,0.17833921313285828,0.3152468502521515,0.17165227234363556,0.20054331421852112,-0.000991090782918036,0.20396076142787933,0.12057390809059143,0.17741486430168152
system,0.14987321197986603,0.054652802646160126,0.231138214468956,-0.09919583052396774,0.18439900875091553,0.23557309806346893,0.20899327099323273,0.22495795786380768,0.23213762044906616,0.23592321574687958,0.11510911583900452,0.1427696794271469,0.19727610051631927,0.008063585497438908,0.1441517323255539,0.14296101033687592,0.15556083619594574
",",0.340058833360672,0.08690927922725677,0.6633074283599854,0.07715427130460739,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.2535701394081116,0.2231246829032898,0.425624817609787,0.29003697633743286,0.25035545229911804,0.3371901512145996,0.10738879442214966,0.25448864698410034,0.4120737314224243,0.31091248989105225
all,0.3794899880886078,0.09065727889537811,0.4542157053947449,-0.15519461035728455,0.425624817609787,0.41981086134910583,0.5273400545120239,0.3830430209636688,0.3687012791633606,1.0000001192092896,0.21498370170593262,0.22947192192077637,0.30176207423210144,0.04929402470588684,0.31533852219581604,0.3876307010650635,0.29575422406196594
prime,0.16548949480056763,-0.0026940028183162212,0.21528048813343048,-0.07735522091388702,0.2565026581287384,0.15586113929748535,0.12105745822191238,0.2556258738040924,0.1576741486787796,0.13890503346920013,0.7104739546775818,0.1424732804298401,0.1307777762413025,0.0666382685303688,0.13932059705257416,0.09384632855653763,0.11276303976774216
numbers,0.2507035434246063,0.04506128653883934,0.24053069949150085,-0.1510743647813797,0.26479464769363403,0.24586999416351318,0.32691287994384766,0.7132124304771423,0.2900606691837311,0.35674673318862915,0.47689586877822876,0.21942506730556488,0.2706771492958069,-0.0014848597347736359,0.26144856214523315,0.21640020608901978,0.19297972321510315
larger,0.2774784564971924,0.12269434332847595,0.34781917929649353,-0.0340433306992054,0.2491181194782257,0.23663538694381714,0.38500940799713135,0.2661738395690918,0.14535999298095703,0.23487906157970428,0.21288448572158813,0.4403572082519531,0.5064740180969238,0.046521082520484924,0.1952892392873764,0.2506849765777588,0.1602165699005127
than,0.3378583490848541,0.07818583399057388,0.39361441135406494,-0.13068507611751556,0.3371901512145996,0.29388150572776794,0.5105555653572083,0.2816639244556427,0.2465018779039383,0.30176207423210144,0.28400641679763794,0.4072994291782379,1.0,0.0470697283744812,0.16183771193027496,0.3028803765773773,0.24917294085025787
5,0.04250748082995415,-0.031676918268203735,0.027511591091752052,-0.04867566376924515,0.10738879442214966,0.09269922226667404,0.06071752309799194,0.05234963074326515,0.025594213977456093,0.04929402470588684,0.07605086266994476,0.08355385065078735,0.0470697283744812,1.0000001192092896,-0.01649554818868637,0.05528239905834198,0.06222071498632431
end,0.13778066635131836,0.1376272588968277,0.24708716571331024,-0.15203745663166046,0.25448864698410034,0.29234179854393005,0.200392484664917,0.2894848585128784,0.192447692155838,0.31533852219581604,0.16080382466316223,0.1224384754896164,0.16183771193027496,-0.01649554818868637,1.0,0.23444485664367676,0.12543344497680664
in,0.3447916507720947,0.20182128250598907,0.4954058527946472,-0.02604081481695175,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.3024539053440094,0.18276341259479523,0.3335905969142914,0.20882321894168854,0.26627716422080994,0.3270052373409271,0.0862177163362503,0.28539085388183594,0.4080928862094879,0.20430970191955566
1,-0.2070256471633911,0.034707386046648026,-0.20516018569469452,0.1387348771095276,-0.15742997825145721,-0.21266892552375793,-0.25242504477500916,-0.20963284373283386,-0.2533520460128784,-0.24701951444149017,-0.25417813658714294,-0.041464030742645264,-0.1783061921596527,0.05134546756744385,-0.10318943113088608,-0.2545506954193115,-0.249979168176651
",",0.340058833360672,0.08690927922725677,0.6633074283599854,0.07715427130460739,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.2535701394081116,0.2231246829032898,0.425624817609787,0.29003697633743286,0.25035545229911804,0.3371901512145996,0.10738879442214966,0.25448864698410034,0.4120737314224243,0.31091248989105225
3,0.005137426778674126,0.02330009639263153,0.07610447704792023,-0.07761769741773605,0.02255268208682537,0.04473085701465607,0.02411104179918766,-0.0164857879281044,0.08818066120147705,-0.013364004902541637,-0.010150526650249958,-0.007299121469259262,0.012559344060719013,-0.05798472464084625,0.11709889024496078,0.03303105756640434,0.005975271109491587
",",0.340058833360672,0.08690927922725677,0.6633074283599854,0.07715427130460739,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.2535701394081116,0.2231246829032898,0.425624817609787,0.29003697633743286,0.25035545229911804,0.3371901512145996,0.10738879442214966,0.25448864698410034,0.4120737314224243,0.31091248989105225
7,-0.15344981849193573,0.005151926074177027,-0.012642918154597282,1.0,0.07715427130460739,-0.1699475795030594,-0.17409192025661469,-0.13973867893218994,-0.20215806365013123,-0.15519461035728455,-0.1972256898880005,-0.016038108617067337,-0.13068507611751556,-0.04867566376924515,-0.15203745663166046,-0.1633719950914383,-0.15092156827449799
",",0.340058833360672,0.08690927922725677,0.6633074283599854,0.07715427130460739,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.2535701394081116,0.2231246829032898,0.425624817609787,0.29003697633743286,0.25035545229911804,0.3371901512145996,0.10738879442214966,0.25448864698410034,0.4120737314224243,0.31091248989105225
or,0.35654622316360474,0.029914051294326782,0.4713204801082611,-0.19248951971530914,0.3769497275352478,0.33867141604423523,0.5325124859809875,0.28384777903556824,0.43512776494026184,0.3321593105792999,0.18961890041828156,0.19565004110336304,0.5002588033676147,0.09617871046066284,0.21681678295135498,0.38158315420150757,0.32389625906944275
9,0.06572899222373962,-0.03217972442507744,-0.07761130481958389,-0.049855347722768784,-0.04171276465058327,-0.048040688037872314,-0.007422229275107384,0.09978508949279785,-0.11054229736328125,-0.05789035186171532,0.074723981320858,0.02087620086967945,0.0014476418728008866,0.0827794298529625,0.03238032013177872,-0.08176597207784653,-0.026682810857892036
",",0.340058833360672,0.08690927922725677,0.6633074283599854,0.07715427130460739,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.2535701394081116,0.2231246829032898,0.425624817609787,0.29003697633743286,0.25035545229911804,0.3371901512145996,0.10738879442214966,0.25448864698410034,0.4120737314224243,0.31091248989105225
since,0.3355456590652466,0.1045776754617691,0.3515571057796478,-0.049088627099990845,0.3991432189941406,0.29783400893211365,0.2639475464820862,0.2399352639913559,0.20047488808631897,0.3231091797351837,0.2297685146331787,0.18818657100200653,0.24382813274860382,0.08508910983800888,0.2621375322341919,0.3120420575141907,0.2876587212085724
even,0.4213380515575409,0.06383155286312103,0.4625037908554077,-0.2052261382341385,0.34610581398010254,0.40872135758399963,0.4545271396636963,0.3470761179924011,0.35888126492500305,0.44047340750694275,0.2890140116214752,0.28894227743148804,0.4934680163860321,0.051946986466646194,0.2644416093826294,0.38442325592041016,0.30082517862319946
numbers,0.2507035434246063,0.04506128653883934,0.24053069949150085,-0.1510743647813797,0.26479464769363403,0.24586999416351318,0.32691287994384766,0.7132124304771423,0.2900606691837311,0.35674673318862915,0.47689586877822876,0.21942506730556488,0.2706771492958069,-0.0014848597347736359,0.26144856214523315,0.21640020608901978,0.19297972321510315
are,0.4436670243740082,0.02582062967121601,0.48576638102531433,-0.16357414424419403,0.4062570035457611,0.29724663496017456,0.5932393670082092,0.3537501394748688,0.3923934996128082,0.5343062281608582,0.2606703042984009,0.19981995224952698,0.39206281304359436,-0.004890664014965296,0.18067817389965057,0.38996943831443787,0.24591213464736938
multiples,0.20574182271957397,0.08375044167041779,0.27230915427207947,-0.17913226783275604,0.2422175258398056,0.21492676436901093,0.3527759313583374,0.44941622018814087,0.3022737503051758,0.33085936307907104,0.39626771211624146,0.25930148363113403,0.30749258399009705,0.0031974632292985916,0.149176687002182,0.2528512477874756,0.16143013536930084
of,0.3665722906589508,0.14597031474113464,0.5116966962814331,-0.04983885586261749,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.2778518795967102,0.24322323501110077,0.42798417806625366,0.22199293971061707,0.34470728039741516,0.33036211133003235,0.1043979674577713,0.2215006798505783,0.41827285289764404,0.1826142966747284
2,0.004850354511290789,-0.04356854408979416,-0.0926629975438118,-0.005745576228946447,-0.08638399094343185,-0.049862053245306015,-0.06383107602596283,0.04057243838906288,-0.019781334325671196,-0.06557616591453552,0.014338861219584942,-0.03809231519699097,-0.04757285863161087,0.11671876162290573,-0.020314820110797882,-0.05764888972043991,0.001977203879505396
and,0.3610946238040924,0.15043851733207703,1.0,-0.012642918154597282,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.28545793890953064,0.33253467082977295,0.4542157053947449,0.24551862478256226,0.26711440086364746,0.39361441135406494,0.027511591091752052,0.24708716571331024,0.5477725267410278,0.20544172823429108
numbers,0.2507035434246063,0.04506128653883934,0.24053069949150085,-0.1510743647813797,0.26479464769363403,0.24586999416351318,0.32691287994384766,0.7132124304771423,0.2900606691837311,0.35674673318862915,0.47689586877822876,0.21942506730556488,0.2706771492958069,-0.0014848597347736359,0.26144856214523315,0.21640020608901978,0.19297972321510315
ending,0.204310342669487,0.17063257098197937,0.23760265111923218,-0.12098589539527893,0.2547510862350464,0.18526051938533783,0.20696718990802765,0.22614753246307373,0.18126226961612701,0.2526971995830536,0.14484061300754547,0.1528787761926651,0.19823752343654633,0.0472785159945488,0.5471429228782654,0.2841153144836426,0.14182089269161224
in,0.3447916507720947,0.20182128250598907,0.4954058527946472,-0.02604081481695175,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.3024539053440094,0.18276341259479523,0.3335905969142914,0.20882321894168854,0.26627716422080994,0.3270052373409271,0.0862177163362503,0.28539085388183594,0.4080928862094879,0.20430970191955566
