,when,forces,are,acting,on,an,extended,body,",",what,do,you,need,to,account,for,motion,effects,?
however,0.5574322938919067,0.28173768520355225,0.44812726974487305,0.19293677806854248,0.3940407931804657,0.2464427500963211,0.2868460714817047,0.24458065629005432,0.4037865996360779,0.4480680823326111,0.39999139308929443,0.37574502825737,0.4199363887310028,0.5474119186401367,0.3148750960826874,0.44511833786964417,0.20577023923397064,0.33910131454467773,0.2152075469493866
",",0.36674630641937256,0.2544684410095215,0.4062570035457611,0.282452255487442,0.49057599902153015,0.3581022024154663,0.23414303362369537,0.22437527775764465,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.3199685513973236,0.25983062386512756,0.44245919585227966,0.2591261863708496,0.4464869201183319,0.18457698822021484,0.23115523159503937,0.31091248989105225
if,0.5608453154563904,0.1562235802412033,0.32547882199287415,0.20076340436935425,0.24549968540668488,0.26347705721855164,0.21328513324260712,0.30172914266586304,0.257730096578598,0.5277165174484253,0.4196736514568329,0.5704099535942078,0.557086706161499,0.4559597074985504,0.31672152876853943,0.3609124422073364,0.23207879066467285,0.23188000917434692,0.4441644251346588
the,0.5091903209686279,0.3134811818599701,0.40399202704429626,0.26443079113960266,0.5107308030128479,0.4207492768764496,0.3160722553730011,0.31682634353637695,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.2594960331916809,0.535392165184021,0.21117976307868958,0.4739971458911896,0.30530840158462524,0.25316479802131653,0.22068053483963013
forces,0.2460811883211136,1.0,0.22039441764354706,0.20813055336475372,0.220676988363266,0.16929563879966736,0.14854279160499573,0.19636940956115723,0.2544684410095215,0.2112482488155365,0.1300598382949829,0.18848340213298798,0.1238207072019577,0.2581802308559418,0.16310271620750427,0.14048048853874207,0.2487546056509018,0.22895057499408722,0.16984491050243378
are,0.29873907566070557,0.22039441764354706,1.0,0.15213395655155182,0.268924742937088,0.1556541919708252,0.1869942843914032,0.2451179027557373,0.4062570035457611,0.29724663496017456,0.41111594438552856,0.3272087574005127,0.46199482679367065,0.3504326641559601,0.2508987486362457,0.3895993232727051,0.16249577701091766,0.27667149901390076,0.24591213464736938
acting,0.2619445025920868,0.20813055336475372,0.15213395655155182,1.0,0.24503324925899506,0.20292320847511292,0.1650284081697464,0.19178055226802826,0.282452255487442,0.2151678204536438,0.20045514404773712,0.20464421808719635,0.14583641290664673,0.14978322386741638,0.18330299854278564,0.25045013427734375,0.2535705864429474,0.24062052369117737,0.15597198903560638
on,0.37706470489501953,0.220676988363266,0.268924742937088,0.24503324925899506,0.9999999403953552,0.3192969560623169,0.3204180896282196,0.20112086832523346,0.49057599902153015,0.34226128458976746,0.3025321364402771,0.28820139169692993,0.2725224494934082,0.41031414270401,0.25223448872566223,0.36199691891670227,0.1802297979593277,0.2429601550102234,0.2714994251728058
an,0.33026179671287537,0.16929563879966736,0.1556541919708252,0.20292320847511292,0.3192969560623169,1.0,0.1627131849527359,0.22158053517341614,0.3581022024154663,0.2821882665157318,0.25865980982780457,0.25573375821113586,0.20370949804782867,0.3138085603713989,0.24610672891139984,0.3236706852912903,0.1709904968738556,0.23655571043491364,0.19793890416622162
extended,0.1563398391008377,0.14854279160499573,0.1869942843914032,0.1650284081697464,0.3204180896282196,0.1627131849527359,1.0,0.14435288310050964,0.23414303362369537,0.20863614976406097,0.21064823865890503,0.22015398740768433,0.2400493621826172,0.28740090131759644,0.1827530711889267,0.2689915895462036,0.18948760628700256,0.1322270631790161,0.17568568885326385
body,0.27947020530700684,0.19636940956115723,0.2451179027557373,0.19178055226802826,0.20112086832523346,0.22158053517341614,0.14435288310050964,1.0,0.22437527775764465,0.2143840193748474,0.1887626349925995,0.16149619221687317,0.22933848202228546,0.307265043258667,0.17890116572380066,0.16740016639232635,0.2785516381263733,0.29990896582603455,0.20136451721191406
",",0.36674630641937256,0.2544684410095215,0.4062570035457611,0.282452255487442,0.49057599902153015,0.3581022024154663,0.23414303362369537,0.22437527775764465,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.3199685513973236,0.25983062386512756,0.44245919585227966,0.2591261863708496,0.4464869201183319,0.18457698822021484,0.23115523159503937,0.31091248989105225
their,0.3682888448238373,0.2225925475358963,0.46887820959091187,0.2053685486316681,0.3598666191101074,0.19624626636505127,0.27106937766075134,0.28403112292289734,0.3045167922973633,0.35142919421195984,0.35424983501434326,0.3545658588409424,0.35579198598861694,0.44619059562683105,0.24860940873622894,0.3406745493412018,0.21278102695941925,0.26219865679740906,0.1898253709077835
respective,0.31175747513771057,0.15221340954303741,0.37482279539108276,0.1364557296037674,0.25269442796707153,0.1555662453174591,0.28168269991874695,0.15203595161437988,0.3516268730163574,0.29216688871383667,0.3010156452655792,0.3581346571445465,0.3468775749206543,0.37763336300849915,0.23380886018276215,0.34873059391975403,0.1319989114999771,0.16737474501132965,0.2512778639793396
lines,0.279937744140625,0.2605230212211609,0.25913113355636597,0.12801411747932434,0.2353890985250473,0.16251277923583984,0.26156407594680786,0.16560865938663483,0.23323656618595123,0.21269705891609192,0.18965932726860046,0.2530970871448517,0.2164093255996704,0.26990512013435364,0.18198014795780182,0.19146689772605896,0.13472290337085724,0.09656725078821182,0.18324026465415955
of,0.3757161796092987,0.3090144991874695,0.39081433415412903,0.25130656361579895,0.3966929316520691,0.32280945777893066,0.2843494713306427,0.25063133239746094,0.4946078956127167,0.33290785551071167,0.26150479912757874,0.1774725764989853,0.24285943806171417,0.41548454761505127,0.19751501083374023,0.4185989499092102,0.24864931404590607,0.21244898438453674,0.1826142966747284
