,in,what,color,was,the,dot,represented,in,abc,'s,1977,id,sequence,?
among,0.3211768567562103,0.21154822409152985,0.0989471897482872,0.23730893433094025,0.3507058024406433,0.05734062194824219,0.2677991986274719,0.3211768567562103,0.06692434847354889,0.01186611782759428,0.10683328658342361,0.039607297629117966,0.16485406458377838,0.14343059062957764
the,0.6662389636039734,0.42745697498321533,0.21895472705364227,0.48711544275283813,1.0,0.15523183345794678,0.3256146013736725,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.06613131612539291,0.18612393736839294,0.2635619342327118,0.22068053483963013
``,0.04765888676047325,0.008517155423760414,0.03322875499725342,-0.012679691426455975,0.029072100296616554,0.17428305745124817,0.14649540185928345,0.04765888676047325,-0.04806871339678764,-0.03416389226913452,0.13674189150333405,0.11060919612646103,0.14363722503185272,0.0685480609536171
abc,0.1697147786617279,0.1317344456911087,0.1639925241470337,0.21565799415111542,0.2068762183189392,0.16251800954341888,0.1858014017343521,0.1697147786617279,1.0000001192092896,0.06670809537172318,-0.03946845605969429,0.18392552435398102,0.20994456112384796,0.19065172970294952
circle,0.17189548909664154,0.13595280051231384,0.12660099565982819,0.16012772917747498,0.22970527410507202,0.2776944041252136,0.18252989649772644,0.17189548909664154,0.0819765031337738,-0.051524288952350616,-0.03220195695757866,0.08510198444128036,0.19496838748455048,0.08528484404087067
'',0.07432962208986282,0.08143015950918198,0.03426432982087135,0.04456103965640068,0.041273195296525955,0.03330323100090027,0.038050416857004166,0.07432962208986282,-0.05768610164523125,-0.04859459400177002,-0.011939330957829952,0.009501460939645767,0.05532144010066986,0.018684765323996544
logo,0.1848117560148239,0.21781428158283234,0.2415272295475006,0.17813098430633545,0.2806010842323303,0.23604033887386322,0.1753634214401245,0.1848117560148239,0.23574566841125488,0.036982785910367966,0.00827634334564209,0.2644670903682709,0.14139324426651,0.23347119987010956
's,-0.037580832839012146,0.02692362666130066,-0.02538621611893177,0.008974763564765453,-0.01540423184633255,-0.0041047497652471066,0.09158138185739517,-0.037580832839012146,0.06670809537172318,0.9999999403953552,0.024843718856573105,-0.005370249506086111,0.007777556777000427,-0.023395681753754616
many,0.41474202275276184,0.36131182312965393,0.19324789941310883,0.260356068611145,0.4335206151008606,0.15422335267066956,0.20285002887248993,0.41474202275276184,0.18267793953418732,0.01698932610452175,0.0018902458250522614,0.09255483746528625,0.2149333655834198,0.2124512493610382
variants,0.17982091009616852,0.15992575883865356,0.2003883719444275,0.11656437069177628,0.18669377267360687,0.13181953132152557,0.17390799522399902,0.17982091009616852,0.16012467443943024,0.04866804927587509,0.02372623421251774,0.175032377243042,0.1842266321182251,0.19235283136367798
