,the,french,thought,bringing,what,would,uplift,other,regions,?
it,0.6251175999641418,0.18351560831069946,0.3732614517211914,0.2661634683609009,0.45803478360176086,0.36398744583129883,0.2278858721256256,0.36282607913017273,0.2955299913883209,0.25732165575027466
became,0.36325156688690186,0.21283064782619476,0.26699551939964294,0.23352573812007904,0.1434093862771988,0.31390392780303955,0.1298808455467224,0.17472286522388458,0.12936162948608398,0.11374033987522125
a,0.5829201340675354,0.24285779893398285,0.3342154324054718,0.27043405175209045,0.3320399522781372,0.398599237203598,0.18488377332687378,0.2806335389614105,0.21088102459907532,0.23916715383529663
moral,0.20571894943714142,0.12846781313419342,0.31257522106170654,0.28196239471435547,0.3679145574569702,0.24749144911766052,0.24095755815505981,0.15780030190944672,0.12140192091464996,0.2608962953090668
justification,0.26831284165382385,0.11659035086631775,0.2886193096637726,0.24991700053215027,0.41217631101608276,0.3146936893463135,0.2431924194097519,0.23563821613788605,0.1995091289281845,0.4005378186702728
to,0.535392165184021,0.1713797152042389,0.3858291208744049,0.3548927307128906,0.455847829580307,0.5965728163719177,0.21351957321166992,0.4193183183670044,0.252130389213562,0.29463258385658264
lift,0.2480313628911972,0.15505604445934296,0.15808795392513275,0.22922827303409576,0.21210287511348724,0.30867090821266174,0.46723443269729614,0.1624884158372879,0.07279195636510849,0.1929398477077484
the,1.0,0.2555147111415863,0.3509289622306824,0.34507453441619873,0.42745697498321533,0.4133751392364502,0.27073991298675537,0.44152235984802246,0.36158451437950134,0.22068053483963013
world,0.33604270219802856,0.18726977705955505,0.3198055326938629,0.23194123804569244,0.21669597923755646,0.22606314718723297,0.16637682914733887,0.2941931188106537,0.20564258098602295,0.17579582333564758
up,0.38423117995262146,0.14373090863227844,0.2619311809539795,0.38392722606658936,0.28591108322143555,0.35289904475212097,0.2669709026813507,0.30423301458358765,0.17387981712818146,0.1819818764925003
to,0.535392165184021,0.1713797152042389,0.3858291208744049,0.3548927307128906,0.455847829580307,0.5965728163719177,0.21351957321166992,0.4193183183670044,0.252130389213562,0.29463258385658264
french,0.2555147111415863,1.0000001192092896,0.16476866602897644,0.17730221152305603,0.17393042147159576,0.14495007693767548,0.033472634851932526,0.21225492656230927,0.1227995827794075,0.1386883556842804
standards,0.2433546632528305,0.14159053564071655,0.16557320952415466,0.23655058443546295,0.2855789363384247,0.2781592011451721,0.17340092360973358,0.3066115081310272,0.17589394748210907,0.2011813372373581
by,0.4408751428127289,0.23343317210674286,0.30952954292297363,0.18947379291057587,0.2455483376979828,0.28394925594329834,0.18076907098293304,0.3321913778781891,0.19794204831123352,0.17966607213020325
bringing,0.34507453441619873,0.17730221152305603,0.33329400420188904,0.9999999403953552,0.31787076592445374,0.3479398190975189,0.21768605709075928,0.2911432683467865,0.24032489955425262,0.24553225934505463
christianity,0.2489117980003357,0.13355329632759094,0.23404619097709656,0.2560688853263855,0.27987581491470337,0.2449091523885727,0.18827708065509796,0.24642649292945862,0.20033901929855347,0.22408421337604523
and,0.5171257257461548,0.32751965522766113,0.34702804684638977,0.3666945993900299,0.31309178471565247,0.34921059012413025,0.21197794377803802,0.5504306554794312,0.30318012833595276,0.20544172823429108
french,0.2555147111415863,1.0000001192092896,0.16476866602897644,0.17730221152305603,0.17393042147159576,0.14495007693767548,0.033472634851932526,0.21225492656230927,0.1227995827794075,0.1386883556842804
culture,0.27157285809516907,0.10156945884227753,0.22008413076400757,0.23196929693222046,0.22475376725196838,0.11985217034816742,0.20363114774227142,0.22603745758533478,0.32172155380249023,0.13093146681785583
.,0.5934505462646484,0.2480926215648651,0.3521888852119446,0.28441572189331055,0.3567904531955719,0.35067233443260193,0.17697110772132874,0.41511186957359314,0.25618889927864075,0.4130953550338745
