,how,many,permanent,objects,are,located,there,?
the,0.33890387415885925,0.4335206151008606,0.34165191650390625,0.24716724455356598,0.40399202704429626,0.407527357339859,0.47025805711746216,0.22068053483963013
victoria,0.09004101157188416,0.1926158368587494,0.13741028308868408,0.0980800911784172,0.16939106583595276,0.14530323445796967,0.16892722249031067,0.12246892601251602
and,0.33647966384887695,0.5296266674995422,0.246588796377182,0.2794862985610962,0.48576638102531433,0.24183952808380127,0.4242868423461914,0.20544172823429108
albert,0.17076946794986725,0.1487107276916504,0.16029395163059235,0.11634427309036255,0.12116856873035431,0.08667100965976715,0.13011057674884796,0.15350762009620667
museum,0.08534817397594452,0.16926175355911255,0.21576763689517975,0.15663208067417145,0.12469582259654999,0.35259270668029785,0.17758283019065857,0.14128351211547852
(,0.1676948219537735,0.1455259770154953,0.19566820561885834,0.11311083287000656,0.23263892531394958,0.21025894582271576,0.22351126372814178,0.40561532974243164
often,0.41107481718063354,0.5640480518341064,0.20016320049762726,0.33786511421203613,0.5443448424339294,0.13184693455696106,0.33248278498649597,0.23748154938220978
abbreviated,0.13317154347896576,0.0840555876493454,0.17875418066978455,0.04265790432691574,0.17744415998458862,0.2715895175933838,0.1784113049507141,0.1293652355670929
as,0.33782753348350525,0.4070141911506653,0.2529405653476715,0.2573409080505371,0.3826591968536377,0.20928777754306793,0.33535557985305786,0.27043893933296204
the,0.33890387415885925,0.4335206151008606,0.34165191650390625,0.24716724455356598,0.40399202704429626,0.407527357339859,0.47025805711746216,0.22068053483963013
v,0.15972670912742615,0.09144165366888046,0.1526453197002411,0.12864506244659424,0.07239489257335663,0.0894060805439949,0.10717330873012543,0.28677162528038025
&,0.1377509981393814,0.12268554419279099,0.010885902680456638,0.043518271297216415,0.17888472974300385,0.14349687099456787,0.10558571666479111,0.12596383690834045
a,0.29312583804130554,0.2872205972671509,0.3049525022506714,0.24898670613765717,0.265255331993103,0.2605401277542114,0.4214206337928772,0.23916715383529663
),0.17939934134483337,0.16602720320224762,0.19490966200828552,0.10009772330522537,0.2373749315738678,0.19755883514881134,0.24042794108390808,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.22933200001716614,0.21213118731975555,0.4062570035457611,0.2678719460964203,0.4587128460407257,0.31091248989105225
london,0.1765858680009842,0.20719969272613525,0.18076467514038086,0.18179064989089966,0.12451720982789993,0.1484048217535019,0.18574225902557373,0.11278104782104492
",",0.22659391164779663,0.40610817074775696,0.22933200001716614,0.21213118731975555,0.4062570035457611,0.2678719460964203,0.4587128460407257,0.31091248989105225
is,0.22544461488723755,0.2649032473564148,0.21140630543231964,0.23756065964698792,0.5330929756164551,0.35717159509658813,0.3904260993003845,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.34165191650390625,0.24716724455356598,0.40399202704429626,0.407527357339859,0.47025805711746216,0.22068053483963013
world,0.25969967246055603,0.3418862819671631,0.1273285448551178,0.20997586846351624,0.22463127970695496,0.1607932448387146,0.2121586799621582,0.17579582333564758
's,-0.026164190843701363,0.01698932610452175,0.029542317613959312,0.013840041123330593,-0.008927806280553341,-0.031078986823558807,-0.04860968142747879,-0.023395681753754616
largest,0.08743762224912643,0.23644231259822845,0.18089398741722107,0.14424096047878265,0.23992078006267548,0.37509143352508545,0.2674221694469452,0.12401245534420013
museum,0.08534817397594452,0.16926175355911255,0.21576763689517975,0.15663208067417145,0.12469582259654999,0.35259270668029785,0.17758283019065857,0.14128351211547852
of,0.2480744868516922,0.37253960967063904,0.3283363878726959,0.23814009130001068,0.39081433415412903,0.32520920038223267,0.44397735595703125,0.1826142966747284
decorative,0.1636682152748108,0.251814603805542,0.24034087359905243,0.3739112317562103,0.252468079328537,0.16257624328136444,0.2170162796974182,0.14864768087863922
arts,0.1528770476579666,0.26020848751068115,0.1853080540895462,0.24856813251972198,0.16166570782661438,0.17429593205451965,0.19644948840141296,0.09471383690834045
and,0.33647966384887695,0.5296266674995422,0.246588796377182,0.2794862985610962,0.48576638102531433,0.24183952808380127,0.4242868423461914,0.20544172823429108
design,0.2535702884197235,0.23782502114772797,0.18700850009918213,0.2713834345340729,0.144777312874794,0.20650503039360046,0.17082835733890533,0.16351860761642456
",",0.22659391164779663,0.40610817074775696,0.22933200001716614,0.21213118731975555,0.4062570035457611,0.2678719460964203,0.4587128460407257,0.31091248989105225
housing,0.19182702898979187,0.23347222805023193,0.3243504464626312,0.23804283142089844,0.23037773370742798,0.2164786458015442,0.2764050364494324,0.11872038245201111
a,0.29312583804130554,0.2872205972671509,0.3049525022506714,0.24898670613765717,0.265255331993103,0.2605401277542114,0.4214206337928772,0.23916715383529663
permanent,0.19431696832180023,0.18397989869117737,1.0,0.222671240568161,0.17626458406448364,0.2384764850139618,0.2947067320346832,0.14813289046287537
collection,0.11592676490545273,0.24966391921043396,0.17298641800880432,0.3340989947319031,0.22862131893634796,0.17308607697486877,0.18927989900112152,0.20069393515586853
of,0.2480744868516922,0.37253960967063904,0.3283363878726959,0.23814009130001068,0.39081433415412903,0.32520920038223267,0.44397735595703125,0.1826142966747284
over,0.31446483731269836,0.47131630778312683,0.18171505630016327,0.24880146980285645,0.2778770923614502,0.1666068732738495,0.33811676502227783,0.25742942094802856
4.5,-0.018914910033345222,0.043212875723838806,-0.05028195306658745,-0.011029668152332306,0.049262635409832,-0.0007563800318166614,0.06621541827917099,-0.04735087603330612
million,0.21114659309387207,0.3520967364311218,0.14529041945934296,0.1828906089067459,0.21881309151649475,0.17427143454551697,0.22681257128715515,0.23092924058437347
objects,0.36155834794044495,0.28860995173454285,0.222671240568161,1.0000001192092896,0.3614059388637543,0.12011314183473587,0.2632409632205963,0.15479016304016113
.,0.3287222981452942,0.3974229395389557,0.24822813272476196,0.23188386857509613,0.3452940285205841,0.28226932883262634,0.43897318840026855,0.4130953550338745
