,what,did,the,zuider,zee,brackish,lagoon,change,into,?
the,0.42745697498321533,0.34736719727516174,1.0,0.41249537467956543,0.21296431124210358,0.27849212288856506,0.257394939661026,0.3641999065876007,0.39493247866630554,0.22068053483963013
river,0.13815869390964508,0.15783563256263733,0.2894456386566162,0.2468775063753128,0.21975839138031006,0.3677401840686798,0.42583295702934265,0.12211891263723373,0.20569592714309692,0.15390869975090027
ijssel,0.1740538328886032,0.07733027637004852,0.2897469401359558,0.5433502197265625,0.3977854549884796,0.382364422082901,0.38215386867523193,0.13584229350090027,0.2875998914241791,0.10587967932224274
branch,0.1792319416999817,0.14017178118228912,0.2630956768989563,0.18507635593414307,0.15240968763828278,0.2002618908882141,0.1315532624721527,0.09330717474222183,0.16853943467140198,0.10474635660648346
flows,0.14294633269309998,0.07120316475629807,0.32405155897140503,0.24613222479820251,0.14054611325263977,0.3713134527206421,0.33524447679519653,0.22810254991054535,0.33567726612091064,0.11636040359735489
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.3235574960708618,0.17039789259433746,0.19098733365535736,0.1676948368549347,0.3581787943840027,0.38810545206069946,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,1.0,0.41249537467956543,0.21296431124210358,0.27849212288856506,0.257394939661026,0.3641999065876007,0.39493247866630554,0.22068053483963013
north,0.18673177063465118,0.16732536256313324,0.36298373341560364,0.3356127440929413,0.2086038887500763,0.24774043262004852,0.2935755252838135,0.14466729760169983,0.2229379117488861,0.11829731613397598
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.3143378794193268,0.18810881674289703,0.31305012106895447,0.2356129288673401,0.2438346892595291,0.36597734689712524,0.20544172823429108
enters,0.19261609017848969,0.17862318456172943,0.36934712529182434,0.1968650072813034,0.10766398161649704,0.19456714391708374,0.22519759833812714,0.15812917053699493,0.3822309672832489,0.09810265153646469
the,0.42745697498321533,0.34736719727516174,1.0,0.41249537467956543,0.21296431124210358,0.27849212288856506,0.257394939661026,0.3641999065876007,0.39493247866630554,0.22068053483963013
ijsselmeer,0.17838218808174133,0.08469503372907639,0.30970773100852966,0.5627434253692627,0.41154050827026367,0.4303828179836273,0.4193069636821747,0.12627063691616058,0.31104806065559387,0.09744589030742645
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2870517075061798,0.24513019621372223,0.26401060819625854,0.2608272135257721,0.2752361297607422,0.2826121151447296,0.31091248989105225
formerly,0.1585959643125534,0.143826425075531,0.2854805290699005,0.19776515662670135,0.279537171125412,0.17881211638450623,0.1568431556224823,0.10817091166973114,0.16109487414360046,0.0843876302242279
the,0.42745697498321533,0.34736719727516174,1.0,0.41249537467956543,0.21296431124210358,0.27849212288856506,0.257394939661026,0.3641999065876007,0.39493247866630554,0.22068053483963013
zuider,0.3288159668445587,0.22488301992416382,0.41249537467956543,1.0,0.37173473834991455,0.26389944553375244,0.21390070021152496,0.2443990558385849,0.2888992428779602,0.21302764117717743
zee,0.17732881009578705,0.11269687116146088,0.21296431124210358,0.37173473834991455,1.0,0.12742465734481812,0.2127673625946045,0.06969066709280014,0.15993201732635498,0.13745832443237305
brackish,0.14392901957035065,0.10499483346939087,0.27849212288856506,0.26389944553375244,0.12742465734481812,1.0000001192092896,0.45851245522499084,0.18917864561080933,0.20070385932922363,0.13325713574886322
lagoon,0.11129019409418106,0.07613962888717651,0.257394939661026,0.21390070021152496,0.2127673625946045,0.45851245522499084,0.9999999403953552,0.07795741409063339,0.15764759480953217,0.12453319132328033
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.04162424057722092,0.006824319250881672,0.005119437351822853,0.04003533348441124,0.01158367469906807,0.022555293515324593,0.10349778085947037
however,0.4480680823326111,0.5603718757629395,0.49814513325691223,0.2882894277572632,0.21492478251457214,0.25945425033569336,0.14308001101016998,0.4208816587924957,0.34100279211997986,0.2152075469493866
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2870517075061798,0.24513019621372223,0.26401060819625854,0.2608272135257721,0.2752361297607422,0.2826121151447296,0.31091248989105225
since,0.29783400893211365,0.27613121271133423,0.4054957628250122,0.2042379379272461,0.13226264715194702,0.09590160101652145,0.14595159888267517,0.23135223984718323,0.1695472002029419,0.2876587212085724
1932,-0.017417745664715767,-0.043346285820007324,0.13905753195285797,5.8151199482381344e-05,-0.09230191260576248,0.1400345265865326,0.09215034544467926,0.08003271371126175,0.11193356662988663,-0.1809951514005661
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2870517075061798,0.24513019621372223,0.26401060819625854,0.2608272135257721,0.2752361297607422,0.2826121151447296,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.31616586446762085,0.2424924373626709,0.2346583604812622,0.2726503908634186,0.3047741651535034,0.3461161255836487,0.23916715383529663
freshwater,0.17236828804016113,0.0959216058254242,0.2530931234359741,0.2837967276573181,0.13123904168605804,0.6429470777511597,0.4481767416000366,0.13382551074028015,0.19280734658241272,0.1526603251695633
lake,0.17778855562210083,0.14357861876487732,0.24325428903102875,0.21200066804885864,0.18069908022880554,0.39122772216796875,0.440157413482666,0.12434844672679901,0.1555050164461136,0.07226386666297913
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.31877920031547546,0.16903731226921082,0.23308834433555603,0.23598216474056244,0.3244723975658417,0.26250120997428894,0.4130953550338745
