,what,happens,when,business,underpays,their,workers,?
employers,0.22766001522541046,0.15057577192783356,0.19837351143360138,0.4187731444835663,0.3081391155719757,0.3489479720592499,0.5320605635643005,0.1917707920074463
who,0.40942975878715515,0.2028697431087494,0.48282691836357117,0.25227707624435425,0.3282574415206909,0.3767721951007843,0.2861219346523285,0.26220351457595825
offer,0.20134106278419495,0.1617320030927658,0.18709729611873627,0.32987523078918457,0.23989735543727875,0.29210105538368225,0.18894237279891968,0.1774262934923172
a,0.3320399522781372,0.3780156075954437,0.44397395849227905,0.2670866549015045,0.2768523693084717,0.29698723554611206,0.25033822655677795,0.23916715383529663
below,0.23541416227817535,0.24839617311954498,0.2098773866891861,0.11315549910068512,0.3027711808681488,0.19629773497581482,0.1160503625869751,0.17692236602306366
market,0.12116116285324097,0.20409740507602692,0.16571037471294403,0.37854471802711487,0.2399556189775467,0.1802959442138672,0.2205728143453598,0.12805593013763428
wage,0.25473552942276,0.20114098489284515,0.1803869605064392,0.299302875995636,0.2863280773162842,0.2225807160139084,0.4480087161064148,0.21983641386032104
will,0.3510494530200958,0.4535129964351654,0.42625120282173157,0.21682889759540558,0.3400602638721466,0.35694247484207153,0.2307453602552414,0.35046905279159546
find,0.3539876639842987,0.23568418622016907,0.31634584069252014,0.1977294534444809,0.3263232111930847,0.25261998176574707,0.1785220503807068,0.30313602089881897
that,0.6297725439071655,0.37155571579933167,0.5860282182693481,0.25197073817253113,0.32228726148605347,0.4266771972179413,0.22227567434310913,0.32716336846351624
their,0.35142919421195984,0.2833726406097412,0.3682888448238373,0.24445350468158722,0.3192782998085022,1.0,0.28854039311408997,0.1898253709077835
business,0.21758167445659637,0.15659576654434204,0.22256146371364594,1.0,0.29992204904556274,0.24445350468158722,0.2444295585155487,0.1545659303665161
is,0.28837618231773376,0.3918035626411438,0.3471449911594391,0.19332653284072876,0.2959267199039459,0.2101074606180191,0.16085883975028992,0.22961433231830597
chronically,0.2959485948085785,0.2448609322309494,0.32184264063835144,0.050715263932943344,0.2602143883705139,0.2642810344696045,0.11118105798959732,0.18351228535175323
understaffed,0.5099126100540161,0.3191620111465454,0.36689236760139465,0.23290473222732544,0.48048096895217896,0.2962544858455658,0.1879854053258896,0.40169307589530945
.,0.3567904531955719,0.24076157808303833,0.475719153881073,0.25987809896469116,0.2074650228023529,0.34427863359451294,0.17509925365447998,0.4130953550338745
