,which,mountain,range,influenced,the,split,of,the,regions,?
another,0.5561438798904419,0.20811021327972412,0.13703513145446777,0.20630104839801788,0.5019711852073669,0.23931416869163513,0.38147079944610596,0.5019711852073669,0.13634859025478363,0.295511931180954
influence,0.2613868713378906,0.09013497829437256,0.1314067542552948,0.8065833449363708,0.3039984107017517,0.08445804566144943,0.3608979284763336,0.3039984107017517,0.25161874294281006,0.14200882613658905
is,0.4457404911518097,0.24294321238994598,0.2467041313648224,0.1398671418428421,0.5823672413825989,0.1479039490222931,0.4854315221309662,0.5823672413825989,0.28507089614868164,0.22961433231830597
the,0.6521818041801453,0.2931090295314789,0.2311336100101471,0.18518297374248505,1.0,0.2967630624771118,0.733189046382904,1.0,0.36158451437950134,0.22068053483963013
geographical,0.3198205530643463,0.24567152559757233,0.2751621603965759,0.21084344387054443,0.3164447844028473,0.17258578538894653,0.3368765115737915,0.3164447844028473,0.41353946924209595,0.1692802608013153
phrase,0.3048909604549408,0.11203984916210175,0.053538039326667786,0.1895943284034729,0.25180333852767944,0.11098332703113556,0.17365479469299316,0.25180333852767944,0.12505334615707397,0.32636284828186035
south,0.24635352194309235,0.30153003334999084,0.24106867611408234,0.10778447240591049,0.3129390776157379,0.13980644941329956,0.33382371068000793,0.3129390776157379,0.30896827578544617,0.12336621433496475
of,0.5011631846427917,0.22943821549415588,0.234999418258667,0.25486209988594055,0.733189046382904,0.2359420210123062,1.0,0.733189046382904,0.3694140613079071,0.1826142966747284
the,0.6521818041801453,0.2931090295314789,0.2311336100101471,0.18518297374248505,1.0,0.2967630624771118,0.733189046382904,1.0,0.36158451437950134,0.22068053483963013
tehachapis,0.3361465334892273,0.36816221475601196,0.22994859516620636,0.19696049392223358,0.35645079612731934,0.18364442884922028,0.31090888381004333,0.35645079612731934,0.30954307317733765,0.19905073940753937
",",0.3658004403114319,0.2732870280742645,0.2808356285095215,0.2484109252691269,0.4933079481124878,0.26985031366348267,0.4946078956127167,0.4933079481124878,0.26776278018951416,0.31091248989105225
which,1.0,0.21732185781002045,0.2962178587913513,0.1737663745880127,0.6521818041801453,0.3304376006126404,0.5011631846427917,0.6521818041801453,0.2879617512226105,0.25814583897590637
would,0.3854503035545349,0.15125203132629395,0.2047356367111206,0.20824971795082092,0.4133751392364502,0.197265163064003,0.3353942930698395,0.4133751392364502,0.1772165447473526,0.37178951501846313
split,0.3304376006126404,0.10369458794593811,0.12841014564037323,0.12022120505571365,0.2967630624771118,1.0,0.2359420210123062,0.2967630624771118,0.2703942358493805,0.16133880615234375
the,0.6521818041801453,0.2931090295314789,0.2311336100101471,0.18518297374248505,1.0,0.2967630624771118,0.733189046382904,1.0,0.36158451437950134,0.22068053483963013
southern,0.2648681700229645,0.2968273162841797,0.21163228154182434,0.16067799925804138,0.3282862603664398,0.15971402823925018,0.31933003664016724,0.3282862603664398,0.3461337983608246,0.11225555837154388
region,0.2328231930732727,0.21147207915782928,0.19586867094039917,0.1879872977733612,0.35020557045936584,0.15256890654563904,0.2852717339992523,0.35020557045936584,0.7069834470748901,0.13441751897335052
off,0.3206881284713745,0.09077094495296478,0.1339428573846817,0.05840948224067688,0.2773582935333252,0.2910804748535156,0.20023372769355774,0.2773582935333252,0.14405463635921478,0.12937544286251068
at,0.3286694884300232,0.18531976640224457,0.2296077460050583,0.12289085984230042,0.457212895154953,0.13372817635536194,0.42558613419532776,0.457212895154953,0.12199611216783524,0.21978627145290375
the,0.6521818041801453,0.2931090295314789,0.2311336100101471,0.18518297374248505,1.0,0.2967630624771118,0.733189046382904,1.0,0.36158451437950134,0.22068053483963013
crest,0.2699183523654938,0.22337216138839722,0.3041382133960724,0.12635153532028198,0.28152716159820557,0.1495954990386963,0.20138856768608093,0.28152716159820557,0.17782427370548248,0.123114213347435
of,0.5011631846427917,0.22943821549415588,0.234999418258667,0.25486209988594055,0.733189046382904,0.2359420210123062,1.0,0.733189046382904,0.3694140613079071,0.1826142966747284
that,0.6894589066505432,0.1599971055984497,0.2156076580286026,0.2764137387275696,0.5473989248275757,0.26544344425201416,0.41498205065727234,0.5473989248275757,0.22637471556663513,0.32716336846351624
transverse,0.3995085656642914,0.26816362142562866,0.3679424524307251,0.16383041441440582,0.36831769347190857,0.2554400563240051,0.29355093836784363,0.36831769347190857,0.21289996802806854,0.09685013443231583
range,0.2962178587913513,0.4362896680831909,1.0,0.06543239206075668,0.2311336100101471,0.12841014564037323,0.234999418258667,0.2311336100101471,0.2115301787853241,0.1204894632101059
",",0.3658004403114319,0.2732870280742645,0.2808356285095215,0.2484109252691269,0.4933079481124878,0.26985031366348267,0.4946078956127167,0.4933079481124878,0.26776278018951416,0.31091248989105225
but,0.55336993932724,0.1898190677165985,0.20117522776126862,0.20279273390769958,0.4859698414802551,0.2636043429374695,0.39942997694015503,0.4859698414802551,0.2825741469860077,0.27921953797340393
in,0.4840516746044159,0.2510811388492584,0.2084861844778061,0.23469695448875427,0.6662389636039734,0.24171817302703857,0.5696388483047485,0.6662389636039734,0.3232547640800476,0.20430970191955566
that,0.6894589066505432,0.1599971055984497,0.2156076580286026,0.2764137387275696,0.5473989248275757,0.26544344425201416,0.41498205065727234,0.5473989248275757,0.22637471556663513,0.32716336846351624
definition,0.31308257579803467,0.08503174036741257,0.21699677407741547,0.1436598300933838,0.23176956176757812,0.16617444157600403,0.24912455677986145,0.23176956176757812,0.24490927159786224,0.2796523869037628
",",0.3658004403114319,0.2732870280742645,0.2808356285095215,0.2484109252691269,0.4933079481124878,0.26985031366348267,0.4946078956127167,0.4933079481124878,0.26776278018951416,0.31091248989105225
the,0.6521818041801453,0.2931090295314789,0.2311336100101471,0.18518297374248505,1.0,0.2967630624771118,0.733189046382904,1.0,0.36158451437950134,0.22068053483963013
desert,0.18092185258865356,0.277183473110199,0.23804129660129547,0.11425863206386566,0.234701469540596,0.19706222414970398,0.20448997616767883,0.234701469540596,0.2808050811290741,0.16409924626350403
portions,0.43121570348739624,0.15074215829372406,0.33181288838386536,0.19848868250846863,0.3820982575416565,0.24306143820285797,0.29924145340919495,0.3820982575416565,0.3268885910511017,0.13524997234344482
of,0.5011631846427917,0.22943821549415588,0.234999418258667,0.25486209988594055,0.733189046382904,0.2359420210123062,1.0,0.733189046382904,0.3694140613079071,0.1826142966747284
north,0.2384447455406189,0.2859402894973755,0.22437821328639984,0.09699074923992157,0.36298373341560364,0.15704350173473358,0.3604778051376343,0.36298373341560364,0.36433061957359314,0.11829731613397598
los,0.15805238485336304,0.1655682474374771,0.1689174920320511,0.12728281319141388,0.2502395510673523,0.1092367172241211,0.17343297600746155,0.2502395510673523,0.11222027242183685,0.15495611727237701
angeles,0.15751682221889496,0.14585034549236298,0.15236379206180573,0.13147929310798645,0.24588194489479065,0.1077958196401596,0.16643567383289337,0.24588194489479065,0.09714901447296143,0.16139166057109833
county,0.1709478199481964,0.2302461415529251,0.14632950723171234,0.1103624701499939,0.21715226769447327,0.12190231680870056,0.2393190860748291,0.21715226769447327,0.20129482448101044,0.07680056244134903
and,0.506277859210968,0.2430269569158554,0.27470090985298157,0.2976251244544983,0.5171257257461548,0.3033278286457062,0.5116966962814331,0.5171257257461548,0.30318012833595276,0.20544172823429108
eastern,0.26815342903137207,0.3358086943626404,0.22673065960407257,0.19230471551418304,0.3928247392177582,0.24757970869541168,0.33281487226486206,0.3928247392177582,0.35202038288116455,0.20060817897319794
kern,0.20145617425441742,0.20474855601787567,0.1737799197435379,0.2265429049730301,0.2651974856853485,0.19571970403194427,0.2414175570011139,0.2651974856853485,0.09522697329521179,0.22484882175922394
and,0.506277859210968,0.2430269569158554,0.27470090985298157,0.2976251244544983,0.5171257257461548,0.3033278286457062,0.5116966962814331,0.5171257257461548,0.30318012833595276,0.20544172823429108
san,0.190042182803154,0.24854476749897003,0.17455275356769562,0.11997955292463303,0.2858080565929413,0.12761208415031433,0.25237205624580383,0.2858080565929413,0.09314806014299393,0.10952327400445938
bernardino,0.20370326936244965,0.33261188864707947,0.2272614985704422,0.19469642639160156,0.2722903788089752,0.1345352828502655,0.26093193888664246,0.2722903788089752,0.19789567589759827,0.11443846672773361
counties,0.20777370035648346,0.23588739335536957,0.1534828096628189,0.10093959420919418,0.23370873928070068,0.19483470916748047,0.2559657096862793,0.23370873928070068,0.44715332984924316,0.09521792083978653
would,0.3854503035545349,0.15125203132629395,0.2047356367111206,0.20824971795082092,0.4133751392364502,0.197265163064003,0.3353942930698395,0.4133751392364502,0.1772165447473526,0.37178951501846313
