,what,was,tesla,'s,plan,to,make,students,``,bright,'',?
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.23924663662910461,0.45010748505592346,0.268858402967453,0.2676171064376831,0.04765888676047325,0.20591014623641968,0.07432962208986282,0.20430970191955566
1912,0.12325803935527802,0.36920979619026184,0.15789027512073517,0.0013703773729503155,0.141266331076622,0.21719451248645782,0.09919784963130951,0.19292402267456055,0.013129027560353279,0.18555757403373718,-0.015732252970337868,0.13778282701969147
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.21265573799610138,0.44245919585227966,0.324553906917572,0.26501646637916565,0.09681109338998795,0.2656792402267456,-0.037358131259679794,0.31091248989105225
he,0.3114890456199646,0.5410010814666748,0.12373391538858414,0.024063590914011,0.22293999791145325,0.385390967130661,0.24703912436962128,0.27384498715400696,0.05585138872265816,0.18029765784740448,0.039060186594724655,0.2089974731206894
crafted,0.2516704201698303,0.24126994609832764,0.11524198204278946,0.021704399958252907,0.20528744161128998,0.23362722992897034,0.23412896692752838,0.25377702713012695,-0.09057481586933136,0.2080051451921463,0.03821602836251259,0.13453775644302368
``,0.008517155423760414,-0.012679691426455975,0.04274534806609154,-0.03416389226913452,-0.004457088187336922,0.06720756739377975,-0.00563934538513422,-0.0182420052587986,1.0,-0.04755382612347603,-0.09173435717821121,0.0685480609536171
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.27156999707221985,0.45503583550453186,0.34303420782089233,0.2676560878753662,0.07272057235240936,0.2655050754547119,0.04890415817499161,0.23916715383529663
plan,0.2947953939437866,0.2407723069190979,0.10035546123981476,0.014385199174284935,1.0,0.36421895027160645,0.24688908457756042,0.21137940883636475,-0.004457088187336922,0.14623114466667175,-0.03986729308962822,0.1961054503917694
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.36421895027160645,1.0,0.497876912355423,0.2905822694301605,0.06720756739377975,0.22491909563541412,-0.009905828163027763,0.29463258385658264
make,0.3792211413383484,0.20205417275428772,0.1746748685836792,0.09622383862733841,0.24688908457756042,0.497876912355423,1.0000001192092896,0.17995160818099976,-0.00563934538513422,0.3273801803588867,-0.02632441557943821,0.28314751386642456
dull,0.3003741204738617,0.15069350600242615,0.054464150220155716,-0.011249340139329433,0.19408532977104187,0.24857456982135773,0.3023746907711029,0.0880245640873909,-0.05011935159564018,0.4909241199493408,-0.05360992252826691,0.20217226445674896
students,0.2380729615688324,0.19959072768688202,0.21068733930587769,0.03619067743420601,0.21137940883636475,0.2905822694301605,0.17995160818099976,1.0,-0.0182420052587986,0.20538102090358734,-0.024092674255371094,0.18017297983169556
bright,0.22715561091899872,0.1912156045436859,0.09214970469474792,-0.036686837673187256,0.14623114466667175,0.22491909563541412,0.3273801803588867,0.20538102090358734,-0.04755382612347603,1.0,0.043291449546813965,0.18864305317401886
by,0.2455483376979828,0.4752357602119446,0.16513796150684357,-0.010884488001465797,0.22663648426532745,0.33534231781959534,0.2695997655391693,0.19252489507198334,-0.030704375356435776,0.1681285798549652,-0.010275691747665405,0.17966607213020325
saturating,0.2658117413520813,0.10891439765691757,0.2637367248535156,0.02206588163971901,0.07312192022800446,0.2786918878555298,0.290517657995224,0.1963001936674118,0.04512074962258339,0.29338255524635315,0.022218935191631317,0.20496061444282532
them,0.4994642734527588,0.23709723353385925,0.13284409046173096,0.025712676346302032,0.30466774106025696,0.5916602611541748,0.5078237056732178,0.3271694779396057,0.08904550224542618,0.23182544112205505,-0.061781175434589386,0.35435691475868225
unconsciously,0.359310120344162,0.23042811453342438,0.14080888032913208,-0.048308126628398895,0.11622381210327148,0.29229238629341125,0.14585216343402863,0.15516525506973267,0.0055987220257520676,0.1509794145822525,-0.06334179639816284,0.18495769798755646
with,0.2464839518070221,0.27411898970603943,0.16424812376499176,-0.04624466598033905,0.2686347961425781,0.4239959120750427,0.39503780007362366,0.17162418365478516,0.08974023163318634,0.2549920976161957,0.07907696813344955,0.2433311939239502
electricity,0.20851419866085052,0.19055983424186707,0.37243616580963135,0.04452890530228615,0.1934221237897873,0.31636500358581543,0.3290744721889496,0.2466782033443451,-0.06919186562299728,0.3125179708003998,0.036366336047649384,0.17856204509735107
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.21265573799610138,0.44245919585227966,0.324553906917572,0.26501646637916565,0.09681109338998795,0.2656792402267456,-0.037358131259679794,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.048713020980358124,-0.04859459400177002,-0.03986729308962822,-0.009905828163027763,-0.02632441557943821,-0.024092674255371094,-0.09173435717821121,0.043291449546813965,1.0,0.018684765323996544
wiring,0.26419422030448914,0.16142119467258453,0.4027230143547058,0.014448782429099083,0.2151830643415451,0.2841731607913971,0.35656484961509705,0.17607028782367706,-0.024409959092736244,0.24605011940002441,0.008415495976805687,0.1329553872346878
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2852855324745178,0.535392165184021,0.3146495521068573,0.25268980860710144,0.029072100296616554,0.2233448326587677,0.041273195296525955,0.22068053483963013
walls,0.15050138533115387,0.14885208010673523,0.1691407412290573,-0.05779692530632019,0.2232968509197235,0.22619856894016266,0.2214098870754242,0.16276393830776215,0.015433182939887047,0.19372409582138062,-0.05000781640410423,0.06935364007949829
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.2742128372192383,0.41548454761505127,0.2912110388278961,0.25513339042663574,0.06780257821083069,0.17023687064647675,0.13035868108272552,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.27156999707221985,0.45503583550453186,0.34303420782089233,0.2676560878753662,0.07272057235240936,0.2655050754547119,0.04890415817499161,0.23916715383529663
schoolroom,0.2630048990249634,0.2703782916069031,0.1700713187456131,0.015178877860307693,0.26121875643730164,0.29173195362091064,0.15342317521572113,0.5877994894981384,-0.05730760097503662,0.23080575466156006,0.05734730139374733,0.21665067970752716
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.26844465732574463,0.48971283435821533,0.4160483181476593,0.28111961483955383,0.036644238978624344,0.2801267206668854,0.021612688899040222,0.20544172823429108
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.21265573799610138,0.44245919585227966,0.324553906917572,0.26501646637916565,0.09681109338998795,0.2656792402267456,-0.037358131259679794,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.04274534806609154,-0.03416389226913452,-0.004457088187336922,0.06720756739377975,-0.00563934538513422,-0.0182420052587986,1.0,-0.04755382612347603,-0.09173435717821121,0.0685480609536171
saturating,0.2658117413520813,0.10891439765691757,0.2637367248535156,0.02206588163971901,0.07312192022800446,0.2786918878555298,0.290517657995224,0.1963001936674118,0.04512074962258339,0.29338255524635315,0.022218935191631317,0.20496061444282532
[,0.010752761736512184,0.03263993561267853,0.1408626139163971,0.01083834283053875,0.12095626443624496,0.07649242132902145,0.05874933302402496,0.15480373799800873,-0.24140146374702454,0.09838949888944626,-0.0388912558555603,0.011015460826456547
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2852855324745178,0.535392165184021,0.3146495521068573,0.25268980860710144,0.029072100296616554,0.2233448326587677,0.041273195296525955,0.22068053483963013
schoolroom,0.2630048990249634,0.2703782916069031,0.1700713187456131,0.015178877860307693,0.26121875643730164,0.29173195362091064,0.15342317521572113,0.5877994894981384,-0.05730760097503662,0.23080575466156006,0.05734730139374733,0.21665067970752716
],-0.03775298595428467,0.0001094614781322889,0.05621577054262161,-0.10493394732475281,-0.05233243480324745,-0.04249158129096031,0.020709015429019928,-0.05286569520831108,-0.003901625284925103,0.018030552193522453,0.09248820692300797,-0.0022520492784678936
with,0.2464839518070221,0.27411898970603943,0.16424812376499176,-0.04624466598033905,0.2686347961425781,0.4239959120750427,0.39503780007362366,0.17162418365478516,0.08974023163318634,0.2549920976161957,0.07907696813344955,0.2433311939239502
infinitesimal,0.3137741982936859,0.11715453118085861,0.2807954251766205,-0.061569944024086,0.21430636942386627,0.20228564739227295,0.17859569191932678,0.14689643681049347,0.25419965386390686,0.2327246367931366,0.07476309686899185,0.25784817337989807
electric,0.15451551973819733,0.17723047733306885,0.3824412524700165,-0.0115516884252429,0.10490645468235016,0.2115597426891327,0.1940634846687317,0.15845505893230438,-0.05276835337281227,0.23880711197853088,0.07890798151493073,0.15674720704555511
waves,0.2342342883348465,0.12913775444030762,0.17720945179462433,0.05059007927775383,0.12992213666439056,0.2522522211074829,0.1704205423593521,0.16445910930633545,0.011400925926864147,0.25418707728385925,-0.019699277356266975,0.1603909134864807
vibrating,0.27764663100242615,0.09415433555841446,0.3069540560245514,-0.026927625760436058,0.11927985399961472,0.27322667837142944,0.36683160066604614,0.18327371776103973,0.031011972576379776,0.3078469932079315,-0.03800986707210541,0.22920024394989014
at,0.2838611304759979,0.36707764863967896,0.16552478075027466,-0.08481216430664062,0.19810442626476288,0.36524343490600586,0.19904619455337524,0.26965975761413574,-0.07642947137355804,0.20238712430000305,0.04379578307271004,0.21978627145290375
high,0.20466077327728271,0.19978567957878113,0.2007197141647339,-0.04658069461584091,0.0766260027885437,0.28947713971138,0.18270768225193024,0.308525413274765,-0.032595276832580566,0.21329393982887268,0.01435898058116436,0.11137914657592773
frequency,0.2807137370109558,0.1326495260000229,0.2809634506702423,-0.013367456384003162,0.11950226128101349,0.2516654431819916,0.17928874492645264,0.18568502366542816,0.05881528928875923,0.3056586980819702,0.020308976992964745,0.17067383229732513
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.2966235876083374,0.4645031690597534,0.3547073304653168,0.2607303857803345,0.05720457062125206,0.2896594703197479,-0.07181349396705627,0.4130953550338745
