,what,is,the,name,of,the,egyptian,papyrus,that,suggests,that,they,may,have,had,knowledge,of,prime,numbers,?
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.1687372922897339,0.44397735595703125,0.47025805711746216,0.08775404840707779,0.15035128593444824,0.6006520986557007,0.2939630150794983,0.6006520986557007,0.4573625922203064,0.3923002779483795,0.5194604992866516,0.4000644087791443,0.16005216538906097,0.44397735595703125,0.14719140529632568,0.3104099631309509,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.12072762101888657,0.2249673753976822,0.45265161991119385,0.29969340562820435,0.45265161991119385,0.610666811466217,0.3162533640861511,0.6577680706977844,0.3489702045917511,0.22891443967819214,0.39081433415412903,0.12279369682073593,0.37760815024375916,0.24591213464736938
hints,0.31006109714508057,0.23476450145244598,0.1886221021413803,0.13591638207435608,0.15575601160526276,0.1886221021413803,0.18301428854465485,0.2482829988002777,0.35779544711112976,0.3285805583000183,0.35779544711112976,0.2652427852153778,0.24588216841220856,0.3070469796657562,0.21940548717975616,0.37027791142463684,0.15575601160526276,0.03370175138115883,0.28397995233535767,0.2800634205341339
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.145795539021492,0.15878042578697205,0.435920387506485,0.22167421877384186,0.435920387506485,0.4330179989337921,0.3424151837825775,0.36843645572662354,0.385026752948761,0.14916929602622986,0.5696388483047485,0.18097394704818726,0.23087690770626068,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22032245993614197,0.20954424142837524,0.5473989248275757,0.3135903775691986,0.5473989248275757,0.49925389885902405,0.2694292366504669,0.40389683842658997,0.3875846862792969,0.22194717824459076,0.733189046382904,0.19960100948810577,0.293011337518692,0.22068053483963013
surviving,0.16434775292873383,0.21385541558265686,0.3328552544116974,0.0942378044128418,0.3663707971572876,0.3328552544116974,0.2363167554140091,0.27620601654052734,0.24764373898506165,0.24401426315307617,0.24764373898506165,0.2764158844947815,0.1681845486164093,0.28021711111068726,0.3023569881916046,0.18505693972110748,0.3663707971572876,0.1475943624973297,0.186077281832695,0.1395692080259323
records,0.17999422550201416,0.16368350386619568,0.23809710144996643,0.15030932426452637,0.17885147035121918,0.23809710144996643,0.19499707221984863,0.2503244876861572,0.21367773413658142,0.16288363933563232,0.21367773413658142,0.19473162293434143,0.1418328732252121,0.17109347879886627,0.19828225672245026,0.11708305031061172,0.17885147035121918,0.04670511931180954,0.11131332814693451,0.12384546548128128
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.20001496374607086,0.24486121535301208,0.41498205065727234,0.2974354028701782,0.41498205065727234,0.3426007330417633,0.26447007060050964,0.3802283704280853,0.37755560874938965,0.25563913583755493,1.0,0.23935265839099884,0.228018656373024,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22032245993614197,0.20954424142837524,0.5473989248275757,0.3135903775691986,0.5473989248275757,0.49925389885902405,0.2694292366504669,0.40389683842658997,0.3875846862792969,0.22194717824459076,0.733189046382904,0.19960100948810577,0.293011337518692,0.22068053483963013
ancient,0.2318045049905777,0.2616937756538391,0.28808021545410156,0.20275819301605225,0.3361112177371979,0.28808021545410156,0.5049339532852173,0.46683746576309204,0.2845331132411957,0.2976994216442108,0.2845331132411957,0.2258048802614212,0.18728108704090118,0.32639747858047485,0.22609271109104156,0.26805660128593445,0.3361112177371979,0.11458714306354523,0.15176522731781006,0.12938068807125092
egyptians,0.2462402880191803,0.19300468266010284,0.24802030622959137,0.080904021859169,0.22075548768043518,0.24802030622959137,0.8171949982643127,0.43323659896850586,0.3226994574069977,0.2674266993999481,0.3226994574069977,0.3554549813270569,0.19177353382110596,0.32965517044067383,0.2678385376930237,0.30015426874160767,0.22075548768043518,0.09820754826068878,0.1940452605485916,0.1427619308233261
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.22326141595840454,0.17674864828586578,1.0,0.46395087242126465,1.0,0.5710820555686951,0.4234136641025543,0.6182622313499451,0.4407361149787903,0.3797176480293274,0.41498205065727234,0.18163643777370453,0.342125803232193,0.32716336846351624
they,0.4431931674480438,0.330102801322937,0.49925389885902405,0.20157702267169952,0.3426007330417633,0.49925389885902405,0.18022112548351288,0.17924581468105316,0.5710820555686951,0.3064103424549103,0.5710820555686951,0.9999999403953552,0.3371005356311798,0.6542890071868896,0.4949169158935547,0.24441243708133698,0.3426007330417633,0.10802949965000153,0.3460351526737213,0.2753053903579712
had,0.23849567770957947,0.2932159900665283,0.3875846862792969,0.1840408891439438,0.37755560874938965,0.3875846862792969,0.2084851711988449,0.19832868874073029,0.4407361149787903,0.3776337802410126,0.4407361149787903,0.4949169158935547,0.2659246623516083,0.6263401508331299,0.9999999403953552,0.24613431096076965,0.37755560874938965,0.1539316326379776,0.21943619847297668,0.20728366076946259
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.18756690621376038,0.4300730526447296,0.4566698372364044,0.2077246755361557,0.23385992646217346,0.6049469113349915,0.35117825865745544,0.6049469113349915,0.5894032716751099,0.35431578755378723,0.6421269774436951,0.3648970425128937,0.30266010761260986,0.4300730526447296,0.12270823866128922,0.32205066084861755,0.2562315762042999
