,within,the,eu,",",which,court,believes,they,have,the,final,word,deciding,on,eu,'s,competence,?
many,0.2613624930381775,0.4335206151008606,0.13283303380012512,0.40610817074775696,0.5168171525001526,0.1737540364265442,0.23980635404586792,0.5400822758674622,0.5841760635375977,0.4335206151008606,0.16054779291152954,0.24695859849452972,0.2574842870235443,0.32520127296447754,0.13283303380012512,0.01698932610452175,0.2238074690103531,0.2124512493610382
member,0.20008353888988495,0.2806392312049866,0.2245567888021469,0.25757819414138794,0.19141918420791626,0.21980570256710052,0.20959080755710602,0.18650034070014954,0.17082428932189941,0.2806392312049866,0.15144231915473938,0.12240388989448547,0.16644836962223053,0.1643621176481247,0.2245567888021469,-0.031640440225601196,0.20419535040855408,0.06826172769069672
state,0.24197080731391907,0.3097178041934967,0.18008030951023102,0.29481780529022217,0.27248382568359375,0.24923300743103027,0.16995689272880554,0.22322121262550354,0.2083192616701126,0.3097178041934967,0.12636582553386688,0.1584790199995041,0.2148732841014862,0.18138433992862701,0.18008030951023102,0.038451772183179855,0.20540034770965576,0.1160883978009224
courts,0.229228213429451,0.2453746348619461,0.15551544725894928,0.21853886544704437,0.24834851920604706,0.7908373475074768,0.19728153944015503,0.27549248933792114,0.25440895557403564,0.2453746348619461,0.26115962862968445,0.10392428189516068,0.3739651143550873,0.17175407707691193,0.15551544725894928,0.013939086347818375,0.2797794044017792,0.17759139835834503
believe,0.2525363266468048,0.2972484529018402,0.06919839233160019,0.2459280639886856,0.3117353618144989,0.1336434781551361,0.7422179579734802,0.3475823402404785,0.4710240960121155,0.2972484529018402,0.17188076674938202,0.24642148613929749,0.3158986270427704,0.2112082839012146,0.06919839233160019,0.00462753139436245,0.321707159280777,0.3329349160194397
they,0.2779225707054138,0.49925389885902405,0.1231704130768776,0.390799880027771,0.5165667533874512,0.20706503093242645,0.2784038186073303,0.9999999403953552,0.6542890071868896,0.49925389885902405,0.1924978792667389,0.21869497001171112,0.35523325204849243,0.31295230984687805,0.1231704130768776,0.03738465905189514,0.28561195731163025,0.2753053903579712
decide,0.22319111227989197,0.35331496596336365,0.20399504899978638,0.24334396421909332,0.3142618238925934,0.37303096055984497,0.4034106731414795,0.4151369333267212,0.3868759572505951,0.35331496596336365,0.28689613938331604,0.13136401772499084,0.6971828937530518,0.26825201511383057,0.20399504899978638,0.032991811633110046,0.39441561698913574,0.35001131892204285
",",0.2513136863708496,0.4933079481124878,0.1565755307674408,1.0000001192092896,0.3658004403114319,0.24410836398601532,0.24128273129463196,0.390799880027771,0.3541618287563324,0.4933079481124878,0.24864837527275085,0.24605005979537964,0.2931111454963684,0.49057599902153015,0.1565755307674408,-0.0016132977325469255,0.2580561637878418,0.31091248989105225
other,0.2836414575576782,0.44152235984802246,0.17991991341114044,0.4446498453617096,0.50507652759552,0.16148273646831512,0.17327387630939484,0.5182796120643616,0.559082567691803,0.44152235984802246,0.15700623393058777,0.244954451918602,0.29991644620895386,0.3410046398639679,0.17991991341114044,0.04445967823266983,0.2664368748664856,0.24682199954986572
member,0.20008353888988495,0.2806392312049866,0.2245567888021469,0.25757819414138794,0.19141918420791626,0.21980570256710052,0.20959080755710602,0.18650034070014954,0.17082428932189941,0.2806392312049866,0.15144231915473938,0.12240388989448547,0.16644836962223053,0.1643621176481247,0.2245567888021469,-0.031640440225601196,0.20419535040855408,0.06826172769069672
state,0.24197080731391907,0.3097178041934967,0.18008030951023102,0.29481780529022217,0.27248382568359375,0.24923300743103027,0.16995689272880554,0.22322121262550354,0.2083192616701126,0.3097178041934967,0.12636582553386688,0.1584790199995041,0.2148732841014862,0.18138433992862701,0.18008030951023102,0.038451772183179855,0.20540034770965576,0.1160883978009224
parliaments,0.2587657570838928,0.2851678431034088,0.32758891582489014,0.25303080677986145,0.25821465253829956,0.3740730285644531,0.22036489844322205,0.23375070095062256,0.24741417169570923,0.2851678431034088,0.16304104030132294,0.16752858459949493,0.2882747948169708,0.22257904708385468,0.32758891582489014,0.03704875335097313,0.22974060475826263,0.1582629382610321
believe,0.2525363266468048,0.2972484529018402,0.06919839233160019,0.2459280639886856,0.3117353618144989,0.1336434781551361,0.7422179579734802,0.3475823402404785,0.4710240960121155,0.2972484529018402,0.17188076674938202,0.24642148613929749,0.3158986270427704,0.2112082839012146,0.06919839233160019,0.00462753139436245,0.321707159280777,0.3329349160194397
they,0.2779225707054138,0.49925389885902405,0.1231704130768776,0.390799880027771,0.5165667533874512,0.20706503093242645,0.2784038186073303,0.9999999403953552,0.6542890071868896,0.49925389885902405,0.1924978792667389,0.21869497001171112,0.35523325204849243,0.31295230984687805,0.1231704130768776,0.03738465905189514,0.28561195731163025,0.2753053903579712
decide,0.22319111227989197,0.35331496596336365,0.20399504899978638,0.24334396421909332,0.3142618238925934,0.37303096055984497,0.4034106731414795,0.4151369333267212,0.3868759572505951,0.35331496596336365,0.28689613938331604,0.13136401772499084,0.6971828937530518,0.26825201511383057,0.20399504899978638,0.032991811633110046,0.39441561698913574,0.35001131892204285
",",0.2513136863708496,0.4933079481124878,0.1565755307674408,1.0000001192092896,0.3658004403114319,0.24410836398601532,0.24128273129463196,0.390799880027771,0.3541618287563324,0.4933079481124878,0.24864837527275085,0.24605005979537964,0.2931111454963684,0.49057599902153015,0.1565755307674408,-0.0016132977325469255,0.2580561637878418,0.31091248989105225
while,0.3048821985721588,0.39804592728614807,0.15644215047359467,0.38232675194740295,0.38669952750205994,0.16141612827777863,0.2968154847621918,0.3770460784435272,0.3577405512332916,0.39804592728614807,0.25802475214004517,0.16436006128787994,0.32506227493286133,0.44084006547927856,0.15644215047359467,0.0011869525769725442,0.2738586664199829,0.21076419949531555
within,1.0,0.39827480912208557,0.18834546208381653,0.2513136863708496,0.43539655208587646,0.15590602159500122,0.19845911860466003,0.2779225707054138,0.32346946001052856,0.39827480912208557,0.2236369401216507,0.11878177523612976,0.22726577520370483,0.2702226936817169,0.18834546208381653,-0.01527355331927538,0.1951962411403656,0.1870293766260147
the,0.39827480912208557,1.0,0.14126400649547577,0.4933079481124878,0.6521818041801453,0.2812081575393677,0.2598399519920349,0.49925389885902405,0.40389683842658997,1.0,0.3543182611465454,0.2835540175437927,0.3702850043773651,0.5107308030128479,0.14126400649547577,-0.01540423184633255,0.26006200909614563,0.22068053483963013
eu,0.18834546208381653,0.14126400649547577,0.9999998807907104,0.1565755307674408,0.15620915591716766,0.16374509036540985,0.07742207497358322,0.1231704130768776,0.1317766159772873,0.14126400649547577,0.13803374767303467,0.07608306407928467,0.19996540248394012,0.18063917756080627,0.9999998807907104,0.02064049430191517,0.09174870699644089,0.21586786210536957
",",0.2513136863708496,0.4933079481124878,0.1565755307674408,1.0000001192092896,0.3658004403114319,0.24410836398601532,0.24128273129463196,0.390799880027771,0.3541618287563324,0.4933079481124878,0.24864837527275085,0.24605005979537964,0.2931111454963684,0.49057599902153015,0.1565755307674408,-0.0016132977325469255,0.2580561637878418,0.31091248989105225
the,0.39827480912208557,1.0,0.14126400649547577,0.4933079481124878,0.6521818041801453,0.2812081575393677,0.2598399519920349,0.49925389885902405,0.40389683842658997,1.0,0.3543182611465454,0.2835540175437927,0.3702850043773651,0.5107308030128479,0.14126400649547577,-0.01540423184633255,0.26006200909614563,0.22068053483963013
court,0.15590602159500122,0.2812081575393677,0.16374509036540985,0.24410836398601532,0.19263212382793427,1.0,0.18491388857364655,0.20706503093242645,0.1848815530538559,0.2812081575393677,0.26997432112693787,0.11509057879447937,0.36065617203712463,0.23630931973457336,0.16374509036540985,-0.0831713154911995,0.27021920680999756,0.17100423574447632
of,0.39594778418540955,0.733189046382904,0.1579294353723526,0.4946078956127167,0.5011631846427917,0.28835242986679077,0.2518882751464844,0.3426007330417633,0.3802283704280853,0.733189046382904,0.24563951790332794,0.23799116909503937,0.27506932616233826,0.3966929316520691,0.1579294353723526,-0.03817026689648628,0.2747616171836853,0.1826142966747284
justice,0.14411433041095734,0.23470892012119293,0.1179259717464447,0.22630788385868073,0.16124017536640167,0.5483176112174988,0.27426645159721375,0.15341687202453613,0.11963403224945068,0.23470892012119293,0.21418903768062592,0.1828022450208664,0.24812953174114227,0.1708904355764389,0.1179259717464447,0.013917717151343822,0.36012133955955505,0.19269752502441406
believes,0.19845911860466003,0.2598399519920349,0.07742207497358322,0.24128273129463196,0.2687680423259735,0.18491388857364655,1.0000001192092896,0.2784038186073303,0.261421799659729,0.2598399519920349,0.15499712526798248,0.19380514323711395,0.3236769735813141,0.17705632746219635,0.07742207497358322,0.09128843992948532,0.28723961114883423,0.21439975500106812
it,0.31596240401268005,0.6251175999641418,0.11940911412239075,0.48329564929008484,0.616637647151947,0.22090588510036469,0.2729015648365021,0.44394949078559875,0.40974161028862,0.6251175999641418,0.20581819117069244,0.27098557353019714,0.2841193974018097,0.4529881477355957,0.11940911412239075,0.06608816236257553,0.2479337602853775,0.25732165575027466
has,0.30466988682746887,0.4177538752555847,0.13703566789627075,0.3734780251979828,0.4350704550743103,0.18286947906017303,0.2739529609680176,0.3512192368507385,0.6353569626808167,0.4177538752555847,0.15146847069263458,0.22710800170898438,0.14717698097229004,0.34604379534721375,0.13703566789627075,-0.040683966130018234,0.19849425554275513,0.15994466841220856
the,0.39827480912208557,1.0,0.14126400649547577,0.4933079481124878,0.6521818041801453,0.2812081575393677,0.2598399519920349,0.49925389885902405,0.40389683842658997,1.0,0.3543182611465454,0.2835540175437927,0.3702850043773651,0.5107308030128479,0.14126400649547577,-0.01540423184633255,0.26006200909614563,0.22068053483963013
final,0.2236369401216507,0.3543182611465454,0.13803374767303467,0.24864837527275085,0.27655747532844543,0.26997432112693787,0.15499712526798248,0.1924978792667389,0.13584725558757782,0.3543182611465454,1.0000001192092896,0.04563121125102043,0.36752989888191223,0.20678670704364777,0.13803374767303467,0.03147284314036369,0.2240990549325943,0.17315025627613068
say,0.1797385960817337,0.3200206458568573,0.12016960233449936,0.35129812359809875,0.34116342663764954,0.183060422539711,0.44067978858947754,0.3993258774280548,0.517315149307251,0.3200206458568573,0.15260401368141174,0.3263585865497589,0.34516361355781555,0.2754344344139099,0.12016960233449936,0.02346254698932171,0.32864099740982056,0.4357808530330658
