,what,is,the,name,of,the,current,refurbishment,the,system,is,undergoing,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3314409554004669,0.30133286118507385,1.0,0.3233085572719574,0.5823672413825989,0.28524625301361084,0.22068053483963013
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.13043081760406494,0.25597915053367615,0.3233085572719574,0.17151163518428802,0.26546716690063477,0.3233085572719574,1.0000001192092896,0.2282046526670456,0.3115675747394562,0.15556083619594574
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.2555285692214966,0.21145132184028625,0.5823672413825989,0.2282046526670456,1.0,0.2263178676366806,0.22961433231830597
currently,0.21436211466789246,0.4011616110801697,0.2945235073566437,0.23681321740150452,0.2655649185180664,0.2945235073566437,0.5213339328765869,0.2678844630718231,0.2945235073566437,0.18789887428283691,0.4011616110801697,0.3359443247318268,0.1861555278301239
undergoing,0.2311505824327469,0.2263178676366806,0.28524625301361084,0.08773173391819,0.26731470227241516,0.28524625301361084,0.28699150681495667,0.4022173285484314,0.28524625301361084,0.3115675747394562,0.2263178676366806,1.0000001192092896,0.13844598829746246
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.1987239569425583,0.2214701622724533,0.5829201340675354,0.2589043080806732,0.658733606338501,0.3024035096168518,0.23916715383529663
period,0.24507179856300354,0.1838376820087433,0.3125074505805969,0.21994103491306305,0.2698146104812622,0.3125074505805969,0.14595147967338562,0.22660188376903534,0.3125074505805969,0.24204427003860474,0.1838376820087433,0.22570130228996277,0.18706195056438446
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.31470298767089844,0.221112921833992,0.733189046382904,0.25597915053367615,0.4854315221309662,0.26731470227241516,0.1826142966747284
refurbishment,0.21892565488815308,0.21145132184028625,0.30133286118507385,0.1760857105255127,0.221112921833992,0.30133286118507385,0.21337611973285675,1.0000001192092896,0.30133286118507385,0.26546716690063477,0.21145132184028625,0.4022173285484314,0.24426668882369995
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23919939994812012,0.24459248781204224,0.5171257257461548,0.231138214468956,0.3859752118587494,0.22895368933677673,0.20544172823429108
modernization,0.2505573630332947,0.217727392911911,0.33128517866134644,0.1614106446504593,0.2830353379249573,0.33128517866134644,0.2141609638929367,0.3691711127758026,0.33128517866134644,0.3390352129936218,0.217727392911911,0.30331870913505554,0.21657216548919678
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29341426491737366,0.2521205246448517,0.4933079481124878,0.18439900875091553,0.4691906273365021,0.1980893760919571,0.31091248989105225
entitled,0.3050041198730469,0.18727818131446838,0.2671615183353424,0.1648283153772354,0.2524459660053253,0.2671615183353424,0.13327762484550476,0.24824872612953186,0.2671615183353424,0.09173790365457535,0.18727818131446838,0.17179842293262482,0.2216128408908844
'metro,0.10705190896987915,0.14415860176086426,0.13148759305477142,0.1435876488685608,0.17414359748363495,0.13148759305477142,0.18991944193840027,0.3310697078704834,0.13148759305477142,0.2910759449005127,0.14415860176086426,0.2523793876171112,0.15974391996860504
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,-0.03533994406461716,-0.09245259314775467,-0.03403344005346298,-0.1002127006649971,-0.07222653180360794,-0.12320452928543091,-0.07156077772378922
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.18820150196552277,0.42798417806625366,0.4860881567001343,0.19275330007076263,0.2849140763282776,0.4860881567001343,0.23592321574687958,0.2553904056549072,0.20671798288822174,0.29575422406196594
change,0.3690716028213501,0.33028605580329895,0.3641999065876007,0.1832984834909439,0.2569013833999634,0.3641999065876007,0.37120211124420166,0.26703718304634094,0.3641999065876007,0.21607841551303864,0.33028605580329895,0.3141254484653473,0.24115969240665436
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.29179835319519043,0.2722181975841522,0.5934505462646484,0.2277725487947464,0.4569662809371948,0.23239311575889587,0.4130953550338745
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.3737941086292267,0.39136970043182373,0.474788099527359,0.2878950238227844,0.19157876074314117,0.474788099527359,0.15434524416923523,0.5508411526679993,0.1844741851091385,0.330942302942276
