,what,kind,of,force,does,not,exist,under,newton,'s,third,law,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2800885736942291,0.35928019881248474,0.4310511648654938,0.3024537265300751,0.3348022699356079,0.1876603662967682,-0.01540423184633255,0.4229298532009125,0.24548950791358948,0.22068053483963013
third,0.2033906877040863,0.16119951009750366,0.30602210760116577,0.15399447083473206,0.16555646061897278,0.17987997829914093,0.05748588219285011,0.21188493072986603,0.19082272052764893,-0.00712791969999671,1.0,0.1839587539434433,0.15394791960716248
law,0.2145031988620758,0.19211867451667786,0.2816956341266632,0.23490524291992188,0.22011858224868774,0.2588513493537903,0.1447567194700241,0.2181660532951355,0.34055307507514954,-0.06109188124537468,0.1839587539434433,1.0000001192092896,0.1528988480567932
means,0.2553325295448303,0.3910038471221924,0.29942914843559265,0.19849766790866852,0.3901011645793915,0.3293989896774292,0.2764851152896881,0.20926815271377563,0.05328460782766342,0.047105882316827774,0.14715969562530518,0.20100674033164978,0.21233566105365753
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.26810982823371887,0.4764937460422516,0.6600887179374695,0.42369726300239563,0.26447200775146484,0.22769790887832642,0.04397977516055107,0.23549747467041016,0.23277728259563446,0.32716336846351624
all,0.41981086134910583,0.2942016124725342,0.42798417806625366,0.1734381765127182,0.31124600768089294,0.4974499046802521,0.3664282262325287,0.27064406871795654,0.1317182183265686,0.03181743621826172,0.2581176459789276,0.21162362396717072,0.29575422406196594
forces,0.2112482488155365,0.126530721783638,0.3090144991874695,0.6498695015907288,0.15523643791675568,0.17200443148612976,0.20822632312774658,0.2815481424331665,0.14706134796142578,0.011176351457834244,0.17577509582042694,0.23524847626686096,0.16984491050243378
are,0.29724663496017456,0.296465665102005,0.39081433415412903,0.12981104850769043,0.3126322329044342,0.46186959743499756,0.4066506326198578,0.2196284979581833,0.12608709931373596,-0.008927806280553341,0.15971572697162628,0.13009320199489594,0.24591213464736938
interactions,0.32324331998825073,0.3133710026741028,0.24081720411777496,0.2530907094478607,0.2101740837097168,0.2706395089626312,0.2916128635406494,0.09393752366304398,0.18249064683914185,0.01009718980640173,0.1322719305753708,0.20201972126960754,0.21664206683635712
between,0.2462156116962433,0.13910992443561554,0.3737983703613281,0.21681782603263855,0.16966454684734344,0.18732105195522308,0.27690979838371277,0.21604885160923004,0.12536406517028809,0.006096371449530125,0.22830769419670105,0.15484747290611267,0.12887074053287506
different,0.39262300729751587,0.3844361901283264,0.3747533857822418,0.15517595410346985,0.30926814675331116,0.3192916512489319,0.4011842906475067,0.2488885074853897,0.1365528106689453,0.05519130453467369,0.18970784544944763,0.11880820989608765,0.24476227164268494
bodies,0.1688588559627533,0.11928678303956985,0.2732889950275421,0.17167499661445618,0.21532393991947174,0.29127058386802673,0.28721103072166443,0.20267480611801147,0.19104959070682526,0.0661325752735138,0.1352299004793167,0.22686834633350372,0.18285469710826874
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22091743350028992,0.28617382049560547,0.3769696354866028,0.2977049946784973,0.24875585734844208,0.2648763358592987,-0.0016132977325469255,0.283071368932724,0.24953721463680267,0.31091248989105225
[,0.010752761736512184,0.03352242708206177,0.010817250236868858,0.10580392181873322,-0.04333333671092987,-0.043972015380859375,0.028293143957853317,-0.023501133546233177,0.030476486310362816,0.01083834283053875,0.06380311399698257,-0.0004423341597430408,0.011015460826456547
note,0.2500276267528534,0.1689162403345108,0.1706424355506897,0.09486564993858337,0.2472323477268219,0.3211579918861389,0.22895604372024536,0.1550084501504898,0.07224597036838531,0.06956613063812256,0.1357283890247345,0.12185730040073395,0.2754004895687103
3,0.04473085701465607,0.07424471527338028,0.046857766807079315,-0.04489303380250931,0.09254035353660583,0.07347775250673294,0.09709518402814865,0.0833645761013031,0.01229869294911623,-0.06116730347275734,-0.02385682985186577,0.05389057472348213,0.005975271109491587
],-0.03775298595428467,0.04124775528907776,-0.035044461488723755,-0.04045422375202179,0.018593570217490196,0.004762125667184591,-0.0398489311337471,0.01791192591190338,-0.01802859641611576,-0.10493394732475281,0.0012655933387577534,-0.035792041569948196,-0.0022520492784678936
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.24372100830078125,0.3461615741252899,0.39099299907684326,0.2538236081600189,0.3005301356315613,0.22255054116249084,0.06895173341035843,0.26207348704338074,0.254730761051178,0.20544172823429108
thus,0.30745524168014526,0.17079289257526398,0.3487406373023987,0.19736449420452118,0.30094778537750244,0.39713138341903687,0.29044580459594727,0.2958044111728668,0.1389138400554657,0.05755096301436424,0.23309509456157684,0.21202929317951202,0.18769288063049316
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.26810982823371887,0.4764937460422516,0.6600887179374695,0.42369726300239563,0.26447200775146484,0.22769790887832642,0.04397977516055107,0.23549747467041016,0.23277728259563446,0.32716336846351624
there,0.35085538029670715,0.29799365997314453,0.44397735595703125,0.1775331050157547,0.2930194139480591,0.43214359879493713,0.4375018775463104,0.23181530833244324,0.1921478509902954,-0.04860968142747879,0.19124209880828857,0.15803654491901398,0.29405656456947327
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.22036980092525482,0.4403602182865143,0.3776007890701294,0.24373944103717804,0.21294879913330078,0.21921560168266296,0.02396530658006668,0.31551501154899597,0.18597714602947235,0.22961433231830597
no,0.339326947927475,0.2838113009929657,0.24809792637825012,0.14481757581233978,0.29778221249580383,0.4487079083919525,0.3358927369117737,0.17363780736923218,0.13017381727695465,0.04497740417718887,0.17957063019275665,0.20453213155269623,0.32165053486824036
such,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.15871496498584747,0.2787191867828369,0.4058493673801422,0.33956870436668396,0.17895449697971344,0.14622299373149872,0.05073437839746475,0.06987819075584412,0.18631872534751892,0.17851735651493073
thing,0.5748834609985352,0.4946438670158386,0.2796889841556549,0.2595035135746002,0.4158642292022705,0.4872139096260071,0.3332885801792145,0.15726031363010406,0.24250651895999908,0.03294041007757187,0.21532760560512543,0.2237931191921234,0.45465296506881714
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.19216643273830414,0.31202155351638794,0.5105602741241455,0.2531450390815735,0.29018887877464294,0.18695951998233795,-0.05775856226682663,0.19291457533836365,0.2346976399421692,0.27043893933296204
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2451154738664627,0.38201746344566345,0.3791346549987793,0.20179782807826996,0.18317826092243195,0.1884482353925705,0.04866964742541313,0.35260438919067383,0.2212858349084854,0.23916715383529663
unidirectional,0.27904781699180603,0.31930679082870483,0.3074314296245575,0.24829550087451935,0.2613126337528229,0.3196451961994171,0.30975019931793213,0.1743144989013672,0.18934905529022217,-0.04575347527861595,0.17020368576049805,0.22902604937553406,0.18721851706504822
force,0.16915984451770782,0.15276244282722473,0.27094775438308716,1.0000001192092896,0.21141281723976135,0.17318668961524963,0.22226139903068542,0.23522435128688812,0.28017669916152954,0.020782919600605965,0.15399447083473206,0.23490524291992188,0.1650998443365097
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.18476234376430511,0.4248845875263214,0.5119067430496216,0.3274376392364502,0.24295192956924438,0.1204695776104927,0.06871571391820908,0.1674894094467163,0.19038471579551697,0.32389625906944275
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2451154738664627,0.38201746344566345,0.3791346549987793,0.20179782807826996,0.18317826092243195,0.1884482353925705,0.04866964742541313,0.35260438919067383,0.2212858349084854,0.23916715383529663
force,0.16915984451770782,0.15276244282722473,0.27094775438308716,1.0000001192092896,0.21141281723976135,0.17318668961524963,0.22226139903068542,0.23522435128688812,0.28017669916152954,0.020782919600605965,0.15399447083473206,0.23490524291992188,0.1650998443365097
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.26810982823371887,0.4764937460422516,0.6600887179374695,0.42369726300239563,0.26447200775146484,0.22769790887832642,0.04397977516055107,0.23549747467041016,0.23277728259563446,0.32716336846351624
acts,0.24949195981025696,0.26934322714805603,0.26445579528808594,0.2649233341217041,0.2505439221858978,0.23677441477775574,0.16195516288280487,0.19653169810771942,0.19953249394893646,0.020982274785637856,0.10744958370923996,0.2967352271080017,0.07075770199298859
on,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.1764998733997345,0.2568802833557129,0.3516409695148468,0.21051286160945892,0.3075410723686218,0.14340966939926147,0.0026888418942689896,0.24143609404563904,0.13878796994686127,0.2714994251728058
only,0.41415658593177795,0.2942347824573517,0.49632513523101807,0.24689099192619324,0.45203697681427,0.5868885517120361,0.38149672746658325,0.2947874963283539,0.2205277532339096,0.08984304964542389,0.31542056798934937,0.23021554946899414,0.2767370045185089
one,0.376489520072937,0.3653089106082916,0.4999135136604309,0.23989498615264893,0.2924913763999939,0.3642125129699707,0.3030088245868683,0.1822032481431961,0.20534484088420868,0.06913424283266068,0.3961576819419861,0.17846634984016418,0.2673267424106598
body,0.2143840193748474,0.21003969013690948,0.25063133239746094,0.16629591584205627,0.27194929122924805,0.2930580973625183,0.15058068931102753,0.16134081780910492,0.14679738879203796,0.003652067156508565,0.19571328163146973,0.16696499288082123,0.20136451721191406
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2783275842666626,0.3022993505001068,0.4824007451534271,0.29937607049942017,0.2901604175567627,0.20699870586395264,-0.003708066651597619,0.3039522171020508,0.24482665956020355,0.4130953550338745
