,which,is,older,the,british,empire,or,the,ethiopian,empire,?
sub-saharan,0.32052427530288696,0.2871631681919098,0.11692460626363754,0.2949136197566986,0.21973319351673126,0.3236071765422821,0.31789103150367737,0.2949136197566986,0.37326404452323914,0.3236071765422821,0.23453302681446075
africa,0.23808510601520538,0.18992355465888977,0.11016211658716202,0.2903064787387848,0.22958926856517792,0.3045766353607178,0.18400141596794128,0.2903064787387848,0.40015438199043274,0.3045766353607178,0.12926554679870605
has,0.4350704550743103,0.5668748617172241,0.24311040341854095,0.4177538752555847,0.15839195251464844,0.08922125399112701,0.316264808177948,0.4177538752555847,0.11645542085170746,0.08922125399112701,0.15994466841220856
also,0.6566565632820129,0.5012649297714233,0.28433263301849365,0.6021018624305725,0.23564288020133972,0.18621070683002472,0.46319106221199036,0.6021018624305725,0.19609172642230988,0.18621070683002472,0.21848613023757935
featured,0.30209124088287354,0.2173553705215454,0.13888615369796753,0.28660184144973755,0.11294606328010559,0.13990727066993713,0.2098761647939682,0.28660184144973755,0.0650092139840126,0.13990727066993713,0.2944096624851227
dozens,0.2765679359436035,0.16983190178871155,0.11056698858737946,0.25807857513427734,0.19515134394168854,0.1619981825351715,0.2368173599243164,0.25807857513427734,0.09884979575872421,0.1619981825351715,0.1872013360261917
of,0.5011631846427917,0.4854315221309662,0.23717735707759857,0.733189046382904,0.23701532185077667,0.30522286891937256,0.3792596757411957,0.733189046382904,0.18187592923641205,0.30522286891937256,0.1826142966747284
empires,0.22796547412872314,0.20327319204807281,0.2032361626625061,0.33908694982528687,0.3054759204387665,0.8189548850059509,0.2540554106235504,0.33908694982528687,0.23155635595321655,0.8189548850059509,0.15503522753715515
that,0.6894589066505432,0.3995479643344879,0.30689194798469543,0.5473989248275757,0.19530552625656128,0.1784069836139679,0.4729836881160736,0.5473989248275757,0.20767883956432343,0.1784069836139679,0.32716336846351624
predate,0.2574233412742615,0.19648034870624542,0.15376894176006317,0.2681826055049896,0.19708462059497833,0.22180411219596863,0.22862504422664642,0.2681826055049896,0.22002598643302917,0.22180411219596863,0.31525781750679016
the,0.6521818041801453,0.5823672413825989,0.21663418412208557,1.0,0.28973397612571716,0.32532164454460144,0.4174870550632477,1.0,0.23173268139362335,0.32532164454460144,0.22068053483963013
european,0.2234036773443222,0.16083641350269318,0.11729833483695984,0.3423081040382385,0.21545198559761047,0.2144905924797058,0.2412617802619934,0.3423081040382385,0.21851453185081482,0.2144905924797058,0.14560863375663757
colonial,0.1969628781080246,0.15852876007556915,0.0769333690404892,0.2715741693973541,0.37019065022468567,0.36260706186294556,0.14486640691757202,0.2715741693973541,0.1842922568321228,0.36260706186294556,0.10191229730844498
era,0.26643016934394836,0.11451215296983719,0.17811895906925201,0.266272634267807,0.1577976942062378,0.26374202966690063,0.16866400837898254,0.266272634267807,0.1724316030740738,0.26374202966690063,0.14369545876979828
",",0.3658004403114319,0.4691906273365021,0.2598324418067932,0.4933079481124878,0.25734075903892517,0.27646857500076294,0.3769497275352478,0.4933079481124878,0.18322227895259857,0.27646857500076294,0.31091248989105225
for,0.44095608592033386,0.43268078565597534,0.24448262155056,0.4739971458911896,0.1970057189464569,0.18193261325359344,0.4111599624156952,0.4739971458911896,0.09949030727148056,0.18193261325359344,0.264628142118454
example,0.45943138003349304,0.36737263202667236,0.23265625536441803,0.3755223751068115,0.16921748220920563,0.15432226657867432,0.5192843675613403,0.3755223751068115,0.15146352350711823,0.15432226657867432,0.30374911427497864
the,0.6521818041801453,0.5823672413825989,0.21663418412208557,1.0,0.28973397612571716,0.32532164454460144,0.4174870550632477,1.0,0.23173268139362335,0.32532164454460144,0.22068053483963013
ethiopian,0.16433937847614288,0.18764249980449677,0.16103997826576233,0.23173268139362335,0.2198973000049591,0.2598649263381958,0.22786012291908264,0.23173268139362335,1.0000001192092896,0.2598649263381958,0.1247720941901207
empire,0.1975056380033493,0.18343110382556915,0.11868691444396973,0.32532164454460144,0.3761709928512573,1.0000001192092896,0.17538774013519287,0.32532164454460144,0.2598649263381958,1.0000001192092896,0.14909450709819794
",",0.3658004403114319,0.4691906273365021,0.2598324418067932,0.4933079481124878,0.25734075903892517,0.27646857500076294,0.3769497275352478,0.4933079481124878,0.18322227895259857,0.27646857500076294,0.31091248989105225
oyo,0.2215701788663864,0.1797124296426773,0.13534848392009735,0.2585148811340332,0.03472362086176872,0.20073746144771576,0.1941957324743271,0.2585148811340332,0.1431131809949875,0.20073746144771576,0.1856033205986023
empire,0.1975056380033493,0.18343110382556915,0.11868691444396973,0.32532164454460144,0.3761709928512573,1.0000001192092896,0.17538774013519287,0.32532164454460144,0.2598649263381958,1.0000001192092896,0.14909450709819794
",",0.3658004403114319,0.4691906273365021,0.2598324418067932,0.4933079481124878,0.25734075903892517,0.27646857500076294,0.3769497275352478,0.4933079481124878,0.18322227895259857,0.27646857500076294,0.31091248989105225
asante,0.1740259826183319,0.20929831266403198,0.13671129941940308,0.267441987991333,0.1742860972881317,0.25927701592445374,0.22615836560726166,0.267441987991333,0.2290952056646347,0.25927701592445374,0.17186640202999115
union,0.23846890032291412,0.16997112333774567,0.04227212071418762,0.24421639740467072,0.24083364009857178,0.23545962572097778,0.21298456192016602,0.24421639740467072,0.21779918670654297,0.23545962572097778,0.07797172665596008
