,what,was,happening,to,subscriber,numbers,in,other,areas,of,europe,?
media,0.18292108178138733,0.17841780185699463,0.20572137832641602,0.21723589301109314,0.277405321598053,0.12851092219352722,0.19773486256599426,0.27642714977264404,0.1535724252462387,0.19700391590595245,0.20534561574459076,0.1571006178855896
commentators,0.2376856803894043,0.21250684559345245,0.17008943855762482,0.19462063908576965,0.2865346372127533,0.22103792428970337,0.19170580804347992,0.24197489023208618,0.20113098621368408,0.11205076426267624,0.15414416790008545,0.12732744216918945
had,0.23849567770957947,0.5927209258079529,0.2629130780696869,0.37984350323677063,0.14410369098186493,0.21943619847297668,0.385026752948761,0.30737367272377014,0.20743347704410553,0.37755560874938965,0.23722730576992035,0.20728366076946259
debated,0.2702714502811432,0.2632488012313843,0.26477816700935364,0.21010896563529968,0.16307689249515533,0.2216947227716446,0.2406245619058609,0.2433592975139618,0.21832714974880219,0.26181522011756897,0.19723373651504517,0.21982306241989136
whether,0.5516265630722046,0.19874873757362366,0.35893958806991577,0.43423423171043396,0.19270002841949463,0.24355660378932953,0.24645471572875977,0.28967756032943726,0.2661016583442688,0.24392437934875488,0.14738111197948456,0.3150278329849243
the,0.42745697498321533,0.48711544275283813,0.3388466536998749,0.535392165184021,0.21970170736312866,0.293011337518692,0.6662389636039734,0.44152235984802246,0.3311663568019867,0.733189046382904,0.34463706612586975,0.22068053483963013
figure,0.2582065463066101,0.2638653516769409,0.20614215731620789,0.24264496564865112,0.08861640095710754,0.13820064067840576,0.17097173631191254,0.1279536932706833,0.1527731567621231,0.21327486634254456,0.15442006289958954,0.21107101440429688
could,0.4188697934150696,0.39896807074546814,0.3372845947742462,0.5461788773536682,0.2040325105190277,0.26084816455841064,0.29357993602752686,0.36747515201568604,0.23733754456043243,0.29043012857437134,0.2242080122232437,0.3411986827850342
be,0.3929833769798279,0.42228707671165466,0.3133215606212616,0.4972836375236511,0.22693704068660736,0.2776923179626465,0.3481820821762085,0.4629868268966675,0.3040323853492737,0.33904364705085754,0.21410541236400604,0.3324260413646698
reached,0.20202487707138062,0.3110939562320709,0.18110650777816772,0.20677556097507477,0.16491572558879852,0.16694237291812897,0.24389809370040894,0.1162453293800354,0.16206924617290497,0.18604008853435516,0.19896931946277618,0.1518019139766693
as,0.31749409437179565,0.3677520453929901,0.23791201412677765,0.42092081904411316,0.2019464671611786,0.2396276444196701,0.3887844979763031,0.42805421352386475,0.24697712063789368,0.3886612355709076,0.23063963651657104,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,0.3388466536998749,0.535392165184021,0.21970170736312866,0.293011337518692,0.6662389636039734,0.44152235984802246,0.3311663568019867,0.733189046382904,0.34463706612586975,0.22068053483963013
growth,0.1739405393600464,0.1385122835636139,0.2092452496290207,0.2701800763607025,0.15031328797340393,0.2427269071340561,0.2819603681564331,0.2152809053659439,0.30255869030952454,0.2679378092288971,0.16843897104263306,0.07547862827777863
in,0.30808621644973755,0.45514053106307983,0.2960299253463745,0.45010748505592346,0.19142571091651917,0.23087690770626068,1.0,0.39989137649536133,0.33029478788375854,0.5696388483047485,0.33061710000038147,0.20430970191955566
subscriber,0.1786136031150818,0.11902721226215363,0.15478293597698212,0.2078772783279419,1.0,0.3475809693336487,0.19142571091651917,0.2670600712299347,0.1969994455575943,0.13689443469047546,0.19489078223705292,0.2376469075679779
numbers,0.24586999416351318,0.13953587412834167,0.15240253508090973,0.29515770077705383,0.3475809693336487,1.0,0.23087690770626068,0.32691287994384766,0.2622292637825012,0.228018656373024,0.1344832181930542,0.19297972321510315
elsewhere,0.40968769788742065,0.2300332635641098,0.2845534086227417,0.31914857029914856,0.1930079609155655,0.21662767231464386,0.37918442487716675,0.34936967492103577,0.3737863600254059,0.2288905382156372,0.2962438464164734,0.33915433287620544
in,0.30808621644973755,0.45514053106307983,0.2960299253463745,0.45010748505592346,0.19142571091651917,0.23087690770626068,1.0,0.39989137649536133,0.33029478788375854,0.5696388483047485,0.33061710000038147,0.20430970191955566
europe,0.17179538309574127,0.2931758761405945,0.2185484617948532,0.24889446794986725,0.19489078223705292,0.1344832181930542,0.33061710000038147,0.3185610771179199,0.2922957241535187,0.29299741983413696,1.0000001192092896,0.18278923630714417
flattened,0.17925192415714264,0.19701740145683289,0.14956717193126678,0.2591187357902527,0.09261045604944229,0.2171325385570526,0.17907880246639252,0.24500472843647003,0.260427325963974,0.2646998167037964,0.15582673251628876,0.14000996947288513
.,0.3567904531955719,0.40146201848983765,0.29586565494537354,0.4645031690597534,0.2325584441423416,0.2591777741909027,0.5591574311256409,0.41511186957359314,0.23760369420051575,0.5352458953857422,0.31984585523605347,0.4130953550338745
