,what,impact,does,higher,worker,productivity,and,leveled,pay,have,on,higher,earners,?
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.3292480409145355,0.19223305583000183,0.22987580299377441,0.5171257257461548,0.3181784451007843,0.1903611719608307,0.40389683842658997,0.5107308030128479,0.3292480409145355,0.2193494290113449,0.22068053483963013
substitution,0.19002631306648254,0.1347332000732422,0.2475362867116928,0.21226659417152405,0.13356143236160278,0.22956958413124084,0.185602605342865,0.16443116962909698,0.2027077078819275,0.19197571277618408,0.15858682990074158,0.21226659417152405,0.21474792063236237,0.24351200461387634
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.3096220791339874,0.1631152182817459,0.2269303798675537,0.5116966962814331,0.2433411329984665,0.1583462655544281,0.3802283704280853,0.3966929316520691,0.3096220791339874,0.22104087471961975,0.1826142966747284
capital,0.17967931926250458,0.07172868400812149,0.08225840330123901,0.1267133206129074,0.14659447968006134,0.20106995105743408,0.218168243765831,0.1457018107175827,0.14719727635383606,0.07304227352142334,0.15679915249347687,0.1267133206129074,0.12136536836624146,0.0907452180981636
equipment,0.21531300246715546,0.20720426738262177,0.18076495826244354,0.14907702803611755,0.29257380962371826,0.29755234718322754,0.24890132248401642,0.18339185416698456,0.2698184847831726,0.2735784351825714,0.20764270424842834,0.14907702803611755,0.23937293887138367,0.0920877456665039
for,0.3017193675041199,0.24428735673427582,0.35159170627593994,0.2346303015947342,0.24420714378356934,0.2784219980239868,0.5064792633056641,0.2615356147289276,0.24382255971431732,0.41175219416618347,0.36199691891670227,0.2346303015947342,0.3046841323375702,0.264628142118454
labor,0.1943984031677246,0.2033383548259735,0.12007958441972733,0.17531657218933105,0.4159465432167053,0.30172038078308105,0.22200584411621094,0.13996119797229767,0.281541645526886,0.16359522938728333,0.17969153821468353,0.17531657218933105,0.21822942793369293,0.19386747479438782
(,0.2411840260028839,0.17425116896629333,0.2728188931941986,0.17905442416667938,0.15464231371879578,0.16263160109519958,0.4862271547317505,0.1709877997636795,0.19363906979560852,0.23072676360607147,0.28656116127967834,0.17905442416667938,0.16422487795352936,0.40561532974243164
mechanization,0.25148388743400574,0.21864117681980133,0.23469750583171844,0.29552149772644043,0.31041765213012695,0.38495492935180664,0.21827606856822968,0.24028541147708893,0.2217794805765152,0.2619464099407196,0.21373552083969116,0.29552149772644043,0.30183857679367065,0.21008428931236267
and,0.31309178471565247,0.19650109112262726,0.3461615741252899,0.3147866129875183,0.24489083886146545,0.25397828221321106,1.0,0.3243001401424408,0.2487477958202362,0.4711785912513733,0.4077630043029785,0.3147866129875183,0.20439939200878143,0.20544172823429108
automation,0.29592621326446533,0.2116878181695938,0.24750173091888428,0.26863110065460205,0.1914793848991394,0.35425975918769836,0.21454113721847534,0.17434823513031006,0.16574254631996155,0.22083278000354767,0.2400067299604416,0.26863110065460205,0.2614990472793579,0.26651784777641296
),0.26259949803352356,0.1697939932346344,0.2575884759426117,0.19929355382919312,0.176760733127594,0.1793261021375656,0.4961937665939331,0.15913476049900055,0.18296566605567932,0.22866283357143402,0.29937487840652466,0.19929355382919312,0.169874370098114,0.42300865054130554
raises,0.22388479113578796,0.1736738383769989,0.41275256872177124,0.32852378487586975,0.18234339356422424,0.23332341015338898,0.2730760872364044,0.20474176108837128,0.19232511520385742,0.2671903371810913,0.21100302040576935,0.32852378487586975,0.26616039872169495,0.20082814991474152
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.3292480409145355,0.19223305583000183,0.22987580299377441,0.5171257257461548,0.3181784451007843,0.1903611719608307,0.40389683842658997,0.5107308030128479,0.3292480409145355,0.2193494290113449,0.22068053483963013
productivity,0.2654266059398651,0.33763396739959717,0.23334884643554688,0.29511356353759766,0.22641438245773315,1.0,0.25397828221321106,0.25383907556533813,0.1712821125984192,0.2912588119506836,0.19299808144569397,0.29511356353759766,0.4042464792728424,0.23359106481075287
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.3096220791339874,0.1631152182817459,0.2269303798675537,0.5116966962814331,0.2433411329984665,0.1583462655544281,0.3802283704280853,0.3966929316520691,0.3096220791339874,0.22104087471961975,0.1826142966747284
each,0.3353266417980194,0.19952170550823212,0.31699198484420776,0.273313969373703,0.13274288177490234,0.2121284455060959,0.2984027564525604,0.24418748915195465,0.2395256608724594,0.4084063768386841,0.30782750248908997,0.273313969373703,0.30167973041534424,0.21173812448978424
worker,0.17877663671970367,0.13569363951683044,0.18225565552711487,0.1760799139738083,1.0000001192092896,0.22641438245773315,0.24489083886146545,0.11789935827255249,0.31808727979660034,0.1686469316482544,0.14378856122493744,0.1760799139738083,0.21136048436164856,0.1447860300540924
",",0.3087472915649414,0.2012101411819458,0.28617382049560547,0.251458078622818,0.22260382771492004,0.2500196099281311,0.6633074283599854,0.3082161843776703,0.18754567205905914,0.3541618287563324,0.49057599902153015,0.251458078622818,0.19960495829582214,0.31091248989105225
resulting,0.17960047721862793,0.3362067937850952,0.23127596080303192,0.30921289324760437,0.11499345302581787,0.3009547293186188,0.33249855041503906,0.327892005443573,0.14435526728630066,0.27875980734825134,0.2551211416721344,0.30921289324760437,0.20167165994644165,0.10813049972057343
in,0.30808621644973755,0.18933768570423126,0.214483380317688,0.23285751044750214,0.2317148894071579,0.18360760807991028,0.4954058527946472,0.3146837055683136,0.14415781199932098,0.36843645572662354,0.46853652596473694,0.23285751044750214,0.203203484416008,0.20430970191955566
a,0.3320399522781372,0.24985632300376892,0.38201746344566345,0.2608921229839325,0.3212657570838928,0.21406765282154083,0.3739250600337982,0.224917471408844,0.1940600425004959,0.338716596364975,0.3848365545272827,0.2608921229839325,0.2701561450958252,0.23916715383529663
situation,0.4481324255466461,0.2745633125305176,0.3203280568122864,0.2762157917022705,0.20770449936389923,0.27838990092277527,0.25539255142211914,0.23912052810192108,0.19868157804012299,0.31848999857902527,0.26678118109703064,0.2762157917022705,0.2537602484226227,0.2714049518108368
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.3096220791339874,0.1631152182817459,0.2269303798675537,0.5116966962814331,0.2433411329984665,0.1583462655544281,0.3802283704280853,0.3966929316520691,0.3096220791339874,0.22104087471961975,0.1826142966747284
relatively,0.24081343412399292,0.2064361572265625,0.2948732376098633,0.3037252426147461,0.10427775979042053,0.3179240822792053,0.39721420407295227,0.23863045871257782,0.1486186534166336,0.4228270351886749,0.23900939524173737,0.3037252426147461,0.2878045439720154,0.1281091868877411
stagnant,0.2158070057630539,0.18086782097816467,0.27650779485702515,0.29658979177474976,0.16435271501541138,0.3340776562690735,0.32700130343437195,0.3167520761489868,0.16494084894657135,0.34471482038497925,0.3021165728569031,0.29658979177474976,0.19090059399604797,0.20977488160133362
wages,0.20351257920265198,0.21256376802921295,0.22873397171497345,0.330269992351532,0.43805068731307983,0.42547154426574707,0.2664845883846283,0.2562600076198578,0.4558943510055542,0.22623831033706665,0.2082594633102417,0.330269992351532,0.4663771688938141,0.19884631037712097
