,along,with,road,vehicles,",",locomotives,and,ships,",",on,what,vehicles,were,steam,engines,used,during,the,industrial,revolution,?
steam,0.22119560837745667,0.21801024675369263,0.1954708695411682,0.3949655294418335,0.2264556586742401,0.551257848739624,0.24133789539337158,0.32751697301864624,0.2264556586742401,0.1939276158809662,0.15672586858272552,0.3949655294418335,0.20219570398330688,1.0000001192092896,0.4903687536716461,0.2604328691959381,0.28581467270851135,0.23105813562870026,0.31459638476371765,0.22190643846988678,0.113324373960495
engines,0.10451225191354752,0.21779674291610718,0.16842490434646606,0.4915829300880432,0.20245449244976044,0.4945548176765442,0.21148960292339325,0.301408976316452,0.20245449244976044,0.19385121762752533,0.1634974628686905,0.4915829300880432,0.27072596549987793,0.4903687536716461,1.0000001192092896,0.2519303560256958,0.19075165688991547,0.2245008647441864,0.3049415349960327,0.17242112755775452,0.18940703570842743
can,0.17559465765953064,0.3572797477245331,0.12105721980333328,0.2608942687511444,0.3139454126358032,0.14124314486980438,0.3675691485404968,0.2019401341676712,0.3139454126358032,0.2772369682788849,0.34502777457237244,0.2608942687511444,0.2566237151622772,0.20162075757980347,0.22342513501644135,0.48128408193588257,0.1645900309085846,0.312528520822525,0.1515394002199173,0.10136424750089645,0.3226337134838104
be,0.21169698238372803,0.36101722717285156,0.15397444367408752,0.24913720786571503,0.39254459738731384,0.16734036803245544,0.41766801476478577,0.20293961465358734,0.39254459738731384,0.37900757789611816,0.3929833769798279,0.24913720786571503,0.4064064621925354,0.22586002945899963,0.21797771751880646,0.3731876611709595,0.24990400671958923,0.4248143136501312,0.15788275003433228,0.2064557820558548,0.3324260413646698
said,0.23959052562713623,0.28060880303382874,0.09790974110364914,0.10652954131364822,0.34496036171913147,0.07115098088979721,0.2940692901611328,0.2000034898519516,0.34496036171913147,0.3034963011741638,0.3951668441295624,0.10652954131364822,0.31500932574272156,0.1818692535161972,0.1659194529056549,0.26336565613746643,0.26283612847328186,0.3024602234363556,0.10973799228668213,0.21592405438423157,0.28991883993148804
to,0.2976071536540985,0.4239959120750427,0.21026462316513062,0.2783324718475342,0.44245919585227966,0.17524512112140656,0.48971283435821533,0.2895524799823761,0.44245919585227966,0.41031414270401,0.455847829580307,0.2783324718475342,0.31913647055625916,0.22894427180290222,0.24536406993865967,0.40058770775794983,0.2828781306743622,0.535392165184021,0.23145946860313416,0.18777814507484436,0.29463258385658264
have,0.2685122489929199,0.48046383261680603,0.13440147042274475,0.2648106515407562,0.3541618287563324,0.1639963537454605,0.4711785912513733,0.22845560312271118,0.3541618287563324,0.36494916677474976,0.39808809757232666,0.2648106515407562,0.5193349123001099,0.15978071093559265,0.2422233670949936,0.3086531162261963,0.27574852108955383,0.40389683842658997,0.16391263902187347,0.17049159109592438,0.32991164922714233
been,0.235473170876503,0.2804456949234009,0.15110506117343903,0.21497519314289093,0.34873589873313904,0.1237565279006958,0.3424558639526367,0.21908865869045258,0.34873589873313904,0.29937630891799927,0.2567804455757141,0.21497519314289093,0.5062422156333923,0.175981804728508,0.19427621364593506,0.2855360507965088,0.3273974359035492,0.3563927710056305,0.15432368218898773,0.1759459227323532,0.24354910850524902
the,0.39495137333869934,0.4223487675189972,0.27181798219680786,0.23281720280647278,0.4933079481124878,0.20427684485912323,0.5171257257461548,0.279244989156723,0.4933079481124878,0.5107308030128479,0.42745697498321533,0.23281720280647278,0.3906462490558624,0.23105813562870026,0.2245008647441864,0.3718377649784088,0.4838213622570038,1.0,0.30435431003570557,0.276140034198761,0.22068053483963013
moving,0.3025561273097992,0.24742330610752106,0.15891143679618835,0.3116168975830078,0.28020262718200684,0.23179934918880463,0.30970147252082825,0.2341480255126953,0.28020262718200684,0.2886088788509369,0.3154623508453369,0.3116168975830078,0.19636985659599304,0.2609701454639435,0.2415752410888672,0.2595762610435486,0.19406075775623322,0.34510132670402527,0.14958199858665466,0.1548299342393875,0.21667467057704926
force,0.1683117151260376,0.15703244507312775,0.12248202413320541,0.2547648549079895,0.22091743350028992,0.1819288730621338,0.24372100830078125,0.34351325035095215,0.22091743350028992,0.1764998733997345,0.16915984451770782,0.2547648549079895,0.15954084694385529,0.19658277928829193,0.22987504303455353,0.19033478200435638,0.2255992889404297,0.2800885736942291,0.17223505675792694,0.16417771577835083,0.1650998443365097
behind,0.30130502581596375,0.3182232677936554,0.17819300293922424,0.19992998242378235,0.27367478609085083,0.13038085401058197,0.3094099164009094,0.1848912239074707,0.27367478609085083,0.32823121547698975,0.1959938108921051,0.19992998242378235,0.23739439249038696,0.16184890270233154,0.14398106932640076,0.14887598156929016,0.23074015974998474,0.38928431272506714,0.1470068395137787,0.08200976252555847,0.19274599850177765
the,0.39495137333869934,0.4223487675189972,0.27181798219680786,0.23281720280647278,0.4933079481124878,0.20427684485912323,0.5171257257461548,0.279244989156723,0.4933079481124878,0.5107308030128479,0.42745697498321533,0.23281720280647278,0.3906462490558624,0.23105813562870026,0.2245008647441864,0.3718377649784088,0.4838213622570038,1.0,0.30435431003570557,0.276140034198761,0.22068053483963013
industrial,0.1981627345085144,0.21039023995399475,0.18816852569580078,0.308871865272522,0.28774935007095337,0.29123803973197937,0.3274568021297455,0.24800576269626617,0.28774935007095337,0.22161369025707245,0.16054853796958923,0.308871865272522,0.2023591846227646,0.31459638476371765,0.3049415349960327,0.25484758615493774,0.26821866631507874,0.30435431003570557,1.0,0.3976142108440399,0.08039500564336777
revolution,0.13894911110401154,0.17262804508209229,0.14463117718696594,0.11907117813825607,0.26235419511795044,0.12591060996055603,0.21575188636779785,0.1585199236869812,0.26235419511795044,0.18940269947052002,0.1946869045495987,0.11907117813825607,0.2724667489528656,0.22190643846988678,0.17242112755775452,0.1403326392173767,0.32303014397621155,0.276140034198761,0.3976142108440399,0.9999999403953552,0.1727980077266693
and,0.4213258922100067,0.5477725267410278,0.21445010602474213,0.25169602036476135,0.6633074283599854,0.1988791525363922,1.0,0.27834877371788025,0.6633074283599854,0.4077630043029785,0.31309178471565247,0.25169602036476135,0.42175528407096863,0.24133789539337158,0.21148960292339325,0.3150506615638733,0.36462149024009705,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
saw,0.2731241285800934,0.2560844421386719,0.15114286541938782,0.16754823923110962,0.2245745062828064,0.11861579865217209,0.2664891481399536,0.22336514294147491,0.2245745062828064,0.2870093584060669,0.24788837134838104,0.16754823923110962,0.4311434328556061,0.20953558385372162,0.17254938185214996,0.2473912388086319,0.3390897810459137,0.318278044462204,0.17760223150253296,0.2281830608844757,0.14690998196601868
widespread,0.1265849620103836,0.17052602767944336,0.06237125024199486,0.21664315462112427,0.2598702907562256,0.10224126279354095,0.24883680045604706,0.167526975274086,0.2598702907562256,0.21832910180091858,0.236628457903862,0.21664315462112427,0.19632726907730103,0.16036094725131989,0.1220661997795105,0.3215522766113281,0.2579754889011383,0.30728161334991455,0.21848468482494354,0.1865418553352356,0.16958627104759216
commercial,0.10831616073846817,0.16438549757003784,0.1445639431476593,0.3080770671367645,0.26546892523765564,0.19917094707489014,0.240259051322937,0.22697800397872925,0.26546892523765564,0.242442324757576,0.12070754915475845,0.3080770671367645,0.15130124986171722,0.23320558667182922,0.2718336582183838,0.26843106746673584,0.13566018640995026,0.23051398992538452,0.4184786081314087,0.10335338115692139,0.04216946288943291
use,0.16399286687374115,0.3356984257698059,0.13820099830627441,0.33494970202445984,0.3276674151420593,0.227570578455925,0.34145063161849976,0.229171484708786,0.3276674151420593,0.2776605486869812,0.3453877568244934,0.33494970202445984,0.26967236399650574,0.2950085997581482,0.27862992882728577,0.7127541303634644,0.19536982476711273,0.34342584013938904,0.23516546189785004,0.1297503113746643,0.32795652747154236
driving,0.23323170840740204,0.22748202085494995,0.3521062135696411,0.4452962577342987,0.22151504456996918,0.29910072684288025,0.24490134418010712,0.19166700541973114,0.22151504456996918,0.21424101293087006,0.249915212392807,0.4452962577342987,0.18524359166622162,0.3270554542541504,0.3570619225502014,0.20850183069705963,0.218072772026062,0.2537495791912079,0.23904284834861755,0.11091399937868118,0.0902169942855835
machinery,0.17693160474300385,0.16496799886226654,0.2003205418586731,0.4654175043106079,0.24756817519664764,0.3785375952720642,0.2654326856136322,0.3072711229324341,0.24756817519664764,0.1618262231349945,0.19969290494918823,0.4654175043106079,0.2788538336753845,0.43493762612342834,0.4075513482093811,0.3579390347003937,0.259054034948349,0.24471142888069153,0.503724217414856,0.26134124398231506,0.13786892592906952
in,0.3603311777114868,0.4080928862094879,0.23586870729923248,0.23028446733951569,0.5201468467712402,0.17941859364509583,0.4954058527946472,0.2328297346830368,0.5201468467712402,0.46853652596473694,0.30808621644973755,0.23028446733951569,0.3815755248069763,0.19852672517299652,0.18084456026554108,0.3090210556983948,0.4627237319946289,0.6662389636039734,0.3118434548377991,0.23010264337062836,0.20430970191955566
factories,0.21030418574810028,0.2066943347454071,0.20782539248466492,0.3772362470626831,0.25142666697502136,0.4057798683643341,0.33217841386795044,0.37230557203292847,0.25142666697502136,0.19541330635547638,0.18422946333885193,0.3772362470626831,0.326437771320343,0.3955792486667633,0.43379122018814087,0.3243506848812103,0.28554195165634155,0.2603243589401245,0.5878298878669739,0.33319082856178284,0.13455291092395782
",",0.29824912548065186,0.4120737314224243,0.1889011263847351,0.19388854503631592,1.0000001192092896,0.19764263927936554,0.6633074283599854,0.21014784276485443,1.0000001192092896,0.49057599902153015,0.3087472915649414,0.19388854503631592,0.36755475401878357,0.2264556586742401,0.20245449244976044,0.3120402991771698,0.3225448727607727,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
mills,0.19911471009254456,0.14439818263053894,0.22394396364688873,0.23564627766609192,0.31102821230888367,0.2959650754928589,0.2831710875034332,0.17051959037780762,0.31102821230888367,0.14653773605823517,0.11937421560287476,0.23564627766609192,0.21251614391803741,0.34476423263549805,0.22531642019748688,0.23213374614715576,0.14193452894687653,0.19292980432510376,0.37924161553382874,0.21808883547782898,0.13688337802886963
and,0.4213258922100067,0.5477725267410278,0.21445010602474213,0.25169602036476135,0.6633074283599854,0.1988791525363922,1.0,0.27834877371788025,0.6633074283599854,0.4077630043029785,0.31309178471565247,0.25169602036476135,0.42175528407096863,0.24133789539337158,0.21148960292339325,0.3150506615638733,0.36462149024009705,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
mines,0.13567356765270233,0.13514891266822815,0.21570543944835663,0.35305920243263245,0.22789384424686432,0.27090057730674744,0.23175810277462006,0.4081064760684967,0.22789384424686432,0.13284073770046234,0.1355462670326233,0.35305920243263245,0.2748129069805145,0.2542871832847595,0.27977606654167175,0.23199816048145294,0.21221771836280823,0.23820319771766663,0.39654064178466797,0.2212338000535965,0.1238413155078888
;,0.04494662955403328,0.12944702804088593,0.03766179829835892,-0.03783047944307327,0.04938793554902077,-0.050700634717941284,0.08403264731168747,0.030718088150024414,0.04938793554902077,-0.017878999933600426,0.10986888408660889,-0.03783047944307327,0.14040996134281158,-0.0341496504843235,-0.004980872385203838,0.11651374399662018,0.04684014990925789,0.09152708947658539,0.011297528631985188,-0.0030123840551823378,0.10349778085947037
powering,0.183851957321167,0.21972887217998505,0.09735111147165298,0.40189093351364136,0.20438136160373688,0.346828430891037,0.3054705858230591,0.26041409373283386,0.20438136160373688,0.1427343189716339,0.17623014748096466,0.40189093351364136,0.19357991218566895,0.3983120918273926,0.36255744099617004,0.3260900378227234,0.19877126812934875,0.26271846890449524,0.32707470655441284,0.16989096999168396,0.14105787873268127
pumping,0.2198251485824585,0.174496129155159,0.20509016513824463,0.34090614318847656,0.2648894488811493,0.23355577886104584,0.24935178458690643,0.2272932529449463,0.2648894488811493,0.23182973265647888,0.19585782289505005,0.34090614318847656,0.20526470243930817,0.4241339862346649,0.3241146206855774,0.2725611925125122,0.17528009414672852,0.27380403876304626,0.29698896408081055,0.12559688091278076,0.19188620150089264
stations,0.25682881474494934,0.1949257254600525,0.283142626285553,0.389675498008728,0.26337406039237976,0.3371896743774414,0.2687023878097534,0.2627430856227875,0.26337406039237976,0.3269573450088501,0.1621520221233368,0.389675498008728,0.19006890058517456,0.30662333965301514,0.27711403369903564,0.24202688038349152,0.1689923256635666,0.24762700498104095,0.2831123173236847,0.12523253262043,0.13192185759544373
;,0.04494662955403328,0.12944702804088593,0.03766179829835892,-0.03783047944307327,0.04938793554902077,-0.050700634717941284,0.08403264731168747,0.030718088150024414,0.04938793554902077,-0.017878999933600426,0.10986888408660889,-0.03783047944307327,0.14040996134281158,-0.0341496504843235,-0.004980872385203838,0.11651374399662018,0.04684014990925789,0.09152708947658539,0.011297528631985188,-0.0030123840551823378,0.10349778085947037
and,0.4213258922100067,0.5477725267410278,0.21445010602474213,0.25169602036476135,0.6633074283599854,0.1988791525363922,1.0,0.27834877371788025,0.6633074283599854,0.4077630043029785,0.31309178471565247,0.25169602036476135,0.42175528407096863,0.24133789539337158,0.21148960292339325,0.3150506615638733,0.36462149024009705,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
propelling,0.19303663074970245,0.2621479034423828,0.23418332636356354,0.4879693388938904,0.27448225021362305,0.39562591910362244,0.2513427138328552,0.3542049825191498,0.27448225021362305,0.23774442076683044,0.23911462724208832,0.4879693388938904,0.22281190752983093,0.4700241982936859,0.48067712783813477,0.34905165433883667,0.18128497898578644,0.2606395483016968,0.2352536916732788,0.20909050107002258,0.1735215187072754
transport,0.17092639207839966,0.1287173479795456,0.24333591759204865,0.41845861077308655,0.21959951519966125,0.3621365427970886,0.2537272870540619,0.36102572083473206,0.21959951519966125,0.15922781825065613,0.1845296025276184,0.41845861077308655,0.16381311416625977,0.3153337240219116,0.2789361774921417,0.2670437693595886,0.19729681313037872,0.2433847039937973,0.2824259102344513,0.1502508521080017,0.16607823967933655
appliances,0.15374048054218292,0.26008689403533936,0.17487698793411255,0.4515690505504608,0.23275712132453918,0.3283456563949585,0.3034888803958893,0.26807543635368347,0.23275712132453918,0.2483779937028885,0.22092172503471375,0.4515690505504608,0.2415517121553421,0.3860320448875427,0.4186922609806061,0.43683093786239624,0.23080776631832123,0.24450041353702545,0.4642597734928131,0.15973928570747375,0.1466084122657776
such,0.29103851318359375,0.3346101939678192,0.10309474915266037,0.2699088454246521,0.39626169204711914,0.12961535155773163,0.44540345668792725,0.19957631826400757,0.39626169204711914,0.3181164264678955,0.23989605903625488,0.2699088454246521,0.2970055043697357,0.27096763253211975,0.1677926778793335,0.4262988865375519,0.2389506697654724,0.3575236201286316,0.19396142661571503,0.1306608021259308,0.17851735651493073
as,0.31813573837280273,0.40387406945228577,0.14971306920051575,0.25228750705718994,0.48816442489624023,0.17339439690113068,0.49487000703811646,0.21477726101875305,0.48816442489624023,0.36047765612602234,0.31749409437179565,0.25228750705718994,0.3025437891483307,0.20776431262493134,0.17400804162025452,0.35160550475120544,0.29671990871429443,0.48381632566452026,0.20984408259391785,0.18969079852104187,0.27043893933296204
railway,0.22928255796432495,0.13719378411769867,0.4073459506034851,0.31356847286224365,0.21531596779823303,0.5517799854278564,0.19695477187633514,0.24574722349643707,0.21531596779823303,0.1921648234128952,0.16704553365707397,0.31356847286224365,0.20108430087566376,0.4340377151966095,0.23705577850341797,0.13920941948890686,0.11018826067447662,0.2692219316959381,0.3146052658557892,0.18070057034492493,0.07994066178798676
locomotives,0.12481763958930969,0.17084451019763947,0.21008402109146118,0.45766207575798035,0.19764263927936554,1.0,0.1988791525363922,0.3247487246990204,0.19764263927936554,0.13897107541561127,0.12965811789035797,0.45766207575798035,0.24266749620437622,0.551257848739624,0.4945548176765442,0.22892537713050842,0.1502724587917328,0.20427684485912323,0.29123803973197937,0.12591060996055603,0.13195066154003143
",",0.29824912548065186,0.4120737314224243,0.1889011263847351,0.19388854503631592,1.0000001192092896,0.19764263927936554,0.6633074283599854,0.21014784276485443,1.0000001192092896,0.49057599902153015,0.3087472915649414,0.19388854503631592,0.36755475401878357,0.2264556586742401,0.20245449244976044,0.3120402991771698,0.3225448727607727,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
ships,0.264989972114563,0.1974010020494461,0.21528519690036774,0.41117003560066223,0.21014784276485443,0.3247487246990204,0.27834877371788025,0.9999999403953552,0.21014784276485443,0.24699397385120392,0.18164707720279694,0.41117003560066223,0.3180960416793823,0.32751697301864624,0.301408976316452,0.2727651000022888,0.2772772014141083,0.279244989156723,0.24800576269626617,0.1585199236869812,0.18477600812911987
",",0.29824912548065186,0.4120737314224243,0.1889011263847351,0.19388854503631592,1.0000001192092896,0.19764263927936554,0.6633074283599854,0.21014784276485443,1.0000001192092896,0.49057599902153015,0.3087472915649414,0.19388854503631592,0.36755475401878357,0.2264556586742401,0.20245449244976044,0.3120402991771698,0.3225448727607727,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
steamboats,0.26103782653808594,0.24156130850315094,0.24438270926475525,0.3779887557029724,0.29055434465408325,0.38761934638023376,0.24913069605827332,0.5368456244468689,0.29055434465408325,0.24050801992416382,0.09068640321493149,0.3779887557029724,0.26787102222442627,0.6425002813339233,0.3745141625404358,0.245563343167305,0.3386816680431366,0.26897579431533813,0.32944369316101074,0.18942153453826904,0.09294833987951279
and,0.4213258922100067,0.5477725267410278,0.21445010602474213,0.25169602036476135,0.6633074283599854,0.1988791525363922,1.0,0.27834877371788025,0.6633074283599854,0.4077630043029785,0.31309178471565247,0.25169602036476135,0.42175528407096863,0.24133789539337158,0.21148960292339325,0.3150506615638733,0.36462149024009705,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
road,0.3328495919704437,0.21253445744514465,1.0,0.36148306727409363,0.1889011263847351,0.21008402109146118,0.21445010602474213,0.21528519690036774,0.1889011263847351,0.21640333533287048,0.14859327673912048,0.36148306727409363,0.20312872529029846,0.1954708695411682,0.16842490434646606,0.1647477000951767,0.10786623507738113,0.27181798219680786,0.18816852569580078,0.14463117718696594,0.10894691944122314
