,when,were,joseph,schumpeter,and,norman,angell,at,their,most,prolific,writing,period,?
while,0.548916757106781,0.3084527552127838,0.157410129904747,0.12636010348796844,0.45699796080589294,0.18095026910305023,0.19329138100147247,0.37809836864471436,0.35256603360176086,0.3330796957015991,0.18868936598300934,0.2222784012556076,0.17496702075004578,0.21076419949531555
these,0.3811454772949219,0.587685227394104,0.15743881464004517,0.17037472128868103,0.5314885973930359,0.11661530286073685,0.19786030054092407,0.2638600766658783,0.555290937423706,0.4825916290283203,0.2694318890571594,0.2833191156387329,0.280052125453949,0.2571668326854706
non-marxist,0.16593150794506073,0.20939083397388458,0.19630172848701477,0.32358211278915405,0.21827085316181183,0.11982648074626923,0.1631956249475479,0.1308044046163559,0.19812029600143433,0.2209497094154358,0.28685519099235535,0.2937438189983368,0.1983971744775772,0.27473312616348267
writers,0.1499239057302475,0.2566216289997101,0.14580699801445007,0.25792813301086426,0.2221800535917282,0.08415491878986359,0.20135967433452606,0.13417796790599823,0.21975956857204437,0.24950101971626282,0.30528154969215393,0.42949098348617554,0.18492962419986725,0.1693820208311081
were,0.29649975895881653,1.0000001192092896,0.1973535269498825,0.18165481090545654,0.42175528407096863,0.1889636218547821,0.19399702548980713,0.2947486639022827,0.43277356028556824,0.3543298542499542,0.17449593544006348,0.22109666466712952,0.2902187407016754,0.17890112102031708
at,0.38876327872276306,0.2947486639022827,0.14801445603370667,0.20071573555469513,0.3571503460407257,0.18288648128509521,0.23306329548358917,1.0,0.23641370236873627,0.22451047599315643,0.15866756439208984,0.16378748416900635,0.20980304479599,0.21978627145290375
their,0.3682888448238373,0.43277356028556824,0.10327523201704025,0.17385579645633698,0.45114588737487793,0.15736374258995056,0.1860729306936264,0.23641370236873627,1.0,0.3699820935726166,0.23624573647975922,0.27049848437309265,0.18538865447044373,0.1898253709077835
most,0.299309104681015,0.3543298542499542,0.12737368047237396,0.2075463831424713,0.4309377074241638,0.1615052968263626,0.2271975427865982,0.22451047599315643,0.3699820935726166,1.0,0.3767249584197998,0.2472396343946457,0.22773921489715576,0.2107497900724411
prolific,0.14823703467845917,0.17449593544006348,0.13352102041244507,0.2917490005493164,0.27897122502326965,0.18072786927223206,0.2888994514942169,0.15866756439208984,0.23624573647975922,0.3767249584197998,1.0,0.33048033714294434,0.2573218047618866,0.20782673358917236
before,0.5650408267974854,0.3127685785293579,0.14677461981773376,0.15864433348178864,0.3518902659416199,0.15565218031406403,0.22480443120002747,0.36107107996940613,0.3135907053947449,0.22408251464366913,0.21998491883277893,0.249012753367424,0.4123643934726715,0.2507109045982361
world,0.23794586956501007,0.2498536854982376,0.15180745720863342,0.22081923484802246,0.3246132433414459,0.13736321032047272,0.18991538882255554,0.22825311124324799,0.22305947542190552,0.33157554268836975,0.2501024007797241,0.16119539737701416,0.19790580868721008,0.17579582333564758
war,0.26339730620384216,0.3151806890964508,0.21965841948986053,0.26026955246925354,0.29695844650268555,0.1826278418302536,0.19806505739688873,0.23910050094127655,0.2163475602865219,0.21905969083309174,0.12001548707485199,0.25384166836738586,0.29239562153816223,0.15510529279708862
i,0.33498305082321167,0.19386646151542664,0.157638818025589,0.23807747662067413,0.31928038597106934,0.04945526272058487,0.21017146110534668,0.21474871039390564,0.19805239140987396,0.2333545982837677,0.2585717737674713,0.29663288593292236,0.12852174043655396,0.4695145785808563
",",0.36674630641937256,0.36755475401878357,0.24271315336227417,0.38546261191368103,0.6633074283599854,0.20281735062599182,0.3528169095516205,0.38314947485923767,0.3045167922973633,0.3636029064655304,0.2980102002620697,0.2835220992565155,0.25030651688575745,0.31091248989105225
they,0.5090266466140747,0.5580583214759827,0.12751570343971252,0.23488575220108032,0.5073080658912659,0.1342334747314453,0.21791194379329681,0.29493749141693115,0.7104025483131409,0.4356461465358734,0.1507377028465271,0.2769148647785187,0.23434767127037048,0.2753053903579712
remained,0.28067004680633545,0.3956226706504822,0.19509011507034302,0.14453476667404175,0.2777479588985443,0.2257506102323532,0.18097876012325287,0.23606275022029877,0.2628236711025238,0.27169156074523926,0.1603962481021881,0.13556380569934845,0.25228992104530334,0.08263323456048965
active,0.2615574598312378,0.16902528703212738,0.05252895876765251,0.15124325454235077,0.264642596244812,0.05315392464399338,0.1784045398235321,0.179981529712677,0.20165523886680603,0.28829532861709595,0.33578789234161377,0.19217096269130707,0.24955043196678162,0.20374006032943726
in,0.4431333839893341,0.3815755248069763,0.12985283136367798,0.22148266434669495,0.4954058527946472,0.17613162100315094,0.2858140170574188,0.4374977946281433,0.34976133704185486,0.41416558623313904,0.20712415874004364,0.26213181018829346,0.23051127791404724,0.20430970191955566
the,0.5091903209686279,0.3906462490558624,0.2251148819923401,0.22786585986614227,0.5171257257461548,0.23459704220294952,0.3215588331222534,0.457212895154953,0.516537070274353,0.47635307908058167,0.2183319330215454,0.2579600512981415,0.3125074505805969,0.22068053483963013
interwar,0.29756924510002136,0.28529760241508484,0.10866712033748627,0.2218976765871048,0.3292173445224762,0.15914340317249298,0.14258810877799988,0.23507073521614075,0.2317074090242386,0.27524781227111816,0.2203231304883957,0.28262802958488464,0.3841029405593872,0.13878636062145233
years,0.3409145474433899,0.3048669695854187,0.17729394137859344,0.175579234957695,0.300204873085022,0.14520032703876495,0.2527481019496918,0.2851444482803345,0.2008867710828781,0.2278384268283844,0.23319317400455475,0.21930178999900818,0.38214126229286194,0.1914375126361847
.,0.475719153881073,0.3378238379955292,0.2262967973947525,0.28819000720977783,0.588965117931366,0.24800069630146027,0.338392436504364,0.4549728035926819,0.34427863359451294,0.35404038429260254,0.1890697479248047,0.2785428464412689,0.2575049102306366,0.4130953550338745
